dubhghall	d̪ˠʊwəl
fréamhacha	fʲɾʲeːwəxə
ndoirse	n̪ˠɔɾˠʃə
saothar	sˠiːɾˠ
mbeid	mʲɛdʲ
chuaigh	fˠuəj
bliain	bʲlʲiənʲ
d'altfadh	d̪ˠal̪ˠt̪ˠəx
piléir	pʲɪlʲeɾʲ
gaillimh	ɡal̠ʲɪvʲ
féile	fʲeːlʲə
ceo	cɔː
veinéiseach	vʲɛnʲeːʃəx
léimt	l̠ʲeːmʲtʲ
fhaightear	ahaɾˠ
saoradh	sˠiːɾˠuː
lag	l̪ˠaɡ
suím	sˠiːmʲ
péire	pʲeːɾʲə
litiam	l̠ʲɪtʲiəmˠ
fillfir	fʲiːlʲhərʲ
eadhon	aːən
mhuire	wɪɾʲə
tabhair	t̪ˠuːɾʲ
bró	bˠɾˠoː
eaglais	aːɡlˠəʃ
déanamh	dʲeːnˠu
brobh	bˠɾˠɔvˠ
chonaic	xɔnˠɪc
samhlú	sˠəul̪ˠuː
iontas	ʌn̪ˠt̪ˠəsˠ
curach	kʊɾˠəx
broim	bˠɾˠaimʲ
rinneadh	ɾˠɪnʲu
oilim	ɛlʲəmʲ
call	kal̪ˠ
tuite	t̪ˠɪtʲə
cheada	çæːd̪ˠə
di	dʲɪ
cáit	kæːtʲ
dhóigh	ɣoː
aoibhinn	iːvʲən̠ʲ
dom	d̪ˠəmˠ
spáinne	sˠpˠæːn̠ʲə
cheannacht	çan̪ˠaxt̪ˠ
fíniúnach	fʲiːnʲuːn̪ˠəx
stéig	ʃdʲeːɟ
ciseán	cɪʃaːn̪ˠ
buíochas	bˠiəxəsˠ
cuimhnigh	kɪvʲnʲiː
bhisigh	vʲɪʃiː
aithním	æniːmʲ
árannach	ɑːɾˠən̪ˠəx
uirthise	ɞɾˠəʃə
canúnach	kanˠuːnˠəx
pósad	pˠoːsˠəd̪ˠ
áit	æːtʲ
cruan	kɾˠuənˠ
airgid	æːɾʲəɟədʲ
oisín	əʃiːnʲ
ghobadh	ɣɔbˠətʲ
bualadh	bˠuəlˠə
chuimhnigh	xɪvʲnʲiː
chugainne	hɞn̠ʲə
dtalamh	d̪ˠalˠu
cleas	clʲasˠ
oilfeadh	ɪlʲhu
thusa	hʊsˠə
úsáideach	uːsˠɑːdʲəx
riug	ɾʲʊɡ
oifig	ɔfʲɪc
ógánach	ɔːɡænˠah
óg	oːɡ
bolcán	bɔlˠkænˠ
coisrig	kɛʃɾʲɪc
cláirseach	klˠɑːɾˠʃəx
culaith	kl̪ˠɪh
tibhe	tʲɪvʲə
fheiceadh	ɛcəx
fás	fˠæːsˠ
créatúr	cɾʲeːt̪ˠuːɾˠ
blarnan	bˠlˠæːɾˠn̪ˠənˠ
stócach	sˠt̪ˠɔːkah
leaca	l̠ʲakə
ár	æːɾˠ
bhfeiceanna	vʲɛcən̪ˠə
bhealach	vʲalˠah
sholas	hʌlˠəsˠ
phrioc	fʲɾʲʊk
dusta	d̪ˠʊsˠt̪ˠə
lasta	l̪ˠasˠt̪ˠə
greannmhar	ɟɾʲan̪ˠuːɾˠ
liom	lʲɞmˠ
luígí	l̪ˠəiɟiː
cearnóige	cɑːɾˠn̪ˠoːɟə
toghchán	t̪ˠəuxɑːn̪ˠ
casúr	kasˠuɾˠ
ainmneacha	anʲəmʲnʲəxə
abraid	abˠɾˠədʲ
bascais	bˠasˠkəʃ
geas	ɟasˠ
tiomáint	tʲɪmæn̠ʲtʲ
grian	ɟɾʲiənˠ
cinnte	ciːn̠ʲtʲə
asaibhse	asˠəvʲʃə
albain	aləbˠənʲ
saoirse	sˠiːɾˠʃə
gcaoirigh	ɡiːɾʲə
chasadh	xɑsˠə
cairéad	kaɾʲeːd̪ˠ
ceapadh	capˠu
sú	sˠuː
ceannacht	can̪ˠaxt̪ˠ
sáil	sˠɑːlʲ
suim	sˠiːmʲ
báire	bˠæːɾʲə
féicheamh	fʲeːhəvˠ
feadha	fʲæː
greann	ɟɾʲan̪ˠ
fara	fˠaɾˠə
cairt	kaɾˠtʲ
tiocfad	t̪ˠʊkəd̪ˠ
fírinne	fʲiːɾʲɪɲɪ
chasadh	xasˠətʲ
libhse	lʲɪpʲʃə
bruscar	bˠɾˠʊsˠkəɾˠ
bláthach	bˠl̪ˠɑːhəx
taos	t̪ˠeːsˠ
páí	pˠɑːiː
piocadh	pʲʊkuː
dhíbh	iːbʲ
réim	ɾˠeːmʲ
pingin	pʲɪɲənʲ
amáireach	əmˠɑːɾʲəx
tuismigh	t̪ˠɪʃmiː
baisteadh	bˠaʃtʲəx
gleo	ɟlʲoː
cinneadh	cɪn̠ʲu
bard	bˠɑːɾˠd̪ˠ
uibhe	ɪvʲə
chrainn	xɾˠiːnʲ
séú	ʃeːuː
deartháireacha	dʲæːɾˠhəɾʲaxə
briseann	bʲɾʲɪʃən̪ˠ
amha	awə
árasán	æːɾˠəsˠanˠ
déanamh	dʲanˠu
eala	alˠə
dhom	əmˠ
bun	bˠʌnˠ
plána	pˠlˠæːnˠə
orainn	əɾˠən̠ʲ
mhúchadh	wuːxə
léigh	lʲeːj
éinne	eːnʲə
punt	pˠuːn̪ˠt̪ˠ
eithne	ɛhnʲə
oileadh	ɪlʲuː
ró	ɾˠoː
treoir	tʲɾʲɔːɾʲ
halbain	haləbˠənʲ
grá	ɡɾˠɑː
ár	ɑːɾˠ
acadamh	akəd̪ˠəvˠ
cuimhniú	kiːmʲɾʲuː
bláthanna	bˠl̪ˠæhən̪ˠə
cruinn	kɾˠiːnʲ
d'ainneoin	d̪ˠan̠ʲɔnʲ
canadh	kanˠətʲ
áirithe	æːɾʲəhə
binn	bʲɪnʲ
capaill	kapˠəl̪ʲ
dé	dʲeː
chuige	xɪɟɪ
coinníoll	kɪn̠ʲiːl̪ˠ
maidin	mˠadʲənʲ
dreoigh	dʲɾʲoːɟ
tairbhe	t̪ˠaɾʲəvʲə
nua	n̪ˠuə
foláir	fʲlʲɑːɾˠ
mearadh	mʲaɾˠuː
cnámh	knaːvʲ
altfaidh	al̪ˠt̪ˠə
paráiste	pˠʊɾˠɑːʃtʲə
míosa	mʲiːsˠə
cogadh	kɔɡətʲ
bhfiaradh	vʲiəɾˠəɡ
ubh	uː
puball	pˠʊbˠəl̪ˠ
pháirt	fˠɑːɾˠtʲ
geall	ɟal̪ˠ
dúlamán	d̪ˠuːlˠəmˠænˠ
tarbh	t̪ˠaɾˠu
geac	ɟak
súil	sˠuːlʲ
fuadh	fˠuəvˠ
claidh	kl̪ˠəiɟ
athraigh	aɾˠə
lenar	lʲɛnˠəɾˠ
leanbh	lʲan̪ˠə
saill	sˠæl̠ʲ
balbh	bˠalˠəvˠ
ansin	ən̪ˠʃɪnʲ
sásta	sˠɑːsˠt̪ˠə
de	ɡə
sráid	sˠɾˠɑːdʲ
nímid	n̠ʲiːmʲədʲ
fiar	fʲiəɾˠ
teastas	tʲasˠt̪ˠəsˠ
bhfeadh	vʲaɡ
nó	n̪ˠuː
ainbhios	ɛnʲəvʲɪsˠ
cleachtadh	clʲæxt̪ˠəx
mholadh	wɔlˠətʲ
feoil	fʲɔːlʲ
anseo	in̠ʲʃɔ
gheala	jalˠə
pobal	pˠɔbˠəlˠ
seasamh	ʃasˠəvˠ
phian	fʲiənˠ
acra	ɑkɾˠə
gabha	ɡəuə
feoil	fʲoːlʲ
deargadh	dʲaɾˠəɡu
chos	xɔsˠ
chasán	xɑsˠɑnˠ
cata	kat̪ˠə
bacaí	bˠaki
mí	mʲiː
fáilt	fˠɑːlʲtʲ
eite	ɛtʲə
chí	çiː
téana	tʲia̯n̪ˠə
dheireadh	jɛɾʲu
innealtóir	inʲəlˠt̪ˠoːɾʲ
fuiseog	fˠəʃoːɡ
díot	d̪ˠiːt̪ˠ
droichead	d̪ˠɾˠɛhəd̪ˠ
creideamh	cɾʲɛdʲəvˠ
lasracha	l̪ˠasˠɾˠahə
spreagadh	sˠpʲɾʲaɡəvˠ
uachtarán	uəxt̪ˠəɾˠɑːnˠ
ach	ax
sorcas	sˠɔɾˠkəsˠ
franc	fˠɾˠaŋk
ceithre	cɛɾʲə
chucu	akəbˠ
nóra	n̪ˠuːɾˠə
bacaigh	bˠakə
phá	fˠɑː
seas	ʃæsˠ
trá	t̪ˠɾˠɑːɟ
arán	əɾˠɑːn
chuir	xɪɾʲ
socraigh	sˠɔkɾˠə
d'ullmhaigh	d̪ˠʊl̪ˠwiː
slaghdán	sˠl̪ˠəid̪ˠɑːn̪ˠ
caoimhe	kiːvʲə
gcurach	ɡɔɾˠəx
piléar	pʲlʲeːɾˠ
gá	ɡɑː
suaimhneas	sˠuənʲəsˠ
clois	klˠɔʃ
scuabadh	sˠkuəbˠəɡ
ostair	ɔsˠt̪ˠəɾʲ
chugaibh	ɑɡiː
díreach	dʲiːɾʲəx
leagan	l̠ʲæɡən̪ˠ
pite	pʲɪtʲə
éalaigh	eːlˠi
tíor	tʲiːɾˠ
dté	dʲeː
risteard	ɾˠɪʃtʲɑːɾˠd̪ˠ
cóir	kɔːɾʲ
casán	kɑsˠɑnˠ
chearnóg	çaːɾˠn̪ˠoːɡ
crúca	kɾˠuːkə
pacáil	pˠakɑːlʲ
den	dʲənˠ
lúbtha	l̪ˠuːpˠə
cuardaigh	kuəɾˠd̪ˠi
beag	bʲɔɡ
aige	ɛɟ
fómhar	fˠuːwəɾˠ
áil	æːlʲ
leagfadh	l̠ʲakuː
tuismigh	t̪ˠɪʃmɪɟ
déarfadh	dʲeːɾˠhu
bolcáin	bɔlˠkɑːnʲ
daoibh	d̪ˠiːvʲ
tuirseach	t̪ˠɔɾˠʃəx
shuigh	hiː
iascaireacht	iəsˠkəɾʲəxt̪ˠ
craiceann	kɾˠacən̪ˠ
bláthaí	bˠlɑhiː
aithne	æːnʲə
tóg	t̪ˠɔːɡ
galach	ɡəl̪ˠɑx
ríomhleabhar	ɾʲiːwlʲəuɾˠ
aithreacha	æhɾʲəxə
glanadh	ɡl̪ˠɑn̪əx
ligthe	l̠ʲɪcɪ
duas	d̪ˠuəsˠ
gcaoirigh	ɡiːɾʲɪɟ
bliosán	bʲlʲəsˠɑːn̪ˠ
fuinneog	fˠɪn̠ʲaɡ
áiteacha	ɑːtʲəxiː
clogad	klˠʌɡəd̪ˠ
ríomhaire	ɾˠiːvˠəɾʲə
chíre	çiːɾʲə
folamh	fˠɔlˠu
aithneodh	ænʲoːtʲ
ochtar	ɔxt̪ˠəɾˠ
allas	al̪ˠəsˠ
caighdeán	kəidʲaːn̪ˠ
phósfadh	fˠoːsˠuː
deargadh	dʲaɾˠəɡəvˠ
taos	t̪ˠiːsˠ
leithead	l̠ʲeːd̪ˠ
taghd	t̪ˠəid̪ˠ
plúr	pˠlˠuːɾˠ
ainmneacha	anʲəmʲnʲəxiː
broinn	bˠɾˠiːn̠ʲ
roimhe	ɾˠɪvʲə
measa	mʲæsˠə
loingeas	l̪ˠɪɲɟəsˠ
féarach	fʲeːrəx
príomhchathair	pˠɾˠiːvˠxahɪɾʲ
leáis	l̠ʲɑːʃ
fiaradh	fʲiəɾˠətʲ
séasúr	ʃeːsˠuːɾˠ
mharbh	warˠuː
léir	l̠ʲeːɾʲ
beag	bʲɞɡ
cathair	kaːɾʲ
bualadh	bˠuəlˠu
ocras	ɔkɾˠəsˠ
deara	dʲaɾˠə
buile	bˠɪlʲə
eich	ɛç
déarfadh	dʲeːɾˠhəx
chúrsa	xuːɾˠsˠə
aifreann	æfʲɾʲən̪ˠ
dabhaigh	d̪ˠəuwi
amaid	amˠədʲ
baisteadh	bˠaʃtʲətʲ
daid	d̪ˠadʲ
cánach	kæːnˠah
paráistí	pˠəɾˠɑːʃtʲiː
churach	xɤɾˠah
cosúil	kəsˠuːlʲ
cama	kamˠə
mharaigh	waɾˠi
macánta	makən̪ˠt̪ˠə
inne	ɪn̠ʲə
sliasad	ʃlʲiəsˠəd̪ˠ
as	asˠ
d'éirigh	dʲəiɾʲɪɟ
casfaidh	kasˠɪɟ
bláthmhar	bˠlˠæːfˠəɾˠ
ósta	oːsˠt̪ˠə
huis	hɪʃ
breabadh	bʲɾʲabˠu
anois	ənʲɪʃ
gréasán	ɟɾeːsˠænˠ
nead	nʲad̪ˠ
cráite	kɾˠɑːtʲə
mhacha	waxə
cruinnigh	kɾˠɪn̠ʲə
deor	dʲoːɾˠ
spúnóg	sˠpˠuːnˠoːɡ
tomhais	t̪ˠɛʃ
scéal	ʃcialˠ
fúinne	fˠuːn̠ʲə
canadh	kɑn̪ˠəɡ
creideamh	cɾʲɛdʲuː
scara	sˠkaɾˠə
breithiúnas	bʲɾʲəhuːn̪ˠəsˠ
comhrialtas	koːɾˠiəl̪ˠt̪ˠəsˠ
muinín	mˠɪnʲinʲ
piocadh	pʲʊkəvˠ
cheana	hanˠə
lus	l̪ˠʊsˠ
seosamh	ʃoːsˠəvˠ
coillte	kiːlʲtʲə
corn	koːɾˠn̪ˠ
lae	l̪ˠeː
thig	hɪɟ
nua	uːrˠ
mbard	mˠɑːɾˠd̪ˠ
gceann	ɟan̪ˠ
ainmhí	anʲəvʲi
ádhúil	ɑːwʊl
moladh	mˠɔlˠə
so	sˠɔ
cac	kak
duitse	d̪ˠɪtʲʃə
pheann	fʲaun̪ˠ
éscae	eːske
ardchlár	ɑːɾˠd̪ˠxl̪ˠɑːɾˠ
bpianadh	bʲiənˠətʲ
shíníomar	hiːnʲiːmˠəɾˠ
troimide	t̪ˠɾˠɪmʲədʲə
den	ɡənˠ
fada	fˠɑd̪ˠə
spreagadh	sˠpʲɾʲaɡətʲ
siúinéaracht	ʃuːnʲeːɾˠəxt̪ˠ
choil	xɛlʲ
cúram	kuːɾˠəmˠ
díobhsan	dʲiːpˠsˠən
piléar	pʲɪlʲaɾˠ
buana	bˠuənˠə
dhá	ɣæː
peirsis	pʲɛɾʲʃɪʃ
fiafraigh	fʲiəɾˠə
ribe	ɾˠɪbʲə
airigh	aɾʲi
chú	xuː
aitheanta	ahən̪ˠt̪ˠə
b'éigint	bʲeːɟɪn̠ʲtʲ
íosánach	iːsˠænˠah
guigh	ɡɪɟ
fiche	fʲɪçə
mearadh	mʲaɾˠu
feoilséantóir	fʲoːlʲʃia̯n̪ˠt̪ˠoːrʲ
stopadh	sˠt̪ˠɔpˠə
pá	pˠæː
altfadh	al̪ˠt̪ˠətʲ
nóra	n̪ˠoːɾˠə
crochadh	kɾˠɔxətʲ
daoirse	d̪ˠiːɾˠʃə
ceannasaí	can̪ˠəsˠi
uafásach	uːɑːsˠəx
bhéarfadh	vʲeːɾˠətʲ
cnuic	kɾˠɪc
lice	l̠ʲɪcɪ
máilín	mˠæːlʲinʲ
airím	aɾʲimˠ
chóisir	xɔːʃəɾʲ
breatnach	bʲɾʲan̪ˠah
bradach	bˠɾˠad̪ˠah
socrú	sˠɔkɾˠuː
muic	mˠɪc
túis	t̪ˠuːʃ
suipéar	sˠɪpʲeɾˠ
athléim	aleːmʲ
síoda	ʃiːd̪ˠə
deireadh	dʲɛɾʲu
dínnéar	dʲiːn̠ʲeːɾˠ
gort	ɡɔɾˠt̪ˠ
geall	ɟaul̪ˠ
gcodladh	ɡʌl̪ˠu
mothaím	muːiːmʲ
ceannacht	cæːn̪ˠəxt̪ˠ
orainn	ɔɾˠən̠ʲ
francach	fˠɾˠaŋkah
dóigh	d̪ˠoːɟ
ním	n̠ʲiːmʲ
rinneamar	ɾˠɪn̠ʲəmˠəɾˠ
aithneodh	ænʲoːx
sa	sˠə
bpianadh	bʲiənˠuː
phósadh	fˠoːsˠuː
aidmheáil	adʲvʲælʲ
ghob	ɣʌbˠ
braith	bˠɾˠa
bisigh	bʲɪʃi
biorach	bʲɪɾˠɑx
cheap	çapˠ
róis	ɾˠoːʃ
gcodladh	ɡɔl̪ˠə
ball	bˠal̪ˠ
eorna	ɔːɾˠn̪ˠə
ith	ɪh
troithe	t̪ˠɾˠeː
beimid	bʲɛmʲədʲ
fírinneach	fʲiːɾʲənʲəx
brachán	bˠɾˠaxɑːnˠ
géar	ɟeːɾˠ
móra	mˠoːɾˠə
molas	mˠʌlˠəsˠ
gruama	ɡɾˠuːmˠə
téad	tʲeːd̪ˠ
cótaí	koːt̪ˠiː
cleachtadh	clʲaxt̪ˠəx
feiliúnach	fʲɪlʲuːn̪ˠəx
páirt	pˠɑːɾˠtʲ
díomá	dʲiːmˠɑː
cigire	cɪɟɪɾʲə
síneadh	ʃiːnʲu
neach	n̠ʲax
fhocal	ɔkəlˠ
h	h
deoir	dʲɔːɾʲ
costas	kʌsˠt̪ˠəsˠ
trua	t̪ˠɾˠuə
curaigh	kɔɾˠə
siolla	ʃɪl͈ə
stuidéir	sˠt̪ˠədʲeːrʲ
ail	alʲ
tomacha	t̪ˠʊmˠəxiː
balla	bˠal̪ˠə
scéalaí	ʃceːlˠiː
annamh	anəvˠ
sách	sˠæːx
thair	haɾʲ
taga	t̪ˠaɡə
dall	d̪ˠaul̪ˠ
gealbhan	ɟalˠəwanˠ
ullmhaigh	ʌl̪ˠwi
deinim	dʲɛnʲɪmʲ
síneadh	ʃiːnʲuː
bróig	bˠɾˠoːɟ
eaglais	ɑːɡlˠəʃ
aithin	eːhən
ise	ɪʃə
strainséara	sˠt̪ˠɾˠæːnʲʃeːɾˠə
bpósfadh	bˠɔːsˠətʲ
buail	bˠiːlʲ
fad	fˠɑd̪ˠ
claidh	kl̪ˠəi
fionnuar	fʲɪnˠuəɾˠ
óg	ɔːɡ
soitheach	sˠeːx
seachain	ʃæxənʲ
tharlaigh	hɑɾˠl̪ˠɪɟ
bomaite	bˠʌmˠətʲə
scátháin	sˠkæhænʲ
giota	ɟɪt̪ˠə
oibrigh	əibʲɾʲiː
coill	kəil̠ʲ
gaoth	ɡeːh
sibhse	ʃɪbʲʃə
beagán	bʲɞɡɑːnˠ
anocht	ən̪ˠɔxt̪ˠ
altfaidh	al̪ˠt̪ˠi
ionadh	uːn̪ˠə
breatnach	bʲɾʲan̪ˠəx
buidéal	bˠɪdʲeːlˠ
shéabraí	heːbˠɾˠiː
scil	ʃcɪlʲ
thiocfadh	hʊkəx
aiféala	afʲeːɾˠ
dlúth	d̪ˠlˠuː
iontas	ɤːn̪ˠt̪ˠəsˠ
laethanta	l̪ˠeːhən̪ˠt̪ˠə
cirt	cɪɾˠtʲ
sna	sˠnˠə
b'fhéidir	bʲeːdʲəɾʲ
buaine	bˠuənʲə
tógáil	t̪ˠɔːɡælʲ
nollaig	n̪ˠʌl̪ˠəc
plaic	pˠlˠac
cogaíocha	kɔɡeːxiː
dada	d̪ˠad̪ˠə
péinteáil	pʲeːnʲtʲaːlʲ
carad	kɑɾˠəd̪ˠ
crios	cɾʲɪsˠ
dhá	ɣɑː
labhairt	l̪ˠəuɾʲtʲ
pósadh	pˠoːsˠuː
staighre	sˠt̪ˠəiɾʲə
libh	lʲɪvʲ
gorta	ɡɔɾˠt̪ˠə
ábalta	æːbˠəl̪ˠt̪ˠə
innseann	iːnʲʃən̪ˠ
seada	ʃad̪ˠə
seamróg	ʃamˠəɾˠoːɡ
corcaigh	kɔɾˠkə
freastalaíodh	fʲɾʲasˠt̪ˠəlˠiːw
lúb	l̪ˠuːbˠ
coir	kɛɾʲ
chuireadh	xɪɾʲu
lasrach	l̪ˠasˠəɾˠəx
nóin	n̪ˠuːnʲ
nuair	n̪ˠɛɾʲ
sílim	ʃiːlʲəmʲ
ceatha	cahə
oireachtas	ɛɾʲaht̪ˠəsˠ
fiach	fʲiəx
eascaine	asˠkənʲə
dochtúir	d̪ˠʌxt̪ˠuɾʲ
guidid	ɡɪdʲədʲ
tóra	t̪ˠɔːɾˠə
veinéis	vʲɛnʲeːʃ
toinn	t̪ˠiːn̠ʲ
tastaigh	t̪ˠasˠt̪ˠə
bhán	vˠɑːn̪ˠ
abarthach	abˠəɾˠəx
téigh	tʲeː
dearthár	dʲɾʲiçaːɾˠ
más	mˠɑːsˠ
seilide	ʃɛlʲədʲə
bileogach	bʲɪlʲoːɡəx
agamsa	ɑmˠsˠə
beidh	bʲɛɟ
treoracha	tʲɾʲɔːɾˠahə
cathaoir	kəiɾʲ
béarla	bʲeːɾˠl̪ˠə
fhaigheann	æːn̪ˠ
aniar	ən̠ʲiəɾˠ
cantar	kan̪ˠt̪ˠəɾˠ
chugainne	xʊɡən̠ʲə
féich	fʲeːç
deil	dʲɛlʲ
seilg	ʃɛlʲɪɟ
geall	ɟaːl̪ˠ
sách	sˠɑːx
taspáin	t̪əspˠɑːnʲ
colainn	kɔlˠən̠ʲ
acu	əku
cluife	klˠɪfʲə
báite	bˠɑːtʲə
geis	ɟɛʃ
dúideanna	d̪ˠuːdʲən̪ˠə
aon	iːnˠ
arda	ɑːɾˠd̪ˠə
tairne	t̪ˠæːɾˠn̠ʲə
deartháir	dʲɾʲɑːɾʲ
múnadh	mˠuːn̪ˠəvˠ
ardrí	ɑːɾˠd̪ˠɾˠiː
snámh	sˠn̪ˠæːw
rabhadh	ɾˠou
laidin	l̪ˠadʲɪnʲ
chara	xaɾˠə
donna	d̪ˠɔn̪ˠə
caite	katʲə
oileadh	ɪlʲəɡ
ollmhargadh	ɔl̪ˠwaɾˠəɡə
scáthán	sˠkɑːhɑːnˠ
dhún	ɣuːnˠ
dhaoine	ɣiːnʲə
hár	hæːɾˠ
pluid	pˠlˠɪdʲ
péacóg	pʲeːkoːɡ
fadhb	fˠəibˠ
máthar	mˠæhəɾˠ
aill	ɑːl̠ʲ
fásach	fˠæːsˠax
dúinn	d̪ˠuːn̠ʲ
guigh	ɡɪvʲ
dúil	d̪ˠuːlʲ
gos	ɡɔsˠ
barúlach	bˠaɾˠuːlˠəx
sláinte	sˠl̪ˠəin̠ʲtʲə
chileagram	çɪlʲəɡɾˠamˠ
stiall	ʃtʲiəl̪ˠ
tóg	t̪ˠoːɡ
faghta	fˠɑxt̪ˠə
scáthán	sˠkɑːhɑːn̪ˠ
bainne	bˠɑɲə
chéim	çeːmʲ
dhuine	ɣɪnʲə
eangach	aŋax
agaibhse	aɡiːʃə
hanam	hanˠəmˠ
laoch	l̪ˠeːx
bodhar	bˠəuɾˠ
plúra'	pˠlˠuːɾˠə
mhac	wak
béal	bʲia̯l̪ˠ
díograis	dʲiːɡɾˠəʃ
d'aithníodh	dˠahnʲiːx
oilfeadh	ɪlʲhuː
chrainn	xɾˠiːn̠ʲ
cogain	kaɡənʲ
phiocadh	fʲɪkətʲ
pingin	pʲɪɲɟənʲ
casadh	kasˠʊ
faigh	fˠæːj
oscailt	ɔsˠkəl̠ʲtʲ
píopa	pʲiːpˠə
tuama	t̪ˠuəmˠə
beo	bʲɔː
láib	l̪ˠæːbʲ
dúlra	d̪ˠuːlˠɾˠə
cailleadh	kɑːl̠ʲə
cogadh	kɔɡəɡ
leice	l̠ʲɛcɪ
alba	alˠəbˠə
pinn	pʲəinʲ
leath	l̠ʲah
chip	çɪpʲ
dusta	d̪ˠɪsˠt̪ˠə
monabhar	mˠɔnˠəvˠəɾˠ
asat	asˠt̪ˠəd̪ˠ
pógtha	pˠoːkə
bileogach	bʲəlʲoːɡəx
piléir	pʲəlʲeːɾʲ
fraoch	fˠɾˠiːx
ursa	ʊɾˠsˠə
fheiceadh	ɛcuː
cór	koːɾˠ
chór	xoːɾˠ
aithint	an̠ʲtʲ
éisteacht	eːʃtʲəxt̪ˠ
crios	cɾʲʊsˠ
éirinn	eːɾʲən̠ʲ
díleas	dʲiːlʲəsˠ
mac	mˠɑk
miotóg	mʲɪt̪ˠaɡ
gcroí	ɡɾˠiː
tóin	t̪ˠoːnʲ
os	ʌsˠ
ciarán	ciəɾˠɑːn̪ˠ
molann	mˠɔlˠən̪ˠ
deartháireacha	dʲɾʲəhaːɾʲəxə
ghránaigh	ɣɾˠɑːnˠiː
réad	ɾˠeːd̪ˠ
astu	asˠt̪ˠʊ
scoil	sˠkɔlʲ
cileagram	cɪlʲəɡɾˠamˠ
éadach	ia̯d̪ˠəx
rúibín	ɾˠuːbʲiːnʲ
suíochán	sˠiːxænˠ
shnáith	nˠæːiç
anart	ɑnəɾˠt̪ˠ
coighcíos	kəiciːsˠ
ghnách	ɣɾˠæːx
dteach	dʲæːx
fhuiriste	ɾʲɪʃtʲə
airgid	aɾʲəɟədʲ
pósadh	pˠɔːsˠu
brobh	bˠɾˠow
geall	ɟɑːl̪ˠ
thuiscint	hɪʃcɪn̠ʲtʲ
baineann	bˠɪɾʲən̪ˠ
brá	bˠɾˠæː
'am	amˠ
fómhar	fˠoːvˠəɾˠ
inarb	ɪnˠəɾˠbˠ
téann	tʲeːn̪ˠ
goid	ɡɪdʲ
margadh	mˠaɾˠəɡuː
dola	d̪ˠɔlˠə
díbríodh	dʲiːbʲɾʲitʲ
dhúil	ɣuːlʲ
croith	kɾˠɔh
mbás	mˠæːsˠ
mhóra	woːɾˠə
galúin	ɡəlˠuːnʲ
suipéar	sˠɪpʲeːɾˠ
dhóibhsean	ɣoːpˠsˠən
tit	tʲɪtʲ
garsún	ɡaɾˠsˠunˠ
fuiseog	fˠɪʃoːɡ
deileanna	dʲɛlʲən̪ˠə
aicme	acmʲə
pobalscoil	pˠɔbˠəlˠsˠkɛlʲ
oilfeadh	ɛlʲhəx
aiteach	atʲəx
aireachtáil	aɾʲaxt̪ˠælʲ
ceannasach	can̪ˠəsˠah
thóir	hoːɾʲ
colúr	kɔl̪ˠuːɾˠ
ionam	iːn̪ˠt̪ˠəmˠ
buíochas	bˠiːxəsˠ
pósadh	pˠɔːsˠətʲ
cathaoirleach	kaiɾˠl̠ʲəx
thugadh	hʊɡu
difríocht	dʲɪfʲɾʲiəxt̪ˠ
hallaí	hal̪ˠiː
coicís	kəiciːʃ
pinginí	pʲɪɲənʲiː
chodlata	kɔl̪ˠət̪ˠə
gcaraid	ɡaɾˠədʲ
móinteach	mˠoːnʲtʲəx
féan	fʲeːnˠ
fhírinne	iːɾʲən̠ʲə
mhalairt	vˠɑlˠəɾˠtʲ
pingineacha	pʲiːn̠ʲəxiː
lasracha	l̪ˠasˠɾˠəxə
béarlóireacht	bʲeːɾˠl̪ˠɔɾʲaht̪ˠ
ghobadh	ɣɔbˠuː
géibheann	ɟeːvʲən̪ˠ
fhéin	heːnʲ
miodóg	mʲɪd̪ˠoːɡ
tuí	t̪ˠiː
hóbair	hoːbˠəɾʲ
ding	dʲɪɲɟ
bain	bˠanʲ
sásta	sˠæːsˠt̪ˠə
scáileán	sˠkɑːlʲɑːnˠ
éis	eːʃ
ríse	ɾˠiːʃə
d'oil	d̪ˠɛlʲ
d'fhreastalódh	dʲɾʲasˠt̪ˠəlˠoːtʲ
dair	d̪ˠaɾʲ
clocha	klˠʌxə
salaigh	sˠɑl̪ˠɪɟ
meaisín	mʲəʃiːnʲ
cas	kasˠ
é	eː
fánach	fˠɑːnˠəx
anuraidh	ən̪ˠɔɾˠə
nollaig	n̪ˠɔl̪ˠəɟ
cuntar	kʊn̪ˠt̪ˠəɾˠ
reilig	ɾˠɛlʲɪc
iontas	iːn̪ˠt̪ˠəsˠ
clois	kl̪ˠʊʃ
siúr	ʃuːɾˠ
saoir	sˠiːɾʲ
chugainn	hʊɡən̠ʲ
deireanach	dʲɛɾʲənˠah
cinn	ciːnʲ
gabhar	ɡəuɾˠ
fíor	fʲiəɾˠ
aoibhinn	iːvʲənʲ
buain	bˠuənʲ
tacht	t̪ˠaxt̪ˠ
slua	sˠl̪ˠuə
báis	bˠæːʃ
cearnóga	cæːɾˠn̪ˠɔɡə
seánra	ʃæːn̪ˠɾˠə
chasfadh	kasˠəx
séipéal	ʃeːpʲeːl̪ˠ
a	ə
aontaím	iːn̪ˠt̪ˠimˠ
maca	mˠakə
ceintiméadar	cɛn̠ʲtʲəmʲeːd̪ˠəɾˠ
roc	ɾˠɔk
