já	jauː
teppa	tʰɛhpa
ölgerðarhús	œlcɛrðarhuːs
gjaldmiðill	caltmɪːðɪtl
frjór	frjouːr
nafli	naplɪ
höggormur	hœkːɔrmʏr
visk	vɪsk
húsnæði	huːsnaiːðɪ
kveikur	kʰveiːkʏr
aðalheiður	aːðalheiːðʏr
gulna	kʏlna
frónskur	frounskʏr
litningur	lɪhtniŋkʏr
árósar	auːrouːsar
hjarna	çartna
jen	jɛːn
ýja	iːja
skaft	skaft
gredda	krɛtːa
sexa	sɛksa
lærleggur	lairlɛkːʏr
eintal	eintʰaːl
rostungur	rɔstuŋkʏr
undirfylking	ʏntɪr̥fɪl̥ciŋk
bursta	pʏr̥sta
doktor	tɔxtɔr
hengill	heiɲcɪtl
kornbretaland	kʰɔrtnprɛːtalant
nafnið	napnɪð
lögur	lœːɣʏr
fró	frouː
þúbróðir	θuːprouːðɪr
gagnagrunnur	kaknakrʏnːʏr
skaðlegur	skaðlɛːɣʏr
kjálki	cʰaul̥cɪ
segulljós	sɛːɣʏlljouːs
gráði	krauːðɪ
ræfill	raiːvɪtl
alvarlegur	alvarlɛːɣʏr
fimmti	fɪm̥tɪ
tollskýrsla	tʰɔtl̥scir̥stla
vettugi	vɛhtʏjɪ
benda	pɛnta
kalka	kʰal̥ka
loppa	lɔhpa
lýsingarháttur	liːsiŋkarhauhtʏr
blóðbogi	plouːðpɔːjɪ
arsen	ar̥sɛn
ástríður	austriːðʏr
kalifornía	kʰaːlɪfɔrnija
dúfa	tuːva
kryppa	kʰrɪhpa
skata	skaːta
aðaláhugamál	aːðaːlauːhʏːɣamauːl
íslenskur	istlɛnskʏr
asetón	aːsɛːtʰouːn
afríka	aːfriːka
hamagangur	haːmakauŋkʏr
fífl	fipl
prófun	pʰrouːvʏn
lauf	løyːv
gosi	kɔːsɪ
járnbrautarlest	jaurtnprøyːtarlɛst
þrjóska	θrjouska
trúss	tʰrusː
þumlungur	θʏmluŋkʏr
ofbeldi	ɔvpɛltɪ
dreki	trɛːcɪ
tyggjó	tʰɪcːouː
leiðarstef	leiːðarstɛːv
fákur	fauːkʏr
landafræði	lantafraiːðɪ
klunnalegur	kʰlʏnːalɛːɣʏr
haga	haːɣa
knútur	kʰnuːtʏr
syrgja	sɪrca
gusa	kʏːsa
páskalilja	pʰauskalɪlja
kjarr	cʰarː
vanrækja	vanraiːca
alklæddur	aːlkʰlaitːʏr
hópkynlíf	houːpcʰɪnliːv
bára	pauːra
klápur	kʰlauːpʏr
guðlaug	kvʏðløyːɣ
hvolpur	kʰvɔl̥pʏr
eyðilegging	eiːðɪlɛcːiŋk
hreppur	r̥ɛhpʏr
kríli	kʰriːlɪ
hólmfríður	houlmfriːðʏr
innræting	ɪnːraiːtiŋk
kamelljón	kʰaːmɛlljouːn
velja	vɛlja
víðfrægur	viðfraiːɣʏr
afsökun	afsœːkʏn
þiggja	θɪcːa
garðyrkjumaður	karðɪr̥cʏmaːðʏr
sólmyrkvi	soulmɪr̥kvɪ
megin	meiːjɪn
sifjar	sɪvjar
drit	trɪːt
mosajafni	mɔːsajapnɪ
vara	vaːra
beiti	peiːtɪ
faggi	facːɪ
bjarga	pjarka
þið	θɪð
gnarr	knarː
prúðmenni	pʰruðmɛnːɪ
norðurland	nɔrðʏrlant
gulvíðir	kʏlviːðɪr
lærisveinn	laiːrɪsveitn
rjúpa	rjuːpa
tófa	tʰouːva
fjarvera	fjarvɛːra
japan	jaːpʰaːn
grípa	kriːpa
ljóstýra	ljouːstʰiːra
arfi	arvɪ
töfrasproti	tʰœvrasprɔːtɪ
nýsilfur	niːsɪlvʏr
drift	trɪft
háttarökfræði	hauhtarœkfraiːðɪ
hjúkrunarheimili	çuːkrʏnarheiːmɪlɪ
kengúra	cʰeiŋkuːra
slíður	stliːðʏr
hamla	hamla
erilsamur	ɛːrɪlsaːmʏr
kórea	kʰouːrɛːa
málstol	maulstɔːl
eigra	eiɣra
brúður	pruːðʏr
hryssingur	r̥ɪsːiŋkʏr
apalhraun	aːpalr̥øyːn
dauðakippur	tøyːðacʰɪhpʏr
langamma	lauŋkamːa
samhengi	samheiɲcɪ
fönikía	fœːnɪcʰiːja
hús	huːs
nopi	nɔːpɪ
orfa	ɔrva
undarlega	ʏntarlɛːɣa
skæla	scaiːla
timburmaður	tʰɪmpʏrmaːðʏr
fæðing	faiːðiŋk
blæðari	plaiːðarɪ
flug	flʏːɣ
knattspyrnukona	kʰnahtspɪrtnʏkʰɔːna
ræðismannsbústaður	raiːðɪsmanspuːstaːðʏr
ráðning	rauðniŋk
þorsti	θɔr̥stɪ
nesti	nɛstɪ
basl	pastl
ufsi	ʏfsɪ
aría	aːriːja
meri	mɛːrɪ
dragt	traxt
þykkja	θɪhca
blóðflaga	plouðflaːɣa
senda	sɛnta
goðafræði	kɔːðafraiːðɪ
orðsifjabók	ɔrðsɪvjapouːk
fimm	fɪmː
árni	autnɪ
rækt	raixt
plógur	pʰlouːʏr
skríll	skritl
hjáleið	çauːleiːð
gengi	ceiɲcɪ
móanóra	mouːanouːra
bergsóley	pɛrksouːleiː
spánska	spaunska
krol	kʰrɔːl
vinstur	vɪnstʏr
frétt	frjɛht
indland	ɪntlant
hreindís	r̥eintiːs
þorn	θɔrtn
börn	pœrtn
fælni	failnɪ
fótbolti	fouːtpɔl̥tɪ
hali	haːlɪ
hvítblæði	xʷiːtplaiːðɪ
spil	spɪːl
fingur	fiŋkʏr
knega	kʰnɛːɣa
syrja	sɪrja
riðill	rɪːðɪtl
spurnarfornafn	spʏrtnarfɔrnapn
nepja	nɛːpja
nes	nɛːs
greining	kreiːniŋk
rauðrófa	røyðrouːva
aðventa	aðvɛn̥ta
þvegill	θveiːjɪtl
býr	piːr̥
bras	praːs
áhugamál	auːhʏːɣamauːl
lykkja	lɪhca
origami	ɔːrɪkamɪ
snúður	stnuːðʏr
safnið	sapnɪð
okra	ɔːkra
hrjúfur	r̥juːvʏr
gripur	krɪːpʏr
öld	œlt
eftirsókn	ɛftɪrsouhkn
vömb	vœmp
moldvarpa	mɔltvar̥pa
heyrnarlaus	heirtnarløyːs
forhúð	fɔːrhuːð
lágmynd	lauɣmɪnt
klauf	kʰløyːv
tröllkona	tʰrœtlkʰɔːna
hvaða	kʰvaːða
blossi	plɔsːɪ
ljósvaki	ljouːsvaːcɪ
dæla	taiːla
sá	sauː
skari	skaːrɪ
næstur	naistʏr
hamur	haːmʏr
hvass	kʰvasː
jarma	jarma
bretland	prɛːtlant
dílaskóf	tiːlaskouːv
miltisbrandur	mɪl̥tɪsprantʏr
albínói	alpiːnouːɪ
haldinn	haltɪnː
gorta	kɔr̥ta
íslenska	istlɛnska
skítugur	sciːtʏːɣʏr
skarfur	skarvʏr
bústinn	pustɪnː
jarðúlfur	jarðulvʏr
hélumosi	çɛːlʏmɔːsɪ
jarðsvín	jarðsviːn
pólland	poullant
kleif	kʰleiːv
tak	tʰaːk
jarðarberjasulta	jarðarpɛːrjasʏl̥ta
forstjóri	fɔr̥stjouːrɪ
banna	panːa
töf	tʰœːv
rekald	rɛːkalt
snið	stnɪːð
greiða	kreiːða
jurt	jʏr̥t
misjafn	mɪːsjapn
skelfa	scɛlva
bjartsýni	pjar̥tsiːnɪ
kal	kʰaːl
pálmar	pʰaulmar
baugfingur	pøyxfiŋkʏr
drangi	trauɲcɪ
maur	møyːr
gjóla	couːla
stuðull	stʏːðʏtl
jólabókaflóð	jouːlapouːkaflouːð
kið	cʰɪːð
riflás	rɪvlauːs
áfall	auːfatl
gat	kaːt
jaðarrokk	jaːðarrɔhk
undirlendi	ʏntɪrlɛntɪ
miðmyndarsögn	mɪðmɪntarsœkn
svali	svaːlɪ
mí	miː
lukt	lʏxt
búðarþjófur	puːðarθjouːvʏr
finna	fɪnːa
þjóta	θjouːta
beyki	peiːcɪ
plampa	pʰlam̥pa
gljúfur	kljuːvʏr
katrín	kʰaːtriːn
lykill	lɪːcɪtl
blómstra	ploumstra
skella	scɛtla
fljótur	fljouːtʏr
sófókles	souːfouːkʰlɛːs
nefnilega	nɛpnɪlɛɣa
knörr	kʰnœrː
mjallhvít	mjahtlkvit
ameríka	aːmɛːriːka
nikkel	nɪhkɛl
breidd	preitː
evklíð	ɛvkʰliːð
káfa	kʰauːva
knall	kʰnalː
krúna	kʰruna
megra	mɛɣra
stormur	stɔrmʏr
vígður	viɣðʏr
saumavél	søyːmavjɛːl
líffræði	liffraiːðɪ
prófa	pʰrouːva
mjókka	mjouhka
gjöfull	cœːvʏtl
gestgjafi	cɛstcaːvɪ
páfagaukur	pʰauːvakøyːkʏr
hérmeð	çɛrmɛːð
þyrnóttur	θɪrtnouhtʏr
áhugasamur	auhʏːɣasaːmʏr
hemja	hɛmja
neyða	neiːða
yfirgefa	ɪːvɪrcɛːva
málmur	maulmʏr
bæ	paiː
glæta	klaiːta
laugasef	løyːɣasɛːv
sögumaður	sœːɣʏmaːðʏr
sykra	sɪːkra
túli	tʰuːlɪ
kantata	kʰan̥taːta
melaskóli	mɛːlaskouːlɪ
þig	θɪːɣ
slóvakía	stlouːvacʰiːja
skúfur	skuːvʏr
krakk	kʰrahk
netjuský	nɛːtjʏsciː
aftur	aftʏr
gönguferð	køyŋkʏfɛrð
hárlýja	haurliːja
sveigja	sveiːja
kyrking	cʰɪr̥ciŋk
álaborg	auːlapɔrk
arnheiður	artnheiːðʏr
álma	aulma
eplasafi	ɛhplasaːvɪ
galdur	kaltʏr
krukka	kʰrʏhka
dalalilja	taːlalɪlja
rækta	raixta
kjarnakorn	cʰartnakʰɔrtn
málmblanda	maulmplanta
sinfónía	sɪnfouːniːja
listmálari	lɪstmauːlarɪ
kvöldmatur	kʰvœltmaːtʏr
bæla	paiːla
lottó	lɔhtouː
hjallur	çatlʏr
mannréttindi	manːrjɛhtɪntɪ
brekkusnigill	prɛhkʏstnɪːjɪtl
hálfviti	haulvvɪːtɪ
varkár	var̥kʰauːr
ís	iːs
hjálmtýr	çaulmtʰiːr
erlendur	ɛtlɪntʏr
fyrirgjöra	fɪːrɪrcœːra
ós	ouːs
hræðilega	r̥aiːðɪlɛːɣa
hark	har̥k
tólúen	tʰouːluːɛːn
vinur	vɪːnʏr
líra	liːra
gjamma	camːa
þátttaka	θauhttʰaːka
berja	pɛrja
snarka	snar̥ka
einkalykill	eiŋkalɪːcɪtl
hjúkra	çuːkra
hirða	hɪrða
spegill	speiːjɪtl
gala	kaːla
lyftutónlist	lɪftʏtʰounlɪst
rándýr	rauntiːr
júní	juːniː
djók	tjouːk
þurfa	θʏrva
gallalaus	katlaløyːs
prammi	pʰramːɪ
úldna	ultna
orðsending	ɔrðsɛntiŋk
hraði	r̥aːðɪ
vínviður	vinvɪːðʏr
kanadagæs	kʰaːnatacaiːs
há	hauː
sepi	sɛːpɪ
lettneska	lɛhtnɛska
sardinía	sartɪniːja
smyrja	smʏrja
dílaburkni	tiːlapʏr̥knɪ
vegarfi	vɛːɣarvɪ
fleki	flɛːcɪ
svínakjöt	sviːnacʰœːt
lestrarbók	lɛstrarpouːk
beitilyng	peiːtɪliŋk
grána	krauːna
fornkirkjuslavneska	fɔrtncʰɪr̥cʏslaːvnɛska
blekbytta	plɛːkpɪhta
orgel	ɔrkɛːl
guðfræðingur	kvʏðfraiðiŋkʏr
álfadrottning	aulvatrɔhtniŋk
skessa	scɛsːa
fjarlægja	fjarlaiːja
más	mauːs
nýta	niːta
eva	ɛːva
írland	irlant
namm	namː
meddi	mɛtːɪ
áreiðanleiki	auːreiːðanleiːcɪ
háband	hauːpant
áhyggja	auːhɪcːa
kví	kʰviː
igla	ɪkla
ræll	raitl
guðlegur	kvʏðlɛːɣʏr
fótsnyrting	fouːtsnɪr̥tiŋk
endaþarmsmök	ɛntaθarmsmœːk
bakuggi	paːkʏcːɪ
smiðja	smɪðja
tagl	tʰakl
frjóþráður	frjouːθrauːðʏr
gleðispillir	klɛːðɪspɪtlɪr
riffill	rɪfːɪtl
evklíðskur	ɛvkʰliðskʏr
legging	lɛcːiŋk
púpa	pʰuːpa
mólýbden	mouːliptɛːn
rafeind	raːveint
meðlimur	mɛðlɪːmʏr
frakki	frahcɪ
þræla	θraiːla
menga	meiŋka
belja	pɛlja
markalína	mar̥kaliːna
eruð	ɛːrʏð
stífna	stipna
vagn	vakn
mæðgur	maiðkʏr
gauð	køyːð
þvag	θvaːɣ
speli	spɛːlɪ
nauð	nøyːð
ráp	rauːp
adda	atːa
flákaský	flauːkasciː
happdrætti	hahptraihtɪ
raup	røyːp
gleypa	kleiːpa
getnaður	cɛhtnaːðʏr
búralegur	puːralɛːɣʏr
pantur	pʰan̥tʏr
neysla	neistla
kreppa	kʰrɛhpa
svæfill	svaiːvɪtl
sakna	sahkna
lénharður	ljɛːnharðʏr
ferðamaður	fɛrðamaːðʏr
árstíð	aurstʰiːð
jiddíska	jɪtːiska
linur	lɪːnʏr
viðbragð	vɪðpraɣð
hlíð	l̥iːð
strá	strauː
rani	raːnɪ
klæða	kʰlaiːða
heimild	heiːmɪlt
kínverska	cʰinvɛr̥ska
rör	rœːr
svangur	svauŋkʏr
setja	sɛːtja
forjaxl	fɔːrjakstl
hlera	l̥ɛːra
glymur	klɪːmʏr
samheitaorðabók	samheiːtaɔrðapouːk
hugi	hʏːjɪ
vaða	vaːða
læti	laiːtɪ
nytsamur	nɪːtsaːmʏr
drama	traːma
þorna	θɔrtna
dagskrá	taxskrauː
frostpinni	frɔstpʰɪnːɪ
pempía	pʰɛm̥piːja
dreyri	treiːrɪ
jafnoki	japnɔːcɪ
sexa	sɛxsa
hagfræði	haxfraiːðɪ
jeppi	jɛhpɪ
e	ɛː
lögregla	lœɣrɛkla
lén	ljɛːn
samþykkt	samθɪxt
snæfríður	stnaiːfriːðʏr
skurn	skʏrtn
austur	øystʏr
vígvöllur	viɣvœtlʏr
vekja	vɛːca
greina	kreiːna
hvatur	kʰvaːtʏr
sinni	sɪnːɪ
guðdís	kvʏðtiːs
byrstur	pɪr̥stʏr
falur	faːlʏr
rafsvið	ravsvɪːð
leikrit	leiːkrɪːt
vifta	vɪfta
blágresi	plauːkrɛːsɪ
útlenskur	uːtlɛnskʏr
snilli	stnɪlːɪ
innbrot	ɪnːprɔːt
lógresi	louːkrɛːsɪ
fern	fɛrtn
munnharpa	mʏnːhar̥pa
færa	faiːra
var	vaːr
beygja	peiːja
póstmódernismi	poustmouːtɛrnɪsmɪ
fornafn	fɔrnapn
brak	praːk
hæða	haiːða
kúrdíska	kʰurtiska
telpa	tʰɛl̥pa
kraftur	kʰraftʏr
gíslína	cistliːna
gyrðir	cɪrðɪr
á	auː
juða	jʏːða
blóðleysi	plouðleiːsɪ
kálfi	kʰaulvɪ
röskun	rœskʏn
eimskip	eimscɪːp
hnífasmiður	n̥iːvasmɪːðʏr
pota	pʰɔːta
duld	tʏlt
spanjóli	spanjouːlɪ
andvari	antvaːrɪ
eir	eiːr
föl	fœːl
spekt	spɛxt
emja	ɛmja
saggi	sacːɪ
sneddí	stnɛtːi
slátur	stlauːtʏr
snjór	snjouːr
sýkja	siːca
buga	pʏːɣa
stjórnpallur	stjourtnpʰatlʏr
ger	cɛːr
herða	hɛrða
veturliði	vɛːtʏrlɪːðɪ
legunautur	lɛːɣʏnøyːtʏr
bardagi	partaːjɪ
þaðan	θaːðan
vasahnífur	vaːsan̥iːvʏr
blöðruselur	plœðrʏsɛːlʏr
fólínsýra	fouːliːnsiːra
skírlífi	scirliːvɪ
skriðsóley	skrɪðsouːleiː
andlit	antlɪːt
þurrka	θʏr̥ka
sópur	souːpʏr
krossfiskur	kʰrɔsːfɪskʏr
appelsína	ahpɛlsiːna
horn	hɔrtn
þróa	θrouːa
klukka	kʰlʏhka
skila	scɪːla
sekvensa	sɛːkʰvɛnsa
blíða	pliːða
slægur	slaiːɣʏr
eðlisfræði	ɛðlɪsfraiːðɪ
lesandabréf	lɛːsantaprjɛːv
örva	œrva
ólífa	ouːliːva
tumi	tʰʏːmɪ
ferna	fɛrtna
atgervi	aːtcɛrvɪ
ábyrgur	auːpɪrkʏr
pálína	pʰauːliːna
andúð	antuːð
rétta	rjɛhta
þingmaður	θiŋkmaːðʏr
snurðulaus	stnʏrðʏløyːs
blettatígur	plɛhtatʰiːɣʏr
hnífasmíði	n̥iːvasmiːðɪ
hnappstör	n̥ahpstœːr
sitjandi	sɪːtjantɪ
kóða	kʰouːða
kroppa	kʰrɔhpa
síma	siːma
deita	teiːta
spakur	spaːkʏr
skjól	scouːl
krumla	kʰrʏmla
snilli	stnɪtlɪ
erfingi	ɛrviɲcɪ
trimma	tʰrɪmːa
flækja	flaiːca
árabátur	auːrapauːtʏr
væskill	vaiscɪtl
mýmargur	miːmarkʏr
týtulíngresi	tʰiːtʏlinkrɛːsɪ
skruma	skrʏːma
gáski	kauscɪ
völva	vœlva
lotukerfi	lɔːtʏcʰɛrvɪ
svívirða	sviːvɪrða
eggjaskurn	ɛcːaskʏrtn
appelsínugulur	ahpɛlsiːnʏkʏːlʏr
aðalból	aːðalpouːl
þyrsta	θɪr̥sta
hinn	hɪnː
ferskja	fɛr̥sca
verður	vɛrðʏr
búðareigandi	puːðareiːɣantɪ
dalía	taːliːja
kvikmyndahús	kʰvɪːkmɪntahuːs
minnisgripur	mɪnːiskrɪːpʏr
umskera	ʏmscɛːra
prestur	pʰrɛstʏr
haft	haft
deyfð	teivð
erlendína	ɛrlɛntiːna
liðfætla	lɪðfaihtla
indriði	ɪntrɪːðɪ
sinna	sɪnːa
æringi	aiːriɲcɪ
hér	çɛːr
þyngdarsvið	θiŋtarsvɪːð
rás	rauːs
forsæla	fɔr̥saiːla
innyfli	ɪnːɪplɪ
plast	pʰlast
kastali	kʰastaːlɪ
einasti	eiːnastɪ
rasssæri	rassaiːrɪ
breytilegur	preiːtɪlɛːɣʏr
nægja	naiːja
haugarfi	høyːɣarvɪ
kljúfa	kʰljuːva
dý	tiː
sturlína	stʏrtliːna
fiðla	fɪðla
gjörð	cœrð
færiband	faiːrɪpant
óvarkárni	ouːvar̥kʰaurtnɪ
elli	ɛlːɪ
alvitur	alvɪːtʏr
lygi	lɪiːjɪ
lötra	lœːtra
karp	kʰar̥p
frelsingi	frɛlsiɲcɪ
minkur	miŋ̊kʏr
áræði	auːraiːðɪ
ingólfína	iŋkoulviːna
hárleggjastör	haurlɛcːastœːr
hagl	hakl
virkja	vɪr̥ca
forsetningarliður	fɔr̥sɛhtniŋkarlɪːðʏr
hindra	hɪntra
stöng	støyŋk
stífur	stiːvʏr
gvatemala	kvaːtʰɛːmaːla
krakkaskömm	kʰrahkaskœmː
prósenta	pʰrouːsɛn̥ta
leiðari	leiːðaːrɪ
uppgjör	ʏhpcœːr
herðatré	hɛrðatrjɛː
blekking	plɛhkiŋk
smíða	smiːða
fregn	frɛkn
pása	pʰauːsa
grimmur	krɪmːʏr
hótel	houːtɛl
snupra	snʏːpra
minn	mɪnː
laug	løyːɣ
pelíkani	pʰɛliːkaːnɪ
skaut	skøyːt
kattarjurt	kʰahtarjʏr̥t
náttúrulegur	nauhtuːrʏlɛɣʏr
ex	ɛxs
brynjólfur	prɪnjoulvʏr
bensínstöð	pɛnsinstœːð
sjónauki	sjouːnøyːcɪ
stýri	stiːrɪ
hríspappír	r̥iːspʰahpiːr
skemmtilegur	skɛm̥tɪlɛːɣʏr
móðurmál	mouːðʏrmauːl
skuldari	skʏltaːrɪ
bel	pɛːl
tvíburi	tʰviːpʏːrɪ
snjallsími	stnjatlsiːmɪ
brennisteinn	prɛnːɪsteitn
gefa	cɛːva
norrænn	nɔrrain
patt	pʰaht
holtasóley	hɔl̥tasouːleiː
traf	tʰraːv
pepperóní	pʰɛhpɛrouːniː
afhenda	afhɛnta
stóðgarður	stouðkarðʏr
rekkja	rɛhca
handknattleiksþjálfari	hantkʰnahtleiksθjaulvarɪ
meðferð	mɛðfɛrð
öndun	œntʏn
lending	lɛntiŋk
sperðileitrun	spɛrðɪleiːtrʏn
tugur	tʰʏːɣʏr
barki	par̥cɪ
ríbónúkleasi	riːpouːnuːkʰlɛːaːsɪ
fiskifræði	fɪscɪfraiːðɪ
hrotti	r̥ɔhtɪ
þröng	θrøyŋk
ofurhetja	ɔːvʏrhɛːtja
sópa	souːpa
menntun	mɛn̥tʏn
hreysa	r̥eiːsa
mála	mauːla
blika	plɪːka
glóðarauga	klouːðarøyːɣa
mispill	mɪspɪtl
nagladekk	naklatɛhk
ká	kʰauː
rámur	rauːmʏr
lýsingarorð	liːsiŋkaːrɔrð
troga	tʰrɔːɣa
sómalía	souːmaliːja
gunndís	kʏnːtiːs
grúpa	kruːpa
forskaut	fɔr̥skøyːt
fjólmundur	fjoulmʏntʏr
ferming	fɛrmiŋk
snæland	snaiːlant
móta	mouːta
eldjárn	ɛltjaurtn
hrís	r̥iːs
íverufall	iːvɛːrʏfatl
óður	ouːðʏr
olía	ɔːliːja
gestur	cɛstʏr
hendni	hɛntnɪ
klak	kʰlaːk
dymbildagavika	tɪmpɪltaːɣavɪːka
draumlaus	trøymløyːs
brandugla	prantʏkla
skriða	skrɪːða
hreysiköttur	r̥eiːsɪkʰœhtʏr
þáttur	θauhtʏr
pasta	pʰasta
bruggun	prʏkːʏn
starfa	starva
freisting	freistiŋk
ess	ɛsː
frystir	frɪstɪr
ljósabekkur	ljouːsapɛhkʏr
keila	cʰeiːla
atferli	aːtfɛrtlɪ
kennd	cʰɛnt
roð	rɔːð
sámsey	saumseiː
búðarþjófnaður	puːðarθjoupnaːðʏr
liðveisla	lɪðveistla
bófi	pouːvɪ
latur	laːtʏr
pennavinur	pʰɛnːavɪːnʏr
undirflokkur	ʏntɪr̥flɔhkʏr
tól	tʰouːl
blómkál	ploumkʰauːl
svalur	svaːlʏr
korr	kʰɔrː
síbería	siːpɛriːja
gallblaðra	katlplaðra
herstígvél	hɛr̥stiɣvjɛːl
kiðlingur	cʰɪðliŋkʏr
viss	vɪsː
hnoða	n̥ɔːða
flautuleikari	fløyːtʏleiːkaːrɪ
lensutungljurt	lɛnsʏtʰuŋljʏr̥t
hvolf	kʰvɔlv
tísta	tʰista
skál	skauːl
byrgja	pɪrca
þröngur	θrøyŋkʏr
læmingi	laiːmiɲcɪ
grameðla	kraːmɛðla
hálfkák	haulvkʰauːk
strjálingur	strjauːliŋkʏr
ef	ɛːv
stjórnborð	stjourtnpɔrð
breiddargráða	preitːarkrauːða
hjólbörur	çouːlpœːrʏr
hver	kʰvɛːr
nám	nauːm
núa	nuːa
moska	mɔska
smánetla	smauːnɛhtla
kúbein	kʰuːpeiːn
vigt	vɪxt
sölvi	sœlvɪ
jóhann	jouːhanː
boðháttur	pɔːðhauhtʏr
sölt	sœl̥t
tölvumús	tʰœlvʏmuːs
ganga	kauŋka
póll	pʰoutl
afríkanska	aːfriːkʰanska
hönnun	hœnːʏn
hjúpa	çuːpa
labb	lapː
diljá	tɪljauː
fyrirgefning	fɪːrɪrcɛpniŋk
lögreglukona	lœɣrɛklʏkɔːna
ökumaður	œːkʏmaːðʏr
snerra	snɛrːa
edrú	ɛːtruː
duglegur	tʏɣlɛːɣʏr
trjóna	tʰrjouːna
bandingi	pantiɲcɪ
múrmeldýr	murmɛltiːr
smjúga	smjuːa
tvisvar	tʰvɪːsvaːr
biðukolla	pɪːðʏkʰɔtla
ættkvísl	aihtkʰvistl
blífa	pliːva
elli	ɛtlɪ
oföndun	ɔːvœntʏn
spenntur	spɛn̥tʏr
andstyggilega	antstɪcːɪlɛːɣa
tvinni	tvɪnːɪ
ljár	ljauːr
sandlægja	santlaiːja
melanóra	mɛːlanouːra
barátta	paːrauhta
aðalmundur	aːðalmʏntʏr
myndavél	mɪntavjɛːl
vinnumaður	vɪnːʏmaːðʏr
skap	skaːp
skartgripur	skar̥tkrɪːpʏr
aldeilis	alteiːlɪs
skartgripasali	skar̥tkrɪːpasaːlɪ
rappa	rahpa
skammkrækill	skamːkʰraiːcɪtl
lauma	løyːma
órans	ouːrans
vínber	vinpɛːr
pólska	pʰoulska
sjal	sjaːl
reyta	reiːta
jarmur	jarmʏr
níelsína	niːjɛlsiːna
gedda	kɛtːa
pynting	pʰɪn̥tiŋk
hera	hɛːra
trélitur	tʰrjɛːlɪːtʏr
kóngur	kʰouŋkʏr
fara	faːra
þrútna	θruhtna
kúpa	kʰuːpa
þ	θ
landamæri	lantamaiːrɪ
gifting	cɪftiŋk
skaða	skaːða
rita	rɪːta
strita	strɪːta
nærverufall	nairvɛːrʏfatl
nyt	nɪːt
laugaskarð	løyːɣaskarð
bifreið	pɪvreiːð
rugga	rʏkːa
maður	maːðʏr
flengja	fleiɲca
blóraböggull	plouːrapœkːʏtl
júdea	juːtɛːa
hreyfing	r̥eiːviŋk
tenging	tʰeiɲciŋk
hné	n̥jɛː
afli	aplɪ
glögg	klœkː
edinborg	ɛːtɪnpɔrk
hornhraði	hɔrtnr̥aːðɪ
óðinsvé	ouːðɪnsvjɛː
stríð	striːð
laða	laːða
draumsóley	trøymsouːleiː
spánskur	spaunskʏr
vöxtur	vœkstʏr
endurreisn	ɛntʏrreistn
steinunn	steiːnʏnː
vélfræðingur	vjɛːlfraiːðiŋkʏr
efna	ɛpna
galdra	kaltra
standa	stanta
snifsi	stnɪfsɪ
höfuðbúnaður	hœːvʏðpuːnaːðʏr
tungl	tʰuŋl
reyfi	reiːvɪ
miði	mɪːðɪ
kofaþorp	kʰɔːvaθɔr̥p
skíra	sciːra
nökkvi	nœhkvɪ
kommúna	kʰɔmːuːna
dynur	tɪːnʏr
vallarsveifgras	vatlarsveivkraːs
bilbugur	pɪlpʏːɣʏr
tif	tʰɪːv
sýrena	siːrɛːna
gráhegri	krauːhɛɣrɪ
eldiviður	ɛltɪvɪːðʏr
sýkna	sihkna
hnökri	n̥œːkrɪ
sigdís	sɪɣtiːs
rúta	ruːta
gautaborg	køyːtapɔrk
uppsalir	ʏhpsaːlɪr
sæl	sail̥
klósett	kʰlouːsɛht
aðalmerki	aːðalmɛr̥cɪ
hæka	haiːka
guðbjörg	kvʏðpjœrk
sótthreinsa	souhtr̥einsa
svo	sɔː
náungi	nauːuɲcɪ
framherji	framhɛrjɪ
kíkir	cʰiːcɪr
jæja	jaiːja
biskupskápa	pɪskʏpskʰauːpa
kvelja	kʰvɛlja
vinkona	viŋkʰɔːna
skær	scaiːr
risaeðla	rɪːsaɛðla
skil	scɪːl
föðursystir	fœːðʏrsɪstɪr
kaggi	kʰacːɪ
innlendur	ɪnːlɛntʏr
sökkva	sœhkva
málverk	maulvɛr̥k
bolti	pɔl̥tɪ
frímúrari	friːmuːraːrɪ
púður	pʰuːðʏr
ólafur	ouːlaːvʏr
hófur	houːvʏr
englahorn	eiŋlahɔrtn
október	ɔxtouːpɛːr
glundra	klʏntra
barnabarn	partnapartn
þörf	θœrv
krydd	kʰrɪtː
glóra	klouːra
aðfangadagur	aðfauŋkataːɣʏr
rór	rouːr
sala	saːla
básúnuleikari	pauːsuːnʏleiːkaːrɪ
kögur	kʰœːɣʏr
réttur	rjɛhtʏr
flibbi	flɪpːɪ
svik	svɪːk
gjald	calt
bensín	pɛnsiːn
dýrabúð	tiːrapuːð
sigmundur	sɪɣmʏntʏr
vetur	vɛːtʏr
sveindís	sveintiːs
fríða	friːða
orðskviður	ɔrðskʰvɪːðʏr
þjóðsöngur	θjouðsøyŋkʏr
kristjana	krɪstjaːna
hjúkrunarkona	çuːkrʏnarkʰɔːna
rigning	rɪkniŋk
afturfótur	aftʏrfouːtʏr
eðalsteinn	ɛːðalsteitn
gætinn	caiːtɪnː
þarna	θartna
tíðka	tʰiθka
byrkningur	pɪr̥kniŋkʏr
kyrr	cʰɪrː
þjáður	θjauːðʏr
þýskaland	θiskalant
ex	ɛks
flyksa	flɪxsa
mosagrænn	mɔːsakraitn
vaff	vafː
