naabritega	nˈaːbritˌeɡa
puhkajaid	pˈuhkajaid
kuuluv	kˈuːluv
möödapääsmatu	mˈøːdapˈæːsmatu
Livonia	lˈivɔnˌia
GmbH	ɡˈeeːˌemmbˌeeːhˈaaː
elevantide	ˈelɛvˌaɲtide
seniajani	sˈeɲiˌajani
igasugusest	ˈiɡɑsˌuɡusest
Kassinurme	kˈas^s^inˌurme
novembrikuus	nˌovɛmmbrikˈuːs
eeluurimine	ˈeːlˈuːrimˌine
olekuga	ˈolɛkˌuɡa
Kuhu	kˈuhʊ
ehitajatega	ˈehɪtˌajatˌeɡa
Tsolgo	tsˈolɡo
maksustatavast	mˈaksustˌatavast
noored	nˈoːred
esindusliku	ˈes^ɪndˌusliku
eelprojekti	ˈeːlprojˌekti
lehenumbris	lˈehɛnˌummbris
Tsahkna	tsˈahkna
kraapida	krˈaːpːida
hinnalangust	hˈinnalˌaŋɡust
linnavolinik	lˈinnavˌolinik
normaalselt	normˈaːlselt
jaepanganduse	jˈaepːˌaŋɡandˌuse
sõjaliseks	sˈɵjɑliseks
töötlema	tˈøːtːlema
Sa	sa
naiskogu	nˈaiskˌoɡu
Relv	rˈelv
heakskiitmine	hˌeakskˈiːtːmine
mitmekesiseid	mˈitːmekˌesiseid
Einselni	ˈeinsˌeʎni
töömees	tˈøːmˈeːs
kevadele	kˈevɑdˌele
jaa	jˈaaː
spetsialistidelt	spˈeit^sialˌis^tidelt
rakendamata	rˈakendamˌatːa
altkäemaksust	ˈaltkæemˌaksust
viia	vˈiːja
valmistatakse	vˈalmistatˌakse
tekstidest	tˈekstidest
metsanduse	mˈetsandˌuse
ebaadekvaatne	ebˈaːdekvˈaːtːne
Ilja	ˈiʎja
linnaeelarvesse	lˌinnaˈeːlarvˌesse
võistluspäeva	vˈɵistlˌuspæˌeva
kehtivusaega	kˈehtivˌusaˌeɡa
kehtiva	kˈehtiva
sir	sˈir
Vähi	vˈæhɪ
andmesisestaja	ˈandmesisˌestaja
vähesus	vˈæhɛsus
samaväärse	sˌamɑvˈæːrse
sellist	sˈeʎʎist
laiutada	lˈaijˌutːada
Viiskümmend	vˈiːskymmend
piirde	pˈiːrde
tudengitega	tˈudɛŋɡˌiteɡa
värsketele	vˈærsketˌele
kodakondsuse	kˈodɑkˌondsuse
viinamarju	vˈiːnamˌarju
Taimi	tˈaimi
uskumine	ˈuskumˌine
rongiga	rˈoŋɡiɡa
Kristella	krˈistella
eestimaalastest	ˈeːs^timˈaːlastest
toimekas	tˈoimekas
raskendab	rˈaskendab
kannad	kˈannad
venemaale	vˌenɛmˈaːle
Klavani	klˈavani
tööinimene	tˈøːinˌimene
olnu	ˈolnu
peibutavad	pˈeibˌutavad
tõstmisel	tˈɵstmisel
Leivi	lˈeivi
sambad	sˈammbad
Prof	prˌofˈessor
Tehingute	tˈehɪŋɡˌute
uuringutele	ˈuːriŋɡˌutele
keskmeks	kˈeskmeks
lao	lˈaoː
vähendab	vˈæhɛndab
Poolal	pˈoːlal
kätesse	kˈætesse
mürgituse	mˈyrɡitˌuse
päritolust	pˈærɪtolust
parteilaste	pˈarteilˌaste
naelad	nˈaelad
ironiseeris	ˌirɔnisˈeːris
unenägu	ˈunɛnˌæɡu
Ansipilt	ˈaɲsipilt
valimiskokku	vˈaʎɪmˌiskokːu
võtnudki	vˈɵtːnudki
Pigem	pˈiɡɛm
materdada	mˈaterdˌada
planeeringu	planˈeːriŋɡu
kodumajapidamiste	kˈodʊmajapidamˌiste
Jaaniste	jˈaːɲiste
elujõulist	ˈelʊjˌɵulist
Rivaali	rivˈaːli
väärikust	vˈæːrikust
valis	vˈaʎɪs
Atlantasse	ˈatːlantˌasse
meeleavaldajate	mˈeːleavˌaldajˌate
saatejuhid	sˈaːtːejuhid
regati	rˈeɡɑti
leppis	lˈepːis
Loodud	lˈoːdud
Mertsina	mˈertsina
suusatamisest	sˈuːsatˌamisest
tööna	tˈøːna
väljakutset	vˈæʎjakˌutset
osalenute	ˈosɑlˌenute
parkides	pˈarkːides
räpased	rˈæpased
hakake	hˈakake
tugevdaks	tˈuɡɛvdaks
maakonnakeskuse	mˈaːkːonnakˌeskuse
mobiliseerida	mˌobɪlisˈeːrida
arvamusportaali	ˌarvamˌusportˈaːli
tendentse	tˈendentse
hingematvalt	hˈiŋɡemˌatvalt
kastreeritud	kastrˈeːritud
Pöördun	pˈøːrdun
eluvõõras	ˌelʊvˈɵːras
hoolimatud	hˈoːʎimatud
meetmete	mˈeːtːmete
Yle	ˈilɛ
kõrgharidusest	kˈɵrɡharˌidusest
nõudlus	nˈɵudlus
kasutajatega	kˈasʊtˌajatˌeɡa
Kiviste	kˈivɪste
Argentiinas	ˌarɡeɲtˈiːnas
kaotusest	kˈaoːtːusest
animafilmi	ˈaɲɪmafˌilmi
lastekodus	lˈastekodus
Kristjan	krˈistjan
Neljapäev	nˈeʎjapæev
sõrmedel	sˈɵrmedel
mahajäetud	mˈahɑjæˌetːud
Kirjutaja	kˈirjutˌaja
uputas	ˈuputas
keskerakondliku	kˈeskerakˌondliku
elaks	ˈelɑks
võõrvägesid	vˈɵːrvæɡesid
päriselt	pˈærɪselt
andjale	ˈaɲdjale
lojaalne	lojˈaːlne
Päästemeeskonna	pˈæːstemˈeːskonna
Tingas	tˈiŋɡas
püsides	pˈys^ɪdes
veelahe	vˈeːlahe
lustlik	lˈust^lik
Arvatavasti	ˈarvatavˌas^ti
annaksime	ˈannaksˌime
Rahapuudus	rˌahɑpˈuːdus
kulutustega	kˈulʊtˌusteɡa
õpetajatel	ˈɵpetˌajatel
sohu	sˈohʊ
valevõtme	vˈalɛvˌɵtːme
geniaalse	kˌeɲiˈaːlse
Lakewoodis	lˌakevˈoːdis
positsiooni	pˌos^ɪˌit^siˈoːni
suurenda	sˈuːrenda
põllumeest	pˌɵllumˈeːst
järves	jˈærves
majakas	mˈajɑkas
mõtlen	mˈɵtːlen
Veevärk	vˈeːværk
juhtumi	jˈuhtumi
kaduva	kˈadʊva
omanikering	ˈomɑnˌikeriŋɡ
ülikoolilinna	ˌyʎɪkˈoːlilˌinna
rahanappus	rˈahɑnˌapːus
segased	sˈeɡɑsed
komsomoli	kˈomsomˌoli
kogunevad	kˈoɡʊnevad
lähiümbrusest	lˈæhiˌymmbrusest
kinda	kˈinda
solistide	sˈoʎɪs^tˌide
serv	sˈerv
rahatrahvi	rˈahɑtːrˌahvi
rahuneb	rˈahʊneb
iirlane	ˈiːrlane
ollaksegi	ˈollaksˌeɡi
hinnakasv	hˈinnakasv
mullaga	mˈullaɡa
finalistid	fˈinɑlˌis^tid
palved	pˈalved
Tolstoi	tolstˈoiː
vastandades	vˈastandades
pikeneb	pˈikeneb
aktsioonid	ˌaktsiˈoːnid
vaba	vˈabɑ
seetõttu	sˈeːtːɵtːu
jalgadelt	jˈalɡadelt
hetkele	hˈetkele
üleval	ˈylɛval
nõustamiskeskus	nˈɵustamˌiskeskus
karistusseadustiku	kˈarɪstˌusseadˌus^tiku
rahvaliitlased	rˌahvalˈiːtːlased
odavaks	ˈodɑvaks
kohustustest	kˈohʊstˌustest
korraldamas	kˈorraldamas
avaüritusel	ˈavaˌyritusel
märgi	mˈærɡi
majanduslikust	mˈajɑndˌuslikust
huvitavate	hˈuvɪtˌavate
tõrjumise	tˈɵrjumˌise
Vaabla	vˈaːbla
suurusega	sˈuːrusˌeɡa
perepoeg	pˈerɛpoeɡ
aktsiatesse	ˈaktsiˌatːesse
mängita	mˈæŋɡita
Maris	mˈarɪs
suurte	sˈuːrte
võetigi	vˈɵetːˌiɡi
röövel	rˈøːvel
krüptoraha	krˈyptorˌaha
Sillar	sˈillar
sõlmitava	sˈɵlmitˌava
süsteemide	systˈeːmide
reisib	rˈeisib
punktile	pˈuŋktile
loeb	lˈoeb
sotsiaalpoliitikat	sˌoit^siˈaːlpolˈiːtːikat
lugejad	lˈuɡɛjad
vanemate	vˈanɛmˌate
valitsusjuhi	vˈaʎɪtsˌusjuhi
paratamatusega	pˈarɑtˌamatˌuseɡa
mängiti	mˈæŋɡiti
uudsete	ˈuːdsete
Lensin	lˈeɲsin
lagi	lˈaɡɪ
satuksid	sˈatuksid
roosamanna	rˈoːsamˌanna
põhinesid	pˈɵhɪnesid
näiteringi	nˈæ͡itːerˌiŋɡi
puhtust	pˈuhtust
Portugali	pˈortuɡˌali
tingimuslikult	tˈiŋɡimˌuslikult
jahihooajal	jˌahɪhˈoːajal
kurjategijate	kˈurjatˌeɡijˌate
ladude	lˈadʊde
Olgem	ˈolɡem
Chalice	t͡ʃˈaʎitse
tegevuseks	tˈeɡɛvuseks
tõstab	tˈɵstab
kvaliteetsemat	kvˌaʎitˈeːtsemat
keskenduma	kˈeskendˌuma
fännab	fˈænnab
raamistikus	rˈaːmis^tikus
põlga	pˈɵlɡa
taskutesse	tˈaskutˌesse
emakeelest	ˌemɑkˈeːlest
töötajatelt	tˈøːtːajatelt
määrusele	mˈæːrusˌele
nimetatud	nˈimɛtatud
Hind	hˈind
muudatusettepaneku	mˈuːdatusˌetːepˌaneku
heameelt	hˌeamˈeːlt
registrit	rˈeɡɪstrit
võitlemist	vˈɵitːlemist
julgem	jˈulɡem
rahastajaid	rˈahɑstˌajaid
kavandatu	kˈavɑndˌatu
Kavandatav	kˈavɑndatav
ründetäht	rˈyndetæht
kommenteerida	kˌommentˈeːrida
Palivere	pˈaʎɪvˌere
kõrvu	kˈɵrvu
rahvusriik	rˌahvusrˈiːk
Olympicu	ˈolimpˌiku
motiiv	mot^ˈiːv
luiged	lˈuiɡed
tallati	tˈallati
tõendite	tˈɵeɲdˌite
majandusminister	mˈajɑndˌusminˌister
jahiga	jˈahɪɡa
Jaanilinna	jˈaːɲilˌinna
avara	ˈavɑra
Jälgige	jˈæʎɡiɡe
Foodsi	fˈoːdsi
indeks	ˈindeks
rahvastikuregistrisse	rˈahvas^tikureɡˌistrisse
värk	vˈærk
Ruus	rˈuuːs
tüdinenud	tˈyd^ɪnenud
menuka	mˈenʊka
sundravile	sˈundravˌile
tasuda	tˈasʊda
sobilikud	sˈobɪlikud
kaal	kˈaaːl
ohtlikust	ˈoht^likust
jõudmata	jˈɵudmˌatːa
Pealtnägijate	pˈealtnˌæɡijˌate
liiklusregistri	lˈiːkːlusreɡˌistri
alevikku	ˈalɛvˌikːu
olemuslikult	ˈolɛmˌuslikult
tallatakse	tˈallatˌakse
Originaal	ˌorɪɡinˈaːl
Roma	rˈomɑ
makse	mˈakse
Suprema	sˈuprema
protestiaktsioonide	prˌotes^tiˌaktsiˈoːnide
külvatakse	kˈylvatˌakse
sisulist	sˈisʊlist
lõpetades	lˈɵpetades
lennuliini	lˌennulˈiːni
meistril	mˈeistril
kahandas	kˈahɑndas
Varjupaiga	vˈarjupˌaiɡa
võisteldi	vˈɵistˌeʎdi
valed	vˈalɛd
haneks	hˈanɛks
majandusekspert	mˈajɑndusˌekspert
ohtlikkuse	ˈoht^likːˌuse
palume	pˈalʊme
ülempiir	ˌylɛmpˈiːr
vajaksid	vˈajɑksid
kõigel	kˈɵiɡel
tänavuselt	tˈænɑvuselt
alghinnaga	ˈalɡhinnˌaɡa
toomise	tˈoːmise
ajavahemiku	ˈajɑvˌahemˌiku
madratsi	mˈadraˌit^si
lastetöö	lˌastetˈøː
valitsuskomisjon	vˈaʎɪtsˌuskomˌisjon
Pepsi	pˈepsi
rännanud	rˈænnanud
SIIT	sˈiːt
abiturienti	ˈabɪturiˌeɲti
Postitaja	pˈos^titˌaja
West	vˈest
selgeks	sˈelɡeks
eluasemele	ˈeluˌasemˌele
lõunale	lˈɵunˌale
võime	vˈɵime
Kangro	kˈaŋɡro
erakorralise	ˈerɑkˌorralˌise
Eek	ˈeːk
usaldan	ˈusɑldan
Hobujaama	hˌobʊjˈaːma
toimetas	tˈoimetas
pidulauda	pˈidʊlˌauda
Uksed	ˈuksed
Keskkonnaminister	kˈeskːonnaminˌister
neelanud	nˈeːlanud
pastorite	pˈastorˌite
teetööde	tˈeːtːˈøːde
järel	jˈærɛl
Häirekeskuse	hˈæ͡irekˌeskuse
maikuu	mˌaikːˈuː
piiskopkond	pˈiːskopkond
Band	pˈand
Salumaa	sˌalʊmˈaː
kleidis	klˈeidis
kohustustega	kˈohʊstˌusteɡa
usutud	ˈusʊtud
tutvustust	tˈutvustust
sobitada	sˈobɪtˌada
kuuekuulise	kˈuːwekːˈuːlise
turuhinda	tˈurʊhˌinda
patriootide	pˌatːriˈoːtːide
söödud	sˈøːdud
kahetsusväärselt	kˌahɛtsusvˈæːrselt
juhi	jˈuhɪ
saadikut	sˈaːd^ikut
ülekohut	ˈylɛkohut
hüvitist	hˈyvɪtist
otsustajatest	ˈotsustˌajatest
kapitaalselt	kˌapitˈaːlselt
lõpetataks	lˈɵpetataks
ristis	rˈis^tis
langetamiseks	lˈaŋɡetˌamiseks
vaikivat	vˈaikːivat
harjumuspärane	hˈarjumˌuspærˌane
varju	vˈarju
koondusid	kˈoːndusid
tegutseks	tˈeɡʊtseks
karjäärile	karjˈæːrile
riiulitele	rˈiːulˌitele
Segakoor	sˌeɡɑkˈoːr
tanklas	tˈaŋkːlas
apteekides	aptˈeːkːides
süvenemine	sˈyvɛnˌemine
ÜHE	ˈyhɛ
rahvahääletusel	rˌahvahˈæːletusel
tuumarelv	tˈuːmarelv
reega	rˈeːɡa
uisutada	ˈuisˌutada
uusaastaööl	ˈuːsˈaːstaˈøːl
Kikase	kˈikase
Reformipartei	rˌefɔrmipartˈeiː
Kaksikuid	kˈaksikuid
Algo	ˈalɡo
linnakohtus	lˈinnakˌohtus
positiivse	pˌos^ɪtˈiːvse
Koolispordi	kˈoːʎispˌordi
isamaad	ˌisɑmˈaːd
sult	sˈult
erakonnas	ˈerɑkˌonnas
Vaas	vˈaaːs
ministriteks	mˈiɲɪstriteks
politseisse	pˈoʎɪtseˌisse
Kaotada	kˈaoːtːˌada
udust	ˈudʊst
inimväärseks	ˌiɲɪmvˈæːrseks
ultimaatum	ˌuʎtimˈaːtːum
jäämäe	jˈæːmˈæeː
lõikus	lˈɵikːus
meeleavaldaja	mˈeːleavˌaldaja
lavastusega	lˈavɑstˌuseɡa
vastandlikud	vˈastandlikud
õigusosakonna	ˈɵiɡusosakˌonna
tsiteerin	tsitˈeːrin
Europarlamendis	ˈeuropˌarlamˌeɲdis
toonases	tˈoːnases
arupärimine	ˈarʊpˌærimˌine
Käsitledes	kˈæs^ɪtːledes
alanevad	ˈalɑnevad
Arusaamatuks	ˌarʊsˈaːmatuks
Manuel	mˈanuel
olevused	ˈolɛvused
punuma	pˈunʊma
kirikupäeval	kˈirɪkˌupæeval
ohtralt	ˈohtralt
rattasõitu	rˈatːasɵˌitːu
legaliseerimise	lˌeɡɑlisˈeːrimˌise
Toomse	tˈoːmse
kujundamisele	kˈujʊndˌamisˌele
Vetteli	vˈetːeli
kümnest	kˈymnest
Vigastatud	vˈiɡɑstatud
Heh	hˈeh
liikmelisuse	lˈiːkːmelˌisuse
prioriteet	prˌioritˈeːt
köidab	kˈø͡idab
teenindaja	tˈeːɲindˌaja
õpetuseks	ˈɵpetuseks
Idast	ˈidɑst
okupeerimine	ˌokupˈeːrimˌine
idioodi	ˌid^iˈoːdi
Väliseestlaste	vˌæʎɪsˈeːstlaste
pooldajatega	pˈoːldajˌateɡa
koondisel	kˈoːɲdisel
läbisaamist	lˌæbɪsˈaːmist
tööruumides	tˈøːrˈuːmides
erakordse	ˈerɑkˌordse
nooruspõlve	nˈoːruspˌɵlve
hoolitsuse	hˈoːʎitsˌuse
Vilimaa	vˌiʎɪmˈaː
Kriitikud	krˈiːtːikud
lõplikku	lˈɵplikːu
Sellisel	sˈeʎʎisel
ITK	ˈitk
toorainest	tˈoːrainest
kõneles	kˈɵnɛles
maakonda	mˈaːkːonda
vastandamine	vˈastandˌamine
Lips	lˈips
valusa	vˈalʊsa
eksamitulemuste	ˈeksamitulemˌuste
Kelmid	kˈelmid
eriteenistused	ˌerɪtˈeːnistused
osaku	ˈosɑku
võti	vˈɵt^i
haigetele	hˈaiɡˌetele
Siberis	sˈibɛris
siirdus	sˈiːrdus
Kats	kˈats
lihtsustub	lˈihtsustub
luuaga	lˈuːwaɡa
arsenali	ˈarsenˌali
rajamisse	rˈajɑmˌisse
Frode	frˈode
Jens	jˈens
Koolil	kˈoːʎil
Costa	kˈosta
rendivad	rˈeɲdivad
vabastavad	vˈabɑstavad
emaga	ˈemɑɡa
osutava	ˈosʊtˌava
Traagiline	trˈaːɡilˌine
eelvoor	ˈeːlvˈoːr
Skorpion	skˈorpion
Igori	ˈiɡɔri
heisata	hˈeisˌata
hääletus	hˈæːletus
kuldmedalit	kˈuldmedalit
tunnistata	tˈuɲɲistˌata
Esialgsetel	ˈes^iˌalɡsetel
lõplikult	lˈɵplikult
pealekäimisel	pˈealekˌæ͡imisel
jooksvalt	jˈoːksvalt
turustada	tˈurʊstˌada
huvitavaim	hˈuvɪtˌavaim
prognoosides	proɡnˈoːsides
kallale	kˈallale
kuradist	kˈurɑdist
majandusarengu	mˈajɑndusarˌeŋɡu
peapiiskopiks	pˌeapːˈiːskopiks
piiskoplikus	pˈiːskoplikus
uurimistööd	ˈuːrimistˈøːd
tuhat	tˈuhɑt
pojast	pˈojɑst
sisalda	sˈisɑlda
poliitikaosakonna	poʎˈiːtːikˈaoːsakˌonna
liinile	lˈiːɲile
hargile	hˈarɡile
Tütre	tˈytːre
tagasiastumispalve	tˈaɡɑsiˌastumˌispalve
u	ˈuː
otsuseni	ˈotsusˌeni
UNICEF	ˈuɲɪtsef
jahmatas	jˈahmatas
rääkidagi	rˈæːkːidˌaɡi
käivitumisel	kˈæ͡ivitˌumisel
suhtlemise	sˈuhtlemˌise
tihedaks	tˈihɛdaks
asfalti	ˈasfaʎti
Petersoni	pˈetersˌoni
pressisõbraks	prˈes^s^isˌɵbraks
ühistul	ˈyhɪstul
võitjale	vˈɵitjˌale
asjaosaline	as^jˈaoːsˌaline
juurat	jˈuːrat
elustandardit	ˈelʊstˌandardit
Eksperdi	ˈeksperdi
analüütikut	ˌanɑlˈyːtːikut
peegel	pˈeːɡel
möga	mˈøɡɑ
Koppa	kˈopːa
hakkaksin	hˈakːaksin
kohustuslikke	kˈohʊstˌuslikːe
kaitsekulude	kˈaitsˌekulˌude
kohalejõudmise	kˈohɑlejɵˌudmise
alkoholitarbimise	ˈalkːoholitˌarbimˌise
selg	sˈelɡ
toome	tˈoːme
Seakatk	sˈeakːatk
toiminud	tˈoiminud
Ajutiselt	ˈajʊtiselt
pooleni	pˈoːleni
Rajangu	rˈajɑŋɡu
naabruspoliitika	nˈaːbruspolˈiːtːika
eelised	ˈeːʎised
veekogude	vˈeːkːoɡˌude
televisioonile	tˌelɛvˌisiˈoːnile
pommitama	pˈommitˌama
julgeda	jˈulɡeda
Ülemkogul	ˈylɛmkːoɡul
osakonna	ˈosɑkˌonna
delegaatide	tˌelɛɡˈaːtːide
tõlgendada	tˈɵlɡendˌada
positiivsete	pˌos^ɪtˈiːvsete
koristustöid	kˈorɪstˌustø͡id
sport	spˈort
hilisõhtuks	hˈiʎɪsˌɵhtuks
suurune	sˈuːrune
kaheldava	kˈahɛldˌava
Lõpetasin	lˈɵpetasin
eetrit	ˈeːtːrit
lausumata	lˈausumˌatːa
Lembi	lˈemmbi
vask	vˈask
Sügise	sˈyɡɪse
Brüsselisse	prˈysselˌisse
vastandumist	vˈastandumist
istutamine	ˈistutˌamine
inimesest	ˈiɲɪmesest
kalurid	kˈalʊrid
trahvinud	trˈahvinud
Kiil	kˈiiːl
Tööandjal	tˈøːaɲdjal
Kivirand	kˈivɪrand
naisterahva	nˈaisterˌahva
aastakümnega	ˈaːstakˌymneɡa
kuulutanud	kˈuːlutanud
strateegilises	stratˈeːɡilises
Soomlasi	sˈoːmlasi
üksteist	ˈyksteist
näljased	nˈæʎjased
juhtmõtteks	jˈuhtmɵtːeks
kõrgune	kˈɵrɡune
anarhiat	ˈanɑrhiat
majandid	mˈajɑɲdid
allakäiku	ˈallakˌæ͡ikːu
Pihkvas	pˈihkvas
intervjuule	ˌintervjˈuːle
autos	ˈautːos
jaaniõhtul	jˈaːɲiˌɵhtul
Bonn	pˈonn
laest	lˈaest
tagajärjena	tˈaɡɑjˌærjena
sõjaväelased	sˈɵjɑvˌæelased
pürgib	pˈyrɡib
mürgine	mˈyrɡine
majandusnäitajad	mˈajɑndˌusnæ͡itːajad
ligipääs	lˌiɡɪpˈæːs
lähedane	lˈæhɛdˌane
õpilastelt	ˈɵpilˌastelt
Jep	jˈep
nentides	nˈeɲtides
süüdistuskokkuvõtte	sˈyːd^istˌuskokːuvˌɵtːe
Ainar	ˈainar
Kupp	kˈupː
adekvaatse	ˌadɛkvˈaːtse
kokku	kˈokːu
osakonnajuhatajad	ˈosɑkˌonnajˌuhatajad
Proovisin	prˈoːvisin
turvalisusele	tˈurvalˌisusˌele
Põllumajandustootjate	pˌɵllumajˌandustˈoːtjate
vaatamine	vˈaːtːamˌine
hukkuda	hˈukːuda
tööpakkumist	tˈøːpːakːumist
staatusest	stˈaːtːusest
ausaks	ˈausaks
Taaramäe	tˈaːramˈæeː
raamatukogud	rˈaːmatˌukoɡud
lossihoovis	lˌos^s^ihˈoːvis
väravate	vˈærɑvˌate
rõõmustan	rˈɵːmustan
saanuks	sˈaːnuks
leiutati	lˈeijˌutːati
debatiks	tˈebɑtiks
pingelisel	pˈiŋɡelisel
kopterit	kˈopterit
avavangla	ˈavɑvˌaŋɡla
tervislikke	tˈervislˌikːe
kultuurilugu	kultˈuːrilˌuɡu
pressiteates	prˈes^s^iteˌatːes
Naera	nˈaera
lastekaitse	lˈastekaˌitse
Rahvusvahelisel	rˈahvusvˌahelisel
Noo	nˈooː
Market	mˈarkːet
ümbrus	ˈymmbrus
ringkonna	rˈiŋɡkonna
märkamist	mˈærkːamist
lõpphääletusele	lɵpːhˈæːletˌusele
tööjaotus	tˈøːjˈaoːtːus
pürgida	pˈyrɡida
Projektis	prˈojektis
sildistada	sˈiʎdistˌada
annetab	ˈannetab
odavaimad	ˈodɑvˌaimad
meilitsi	mˈeiliˌit^si
kirjutajal	kˈirjutajal
kommentaatorid	kˌommentˈaːtːorid
lastelt	lˈastelt
lisainvesteeringuid	lˌisaˌinvestˈeːriŋɡuid
Peol	pˈeoːl
diplomaatide	dˌiplomˈaːtːide
Vändrast	vˈændrast
küsitlema	kˈys^ɪtːlˌema
Arti	ˈarti
väärtuseks	vˈæːrtuseks
narkar	nˈarkːar
tähelepanelikkusele	tˈæhɛlepanelˌikːusˌele
Eeskätt	ˈeːskætː
organisatsioonis	ˌorɡanisaˌit^siˈoːnis
sekkumisega	sˈekːumˌiseɡa
püsimine	pˈys^ɪmˌine
Leetu	lˈeːtːu
märkimisväärset	mˌærkːimisvˈæːrset
teeninduse	tˈeːɲindˌuse
Norrast	nˈorrast
Ave	ˈavɛ
rubla	rˈubla
läbivaatust	lˌæbɪvˈaːtːust
autokoolis	ˌautːokˈoːlis
õigustus	ˈɵiɡˌustus
emeriitpeapiiskop	ˌemɛrˈiːtpeapːˈiːskop
territoriaalseid	tˌerritoriˈaːlseid
ajame	ˈajɑme
Gorbatšov	kˈorbatʃov
kaubavahetuses	kˈaubˌavahˌetuses
venekeelsete	vˌenɛkˈeːlsete
Kodukulud	kˈodʊkulud
tunnistajat	tˈuɲɲistajat
operatsioone	ˌoperaˌit^siˈoːne
Artiklis	ˈartikːlis
Saulius	sˈaulius
RTR	ˈerrtˌeeːˌerr
vastsündinu	vˈastsyɲdˌinu
Olga	ˈolɡa
riisuda	rˈiːsuda
neutraalsed	nˌeutːrˈaːlsed
jahimaadele	jˌahɪmˈaːdele
lugu	lˈuɡʊ
Augustinuse	ˈauɡˌus^tinˌuse
koer	kˈoer
lõõtspilli	lˈɵːtspilli
finišit	fˈiɲɪʃit
erikomisjon	ˈerɪkomˌisjon
kodeeritud	kodˈeːritud
börsipäeva	pˈørsipˌæeva
õppekavast	ˈɵpːekavast
maalitakse	mˈaːʎitˌakse
suudaksime	sˈuːdaksˌime
liikumised	lˈiːkːumised
Andres	ˈandres
vahelduva	vˈahɛldˌuva
põhjalikku	pˈɵhjalˌikːu
Riigikontrolli	rˈiːɡikˌontrolli
Päike	pˈæ͡ikːe
Rekord	rˈekord
tähiseks	tˈæhɪseks
otsekohese	ˈotsekˌohese
aknaklaasid	ˌakːnakːlˈaːsid
Iljuštšenko	ˈiʎjuʃtʃˌeŋkːo
läbivalt	lˈæbɪvalt
vahistati	vˈahɪstˌati
tunnistajaks	tˈuɲɲistajaks
tervishoidu	tˈervishˌoidu
Avatus	ˈavɑtus
dispetšer	dˈispetʃer
evakueerida	ˌevɑkuˈeːrida
Liiklusõnnetus	lˈiːkːlusˌɵnnetus
vastuvõtt	vˈastuvɵtː
Eurostat	ˈeurˌostat
kannatanud	kˈannatanud
ISISt	ˈis^ɪst
etendama	ˈetendˌama
elatustase	ˈelɑtˌustase
ilmestasid	ˈilmestasid
pudelist	pˈudɛlist
seedida	sˈeːd^ida
vedurijuhi	vˈedʊrˌijuhi
vaimusilmas	vˈaimusˌilmas
lammutama	lˈammutˌama
liitlasena	lˈiːtːlasˌena
Taagepera	tˈaːɡepˌera
rahasumma	rˈahɑsˌumma
audiitori	ˌaudˈiːtːori
tagasiastumine	tˈaɡɑsiˌastumˌine
suurimast	sˈuːrimast
näitab	nˈæ͡itːab
Toilas	tˈoilas
jäämisele	jˈæːmisˌele
ostmata	ˈostmatːa
kehvemaid	kˈehvemaid
sellelaadne	sˌellelˈaːdne
maksumaksjalt	mˈaksumˌaksjalt
Kogudust	kˈoɡʊdust
aknad	ˈakːnad
eelmüügist	ˈeːlmˈyːɡist
fotol	fˈotol
abiturient	ˈabɪtˌurieɲt
loomeinimeste	lˈoːmeinimˌeste
hammustas	hˈammustas
ametil	ˈamɛtil
Koolidirektor	kˈoːʎidirˌektor
Tudeng	tˈudɛŋɡ
oreli	ˈorɛli
Treffneri	trˈeffneri
sündmustega	sˈyndmustˌeɡa
Esialgseil	ˈes^iˌalɡseil
tekstides	tˈekstides
meenutame	mˈeːnutˌame
sõnavõtuga	sˈɵnɑvˌɵtuɡa
relvaks	rˈelvaks
Uuspõld	ˈuːspɵld
liidu	lˈiːdu
Lion	lˈion
peitus	pˈeitːus
tiimikaaslane	tˈiːmikˈaːslane
liider	lˈiːder
purskkaev	pˈurskːaev
üritustele	ˈyrɪtˌustele
Töötame	tˈøːtːame
edukusest	ˈedʊkusest
pungi	pˈuŋɡi
kirjanikud	kˈirjanikud
ravim	rˈavɪm
kruvida	krˈuvida
Põllumajanduse	pˈɵllumajˌanduse
ulatu	ˈulɑtu
Randoja	rˈandoja
toimetusel	tˈoimˌetusel
konkurendi	kˈoŋkːurˌeɲdi
United	ˈuɲɪted
tingimusteta	tˈiŋɡimˌusteta
parkima	pˈarkːima
piiblist	pˈiːblist
Poolaga	pˈoːlaɡa
katustele	kˈatustˌele
taimetoitlane	tˈaimetoˌitːlane
Kalanasse	kˈalɑnˌasse
arutamine	ˈarʊtˌamine
kasvatustöö	kˌasvatustˈøː
rõõmusõnumi	rˈɵːmusˌɵnumi
leppides	lˈepːides
elamislubade	ˈelɑmˌislubˌade
Partsil	pˈartsil
lõuad	lˈɵuwad
tingimusega	tˈiŋɡimˌuseɡa
kõrgemal	kˈɵrrɡemal
Jään	jˈææːn
kuulsuste	kˈuːlsuste
refereeritud	rˌefɛrˈeːritud
alustamas	ˈalʊstamas
aeglast	ˈaeɡlast
õppejõududele	ˈɵpːejˌɵudˌudele
moondunud	mˈoːndunud
kaotab	kˈaoːtːab
kasutamist	kˈasʊtamist
noormeestel	nˈoːrmˈeːstel
väikeettevõtted	væ͡ikːˈeːtːevˌɵtːed
