bekerjasama	bəkərdʒasama
menipu	mənipu
lanjut	landʒut
mengerawan	məŋərawan
sentali	səntali
kurs	kurs
terserah	tərsərah
diat	diat
tengkélék	təŋkeleʔ
bantalan	bantalan
senasib	sənasib
merempahi	mərəmpahi
candit	tʃandit
nuansa	nuansa
teratasi	təratasi
memuntahkan	məmuntahkan
terluka	tərluka
pemekaran	pəməkaran
silau	silau
meneropong	mənəropoŋ
bandéa	bandea
kedermawanan	kədərmawanan
berjangka	bərdʒaŋka
mengarus	məŋarus
musimnya	musimɲa
bersanggama	bərsaŋgama
kelengar	kələŋar
pamitan	pamitan
penegang	pənəgaŋ
apion	apion
najis	nadʒis
memeloroti	məməloroti
cam	tʃam
kepis	kəpis
tengkuknya	təŋkuʔɲa
berpendapat	bərpəndapat
penafsir	pənafsir
sepenuh	səpənuh
membenci	məmbəntʃi
murid	murid
hidangan	hidaŋan
aga	aga
piring	piriŋ
buaian	buaian
pupu	pupu
idaman	idaman
tanggung	taŋguŋ
absén	absen
petarang	pətaraŋ
sama	sama
berserunda	bərsərunda
idéologi	ideologi
praktis	praʔtis
mendarati	məndarati
mercun	mərtʃun
orgasme	orgasmə
juruterbang	dʒurutərbaŋ
telik	təliʔ
bulur	bulur
kewargaan	kəwargaʔan
bercemetuk	bərtʃəmətuʔ
diberkas	dibərkas
memprihatinkan	məmprihatinkan
label	labəl
salinitas	salinitas
penafsiran	pənafsiran
mengasakan	məŋasakan
kéroh	keroh
berteluk	bərtəluʔ
berdengkur	bərdəŋkur
becermin	bətʃərmin
penguin	pəŋuin
berbasut	bərbasut
penjala	pəndʒala
rangkapan	raŋkapan
kunyah	kuɲah
berkeras	bərkəras
berziarah	bərziarah
elang	əlaŋ
mempersilakan	məmpərsilakan
menekapi	mənəkapi
bidai	bidai
diskaun	diskaun
pasti	pasti
ukiran	ukiran
kedatangan	kədataŋan
ancala	antʃala
setanding	sətandiŋ
pengemukaan	pəŋəmukaʔan
berantar	bərantar
tempap	təmpap
dagangannya	dagaŋanɲa
hidayah	hidajah
pengangkut	pəŋaŋkut
dihanyut	dihaɲut
kedekai	kədəkai
taufan	taufan
berjiwa	bərdʒiwa
sujud	sudʒud
gerinda	gərinda
pecutan	pətʃutan
meledaknya	mələdaʔɲa
pérféksionisme	perfeʔsionismə
bersenapan	bərsənapan
mamalia	mamalia
meresahkan	mərəsahkan
kritikan	ʔritikan
lakunya	lakuɲa
bahagian	bahagian
abai	abai
pembalap	pəmbalap
menyéndok	məɲendoʔ
sendorong	səndoroŋ
pembanding	pəmbandiŋ
duaja	duadʒa
diajari	diadʒari
cemekian	tʃəməkian
membébas-tugaskan	məmbebas-tugaskan
pencar	pəntʃar
serengam	sərəŋam
amburadul	amburadul
afrodisiak	afrodisiaʔ
memandangkan	məmandaŋkan
berlénggang	bərleŋgaŋ
pengampu	pəŋampu
kontrovérsi	kontroversi
lingkungannya	liŋkuŋanɲa
sebenarnya	səbənarɲa
berbatuk	bərbatuʔ
dedaunan	dədaunan
émbér	ember
démonstrasi	demonstrasi
luncur	luntʃur
berserudi	bərsərudi
tepercit	təpərtʃit
termaktub	tərmaʔtub
ajudan	adʒudan
disalahkan	disalahkan
diwawancarai	diwawantʃarai
resépsi	rəsepsi
lebaran	ləbaran
amukan	amukan
mengangin	məŋaŋin
bercakap	bərtʃakap
téngok	teŋoʔ
lusuh	lusuh
menggugah	məŋgugah
sengkalan	səŋkalan
menakuti	mənakuti
akuarél	akuarel
pengipas	pəŋipas
bertolak	bərtolaʔ
pot	pot
roboh	roboh
bertelinga	bərtəliŋa
karat	karat
berjangkitan	bərdʒaŋkitan
sembap	səmbap
caca	tʃatʃa
dadi	dadi
analitis	analitis
algoritma	algoritma
pencambukan	pəntʃambukan
bawon	bawon
pencurahan	pəntʃurahan
tabiat	tabiat
mengasami	məŋasami
pendaki	pəndaki
pamong	pamoŋ
kedau	kədau
sedak	sədaʔ
lalang	lalaŋ
mengernai	məŋərnai
penyadur	pəɲadur
mengasapi	məŋasapi
pundaknya	pundaʔɲa
penghijauan	pəŋhidʒauan
bersekat	bərsəkat
memerban	məmərban
acawi	atʃawi
auditorium	auditorium
cétakan	tʃetakan
menyesah	məɲəsah
fléksibel	fleʔsibəl
kegelapan	kəgəlapan
rajin	radʒin
élastik	elastiʔ
lencana	ləntʃana
asah	asah
désainer	desainər
véntilasi	ventilasi
damik	damiʔ
mengaturkan	məŋaturkan
kepak	kəpaʔ
menémpéli	mənempeli
ketemu	kətəmu
seburuk	səburuʔ
melangsungkan	məlaŋsuŋkan
beledi	bələdi
menaranya	mənaraɲa
sikat	sikat
melapis	məlapis
setahap	sətahap
menyelimuti	məɲəlimuti
halipan	halipan
mendagi	məndagi
pionir	pionir
cingam	tʃiŋam
debun	dəbun
kedwiartian	kədwiartian
kerajinan	kəradʒinan
seratus	səratus
bertentangan	bərtəntaŋan
bertanggung	bərtaŋguŋ
digoréng	digoreŋ
arogansi	arogansi
ménhir	menhir
mengéloni	məŋeloni
babaran	babaran
paceklik	patʃəʔliʔ
kekau	kəkau
dirigén	dirigen
mendamar	məndamar
éksplisit	eʔsplisit
penggabungan	pəŋgabuŋan
tergiring	tərgiriŋ
tempiar	təmpiar
pembenar	pəmbənar
merdu	mərdu
ladung	laduŋ
pemurnian	pəmurnian
peréi	pərei
membébék	məmbebeʔ
adsorpsi	adsorpsi
penambah	pənambah
sanggan	saŋgan
korbankan	korbankan
henti	hənti
terkup	tərkup
peria	pəria
amang	amaŋ
kebangsaannya	kəbaŋsaʔanɲa
prétél	pretel
penyesalan	pəɲəsalan
penyangkut	pəɲaŋkut
cepol	tʃəpol
makmur	maʔmur
sérét	seret
kelingsir	kəliŋsir
seleguri	sələguri
baktériologi	baʔteriologi
sekelilingnya	səkəliliŋɲa
terbau	tərbau
diperintahkan	dipərintahkan
démokratik	demoʔratiʔ
prosiding	prosidiŋ
menébok	məneboʔ
océh	otʃeh
isi	isi
dibusur	dibusur
pembébéran	pəmbeberan
politéknik	politeʔniʔ
pemindahan	pəmindahan
penyu	pəɲu
cukin	tʃukin
alahan	alahan
kesalahannya	kəsalahanɲa
pakaian	pakaian
pengikatan	pəŋikatan
mendolarkan	məndolarkan
anggapan	aŋgapan
mencengkelong	məntʃəŋkəloŋ
membengang	məmbəŋaŋ
mengabsahkan	məŋabsahkan
begar	bəgar
menimpali	mənimpali
siapapun	siapapun
bertali	bərtali
dibekukan	dibəkukan
pencak	pəntʃaʔ
diisi	diʔisi
menjatuhi	məndʒatuhi
kecabulan	kətʃabulan
aliméntasi	alimentasi
terbit	tərbit
menebah	mənəbah
jentik	dʒəntiʔ
perbandingan	pərbandiŋan
komisaris	komisaris
memperbodoh	məmpərbodoh
mengutak	məŋutaʔ
memberitahu	məmbəritahu
penyégelan	pəɲegəlan
menerka	mənərka
melekukkan	mələkuʔkan
transformasi	transformasi
dékolonisasi	dekolonisasi
candat	tʃandat
maritim	maritim
amfétamin	amfetamin
melambung	məlambuŋ
membiasakan	məmbiasakan
sedan	sədan
menghubungkan	məŋhubuŋkan
arkati	arkati
saksama	saʔsama
menggondol	məŋgondol
kesenjaan	kəsəndʒaʔan
tertendang	tərtəndaŋ
pengandak	pəŋandaʔ
cantrik	tʃantriʔ
anarkisme	anarkismə
rahib	rahib
fobia	fobia
berseni	bərsəni
peneguhan	pənəguhan
terbudur	tərbudur
menjaja	məndʒadʒa
resés	rəses
sepit	səpit
bersempadankan	bərsəmpadankan
berkelar	bərkəlar
embik	əmbiʔ
bersicakar	bərsitʃakar
maklumat	maʔlumat
tengah	təŋah
hindu	hindu
mengajak	məŋadʒaʔ
kecakapan	kətʃakapan
kecerdasan	kətʃərdasan
sekrap	səʔrap
teraan	təraʔan
alinéa	alinea
ditangguhkan	ditaŋguhkan
tiba	tiba
berkeboléhan	bərkəbolehan
kesendirian	kəsəndirian
mengomél	məŋomel
bilingualisme	biliŋualismə
desus	dəsus
suntikan	suntikan
natal	natal
keténaran	kətenaran
penunjang	pənundʒaŋ
mengelah	məŋəlah
diskonto	diskonto
penyembelih	pəɲəmbəlih
éksékutif	eʔsekutif
biayanya	biajaɲa
mengutuki	məŋutuki
kerobék	kərobeʔ
mewajibkan	məwadʒibkan
hal	hal
kecupan	kətʃupan
alkah	alkah
berlinang	bərlinaŋ
aténsi	atensi
menyunat	məɲunat
sakral	saʔral
memberitakan	məmbəritakan
skématis	skematis
mempersingkat	məmpərsiŋkat
rukuk	rukuʔ
penyelisikan	pəɲəlisikan
berahi	bərahi
mensiang	mənsiaŋ
éléktromagnét	eleʔtromagnet
mengabdi	məŋabdi
bongsor	boŋsor
berlayar	bərlajar
arta	arta
utopia	utopia
tergantung	tərgantuŋ
menyapu	məɲapu
berujul	bərudʒul
mementang	məməntaŋ
berdangdut	bərdaŋdut
mendondon	məndondon
mempersegar	məmpərsəgar
pendusta	pəndusta
keluarnya	kəluarɲa
angut	aŋut
sapi	sapi
cuang	tʃuaŋ
membasi	məmbasi
peringgan	pəriŋgan
advokasi	advokasi
kulim	kulim
berbuih	bərbuih
diinginkan	diʔiŋinkan
penyamaran	pəɲamaran
menyeléwéng	məɲəleweŋ
berenggil	bərəŋgil
pasak	pasaʔ
rambut	rambut
napas	napas
kalkulus	kalkulus
bundelan	bundəlan
ajal	adʒal
pertélévisian	pərtelevisian
mengebor	məŋəbor
keléngkéng	kəleŋkeŋ
pesanggrahan	pəsaŋgrahan
terbikin	tərbikin
bera	bəra
cindaku	tʃindaku
terhalau	tərhalau
dong	doŋ
menyemaikan	məɲəmaikan
sewajarnya	səwadʒarɲa
pintal	pintal
terbedol	tərbədol
ambasador	ambasador
mengelompokkan	məŋəlompoʔkan
memulihkan	məmulihkan
céléngan	tʃeleŋan
kesayangannya	kəsajaŋanɲa
berkericau	bərkəritʃau
kelembak	kələmbaʔ
juita	dʒuita
berlendir	bərləndir
egat	əgat
kalinya	kaliɲa
menéngkél	məneŋkel
spékulator	spekulator
menyantap	məɲantap
berbisul	bərbisul
rejam	rədʒam
kukur	kukur
kutang	kutaŋ
lodéh	lodeh
imigran	imigran
mentaruh	məntaruh
syakir	sjakir
bercengkung	bərtʃəŋkuŋ
terjamin	tərdʒamin
keren	kərən
berbohong	bərbohoŋ
sokong	sokoŋ
kestabilan	kəstabilan
fasisme	fasismə
kepal	kəpal
kerbat	kərbat
mengepak	məŋəpaʔ
mengkirai	məŋkirai
katik	katiʔ
sadar	sadar
iga	iga
dicium	ditʃium
purna	purna
kecurangan	kətʃuraŋan
tamatan	tamatan
sudi	sudi
alur	alur
penunggang	pənuŋgaŋ
mentak	məntaʔ
kerumitan	kərumitan
pemanas	pəmanas
tegakan	təgakan
kebisaan	kəbisaʔan
pos	pos
réaktor	reaʔtor
diguna	diguna
perancangan	pərantʃaŋan
mengabén	məŋaben
makrokosmos	maʔrokosmos
terimpit	tərimpit
cublik	tʃubliʔ
lihainya	lihaiɲa
analgésik	analgesiʔ
halnya	halɲa
sengaja	səŋadʒa
bekerja	bəkərdʒa
bacot	batʃot
kemurungan	kəmuruŋan
merasai	mərasai
berbingkai	bərbiŋkai
sebaya	səbaja
mengamplopkan	məŋamplopkan
ais	ais
caos	tʃaos
géléng	geleŋ
berganti	bərganti
balérina	balerina
pipi	pipi
bercempera	bərtʃəmpəra
dikait	dikait
artis	artis
ésoknya	esoʔɲa
perasan	pərasan
memiskinkan	məmiskinkan
pirang	piraŋ
bersih	bərsih
égos	egos
menampar	mənampar
limbungan	limbuŋan
dipahami	dipahami
disalahkannya	disalahkanɲa
berbusana	bərbusana
membulati	məmbulati
sawit	sawit
badari	badari
percik	pərtʃiʔ
amaliah	amaliah
berciut	bərtʃiut
tertanam	tərtanam
semaja	səmadʒa
komité	komite
mendakwa	məndaʔwa
penelahan	pənəlahan
mendongéngkan	məndoŋeŋkan
tanpa	tanpa
dipulihkan	dipulihkan
sekak	səkaʔ
instruksi	instruʔsi
perisa	pərisa
semerdéka	səmərdeka
bunut	bunut
mencelak	məntʃəlaʔ
penenungan	pənənuŋan
gadis	gadis
degupan	dəgupan
momok	momoʔ
berbaik	bərbaiʔ
diperintah	dipərintah
terjadi	tərdʒadi
pengikat	pəŋikat
dana	dana
batis	batis
bersendar	bərsəndar
tukul	tukul
setimpal	sətimpal
ambasade	ambasadə
oké	oke
hantu	hantu
cengut	tʃəŋut
adik	adiʔ
ampas	ampas
sungguhpun	suŋguhpun
merukunkan	mərukunkan
melendut	mələndut
cindai	tʃindai
berfantasi	bərfantasi
seranah	səranah
melécéhkan	məletʃehkan
penyediaan	pəɲədiaʔan
ardi	ardi
beléra	bəlera
keraton	kəraton
pemerintahan	pəmərintahan
kembar	kəmbar
tétér	teter
penyelamatan	pəɲəlamatan
suaminya	suamiɲa
menciduk	məntʃiduʔ
berempat	bərəmpat
bercekah	bərtʃəkah
sekeliling	səkəliliŋ
jahat	dʒahat
bertobat	bərtobat
terpuji	tərpudʒi
motor	motor
mengalap	məŋalap
menghibur	məŋhibur
teripang	təripaŋ
kebebangan	kəbəbaŋan
benian	bənian
prakiraan	prakiraʔan
rukun	rukun
timbun	timbun
bakdul	baʔdul
medu	mədu
dentung	dəntuŋ
nantinya	nantiɲa
pengali	pəŋali
ceking	tʃəkiŋ
membadik	məmbadiʔ
sebelum	səbəlum
ternyata	tərɲata
dibawanya	dibawaɲa
meniran	məniran
perlina	pərlina
berjudul	bərdʒudul
penembusan	pənəmbusan
selingan	səliŋan
serendah	sərəndah
réstu	restu
jumpa	dʒumpa
keling	kəliŋ
titir	titir
berlatar	bərlatar
saringan	sariŋan
membuih	məmbuih
kuria	kuria
menjangka	məndʒaŋka
sodok	sodoʔ
modérn	modern
iuran	iuran
céri	tʃeri
bersembahyang	bərsəmbahjaŋ
rantaian	rantaian
menghinanya	məŋhinaɲa
bilas	bilas
pengurus	pəŋurus
éléktrode	eleʔtrodə
menyerunda	məɲərunda
pembabatan	pəmbabatan
cumepak	tʃuməpaʔ
berukir	bərukir
temiang	təmiaŋ
élitis	elitis
bundel	bundəl
memarahi	məmarahi
tersemat	tərsəmat
menyudutkan	məɲudutkan
keluron	kəluron
menjejaskan	məndʒədʒaskan
kéték	keteʔ
subsidi	subsidi
membenar	məmbənar
kosmétik	kosmetiʔ
aung	auŋ
seroyong	sərojoŋ
kemala	kəmala
melipat-gandakan	məlipat-gandakan
améba	ameba
tertuju	tərtudʒu
menépék	mənepeʔ
disénggol	diseŋgol
muridnya	muridɲa
memandikan	məmandikan
penetas	pənətas
avonturir	avonturir
merem	mərəm
kehabisan	kəhabisan
aguk	aguʔ
pertanda	pərtanda
mengelélotkan	məŋəlelotkan
butul	butul
kolibri	kolibri
ékor	ekor
bangir	baŋir
minister	ministər
séndok	sendoʔ
buaya	buaja
ralat	ralat
penébar	pənebar
perutnya	pərutɲa
cepatnya	tʃəpatɲa
bakul	bakul
maizéna	maizena
akuntansi	akuntansi
berbaling	bərbaliŋ
arun	arun
melebihi	mələbihi
perékik	pərekiʔ
déwasa	dewasa
pénés	penes
menambatkan	mənambatkan
anjur	andʒur
pelisir	pəlisir
mengeremus	məŋərəmus
bakaran	bakaran
dungas	duŋas
seruh	səruh
tambal	tambal
tendang	təndaŋ
menganugerahi	məŋanugərahi
pelumas	pəlumas
mentibu	məntibu
menderam	məndəram
belum.	bəlum.
ditanamkan	ditanamkan
randah	randah
undang-undang	undaŋ-undaŋ
paru-paru	paru-paru
éboni	eboni
menyerang	məɲəraŋ
mencelur	məntʃəlur
menyerondong	məɲərondoŋ
pewarna	pəwarna
serama	sərama
memuakkan	məmuaʔkan
berasét	bəraset
mengembungkan	məŋəmbuŋkan
bernas	bərnas
antér	anter
kutipan	kutipan
berkonsultasi	bərkonsultasi
membuayai	məmbuajai
bangka	baŋka
membusukkan	məmbusuʔkan
tembelang	təmbəlaŋ
berani	bərani
penyudahan	pəɲudahan
memperbahasakan	məmpərbahasakan
menyepan	məɲəpan
kerétan	kəretan
berbéndi	bərbendi
admisi	admisi
kesenjataan	kəsəndʒataʔan
kedua	kədua
kenal	kənal
mendigulkan	məndigulkan
puteri	putəri
betina	bətina
urgénsi	urgensi
akurat	akurat
syal	sjal
perantaraan	pərantaraʔan
sérah	serah
penceracau	pəntʃəratʃau
bandingan	bandiŋan
memujuk	məmudʒuʔ
mahal	mahal
bakpia	baʔpia
bacah	batʃah
kéwés	kewes
pengarahan	pəŋarahan
memadukan	məmadukan
tergabung	tərgabuŋ
pemberitaan	pəmbəritaʔan
dulur	dulur
penelusuran	pənəlusuran
sejauh	sədʒauh
tatacara	tatatʃara
hai	hai
kantan	kantan
mencacau	məntʃatʃau
modus	modus
sémah	semah
dicucinya	ditʃutʃiɲa
disertai	disərtai
jambul	dʒambul
menolongnya	mənoloŋɲa
dikeluarkannya	dikəluarkanɲa
sedat	sədat
cekakan	tʃəkakan
sékularitas	sekularitas
melentur	mələntur
celupak	tʃəlupaʔ
had	had
pelatihan	pəlatihan
hanyut	haɲut
difungsikan	difuŋsikan
tersedianya	tərsədiaɲa
dom	dom
pemercik	pəmərtʃiʔ
kematangan	kəmataŋan
ambisius	ambisius
wujudnya	wudʒudɲa
rakitan	rakitan
kati	kati
sep	səp
berdayung	bərdajuŋ
tampuk	tampuʔ
membandari	məmbandari
ketrampilan	kətrampilan
glukosa	glukosa
mégalomania	megalomania
alaihi	alaihi
isu	isu
keletung	kələtuŋ
aduk	aduʔ
sirip	sirip
bersahut	bərsahut
berperan	bərpəran
ditembus	ditəmbus
pépermin	pepərmin
didamaikan	didamaikan
péncut	pentʃut
melik	məliʔ
éksaminasi	eʔsaminasi
barung	baruŋ
juadah	dʒuadah
meréhatkan	mərehatkan
sangkur	saŋkur
tercekih	tərtʃəkih
andeng	andəŋ
mengalihkan	məŋalihkan
diajak	diadʒaʔ
seméméh	səmemeh
setolop	sətolop
diajun	diadʒun
mengalamati	məŋalamati
memburaikan	məmburaikan
mengasuh	məŋasuh
mencorét	məntʃoret
prosés	proses
dentingan	dəntiŋan
sayur	sajur
memukau	məmukau
ketar	kətar
inteléktual	intəleʔtual
berét	bəret
supai	supai
ceplas	tʃəplas
membukai	məmbukai
trék	treʔ
samak	samaʔ
psikologi	psikologi
pengutipan	pəŋutipan
peninggalannya	pəniŋgalanɲa
antisipasi	antisipasi
dadali	dadali
mencéti	məntʃeti
bendaharawan	bəndaharawan
perwatakan	pərwatakan
menghéla	məŋhela
pemali	pəmali
buk	buʔ
laksana	laʔsana
pengumuman	pəŋumuman
menubuhkan	mənubuhkan
mencium	məntʃium
butun	butun
tercetus	tərtʃətus
satunya	satuɲa
dikuburkan	dikuburkan
artikel	artikəl
perteluran	pərtəluran
membobos	məmbobos
serampin	sərampin
tekap	təkap
mengacau	məŋatʃau
penebus	pənəbus
konon	konon
beradéh	bəradeh
tujuh	tudʒuh
memikirkan	məmikirkan
susut	susut
seperjalanan	səpərdʒalanan
pengampunan	pəŋampunan
otoritér	otoriter
tanggung-jawabnya	taŋguŋ-dʒawabɲa
congak	tʃoŋaʔ
onggokan	oŋgokan
semenda	səmənda
teberau	təbərau
organisator	organisator
adisiswa	adisiswa
berkulit	bərkulit
semprit	səmprit
salahnya	salahɲa
peroléh	pəroleh
sinambung	sinambuŋ
sédéng	sedeŋ
pergelangan	pərgəlaŋan
kernai	kərnai
menghidupi	məŋhidupi
menemin	mənəmin
kodrati	kodrati
tercabik	tərtʃabiʔ
keboyakan	kəbojakan
pusar	pusar
pengkhianatan	pəŋʔhianatan
pipis	pipis
salju	saldʒu
temperas	təmpəras
dialih	dialih
meminjamkan	məmindʒamkan
terkuasai	tərkuasai
kepalaku	kəpalaku
dedap	dədap
daidanco	daidantʃo
autokrat	autoʔrat
mengelabui	məŋəlabui
politik	politiʔ
dipamérkan	dipamerkan
menerjuni	mənərdʒuni
sahaja	sahadʒa
mencanak	məntʃanaʔ
aérostatika	aerostatika
ambing	ambiŋ
péta	peta
pembukuan	pəmbukuan
serat	sərat
luku	luku
bokong	bokoŋ
diusahakan	diusahakan
membandut	məmbandut
anjang	andʒaŋ
dubur	dubur
bentulu	bəntulu
gerék	gəreʔ
mantik	mantiʔ
banyol	baɲol
harap	harap
berakhir	bəraʔhir
kondusif	kondusif
durat	durat
barracuda	barratʃuda
kelepuk	kələpuʔ
naif	naif
tembéréng	təmbereŋ
terawai	tərawai
luluh	luluh
tauhid	tauhid
faktor	faʔtor
mencureng	məntʃurəŋ
jualan	dʒualan
setelah	sətəlah
keanéhan	kəanehan
waduk	waduʔ
kabin	kabin
kelabu	kəlabu
terpikat	tərpikat
abdomén	abdomen
celah	tʃəlah
pemukul	pəmukul
harga	harga
memeda	məməda
lambungnya	lambuŋɲa
ping	piŋ
capang	tʃapaŋ
tergugat	tərgugat
terpusat	tərpusat
anyir	aɲir
sekotak	səkotaʔ
pundak	pundaʔ
kemejan	kəmədʒan
seruling	səruliŋ
dokuméntasi	dokumentasi
menjatuhkan	məndʒatuhkan
teréndak	tərendaʔ
melirik	məliriʔ
rombakan	rombakan
caguh	tʃaguh
pajakan	padʒakan
hambur	hambur
dipilih	dipilih
berpolitik	bərpolitiʔ
bujétér	budʒeter
keper	kəpər
terselesaikan	tərsələsaikan
terna	tərna
menciumi	məntʃiumi
menderapkan	məndərapkan
éréksi	ereʔsi
begu	bəgu
menumpuk	mənumpuʔ
alkéna	alkena
mencocol	məntʃotʃol
penawaran	pənawaran
pidato	pidato
berjejal	bərdʒədʒal
belo’on	bəloʔon
mengayak	məŋajaʔ
merinding	mərindiŋ
selébar	səlebar
pemasar	pəmasar
animo	animo
da’ayah	daʔajah
wacana	watʃana
lémparkan	lemparkan
dihakimi	dihakimi
biodata	biodata
bergaya	bərgaja
adakan	adakan
kedelai	kədəlai
kemat	kəmat
khémah	ʔhemah
lantak	lantaʔ
démokrasi	demoʔrasi
kesasar	kəsasar
mejana	mədʒana
memerdékakan	məmərdekakan
atavisme	atavismə
semuda	səmuda
méjan	medʒan
rekan	rəkan
diagnostik	diagnostiʔ
kolak	kolaʔ
ramainya	ramaiɲa
menyisihkan	məɲisihkan
beranta	bəranta
topografi	topografi
diawasi	diawasi
buani	buani
barter	bartər
tentara	təntara
perzinaan	pərzinaʔan
menobatkan	mənobatkan
kupon	kupon
kekel	kəkəl
pernik	pərniʔ
ginjal	gindʒal
dompol	dompol
ebam	əbam
kepel	kəpəl
kedayan	kədajan
waran	waran
absorptif	absorptif
serasah	sərasah
berkompromi	bərkompromi
memusnahkan	məmusnahkan
kabisat	kabisat
ilusi	ilusi
pembéla	pəmbela
antitésis	antitesis
mendepakan	məndəpakan
agus	agus
amal	amal
mengungguli	məŋuŋguli
keseragaman	kəsəragaman
péngin	peŋin
dasalomba	dasalomba
buntilan	buntilan
meringankan	məriŋankan
ditegur	ditəgur
celingus	tʃəliŋus
kenikmatan	kəniʔmatan
kejur	kədʒur
bercuma	bərtʃuma
réspék	respeʔ
mengena	məŋəna
ketelanjuran	kətəlandʒuran
menjauhi	məndʒauhi
dengking	dəŋkiŋ
lopés	lopes
mengélektrifikasi	məŋeləʔtrifikasi
lémpar	lempar
teringat	təriŋat
berduli	bərduli
merotan	mərotan
ajari	adʒari
menjelajahi	məndʒəladʒahi
bermarkas	bərmarkas
pengail	pəŋail
melebih	mələbih
seabrek	səabrəʔ
terpaku	tərpaku
mengekas	məŋəkas
bersuku	bərsuku
depang	dəpaŋ
serak	səraʔ
kecacatan	kətʃatʃatan
paksi	paʔsi
dipijat	dipidʒat
perbankan	pərbankan
menyekutui	məɲəkutui
tunas	tunas
menggulung	məŋguluŋ
pemeriksaannya	pəməriʔsaʔanɲa
lalai	lalai
dobol	dobol
kepanasan	kəpanasan
terurus	tərurus
mudik	mudiʔ
terdongkrak	tərdoŋʔraʔ
hiperbol	hipərbol
bercak	bərtʃaʔ
kédék	kedeʔ
peté	pəte
bas	bas
sendarat	səndarat
sélebran	seləbran
ketahanan	kətahanan
menerobos	mənərobos
mengadang	məŋadaŋ
bercucuran	bərtʃutʃuran
berpendirian	bərpəndirian
berkayu	bərkaju
pegari	pəgari
adiluhung	adiluhuŋ
personifikasi	pərsonifikasi
argométer	argometər
pelaminan	pəlaminan
urut	urut
disisihkan	disisihkan
koloni	koloni
berita	bərita
polio	polio
remas	rəmas
digubris	digubris
bercékcok	bərtʃeʔtʃoʔ
terabar	tərabar
senggakan	səŋgakan
retak	rətaʔ
kampong	kampoŋ
bidangan	bidaŋan
kehendak	kəhəndaʔ
senunggang	sənuŋgaŋ
tekanan	təkanan
nahu	nahu
blénder	blendər
ber-cakar	bər-tʃakar
belincong	bəlintʃoŋ
perkapita	pərkapita
éla	ela
didis	didis
keadaban	kəadaban
teguran	təguran
membélot	məmbelot
calir	tʃalir
mengégosi	məŋegosi
dividén	dividen
fukaha	fukaha
oligarki	oligarki
membutakan	məmbutakan
lot	lot
garu	garu
penghalusan	pəŋhalusan
produsén	produsen
desar	dəsar
tergelétak	tərgəletaʔ
belodok	bəlodoʔ
pekuk	pəkuʔ
helaian	həlaian
lancip	lantʃip
pengalokasian	pəŋalokasian
kesusu	kəsusu
nisan	nisan
menyerindaikan	məɲərindaikan
ciut	tʃiut
pengabur	pəŋabur
sayak	sajaʔ
laku	laku
puisi	puisi
pengiriman	pəŋiriman
lincir	lintʃir
semaput	səmaput
berbelit	bərbəlit
séminari	seminari
telanjur	təlandʒur
liat	liat
menyeléndang	məɲəlendaŋ
sang	saŋ
semunian	səmunian
pencerita	pəntʃərita
kesempatan	kəsəmpatan
seadil	səadil
kesyukuran	kəsjukuran
seruan	səruan
pengabulan	pəŋabulan
mencangklong	məntʃaŋʔloŋ
alasan	alasan
pedih	pədih
kerékét	kəreket
berseling	bərsəliŋ
gusi	gusi
ceruk	tʃəruʔ
ambung	ambuŋ
pengganas	pəŋganas
membedél	məmbədel
méwék	meweʔ
tambatan	tambatan
éksémplar	eʔsemplar
pasir	pasir
akséptasi	aʔseptasi
perdayangan	pərdajaŋan
ambai	ambai
rahim	rahim
bersetuju	bərsətudʒu
kehijauan	kəhidʒauan
memutuskan	məmutuskan
sementelah	səməntəlah
cengkurai	tʃəŋkurai
calak	tʃalaʔ
mencoblos	məntʃoblos
parabola	parabola
kinématika	kinematika
abséntéisme	absenteismə
kéncong	kentʃoŋ
dinamis	dinamis
kedudukannya	kədudukanɲa
terkerangka	tərkəraŋka
sepekan	səpəkan
komunisme	komunismə
telentang	tələntaŋ
tafakur	tafakur
dungun	duŋun
menutupkan	mənutupkan
pembuluh	pəmbuluh
airnya	airɲa
tapa	tapa
bentaus	bəntaus
nista	nista
memperbinikan	məmpərbinikan
penstabilan	pənstabilan
diselipkan	disəlipkan
jalar	dʒalar
otomat	otomat
pusing	pusiŋ
berdebu	bərdəbu
rembuk	rəmbuʔ
partisan	partisan
geréja	gəredʒa
askriptif	asʔriptif
mendiani	məndiani
