tříštěn	tr̝̊iːʃcɛn
hebrej	ɦɛbrɛj
dopéct	dopɛːt͡st
hejn	ɦɛjn
volovinka	volovɪŋka
smeteme	smɛtɛmɛ
komponent	komponɛnt
ujede	ujɛdɛ
hubeňous	ɦubɛɲou̯s
lenivý	lɛɲɪviː
gé	ɡɛː
zle	zlɛ
dílu	ɟiːlu
tuho	tuɦo
hraničit	ɦraɲɪt͡ʃɪt
prost	prost
lékárenský	lɛːkaːrɛnskiː
konvenční	konvɛnt͡ʃɲiː
zvýšený	zviːʃɛniː
hole	ɦolɛ
zastání	zastaːɲiː
uzbekistán	uzbɛkɪstaːn
zatracení	zatrat͡sɛɲiː
jídla	jiːdla
jura	jura
nashle	nasxlɛ
čísly	t͡ʃiːslɪ
nulový	nuloviː
sochám	soxaːm
eponymum	ɛponɪmum
pádech	paːdɛx
dynamika	dɪnamɪka
táhl	taːɦl̩
poslíček	posliːt͡ʃɛk
plameňák	plamɛɲaːk
supu	supu
výnosový	viːnosoviː
pěnu	pjɛnu
využití	vɪuʒɪciː
vody	vodɪ
utřít	utr̝̊iːt
zachycovat	zaxɪt͡sovat
makedonský	makɛdonskiː
mořil	mor̝ɪl
letče	lɛt͡ʃɛ
drakovo	drakovo
vratný	vratniː
bádání	baːdaːɲiː
málokdo	maːloɡdo
krvesmilný	kr̩vɛsmɪlniː
hlavičkový	ɦlavɪt͡ʃkoviː
neuralgie	nɛu̯ralɡɪjɛ
démon	dɛːmon
štýrsko	ʃtiːrsko
mezek	mɛzɛk
šakal	ʃakal
angličtinář	aŋɡlɪt͡ʃcɪnaːr̝̊
spočinout	spot͡ʃɪnou̯t
údům	uːduːm
kynu	kɪnu
účinlivý	uːt͡ʃɪnlɪviː
všivec	fʃɪvɛt͡s
zkrotit	skrocɪt
bronislav	broɲɪslaf
ideologický	ɪdɛoloɡɪt͡skiː
hlasitý	ɦlasɪtiː
bubne	bubnɛ
rejža	rɛjʒa
roztěkaný	roscɛkaniː
doslova	doslova
zombie	zombiː
žurnalistika	ʒurnalɪstɪka
šural	ʃural
vod	vot
barák	baraːk
chomutov	xomutof
klacek	klat͡sɛk
morbidita	morbɪdɪta
sběračka	zbjɛrat͡ʃka
oral	oral
poklop	poklop
vedrem	vɛdrɛm
fyziolog	fɪzɪolok
žalovat	ʒalovat
ledva	lɛdva
opasek	opasɛk
papírek	papiːrɛk
městem	mɲɛstɛm
anafylaktický	anafɪlaktɪt͡skiː
týrat	tiːrat
es	ɛs
džibutsko	dʒɪbutsko
bayesovský	bajɛsofskiː
městě	mɲɛscɛ
honily	ɦoɲɪlɪ
povýšení	poviːʃɛɲiː
košilatý	koʃɪlatiː
abstrakce	apstrakt͡sɛ
píšíc	piːʃiːt͡s
zimě	zɪmɲɛ
zlomený	zlomɛniː
pochybnost	poxɪbnost
taloš	taloʃ
žíněnka	ʒiːɲɛŋka
směl	sm̩ɲɛl
svini	svɪɲɪ
pánský	paːnskiː
reakční	rɛakt͡ʃɲiː
přerov	pr̝̊ɛrof
vysílač	vɪsiːlat͡ʃ
dereme	dɛrɛmɛ
děťátko	ɟɛcaːtko
cyklistika	t͡sɪklɪstɪka
beky	bɛkɪ
publicista	publɪt͡sɪsta
rozhodnout	rozɦodnou̯t
čivava	t͡ʃɪvava
zběžný	zbjɛʒniː
bišonek	bɪʃonɛk
pohádat	poɦaːdat
vadivý	vaɟɪviː
mykóza	mɪkoːza
knížtička	kɲiːʃcɪt͡ʃka
buzna	buzna
suknička	sukɲɪt͡ʃka
bleskosvod	blɛskosvot
knížka	kɲiːʃka
pánův	paːnuːf
selhání	sɛlɦaːɲiː
mylnější	mɪlɲɛjʃiː
klučičí	klut͡ʃɪt͡ʃiː
tajů	tajuː
čečenština	t͡ʃɛt͡ʃɛnʃcɪna
přijímač	pr̝̊ɪjiːmat͡ʃ
jezovita	jɛzovɪta
páternoster	paːtɛrnostɛr
střílet	str̝̊iːlɛt
žuchl	ʒuxl̩
angloamerický	aŋɡloamɛrɪt͡skiː
listovat	lɪstovat
návratnost	naːvratnost
inspektor	ɪnspɛktor
hudebnice	ɦudɛbɲɪt͡sɛ
uložit	uloʒɪt
dá	daː
fešný	fɛʃniː
průměrný	pruːmɲɛrniː
matérie	matɛːrɪjɛ
otrava	otrava
egyptologie	ɛɡɪptoloɡɪjɛ
kanónenfutr	kanoːnɛnfutr̩
poulíc	pou̯liːt͡s
blokovat	blokovat
ninin	ɲɪɲɪn
vyndat	vɪndat
dynamická	dɪnamɪt͡skaː
faryngitida	farɪŋɡɪtɪda
vezeme	vɛzɛmɛ
gótština	ɡoːtʃcɪna
kojenec	kojɛnɛt͡s
satanův	satanuːf
bezmoc	bɛzmot͡s
uhelnatý	uɦɛlnatiː
četám	t͡ʃɛtaːm
kmotřička	kmotr̝̊ɪt͡ʃka
odpůrce	otpuːrt͡sɛ
konzerva	konzɛrva
neplatný	nɛplatniː
tišší	cɪʃiː
kecu	kɛt͡su
mužích	muʒiːx
tahu	taɦu
spoušť	spou̯ʃc
zpochybnit	spoxɪbɲɪt
kontracepční	kontrat͡sɛpt͡ʃɲiː
seník	sɛɲiːk
orákulum	oraːkulum
ocelárna	ot͡sɛlaːrna
fytologie	fɪtoloɡɪjɛ
všici	fʃɪt͡sɪ
klitoris	klɪtorɪs
ohavný	oɦavniː
vodojem	vodojɛm
libém	lɪbɛːm
celí	t͡sɛliː
ohněte	oɦɲɛtɛ
hromadit	ɦromaɟɪt
humanitární	ɦumanɪtaːrɲiː
ptactvo	ptat͡stvo
levačka	lɛvat͡ʃka
šnečí	ʃnɛt͡ʃiː
občanskoprávní	opt͡ʃanskopraːvɲiː
čet	t͡ʃɛt
hlubotisk	ɦlubocɪsk
skýtat	skiːtat
stáž	staːʃ
pětibojařka	pjɛcɪbojar̝̊ka
tříští	tr̝̊iːʃciː
letectví	lɛtɛt͡stviː
kladu	kladu
cvrčala	t͡svr̩t͡ʃala
ohnul	oɦnul
přiznávat	pr̝̊ɪznaːvat
kapaly	kapalɪ
zkoumat	skou̯mat
podgorica	podɡorɪt͡sa
fosfatáza	fosfataːza
veverka	vɛvɛrka
kosočtverec	kosot͡ʃtvɛrɛt͡s
lovci	loft͡sɪ
stupňovitý	stupɲovɪtiː
mocněn	mot͡sɲɛn
stela	stɛla
lodž	lotʃ
dvě	dvjɛ
pále	paːlɛ
kusům	kusuːm
mrzl	mr̩zl̩
jata	jata
uhelný	uɦɛlniː
otko	otko
veletucet	vɛlɛtut͡sɛt
zakončit	zakont͡ʃɪt
stanislav	staɲɪslaf
vladař	vladar̝̊
natašin	nataʃɪn
hradem	ɦradɛm
vědouce	vjɛdou̯t͡sɛ
dalekosáhlý	dalɛkosaːɦliː
husy	ɦusɪ
sanitář	sanɪtaːr̝̊
astra	astra
klouzat	klou̯zat
zvědavě	zvjɛdavjɛ
oheň	oɦɛɲ
čte	t͡ʃtɛ
svoboda	svoboda
kusech	kusɛx
bombardovat	bombardovat
opylit	opɪlɪt
korfu	korfu
suspektní	suspɛktɲiː
kavek	kavɛk
fosforovodík	fosforovoɟiːk
imigrace	ɪmɪɡrat͡sɛ
krysa	krɪsa
razíš	raziːʃ
hlaholice	ɦlaɦolɪt͡sɛ
zasyčet	zasɪt͡ʃɛt
rodil	roɟɪl
kulík	kuliːk
pres	prɛs
zina	zɪna
kůžička	kuːʒɪt͡ʃka
přečin	pr̝̊ɛt͡ʃɪn
dodávat	dodaːvat
kazašský	kazaʃskiː
úde	uːdɛ
chudokrevnost	xudokrɛvnost
pluly	plulɪ
cigoš	t͡sɪɡoʃ
hrádeček	ɦraːdɛt͡ʃɛk
výdrž	viːdr̩ʃ
partnerčin	partnɛrt͡ʃɪn
přistát	pr̝̊ɪstaːt
euroskeptik	ɛu̯roskɛptɪk
japonský	japonskiː
mašinka	maʃɪŋka
luhu	luɦu
rozkulačit	roskulat͡ʃɪt
zábradlí	zaːbradliː
upozornit	upozorɲɪt
kerberos	kɛrbɛros
dokonalost	dokonalost
zahlédnout	zaɦlɛːdnou̯t
kasař	kasar̝̊
žilo	ʒɪlo
uhlopříčka	uɦlopr̝̊iːt͡ʃka
religionista	rɛlɪɡɪonɪsta
pohrdání	poɦr̩daːɲiː
shodnout	zɦodnou̯t
bohoslovec	boɦoslovɛt͡s
pláče	plaːt͡ʃɛ
placena	plat͡sɛna
tržiště	tr̩ʒɪʃcɛ
rubům	rubuːm
rozmluvit	rozm̩luvɪt
mrz	mr̩s
mazán	mazaːn
kolmé	kolmɛː
ovsu	ofsu
štuk	ʃtuk
genialita	ɡɛɲɪalɪta
patent	patɛnt
bezproblémový	bɛsproblɛːmoviː
styx	stɪks
pádem	paːdɛm
přeborník	pr̝̊ɛborɲiːk
antikorozní	antɪkorozɲiː
vousy	vou̯sɪ
maršál	marʃaːl
gustav	ɡustaf
strukturalistický	strukturalɪstɪt͡skiː
bálo	baːlo
mikroorganizmus	mɪkroorɡanɪzmus
nížinný	ɲiːʒɪniː
curyšský	t͡surɪʃskiː
šafránek	ʃafraːnɛk
brt	br̩t
prolog	prolok
andský	antskiː
kentaur	kɛntau̯r
koleně	kolɛɲɛ
spisovný	spɪsovniː
přitáhnout	pr̝̊ɪtaːɦnou̯t
šlamastyka	ʃlamastɪka
desambiguovat	dɛsambɪɡuovat
kontejner	kontɛjnɛr
odliv	odlɪf
bedříšek	bɛdr̝iːʃɛk
slabě	slabjɛ
mravovědec	mravovjɛdɛt͡s
předchůdce	pr̝̊ɛtxuːt͡sɛ
scvrknout	st͡svr̩knou̯t
panovat	panovat
grónština	ɡroːnʃcɪna
nepřeložitelný	nɛpr̝̊ɛloʒɪtɛlniː
materiální	matɛrɪaːlɲiː
černošský	t͡ʃɛrnoʃskiː
multiplikátor	multɪplɪkaːtor
jihlavský	jɪɦlafskiː
kosatá	kosataː
elipsa	ɛlɪpsa
sókratés	soːkratɛːs
aukční	au̯kt͡ʃɲiː
vrkú	vr̩kuː
rosný	rosniː
kopce	kopt͡sɛ
náboženství	naːboʒɛnstviː
příšera	pr̝̊iːʃɛra
překvapivě	pr̝̊ɛkvapɪvjɛ
palpace	palpat͡sɛ
proroctví	prorot͡stviː
kapr	kapr̩
tachometr	taxomɛtr̩
škrtl	ʃkr̩tl̩
administrativa	admɪnɪstratɪva
polárka	polaːrka
salmonelóza	salmonɛloːza
nitrit	nɪtrɪt
cejní	t͡sɛjɲiː
větvička	vjɛtvɪt͡ʃka
skříňka	skr̝̊iːɲka
čechoameričan	t͡ʃɛxoamɛrɪt͡ʃan
věštírna	vjɛʃciːrna
bludu	bludu
jednoslabičný	jɛdnoslabɪt͡ʃniː
fosforečný	fosforɛt͡ʃniː
pálíce	paːliːt͡sɛ
voď	voc
boj	boj
árijský	aːrɪjskiː
militantní	mɪlɪtantɲiː
nemoc	nɛmot͡s
odvolávat	odvolaːvat
vysokánský	vɪsokaːnskiː
vzteklina	fstɛklɪna
víčko	viːt͡ʃko
režisérův	rɛʒɪsɛːruːf
vyvrácení	vɪvraːt͡sɛɲiː
hošíček	ɦoʃiːt͡ʃɛk
námět	naːmɲɛt
bažina	baʒɪna
nákladný	naːkladniː
srovnávat	srovnaːvat
šťastlivec	ʃcastlɪvɛt͡s
kvedlat	kvɛdlat
merkur	mɛrkur
čertem	t͡ʃɛrtɛm
čečenský	t͡ʃɛt͡ʃɛnskiː
dominik	domɪnɪk
kostra	kostra
světadíl	svjɛtaɟiːl
nepochybně	nɛpoxɪbɲɛ
lovecký	lovɛt͡skiː
žaber	ʒabɛr
matroš	matroʃ
obličejový	oblɪt͡ʃɛjoviː
pravěk	pravjɛk
achillův	axɪluːf
sklárna	sklaːrna
modřín	modr̝iːn
krutý	krutiː
míníš	miːɲiːʃ
modlit	modlɪt
koželuh	koʒɛlux
gastroenterologický	ɡastroɛntɛroloɡɪt͡skiː
věříme	vjɛr̝iːmɛ
koupit	kou̯pɪt
střechou	str̝̊ɛxou̯
instalovat	ɪnstalovat
hledí	ɦlɛɟiː
nerovnoměrnost	nɛrovnomɲɛrnost
tupí	tupiː
trefit	trɛfɪt
řeže	r̝ɛʒɛ
ironie	ɪronɪjɛ
nemalý	nɛmaliː
uklízet	ukliːzɛt
marnivost	marɲɪvost
palestina	palɛstɪna
kalila	kalɪla
třišť	tr̝̊ɪʃc
nás	naːs
reprezentace	rɛprɛzɛntat͡sɛ
činěnice	t͡ʃɪɲɛɲɪt͡sɛ
homola	ɦomola
hádě	ɦaːɟɛ
ciťme	t͡sɪcmɛ
velebný	vɛlɛbniː
vtipálek	fcɪpaːlɛk
videch	vɪdɛx
časech	t͡ʃasɛx
blíže	bliːʒɛ
implikatura	ɪmplɪkatura
staršího	starʃiːɦo
zajata	zajata
kajícník	kajiːt͡sɲiːk
padouch	padou̯x
dlužník	dluʒɲiːk
vítáme	viːtaːmɛ
nejvýše	nɛjviːʃɛ
boxovat	boksovat
šukačka	ʃukat͡ʃka
pomahač	pomaɦat͡ʃ
močení	mot͡ʃɛɲiː
četou	t͡ʃɛtou̯
ondřejka	ondr̝ɛjka
odrazit	odrazɪt
pravidelnost	pravɪdɛlnost
vštípit	fʃciːpɪt
sudí	suɟiː
frflat	fr̩flat
kajícný	kajiːt͡sniː
zadržený	zadr̩ʒɛniː
doutnat	dou̯tnat
protimonopolní	procɪmonopolɲiː
volům	voluːm
robova	robova
suchozemský	suxozɛmskiː
korouhev	korou̯ɦɛf
zabilo	zabɪlo
ponížit	poɲiːʒɪt
olomoučané	olomou̯t͡ʃanɛː
excitovat	ɛkst͡sɪtovat
jačí	jat͡ʃiː
udělit	uɟɛlɪt
etylen	ɛtɪlɛn
špunt	ʃpunt
zpotit	spocɪt
pánům	paːnuːm
popisovač	popɪsovat͡ʃ
houpací	ɦou̯pat͡siː
vtípek	fciːpɛk
přílipka	pr̝̊iːlɪpka
neseš	nɛsɛʃ
radovan	radovan
zakokrhat	zakokr̩ɦat
synovec	sɪnovɛt͡s
mirda	mɪrda
rtem	rtɛm
potkan	pɔtkan
kokotu	kokotu
pracovav	prat͡sovaf
přišel	pr̝̊ɪʃɛl
kvantizace	kvantɪzat͡sɛ
makedonec	makɛdonɛt͡s
kluka	kluka
není	nɛɲiː
robotika	robotɪka
paždí	paʒɟiː
disjunktní	dɪsjuŋktɲiː
ojnice	ojɲɪt͡sɛ
mach	max
krom	krom
sůvy	suːvɪ
mostík	mosciːk
posuzovat	posuzovat
tarent	tarɛnt
sagitální	saɡɪtaːlɲiː
zahaleč	zaɦalɛt͡ʃ
porost	porost
těrka	cɛrka
zedník	zɛdɲiːk
demence	dɛmɛnt͡sɛ
ubytování	ubɪtovaːɲiː
vstupovat	fstupovat
fousy	fou̯sɪ
blud	blut
pálíme	paːliːmɛ
cizoložník	t͡sɪzoloʒɲiːk
katech	katɛx
louže	lou̯ʒɛ
kudrna	kudr̩na
plutokrat	plutokrat
rybám	rɪbaːm
cévám	t͡sɛːvaːm
šedý	ʃɛdiː
doktor	doktor
danili	daɲɪlɪ
vzniknout	vzɲɪknou̯t
rozepsav	rozɛpsaf
galinin	ɡalɪɲɪn
holení	ɦolɛɲiː
slizu	slɪzu
olovu	olovu
zabila	zabɪla
onhuret	onɦurɛt
chorál	xoraːl
energetický	ɛnɛrɡɛtɪt͡skiː
rozkoš	roskoʃ
křižovat	kr̝̊ɪʒovat
zaručit	zarut͡ʃɪt
cévou	t͡sɛːvou̯
celém	t͡sɛlɛːm
mistr	mɪstr̩
pudím	puɟiːm
dabovat	dabovat
cisterna	t͡sɪstɛrna
prozatím	prozaciːm
kantáta	kantaːta
akcelerace	akt͡sɛlɛrat͡sɛ
všestranný	fʃɛstraniː
páčko	paːt͡ʃko
honduras	ɦonduras
baleáry	balɛaːrɪ
maratonský	maratonskiː
destruovat	dɛstruovat
člen	t͡ʃlɛn
hádali	ɦaːdalɪ
hasit	ɦasɪt
kancl	kant͡sl̩
křivdit	kr̝̊ɪvɟɪt
řečový	r̝ɛt͡ʃoviː
dcera	t͡sɛra
helena	ɦɛlɛna
esterka	ɛstɛrka
rendezvous	randɛvuː
kubánka	kubaːŋka
remunerace	rɛmunɛrat͡sɛ
břídil	br̝iːɟɪl
kole	kolɛ
zuzančin	zuzant͡ʃɪn
zírala	ziːrala
velet	vɛlɛt
bambulka	bambulka
druhák	druɦaːk
kombinovat	kombɪnovat
impozantní	ɪmpozantɲiː
kladouc	kladou̯t͡s
zhrubnout	zɦrubnou̯t
lomeno	lomɛno
temže	tɛmʒɛ
stoje	stojɛ
dočasně	dot͡ʃasɲɛ
věnčitý	vjɛnt͡ʃɪtiː
týž	tiːʃ
obrubník	obrubɲiːk
insekt	ɪnsɛkt
následek	naːslɛdɛk
rušení	ruʃɛɲiː
okupant	okupant
kurem	kurɛm
furt	furt
jistě	jɪscɛ
šílíš	ʃiːliːʃ
korun	korun
hnáno	ɦnaːno
olšový	olʃoviː
firemní	fɪrɛmɲiː
sklepení	sklɛpɛɲiː
věje	vjɛjɛ
líbíte	liːbiːtɛ
jejej	jɛjɛj
hydrometeorologický	ɦɪdromɛtɛoroloɡɪt͡skiː
porazitelný	porazɪtɛlniː
zhltnout	zɦl̩tnou̯t
pokrývač	pokriːvat͡ʃ
šéf	ʃɛːf
žera	ʒɛra
míza	miːza
pička	pɪt͡ʃka
dřevům	dr̝ɛvuːm
cívka	t͡siːfka
vízum	viːzum
arzenik	arzɛnɪk
monocytární	monot͡sɪtaːrɲiː
výtisk	viːcɪsk
závada	zaːvada
ukradnuv	ukradnuf
vykoupit	vɪkou̯pɪt
toků	tokuː
antilopa	antɪlopa
abstrahovat	apstraɦovat
ašchabad	aʃxabat
václavův	vaːt͡slavuːf
zaměstnavatel	zamɲɛstnavatɛl
kroky	krokɪ
sojčí	sojt͡ʃiː
koněm	koɲɛm
ivona	ɪvona
oslabení	oslabɛɲiː
žali	ʒalɪ
samův	samuːf
vesny	vɛsnɪ
vyhoření	vɪɦor̝ɛɲiː
osvětlit	osvjɛtlɪt
čadíce	t͡ʃaɟiːt͡sɛ
šestiúhelník	ʃɛscɪuːɦɛlɲiːk
kadibouda	kaɟɪbou̯da
jevě	jɛvjɛ
zdila	zɟɪla
líbali	liːbalɪ
zuty	zutɪ
mizel	mɪzɛl
uhodnout	uɦodnou̯t
západoslovanský	zaːpadoslovanskiː
gratulovat	ɡratulovat
homeomorfismus	ɦomɛomorfɪzmus
honíce	ɦoɲiːt͡sɛ
vévodkyně	vɛːvotkɪɲɛ
sova	sova
hmat	ɦmat
stromů	stromuː
anarchista	anarxɪsta
ruka	ruka
lha	lɦa
povinný	povɪniː
ludvík	ludviːk
sumce	sumt͡sɛ
řecký	r̝ɛt͡skiː
vznášedlo	vznaːʃɛdlo
amatérský	amatɛːrskiː
julka	julka
duse	dusɛ
kubický	kubɪt͡skiː
docenit	dot͡sɛɲɪt
darech	darɛx
obkladač	opkladat͡ʃ
ředitelný	r̝ɛɟɪtɛlniː
mrtvička	mr̩tvɪt͡ʃka
cytoložka	t͡sɪtoloʃka
káněte	kaːɲɛtɛ
tancovala	tant͡sovala
krček	kr̩t͡ʃɛk
čpavek	t͡ʃpavɛk
mohou	moɦou̯
vet	vɛt
bednařík	bɛdnar̝iːk
švanda	ʃvanda
lebku	lɛpku
sít	siːt
vsí	fsiː
elektrika	ɛlɛktrɪka
masař	masar̝̊
efemérní	ɛfɛmɛːrɲiː
povědět	povjɛɟɛt
syntéza	sɪntɛːza
chválit	xvaːlɪt
pláčeme	plaːt͡ʃɛmɛ
visely	vɪsɛlɪ
chomoutovští	xomou̯tofʃciː
rozložení	rozloʒɛɲiː
dita	ɟɪta
hvízdák	ɦviːzdaːk
důvěra	duːvjɛra
podezíravý	podɛziːraviː
akustika	akustɪka
kufřík	kufr̝̊iːk
razilo	razɪlo
francouzský	frant͡sou̯skiː
přebytek	pr̝̊ɛbɪtɛk
ústava	uːstava
nůše	nuːʃɛ
líza	liːza
protijaderný	procɪjadɛrniː
komuna	komuna
vylučování	vɪlut͡ʃovaːɲiː
přeformulování	pr̝̊ɛformulovaːɲiː
maxim	maksɪm
soví	soviː
asyriolog	asɪrɪolok
mýlka	miːlka
sůvě	suːvjɛ
lhouce	lɦou̯t͡sɛ
sdílet	zɟiːlɛt
rytmus	rɪtmus
březí	br̝ɛziː
branách	branaːx
džíp	dʒiːp
zvukomalba	zvukomalba
moničin	monɪt͡ʃɪn
vědru	vjɛdru
píce	piːt͡sɛ
úplatkář	uːplatkaːr̝̊
nerovnost	nɛrovnost
smaží	smaʒiː
mraveniště	mravɛɲɪʃcɛ
roztok	rostok
trávě	traːvjɛ
prefix	prɛfɪks
meklenbursko	mɛklɛnbursko
novákův	novaːkuːf
pookřát	pookr̝̊aːt
vadný	vadniː
demagog	dɛmaɡok
královrah	kraːlovrax
stádní	staːdɲiː
vymezení	vɪmɛzɛɲiː
kubista	kubɪsta
otakárek	otakaːrɛk
blafovat	blafovat
lysce	lɪst͡sɛ
čoklí	t͡ʃokliː
aplikovaný	aplɪkovaniː
maticový	macɪt͡soviː
řízek	r̝iːzɛk
odůvodnit	oduːvodɲɪt
schválení	sxvaːlɛɲiː
řeve	r̝ɛvɛ
vydržet	vɪdr̩ʒɛt
divadlo	ɟɪvadlo
humor	ɦumor
krize	krɪzɛ
carovna	t͡sarovna
zvon	zvon
absurdně	apsurdɲɛ
chybička	xɪbɪt͡ʃka
patogenní	patoɡɛɲiː
referenční	rɛfɛrɛnt͡ʃɲiː
maratonec	maratonɛt͡s
zacházet	zaxaːzɛt
vřelý	vr̝ɛliː
lemmatizátor	lɛmatɪzaːtor
vášnivý	vaːʃɲɪviː
elektrizovat	ɛlɛktrɪzovat
náčrt	naːt͡ʃr̩t
recept	rɛt͡sɛpt
beskydy	bɛskɪdɪ
fluor	fluor
dospívající	dospiːvajiːt͡siː
šaramantní	ʃaramantɲiː
slunečný	slunɛt͡ʃniː
polena	polɛna
orlovou	orlovoʊ̯
váhat	vaːɦat
pokoušet	pokou̯ʃɛt
beran	bɛran
nepřípustný	nɛpr̝̊iːpustniː
bosňanka	bosɲaŋka
šampón	ʃampoːn
bělin	bjɛlɪn
ampér	ampɛːr
dnešní	dnɛʃɲiː
vnuknout	vnuknou̯t
vstřícný	fstr̝̊iːt͡sniː
měrám	mɲɛraːm
zařízený	zar̝iːzɛniː
princátko	prɪnt͡saːtko
soudružka	sou̯druʃka
barka	barka
znevažovat	znɛvaʒovat
smirek	smɪrɛk
koupě	kou̯pjɛ
duhovka	duɦofka
čiré	t͡ʃɪrɛː
samička	samɪt͡ʃka
kněz	kɲɛs
nelegálně	nɛlɛɡaːlɲɛ
usmrtit	usmr̩cɪt
odnášejíc	odnaːʃɛjiːt͡s
mroží	mroʒiː
topím	topiːm
hýly	ɦiːlɪ
mlezivo	mlɛzɪvo
bezstarostnější	bɛstarostɲɛjʃiː
kompresor	komprɛsor
dusí	dusiː
hrany	ɦranɪ
strouhat	strou̯ɦat
nervový	nɛrvoviː
houbaření	ɦou̯bar̝ɛɲiː
teritorium	tɛrɪtorɪum
der	dɛr
opičák	opɪt͡ʃaːk
pasa	pasa
řinčet	r̝ɪnt͡ʃɛt
úloha	uːloɦa
pláten	plaːtɛn
dohodnout	doɦodnou̯t
jihoafričanka	jɪɦoafrɪt͡ʃaŋka
stavem	stavɛm
blízkost	bliːskost
mnul	mnul
voskovaný	voskovaniː
brontosauří	brontosau̯r̝iː
nanosekunda	nanosɛkunda
lechtivý	lɛxcɪviː
bránit	braːɲɪt
mařenčin	mar̝ɛnt͡ʃɪn
makedonka	makɛdoŋka
rmoutit	rmou̯cɪt
cetie	t͡sɛtɪjɛ
kambodža	kambodʒa
václavka	vaːt͡slafka
horolezectví	ɦorolɛzɛt͡stviː
špacír	ʃpat͡siːr
amálka	amaːlka
keříček	kɛr̝iːt͡ʃɛk
jeseter	jɛsɛtɛr
konzistentní	konzɪstɛntɲiː
mají	majiː
cholinergní	xolɪnɛrɡɲiː
plevou	plɛvou̯
mazané	mazanɛː
píle	piːlɛ
saframente	saframɛntɛ
oželet	oʒɛlɛt
honěn	ɦoɲɛn
ověření	ovjɛr̝ɛɲiː
pařížský	par̝iːʃskiː
hrnout	ɦr̩nou̯t
rozlišení	rozlɪʃɛɲiː
norimberk	norɪmbɛrk
bedra	bɛdra
údaje	uːdajɛ
apatyka	apatɪka
řádíc	r̝aːɟiːt͡s
aspik	aspɪk
kydat	kɪdat
choreograf	xorɛoɡraf
nořit	nor̝ɪt
ústupek	uːstupɛk
klasů	klasuː
oktáva	oktaːva
velikášství	vɛlɪkaːʃstviː
bochník	boxɲiːk
bohuslava	boɦuslava
myšmi	mɪʃmɪ
sovy	sovɪ
ouhorlík	ouɦorliːk
termoterapie	tɛrmotɛrapɪjɛ
klišé	klɪʃɛː
pravděpodobnost	pravɟɛpodobnost
pisík	pɪsiːk
pavěda	pavjɛda
poslán	poslaːn
všechno	fʃɛxno
staří	star̝iː
teplotní	tɛplotɲiː
jedinečnost	jɛɟɪnɛt͡ʃnost
předběžně	pr̝̊ɛdbjɛʒɲɛ
nesnášenlivý	nɛsnaːʃɛnlɪviː
příbor	pr̝̊iːbor
třemen	tr̝̊ɛmɛn
epický	ɛpɪt͡skiː
bohoslužba	boɦosluʒba
obojek	obojɛk
kůží	kuːʒiː
osmnáctkrát	osm̩naːt͡stkraːt
svícen	sviːt͡sɛn
trs	tr̩s
pletichář	plɛcɪxaːr̝̊
panny	panɪ
pákistánec	paːkɪstaːnɛt͡s
sprovodit	sprovoɟɪt
korálový	koraːloviː
ateista	atɛɪsta
kruchost	kruxost
vazač	vazat͡ʃ
vysnít	vɪsɲiːt
vyčiněný	vɪt͡ʃɪɲɛniː
kortizon	kortɪzon
mrzout	mr̩zou̯t
křik	kr̝̊ɪk
domina	domɪna
poptávka	poptaːfka
kontingenční	kontɪŋɡɛnt͡ʃɲiː
zásobník	zaːsobɲiːk
nitrům	ɲɪtruːm
rudolfek	rudolfɛk
dividenda	dɪvɪdɛnda
fotbalista	fodbalɪsta
zahraničněpolitický	zaɦraɲɪt͡ʃɲɛpolɪtɪt͡skiː
nadočnicový	nadot͡ʃɲɪt͡soviː
máry	maːrɪ
droboulinký	drobou̯lɪŋkiː
hlinkův	ɦlɪŋkuːf
žalo	ʒalo
škrtil	ʃkr̩cɪl
drzý	dr̩ziː
temen	tɛmɛn
bílé	biːlɛː
psychoanalýza	psɪxoanaliːza
motto	moto
koupat	kou̯pat
vápník	vaːpɲiːk
zařízení	zar̝iːzɛɲiː
veletok	vɛlɛtok
ironický	ɪronɪt͡skiː
holme	ɦolmɛ
dohadovat	doɦadovat
sedm	sɛdm̩
mechanik	mɛxanɪk
bryskně	brɪskɲɛ
podplatit	potplacɪt
atmosférický	atmosfɛːrɪt͡skiː
úraz	uːras
dehydratovaný	dɛɦɪdratovaniː
křoví	kr̝̊oviː
vyvážený	vɪvaːʒɛniː
střev	str̝̊ɛf
měsíčník	mɲɛsiːt͡ʃɲiːk
diskusní	dɪskusɲiː
vinným	vɪniːm
vesměs	vɛsm̩ɲɛs
mazali	mazalɪ
jech	jɛx
žanetka	ʒanɛtka
bolíc	boliːt͡s
odkázat	otkaːzat
astrofyzika	astrofɪzɪka
obohacování	oboɦat͡sovaːɲiː
směj	sm̩ɲɛj
zeď	zɛc
touhou	tou̯ɦou̯
malajálamština	malajaːlamʃcɪna
vnitřek	vɲɪtr̝̊ɛk
upír	upiːr
heduška	ɦɛduʃka
kazíce	kaziːt͡sɛ
dělnický	ɟɛlɲɪt͡skiː
barvit	barvɪt
obydlený	obɪdlɛniː
věř	vjɛr̝̊
líbím	liːbiːm
medaile	mɛdajlɛ
rázy	raːzɪ
srb	sr̩p
orný	orniː
chudinský	xuɟɪnskiː
fyzikální	fɪzɪkaːlɲiː
