experimentar	iʃpɨɾimẽtaɾ
recebera	ʁɨsɨβeɾɐ
acarretar	ɐkɐʁɨtaɾ
despenhadeiro	dɨʃpɐɲɐðɐjɾu
sufocado	sufukaðu
ânimo	ɐnimu
cota	kɔta
janeiras	ʒɐnejɾɐʃ
escumalho	iskumaʎu
monárquico	munaɾkiku
fragrância	fɾɐɣɾɐ̃sjɐ
diferente	difɨɾẽtɨ
astúcia	ɐʃtusjɐ
entra	ẽtɾɐ
mesquita	mɨʃkitɐ
caldeirão	kaɫðɐjɾɐ̃w̃
tritura	tɾituɾa
problematizar	pɾuβlɨmɐtizaɾ
porteiro	puɾtɐjɾu
unificação	unifikɐsɐ̃w̃
cegueta	seɡeta
estreito	iʃtɾɐjtu
outrora	otɾɔɾɐ
lunático	lunatiku
marajá	mɐɾɐʒa
cabaça	kɐβasɐ
capoeira	kɐpwɐjɾɐ
prosa	pɾɔzɐ
lhe	lɨ
xeque	ʃɛkɨ
juntas	ʒũtɐʃ
borda	bɔɾðɐ
pitaco	pitaku
purulento	puɾulẽtu
empolado	ĩmpoladu
lua	luɐ
sesimbra	sɨzĩbɾɐ
champanha	ʃɐ̃pɐɲɐ
incorretamente	ĩkuʁɛtɐmẽtɨ
pipoca	pipɔkɐ
raia	ʁajɐ
destruído	dɨʃtɾuiðu
hebreu	iβɾew
pagamento	pɐɣɐmẽtu
facão	fakɐ̃w̃
criptofascismo	kɾiptofasismu
padaria	paðɐɾiɐ
agouro	ɐɡowɾu
escola	iʃkɔlɐ
usuário	uzwaɾju
levava	lɨvavɐ
presumir	pɾɨzumiɾ
na	nɐ
principal	pɾĩsipaɫ
tondela	tõdɛlɐ
casco	kaʃku
charamela	ʃɐɾɐmɛlɐ
macaco	mɐkaku
aleijar	ɐlɐjʒaɾ
existência	iziʃtẽsjɐ
ourives	owɾivɨʃ
adulto	ɐðuɫtu
zanga	zɐ̃ɡɐ
golpe	ɡɔɫpɨ
travessia	tɾɐvɨsiɐ
junho	ʒuɲu
esponja	ɨʃpõʒɐ
algibeira	aɫʒiβɐjɾɐ
faraó	fɐɾɐɔ
líder	liðɛɾ
majestade	mɐʒɨʃtaðɨ
nabo	nabu
ciúme	sjumɨ
cazaquistão	kazɐkiʃtɐ̃w̃
anho	ɐɲu
caminha	kɐmiɲɐ
governar	ɡuvɨɾnaɾ
moradores	muɾɐðoɾɨʃ
assaltar	ɐsaɫtaɾ
conhece	kuɲɛsɨ
mandou	mɐ̃dow
lombo	lõbu
gatilho	ɡatiʎw
cantina	kɐ̃tinɐ
pinturesco	pĩtuɾeʃku
sandes	sɐ̃dɨʃ
rilhar	ʁiʎaɾ
madeira	mɐðɐjɾɐ
dossel	dusɛɫ
humildade	umiɫðaðɨ
gajeiro	ɡaʒejɾu
sucesso	susɛsu
voltas	vɔɫtɐʃ
ficha	fiʃɐ
bagaço	bɐɣasu
golo	ɡolu
bordo	boɾðu
esses	esɨʃ
recordação	ʁɨkuɾðɐsɐ̃w̃
assobiar	ɐsuβjaɾ
bordo	bɔɾðu
buxo	buʃu
bíblia	biβljɐ
pelo	pɛlu
guita	ɡitɐ
iniquidade	inikwidadʒi
alfarrábio	aɫfɐʁabju
dormente	duɾmẽtɨ
variar	vɐɾiaɾ
venhas	vɐjɲɐʃ
donzela	dõzɛlɐ
desarmamentista	dʒizaɾmamẽtʃista
diacho	djaʃu
relato	ʁɨlatu
penso	pẽsu
madrepérola	maðɾɨpɛɾulɐ
desorganização	dɨzɔɾɣɐnizɐsɐ̃w̃
proa	proɐ
onera	onɛɾa
psicóloga	psikɔloɡa
perspetivar	pɨɾʃpɛtivaɾ
jejum	ʒɨʒũ
agrafador	ɐɡɾɐfɐdoɾ
despeito	dɨʃpɐjtu
objeção	ɔbʒɛsɐ̃w̃
venha	veɲɐ
manicómio	mɐnikɔmju
capitão	kɐpitɐ̃w̃
acalmar	ɐkaɫmaɾ
idolatrar	iðulɐtɾaɾ
fundir	fũdiɾ
manual	mɐnwaɫ
brilhando	bɾiʎɐ̃du
experimentar	ɐjʃpɨɾimẽtaɾ
até	ɐtɛ
vintém	vĩtẽj̃
demonstrar	dɨmõʃtɾaɾ
estore	iʃtɔɾɨ
iço	isu
dourar	dowɾaɾ
selo	selu
gôndola	ɡõdulɐ
sousel	sowzɛɫ
dalmática	dalmatikɐ
mortos	mɔɾtuʃ
espeto	iʃpɛtu
pindaíba	pindaibɐ
coquete	kokɛtʃi
cegar	sɨɣaɾ
fisgada	fiʒɣaðɐ
exército	izɛɾsitu
severidade	sɨvɨɾiðaðɨ
necessário	nɨsɨsaɾju
excelência	ɐjʃsɨlẽsjɐ
situação	sitwɐsɐ̃w̃
concha	kõʃa
ajudar	ɐʒuðaɾ
antífona	ɐ̃tifunɐ
ateísmo	ɐtiiʒmu
arronches	ɐʁõʃɨʃ
empiorar	ẽpjuɾaɾ
pondera	põdɛɾa
nada	naðɐ
hospitaleiro	ɔʃpitɐlɐjɾu
passados	pɐsaðuʃ
ventã	vẽtɐ̃
marrento	maʁẽtu
espanto	ɨʃpɐ̃tu
beicinho	bɐjsiɲu
campanha	kɐ̃pɐɲɐ
pajé	paʒɛ
faz	faʃ
castrejo	kɐʃtɾejʒu
avelã	ɐvɨlɐ̃
asno	aʒnu
bispo	biʃpu
controlo	kõtɾolu
pensoso	pẽsozu
intuição	ĩtuisɐ̃w̃
enguia	ẽɡiɐ
zelador	zɨlɐðoɾ
começo	kumɛsu
clítoris	klitoɾis
chila	ʃilɐ
escrita	iʃkɾitɐ
cobertor	kuβɨɾtoɾ
lediça	lɨðisɐ
quieto	kjɛtu
exsicar	esikaʁ
grande	ɡɾɐ̃d
migalha	miɣaʎɐ
vermelha	vɨɾmɐjʎɐ
vinho	viɲu
revelação	ʁɨvɨlɐsɐ̃w̃
cunhada	kuɲaðɐ
vos	vuʃ
portalegre	puɾtɐlɛɣɾɨ
autorização	awtuɾizɐsɐ̃w̃
diga	diɣɐ
entregou	ẽtɾɨɣow
estético	iʃtɛtiku
professor	pɾufɨsoɾ
mor	moɾ
tuiuiú	tujuju
luto	lutu
sangrar	sɐ̃ɡɾaɾ
elástico	ilaʃtiku
vaso	vazu
doudo	dowdu
banhar	bɐɲaɾ
telha	tɐjʎɐ
expedição	ɐjʃpɨdisɐ̃w̃
audaz	awðaʃ
golegã	ɡulɨɣɐ̃
suécia	swɛsjɐ
aparentar	ɐpɐɾẽtaɾ
certa	sɛɾtɐ
furiosamente	fuɾjɔzɐmẽtɨ
gê	ʒe
pareceu	pɐɾɨsew
apreender	ɐpɾj̃ẽdeɾ
negação	nɨɡɐsɐ̃w̃
grade	ɡɾaðɨ
enguiço	ẽɡisu
receber	ʁɨsɨβeɾ
monção	mõsɐ̃w̃
migué	miɡɛ
tornozelo	tuɾnuzelu
excitar	iʃsitaɾ
puro	puɾu
sempiterno	sẽpitɛɾnu
lugar	luɣaɾ
escrito	iʃkɾitu
pessoas	pɨsoɐʃ
nexo	nɛksu
nobélio	nuβɛlju
saxão	saksɐ̃w̃
jaqueta	ʒɐketɐ
atacante	ɐtɐkɐ̃tɨ
ralé	ʁɐlɛ
porém	puɾɐ̃j̃
sente	sẽtɨ
nominal	numinaɫ
energia	inɨɾʒiɐ
soer	sweɾ
instrutor	ĩʃtɾutoɾ
hungria	ũɡɾiɐ
vaginalmente	vɐʒinalmẽtɨ
papagaio	pɐpɐɣaju
daquilo	dɐkilu
perguntas	pɨɾɣũtɐʃ
evento	ivẽtu
fatia	fɐtiɐ
vencer	vẽseɾ
martelo	mɐɾtɛlu
descanso	dɨʃkɐ̃su
chiaroscuro	kjaɾuʃkuɾu
rosca	ʁoskɐ
curto	kuɾtu
manjar	mɐ̃ʒaʁ
milho	miʎu
difícil	difisiɫ
bonina	buninɐ
sanguento	sɐ̃ɡwẽtu
aparato	ɐpɐɾatu
maneira	mɐnɐjɾɐ
indicar	ĩdikaɾ
nome	nomɨ
aula	awɫɐ
sestra	sɛʃtɾɐ
lançar	lɐ̃saɾ
trazendo	tɾɐzẽdu
meio	mɐju
bilhetes	biʎetɨʃ
fração	fɾasɐ̃w̃
ali	ɐli
concreto	kõkɾɛtu
hiena	jenɐ
clerical	klɨɾikaɫ
louvor	lowvoɾ
estranhar	iʃtɾɐɲaɾ
breu	bɾew
adorno	ɐðɔɾnu
animosidade	ɐnimuziðaðɨ
término	tɛɾminu
lábio	laβju
sobrinho	suβɾiɲu
total	tutaɫ
empunhar	ẽpuj̃aɾ
caso	kazu
imperialmente	ĩpɨɾjaɫmẽtɨ
frol	fɾɔɫ
pavão	pɐvɐ̃w̃
webnamoro	wɛbinamoɾu
explicado	ɐjʃplikaðu
sóbrio	sɔbɾju
livreiro	livrɐjɾu
prática	pɾatikɐ
quilómetro	kilɔmɨtɾu
grampo	ɡɾɐ̃pu
expandir	ɐjʃpɐ̃diɾ
armado	ɐɾmaðu
maldição	maldisɐ̃w̃
arremedar	ɐʁɨmɨðaɾ
pardo	paɾðu
central	sẽtɾaɫ
úmero	umɨɾu
giovana	ʒiovɐna
nescidade	nɨʃsidadɨ
ânus	ɐnuʃ
desilusão	dɨziluzɐ̃w̃
capa	kapɐ
vidrar	viðɾaɾ
gaiatice	ɡajatʃisi
mingau	mĩɡaw
porão	purɐ̃w̃
fim	fĩ
abas	aβɐʃ
aparece	ɐpɐɾɛsɨ
satisfeito	sɐtiʃfɐjtu
dissesse	disɛsɨ
rã	ʁɐ̃
erguendo	iɾɣẽdu
disponível	diʃpunivɛɫ
arménia	ɐɾmɛniɐ
tinha	tiɲɐ
marra	maʁa
roménia	ʁumɛnjɐ
cassete	kasɛtʃi
astenia	astenia
supor	supoɾ
baldar	baɫdaɾ
bote	bɔtɨ
abrantes	ɐβɾɐ̃tɨʃ
popularizar	pupulɐɾizaɾ
coveiro	kɔvejɾu
navegar	nɐvɨɣaɾ
congénere	kõʒɛnɨɾɨ
déficit	dɛfisit
subversivo	suβɨvɨɾsivu
capitais	kɐpitaiʃ
rali	ʁali
passado	pɐsaðu
hirto	iɾtu
janela	ʒɐnɛlɐ
penha	peɲɐ
antedatar	ɐ̃tɨdɐtaɾ
diurese	dʒiuɾɛzi
goteira	ɡotejɾa
pinque	pĩkɨ
pizza	pizɐ
mordida	muɾðiðɐ
ficou	fikow
fechadas	fɨʃaðɐʃ
sinal	sinaɫ
alperce	aɫpɛɾsɨ
casa	kazɐ
anguloso	ɐ̃ɡulozu
vindouro	vĩdowɾu
ribeiro	ʁibɐjɾu
enteado	ẽtjaðu
forças	foɾsɐʃ
pontuar	põtwaɾ
oceanário	ɔsjɐnaɾju
lótus	lɔtuʃ
orelha	oɾejʎɐ
insolvente	ĩsɔlvẽtɨ
queimadura	kɐjmɐðuɾɐ
murmurando	muɾmuɾɐ̃du
criptograma	kɾiptoɡɾɐma
traje	tɾaʒe
volante	vulɐ̃tɨ
dão	dɐ̃w̃
digno	diɡnu
impenetrável	ĩpɨnɨtɾavɛɫ
edimburgo	ɛðĩbuɾɣu
alcanena	ɐɫkɐnenɐ
distorção	dɨʃtuɾsɐ̃w̃
seco	seku
quiprocó	kipɾokɔ
garfo	ɡaɾfu
decerto	dɨsɛɾtu
bruxa	bɾuʃɐ
pança	pɐ̃sɐ
terá	tɨɾa
bombom	bõbõ
com	kõ
exclamou	iʃklɐmow
senheiro	sɨɲɐjɾu
enojar	inuʒaɾ
errar	iʁaɾ
altar	aɫtaɾ
dá	da
bengala	bẽɡalɐ
manjar	mɐ̃ʒaɾ
pomba	põbɐ
violinista	vjuliniʃtɐ
alameda	ɐlɐmeðɐ
remanejamento	ʁemaneʒamẽtu
talho	taʎu
cocheiro	kuʃɐjɾu
estreia	iʃtɾɐjɐ
querendo	kɨɾẽdu
ajuste	ɐʒuʃtɨ
lacrau	lɐkɾaw
heráldico	ɛɾaɫdiku
caju	kaʒu
pugnar	puɣɨnaɾ
húmus	umuʃ
disposto	diʃpoʃtu
cacofonia	kɐkɔfuniɐ
maconha	makoɲa
cadeado	kɐðjaðu
lábia	laβjɐ
tez	teʃ
rotura	ʁutuɾɐ
quebrado	kɨβɾaðu
cerebral	sɨɾɨβɾaɫ
reparação	ʁɨpɐɾɐsɐ̃w̃
afinidade	ɐfiniðaðɨ
tiago	tiaɣu
assento	ɐsẽtu
besouro	bɨzoɾu
odor	ɔðoɾ
fio	fiu
sobejo	suβɐʒu
adscrito	ɐðɨʃkɾitu
esconder	ɨʃkõdeɾ
conforto	kõfoɾtu
eira	ɐjɾɐ
epidemia	ipiðɨmiɐ
povoação	puvuɐsɐ̃w
afazendar	ɐfɐzẽdar
mensalidade	mẽsalidadʒi
motorista	mutuɾiʃtɐ
lava	lavɐ
pastor	pɐʃtoɾ
sigilo	siʒilu
sobe	sɔβɨ
deseducado	dʒizedukadu
nacionalidade	nɐsjunɐliðaðɨ
pau	paw
cu	ku
luta	lutɐ
fatalidade	fɐtɐliðaðɨ
face	fasɨ
através	ɐtɾɐvɛʃ
medonho	mɨdoɲu
sete	sɛtɨ
anchovado	ɐ̃ʃuvaðu
lo	lu
disjunção	diʒũsɐ̃ũ
xurumbambo	ʃuɾũbɐ̃bu
destes	deʃtɨʃ
argumentador	ɐɾɣumẽtɐðoɾ
satélite	sɐtɛlitɨ
mel	mɛɫ
acha	aʃɐ
grana	ɡrɐnɐ
padrasto	pɐdɾaʃtu
entregador	ĩtɾeɡadoɾ
grito	ɡɾitu
resistência	ʁɨziʃtẽsjɐ
progresso	pɾuɣɾɛsu
mosca	moʃkɐ
pente	pẽtɨ
vermelho	vɨɾmɐjʎu
rifa	ʁifɐ
vertical	vɨɾtikaɫ
tasca	taʃkɐ
bazar	bɐzaɾ
ideologia	iðjuluʒiɐ
bravateiro	bɾavatejɾu
pouca	powkɐ
reforço	ʁɨfoɾsu
fé	fɛ
gibraltar	ʒiβɾaɫtaɾ
tulipa	tulipɐ
caracal	kɐɾɐkaɫ
báculo	bakulu
alcançar	aɫkɐ̃saɾ
sueco	suɛku
ótimo	ɔtimu
lojista	luʒiʃtɐ
rango	rɐ̃ɡu
dino	dinu
religião	ʁɨliʒjɐ̃w̃
troca	tɾɔkɐ
clássico	klasiku
despedido	dɨʃpɨðiðu
egito	iʒitu
minho	miɲu
aposento	ɐpuzẽtu
inovação	inuvɐsɐ̃w̃
desterrar	dɨʃtɨʁaɾ
recuar	ʁɨkwaɾ
circunspeção	siɾkũʃpɛsɐ̃w̃
fodões	fɔdõj̃ʃ
ç	s
apuro	apuɾu
patamar	pɐtɐmaɾ
fatwa	fatwɐ
calculação	kaɫkulɐsɐ̃w̃
odiana	ɔdjɐnɐ
sei	sej
movimento	muvimẽtu
equino	ekwinu
multar	muɫtaɾ
vizinha	vɨziɲɐ
papo	papu
apreciar	ɐpɾɨsjaɾ
volta	vɔɫtɐ
exéquias	ezɛkjas
foto	fɔtu
profundo	pɾufũdu
destino	dɨʃtinu
assinalar	ɐsinɐlaɾ
exumação	izumɐsɐ̃w̃
fera	fɛɾa
abduzir	aβðuziɾ
regímen	ʁɨʒimɛn
amieiro	ɐmjɐjɾu
sentia	sẽtiɐ
sufocar	sufukaɾ
historicamente	iʃtɔɾikɐmẽtɨ
adiantar	ɐdjɐ̃taɾ
reportar	ʁɨpuɾtaɾ
amurca	ɐmurkɐ
veio	vɐju
âmbar	ɐ̃baɾ
decorar	dɨkuɾaɾ
jasmim	ʒɐʒmĩ
protestar	pɾutɨʃtaɾ
diplomata	diplumatɐ
protista	prɔtiʃtɐ
disputar	diʃputaɾ
marreca	mɐʁɛku
diretor	diɾɛtoɾ
horror	ɔʁoɾ
brejo	bɾɛʒu
sublimação	suβlimɐsɐ̃w̃
almas	aɫmɐʃ
mistura	miʃtuɾɐ
fechada	fɨʃaðɐ
avançar	ɐvɐ̃saɾ
gorda	ɡoɾðɐ
ridículo	ʁiðikulu
tocará	tukɐɾa
agasalhar	ɐɣɐzɐʎaɾ
recombinação	ʁɨkõbinɐsɐ̃w̃
e	e
mudéjar	mudɛʒaɾ
cuspir	kuʃpiɾ
poeira	pwɐjɾɐ
colante	kulɐ̃tɨ
garoto	ɡɐɾotu
plano	plɐnu
roda	ʁɔðɐ
quati	kwati
gema	ʒemɐ
herdeiro	iɾðejɾu
voar	vwaɾ
henriques	ẽʁikɨʃ
rolo	ʁolu
abandonada	ɐβɐ̃dunaðɐ
diurno	djuɾnu
afeganistão	ɐfɨɣɐniʃtɐ̃w̃
byte	bajtʃi
caimão	kajmɐ̃w̃
pingo	pĩɡu
doação	duɐsɐ̃w̃
acerto	asɛʁtu
aleppo	ɐlɛpu
contudo	kõtuðu
criptoftalmo	kɾiptoftaɫmu
dinastia	dinɐʃtiɐ
aproveitar	ɐpɾuvɐjtaɾ
boticário	botʃikaɾju
tomas	tɔmɐʃ
celeste	sɨlɛʃtɨ
forçar	fuɾsaɾ
brida	bɾiðɐ
rivalidade	ʁivɐliðaðɨ
apurar	ɐpuɾaɾ
figueiredo	fiɡejɾedu
azar	ɐzaɾ
placar	plɐkar
box	bɔks
chumbaram	ʃũbaɾɐ̃w̃
caído	kɐiðu
sucedido	susɨðiðu
memória	mɨmɔɾjɐ
encenação	ẽsɨnɐsɐ̃w̃
dócil	dɔsiɫ
cortar	kuɾtaɾ
colina	kulinɐ
entendimento	ẽtẽdimẽtu
zêzere	zezɨɾɨ
tranquilidade	tɾɐ̃kwiliðaðɨ
junto	ʒũtu
buquê	buke
beijos	bɐjʒuʃ
quantos	kwɐ̃tuʃ
noz	nɔʃ
preocupar	pɾjɔkupaɾ
capuz	kɐpuʃ
vidraria	viðɾɐɾiɐ
altas	aɫtɐʃ
telha	tɐʎɐ
morrido	muʁiðu
ano	ɐnu
endomingado	ẽdumĩɡaðu
aterro	ɐteʁu
silhueta	siʎwetɐ
ameaça	ɐmjasɐ
polichinelo	puliʃinɛlu
estendendo	iʃtẽdẽdu
venda	vẽdɐ
pombal	põbaɫ
marca	maɾkɐ
maço	masu
vivia	viviɐ
arrependimento	ɐʁɨpẽdimẽtu
quiosque	kjɔʃkɨ
marchar	mɐɾʃaɾ
lanço	lɐ̃su
galera	ɡɐlɛɾɐ
assobio	ɐsuβiu
pintar	pĩtaɾ
frango	fɾɐ̃ɡu
ternamente	tɛɾnɐmẽtɨ
colorir	kuluɾiɾ
quebradiço	kɨβɾɐðisu
parcelar	pɐɾsɨlaɾ
carinho	kɐɾiɲu
alentejo	ɐlẽtɛʒu
canadá	kɐnɐða
pestanas	pɨʃtɐnɐʃ
cabo	kabu
pedir	pɨdiɾ
laçar	lɐsaɾ
desarticular	dezartʃikular
astro	ajʃtɾu
borracha	buʁaʃɐ
quadro	kwaðɾu
assegurar	ɐsɨɣuɾaɾ
carpideira	kɐɾpiðɐjɾɐ
camurça	kɐmuɾsɐ
nado	naðu
relíquia	ʁɨlikjɐ
cerveja	sɨɾvɐʒɐ
duns	dũʃ
ondular	õdulaɾ
aplicar	ɐplikaɾ
feijão	fejʒɐ̃w̃
assimilação	ɐsimilɐsɐ̃w̃
justeza	ʒuʃtezɐ
pontiagudo	põtjɐɣuðu
longitude	lõʒituðɨ
césar	sɛzɐɾ
mão	mɐ̃w̃
consagrar	kõsɐɣɾaɾ
aba	aβɐ
conhecimento	kuɲɨsimẽtu
vilancete	vilɐ̃setɨ
carvalho	kɐɾvaʎu
manda	mɐ̃dɐ
queijo	kejʒu
desasar	dɨzazaɾ
suspeita	suʃpɐjtɐ
cacau	kɐkaw
ué	wɛ
temer	tɨmeɾ
aturo	atuɾu
abdicar	ɐbdikaɾ
hétero	ɛteɾu
alcanço	aɫkɐ̃su
emprego	ẽpɾɛɣu
fragata	fɾɐɣatɐ
reflexo	ʁɨflɛksu
sabão	sɐβɐ̃w̃
signo	siɡnu
giz	ʒiʃ
lopes	lɔpɨʃ
bónus	bɔnuʃ
alvoroço	aɫvuɾɔsu
abandonará	ɐβɐ̃dunɐɾa
esquecido	iʃkɨsiðu
fundamentar	fũdamẽtaɾ
contanto	kõtɐ̃tu
varanda	vɐɾɐ̃dɐ
desferir	dɨʃfɨɾiɾ
girafa	ʒiɾafɐ
ginástica	ʒinaʃtikɐ
adversário	ɐdvɨɾsaɾju
furioso	fuɾjozu
povos	pɔvus
treze	tɾezɨ
doutro	dowtɾu
desafio	dɨzɐfiu
arruinar	ɐʁuinaɾ
sossego	susɛɣu
parede	pɐɾeðɨ
mesada	mɨzaðɐ
otorrino	otoʁinu
abelha	ɐβɐʎɐ
cabisbaixo	kabiʒbajʃu
fado	faðu
juju	ʒuʒu
suportar	supuɾtaɾ
manta	mɐ̃tɐ
essas	ɛsɐʃ
criatura	kɾiɐtuɾɐ
tesoura	tɨzowɾɐ
psiquiatria	psikiatɾia
gigote	ʒiɡɔtʃi
criptoscopia	kɾiptoskopia
abandono	ɐβɐ̃donu
bicho	biʃu
noite	nojtɨ
relance	ʁɨlɐ̃sɨ
uivar	ujvaɾ
mago	maɣu
morango	muɾɐ̃ɡu
algo	aɫɣu
mulheres	muʎɛɾɨʃ
insuficiente	ĩsufisjẽtɨ
remo	ʁɛmu
elucubração	elukubɾasɐ̃w̃
abstrair	ɐβʃtɾɐiɾ
fodão	fɔdɐ̃w̃
insuportável	ĩsupuɾtavɛɫ
fugitivo	fuʒitivu
favor	fɐvoɾ
calçada	kaɫsaðɐ
ligação	liɣɐsɐ̃w̃
trova	trɔvɐ
cabeças	kɐβesɐʃ
sobra	sɔβɾɐ
folhear	fuʎjaɾ
feitiço	fɐjtisu
atum	ɐtũ
organização	ɔɾɣɐnizɐsɐ̃w̃
cremado	kɾemadu
tambor	tɐ̃boɾ
sabemos	sɐβemuʃ
gamba	ɡɐ̃bɐ
pureza	puɾezɐ
larga	laɾɣɐ
ferrenho	fɨʁɐɲu
página	paʒinɐ
estudo	ɨʃtuðu
derramamento	dɨʁɐmɐmẽtu
troncos	tɾõkuʃ
sucumbir	sukũbiɾ
celeiro	sɨlɐjɾu
senra	sẽʁɐ
funks	fɐ̃kis
caxinguelê	kaʃĩɡele
fachada	fɐʃaðɐ
escasso	iʃkasu
mofo	mofu
choupana	ʃowpɐnɐ
engano	ĩɡɐnu
átomo	atumu
rapariga	ʁɐpɐɾiɣɐ
murganho	muɾɣɐɲu
bosque	bɔʃkɨ
desde	deʒðɨ
apagado	ɐpɐɣaðu
turra	tuʁɐ
dodó	dɔðɔ
regente	ʁɨʒẽtɨ
munir	muniɾ
acerto	aseʁtu
dureza	duɾezɐ
venera	venɛɾa
nessas	nɛsɐʃ
õ	õ
povo	povu
portuguesismo	puɾtuɣɨziʒmu
distribuir	diʃtɾiβwiɾ
tocara	tukaɾɐ
harmonizar	ɐɾmunizaɾ
tabular	tabular
serpa	sɛɾpɐ
mulato	mulatu
luzir	luziɾ
aprovado	ɐpɾuvaðu
relatar	ʁɨlɐtaɾ
bicha	biʃɐ
aipim	ajpĩ
entusiasticamente	ẽtuzjaʃtikɐmẽtɨ
videira	viðɐjɾɐ
margarida	mɐɾɡɐɾidɐ
anual	ɐnwaɫ
mavioso	maviozu
cato	katu
russo	ʁusu
tantos	tɐ̃tuʃ
webnamorada	wɛbinamoɾada
canivete	kanivɛte
dado	daðu
sombrinha	sõbɾiɲɐ
general	ʒɨnɨɾaɫ
território	tɨʁitɔɾju
lanche	lɐ̃ʃɨ
brancas	bɾɐ̃kɐʃ
conspícuo	kõʃpikwu
sangramento	sɐ̃ɡɾɐmẽtu
bigode	biɣɔðɨ
soure	sowɾɨ
noticiário	nutisjaɾju
esteve	iʃtevɨ
estopim	ijʃtupĩ
visar	vizaɾ
dentes	dẽtɨʃ
município	munisipju
secar	sɨkaɾ
conhecer	kuɲɨseɾ
feira	fejɾɐ
quelónio	kɨlɔnju
quinhão	kiɲɐ̃w̃
privar	pɾivaɾ
inverno	ĩvɛɾnu
automático	awtumatiku
abusar	ɐβuzaɾ
mesmo	meʒmu
clérigo	klɛɾiɣu
poesia	pwɛziɐ
daquela	dɐkɛlɐ
alapar	ɐlɐpaɾ
forno	foɾnu
pagão	pɐɣɐ̃w̃
vazamento	vɐzɐmẽtu
pec	pɛki
picolé	pikolɛ
postal	puʃtaɫ
tíbia	tiβjɐ
heráldico	eɾaɫdiku
rússia	rusja
zebra	zeβɾɐ
incerteza	ĩsɨɾtezɐ
cheiro	ʃɐjɾu
sesta	sɛʃtɐ
trabalhos	tɾɐβaʎuʃ
mendaz	mendajʃ
ordenar	ɔɾðɨnaɾ
tornará	tuɾnɐɾa
metrô	metɾo
asserção	ɐsɨɾsɐ̃w̃
semestre	sɨmɛʃtɾɨ
idade	iðaðɨ
borboletário	buɾbulɨtaɾju
cipó	sipɔ
bocadinho	bukɐðiɲu
encher	ẽʃeɾ
tapete	tɐpetɨ
indicador	ĩdikɐðoɾ
quimera	kimɛɾa
zulu	zulu
perversão	pɨɾvɨɾsɐ̃w̃
ourém	owɾɐ̃j
lupa	lupɐ
batia	bɐtiɐ
ultrassónico	uɫtɾɐsɔniku
tonel	tunɛɫ
nimbo	nĩbu
hodiernamente	odʒieɾnamẽtʃi
vintém	vĩtɐ̃j̃
raspar	ʁɐʃpaɾ
conceder	kõsɨðeɾ
escoar	iʃkwaɾ
cadeia	kɐðɐjɐ
capucho	kɐpuʃu
discente	disẽtʃi
minhas	miɲɐʃ
alisar	ɐlizaɾ
balzaquiana	balzɐkjɐnɐ
vista	viʃtɐ
semeadura	sɨmjɐðuɾɐ
caneco	kɐnɛku
cupom	kupõ
ninguém	nĩɡẽj̃
influência	ĩflwẽsjɐ
pôs	poʃ
profícuo	pɾofikwu
evidente	iviðẽtɨ
pondo	põdu
sueco	swɛku
acabava	ɐkɐβavɐ
teutónico	tewtɔniku
vitimismo	vitimiʃmu
caserna	kɐzɛɾnɐ
chicote	ʃikɔtɨ
plateia	plɐtɐjɐ
galilé	ɡɐlilɛ
espanhol	ɨʃpɐɲɔɫ
ípsilon	ipslɔn
aceno	ɐsenu
caulinita	kawlinitɐ
saneamento	sɐnjɐmẽtu
carros	kaʁuʃ
tempera	tẽpɛɾa
chororô	ʃoɾoɾo
chuiva	ʃujvɐ
ajuntar	ɐʒũtaɾ
socialismo	susjaliʒmu
viço	visu
calmaria	kalmɐɾiɐ
velar	vɨlaɾ
adorável	ɐðuɾavɛɫ
frouxo	fɾowʃu
arar	ɐɾaɾ
abismo	ɐβiʒmu
inscrição	ĩʃkɾisɐ̃w̃
traçar	tɾɐsaɾ
hortelão	ɔɾtɨlɐ̃w̃
mourama	mowɾɐmɐ
novaes	novajs
plural	pluɾal
educado	iðukaðu
então	ẽtɐ̃w̃
devesa	dɨvezɐ
acre	akɾɨ
lembrou	lẽbɾow
remela	ʁɨmɛlɐ
adular	ɐdulaɾ
trindade	tɾĩdadɨ
carta	kaɾtɐ
jóquer	ʒɔkɛɾ
publicidade	puβlisiðaðɨ
embarcação	ẽbɐɾkɐsɐ̃w̃
marvão	mɐɾvɐ̃w
arrombar	ɐʁõbaɾ
gris	ɡɾiʃ
morais	moɾajs
simplicidade	sĩplisiðaðɨ
grão	ɡɾɐ̃w̃
sado	saðu
cinturão	sĩtuɾɐ̃w̃
adornar	ɐðuɾnaɾ
elefante	ilɨfɐ̃tɨ
sanção	sɐ̃sɐ̃w̃
psicológico	psikolɔʒiku
tomateiro	tumɐtɐjɾu
fedelho	fɨðɐjʎu
rosa	ʁɔzɐ
desenvolver	dɨzẽvoɫveɾ
continua	kõtinuɐ
azul	ɐzuɫ
chor	ʃoɾ
lisboa	liʒboɐ
atmosfera	atmoʃfɛra
teixeira	tejʃejɾɐ
fazer	fɐzeɾ
cêntimo	sẽtimu
substancial	subʃtɐ̃sjaɫ
râguebi	ʁɐɣɨβi
herdeiro	eɾðejɾu
dificuldade	difikuɫðaðɨ
toda	toðɐ
grafiteiro	ɡɾɐfitɐjɾu
