organizatora	ˈorɡænˌɪzætˌoræ
sječenje	sjˈet͡ʃɛɲe
gledanjem	ɡlˈɛdæɲem
studijska	stˈudɪjskæ
Lesoto	lˈɛsoto
promijeniti	pɾˈomɪjˌenɪtɪ
djevojčice	djˈevojt͡ʃˌɪt͡sɛ
algoritma	ˈalɡorˌɪtmæ
planirani	plˈanɪrˌænɪ
pištolja	pˈiʃtoʎæ
predložiti	pɾˈɛdloʒˌɪtɪ
smjenjuju	smjˈeɲʊjʊ
odaziv	ˈodæzɪv
pomicanja	pˈomɪt͡sˌæɲæ
vlak	vlˈak
poduzima	pˈodʊzˌɪmæ
zamjenica	zˈamjenˌɪt͡sæ
lista	lˈistæ
sastavom	sˈastævom
poštom	pˈoʃtom
pritiska	pɾˈitɪskæ
Sovjeta	sˈovjetæ
lantanoida	lˈantænˌoɪdæ
vidjeti	vˈidjetɪ
vodećim	vˈodɛt͡ɕɪm
magnetnim	mˈaɡnɛtnɪm
interesima	ˈintɛrˌɛsɪmæ
nastanjena	nˈastæɲˌenæ
Hefest	xˈɛfɛst
kopa	kˈopæ
nikla	nˈiklæ
pritoku	pɾˈitokʊ
kožom	kˈoʒom
Sveučilišta	svˈɛʊt͡ʃˌɪlɪʃtæ
dođosmo	dˈod͡ʑosmo
sjeverozapadu	sjˈevɛrˌozæpˌædʊ
grudi	ɡɾˈudɪ
redoks	ɾˈɛdoks
Gregory	ɡɾˈɛɡorj
poljubi	pˈoʎʊbɪ
Bijeloj	bˈijeloj
dipol	dˈipol
Dvadeset	dvˈadɛsɛt
Cijela	t͡sˈijelæ
Treće	tɾˈɛt͡ɕɛ
klip	klˈip
kašalj	kˈaʃæʎ
Beč	bˈɛt͡ʃ
segmenti	sˈɛɡmɛntɪ
tekstura	tˈɛkstʊræ
spise	spˈisɛ
namirnice	nˈamɪrnˌɪt͡sɛ
kombi	kˈombɪ
lipidnih	lˈipɪdnɪh
Tuđman	tˈud͡ʑmæn
strijela	stɾˈijelæ
normalnu	nˈormælnʊ
odlučila	ˈodlʊt͡ʃˌɪlæ
sultanu	sˈultænʊ
Seriji	sˈɛrɪjɪ
prisilila	pɾˈisɪlˌɪlæ
Wilmington	vˈilmɪŋkton
događaje	dˈoɡæd͡ʑˌɑje
rješavanje	rjˈeʃævˌæɲe
grobovi	ɡɾˈobovɪ
datom	dˈatom
pozitivno	pˈozɪtˌɪvno
efektivnu	ˈɛfɛktˌɪvnʊ
loviti	lˈovɪtɪ
biografiji	bˈioɡɾˌæfɪjɪ
jaki	jˈakɪ
ulicom	ˈulɪt͡som
Značajni	znˈat͡ʃɑjnɪ
Oregona	ˈorɛɡˌonæ
front	fɾˈont
Lea	lˈɛæ
Blago	blˈaɡo
tezu	tˈɛzʊ
bazirane	bˈazɪrˌænɛ
točkovi	tˈot͡ʃkovɪ
propadaju	pɾˈopædˌɑjʊ
fasada	fˈasædæ
ilustracijama	ˈilʊstɾˌæt͡sɪjˌæmæ
brisanja	bɾˈisæɲæ
nogometni	nˈoɡomˌɛtnɪ
migrene	mˈiɡɾɛnɛ
tumačili	tˈumæt͡ʃˌɪlɪ
polarnosti	pˈolɑrnˌostɪ
morate	mˈorætɛ
zasnivaju	zˈasnɪvˌɑjʊ
starijoj	stˈɑrɪjoj
ozbiljnost	ˈozbɪʎnost
neposredna	nˈɛposɾˌɛdnæ
vrlo	vrlˈo
sporom	spˈorom
Četnici	t͡ʃˈɛtnɪt͡sɪ
Thomas	thˈomæs
silu	sˈilʊ
pomoćna	pˈomot͡ɕnæ
Lenjin	lˈɛɲɪn
poboljšavaju	pˈoboʎʃˌævɑjʊ
Davea	dˈavɛæ
grama	ɡɾˈamæ
Alexis	ˈalɛksɪs
poprilično	pˈopɾɪlˌɪt͡ʃno
hadis	xˈadɪs
svečanosti	svˈɛt͡ʃænˌostɪ
kršćanskom	krʃt͡ɕˈanskom
Sin	sˈin
širi	ʃˈirɪ
Nogometnog	nˈoɡomˌɛtnoɡ
evropski	ˈɛvɾopskɪ
osobu	ˈosobʊ
iračke	ˈiræt͡ʃkɛ
vodotoka	vˈodotˌokæ
dokazan	dˈokæzæn
položaji	pˈoloʒˌɑjɪ
natjerali	nˈatjerˌælɪ
pustinjska	pˈustɪɲskæ
udružuju	ˈudɾʊʒˌʊjʊ
Patrick	pˈatɾɪt͡sk
višestruko	vˈiʃɛstɾˌʊko
nagradu	nˈaɡɾædʊ
spaljivanje	spˈaʎɪvˌæɲe
kaza	kˈazæ
poluvrijeme	pˈolʊvɾˌɪjemɛ
energijom	ˈɛnɛrɡˌɪjom
argumenti	ˈɑrɡʊmˌɛntɪ
Moldavije	mˈoldævˌɪje
znaš	znˈaʃ
preferirajući	pɾˈɛfɛrˌɪrɑjˌʊt͡ɕɪ
mlada	mlˈadæ
opremom	ˈopɾɛmom
muzička	mˈuzɪt͡ʃkæ
Kapitol	kˈapɪtol
rekorda	ɾˈɛkordæ
pripovijetke	pɾˈipovˌɪjetkɛ
okupirana	ˈokʊpˌɪrænæ
ljubavnog	ʎˈubævnoɡ
vikenda	vˈikɛndæ
okupaciju	ˈokʊpˌæt͡sɪjʊ
naprednu	nˈapɾɛdnʊ
predatora	pɾˈɛdætˌoræ
proglasila	pɾˈoɡlæsˌɪlæ
osvojenim	ˈosvojˌenɪm
pogodaka	pˈoɡodˌækæ
civilizaciji	t͡sˈivɪlˌɪzæt͡sˌɪjɪ
predložili	pɾˈɛdloʒˌɪlɪ
Stars	stˈɑrs
razvijenim	ɾˈazvɪjˌenɪm
crva	t͡srvˈa
utiče	ˈutɪt͡ʃɛ
Commons	t͡sˈommons
proglašenju	pɾˈoɡlæʃˌɛɲʊ
obračun	ˈobɾæt͡ʃʊn
kursa	kˈursæ
slobodu	slˈobodʊ
Stari	stˈɑrɪ
penzionisanja	pˈɛnzɪˌonɪsˌæɲæ
odlučile	ˈodlʊt͡ʃˌɪlɛ
rezultatu	ɾˈɛzʊltˌætʊ
zrelog	zɾˈɛloɡ
Šest	ʃˈɛst
lažnog	lˈaʒnoɡ
ureje	ˈureje
Gornju	ɡˈorɲʊ
Gonzalez	ɡˈonzælɛz
najljepše	nˈɑjʎepʃɛ
uspjevaju	ˈuspjevˌɑjʊ
starosne	stˈɑrosnɛ
Pretposljednja	pɾˈɛtposʎˌedɲæ
koristi	kˈorɪstɪ
instrumental	ˈinstɾʊmˌɛntæl
hitnim	xˈitnɪm
organskim	ˈorɡænskɪm
Conference	t͡sˈonfɛrˌɛnt͡sɛ
Srbiju	srbˈijʊ
istaknuo	ˈistæknˌʊo
Franaka	fɾˈanækæ
prouzrokovao	pɾˈo͡ʊzɾokˌovæo
alosterni	ˈalostˌɛrnɪ
strijelama	stɾˈijelˌæmæ
nastajanja	nˈastɑjˌæɲæ
Cray	t͡sɾˈaj
dovoljan	dˈovoʎæn
nasljedni	nˈasʎednɪ
Kurda	kˈurdæ
instrumentu	ˈinstɾʊmˌɛntʊ
boku	bˈokʊ
kontrolirala	kˈontɾolˌɪrælæ
iglica	ˈiɡlɪt͡sæ
sumnjom	sˈumɲom
Argentini	ˈɑrɡɛntˌɪnɪ
Argentinu	ˈɑrɡɛntˌɪnʊ
mladog	mlˈadoɡ
kambija	kˈambɪjæ
patnju	pˈatɲʊ
hop	xˈop
svećenstva	svˈɛt͡ɕɛnstvæ
najistaknutiji	nˈɑjɪstˌæknʊtˌɪjɪ
recenzije	ɾˈɛt͡sɛnzˌɪje
dioksida	dˈioksˌɪdæ
odvojena	ˈodvojˌenæ
MNO	mnˈo
oslobađajući	ˈoslobˌæd͡ʑɑjˌʊt͡ɕɪ
Mubera	mˈubɛræ
friz	fɾˈiz
ti	tˈi
zamijenili	zˈamɪjˌenɪlɪ
jednjaka	jˈedɲækæ
rastvorima	ɾˈastvorˌɪmæ
kreirane	kɾˈɛɪrˌænɛ
privlačenje	pɾˈivlæt͡ʃˌɛɲe
Field	fˈiɛld
Visoko	vˈisoko
serijal	sˈɛrɪjæl
Draga	dɾˈaɡæ
Fakulteta	fˈakʊltˌɛtæ
prehrambenim	pɾˈɛhɾæmbˌɛnɪm
Nad	nˈad
narudžbe	nˈɑrʊd͡ʒbɛ
austrougarskom	ˈaʊstɾˌo͡ʊɡɑrskom
odvojen	ˈodvojen
Pohađao	pˈohæd͡ʑˌæo
registra	ɾˈɛɡɪstɾæ
Jessie	jˈessɪɛ
ovojnica	ˈovojnˌɪt͡sæ
svijetle	svˈijetlɛ
sarajevska	sˈɑrɑjˌefskæ
Ulaz	ˈulæz
kćerku	kt͡ɕˈɛrkʊ
unutrašnjoj	ˈunʊtɾˌæʃɲoj
drvenoj	drvˈɛnoj
odgoju	ˈodɡojʊ
jestive	jˈestɪvɛ
GC	ɡˈət͡sˌə
album	ˈalbʊm
Zedd	zˈɛdd
pića	pˈit͡ɕæ
nematoda	nˈɛmætˌodæ
Mračni	mɾˈat͡ʃnɪ
aparat	ˈapɑræt
konveksan	kˈonvɛksæn
proteini	pɾˈotɛˌɪnɪ
nje	ɲˈe
aktivnošću	ˈaktɪvnˌoʃt͡ɕʊ
TO	tˈo
sokova	sˈokovæ
gledala	ɡlˈɛdælæ
štampe	ʃtˈampɛ
ostvareno	ˈostvɑrˌɛno
zadržale	zˈadrʒælɛ
Uskoplje	ˈuskopʎe
potrebom	pˈotɾɛbom
otvaranje	ˈotvɑrˌæɲe
Wessexa	vˈɛssɛksæ
spremnik	spɾˈɛmnɪk
tipke	tˈipkɛ
produžiti	pɾˈodʊʒˌɪtɪ
iskustvima	ˈiskʊstvˌɪmæ
ipak	ˈipæk
odgovarale	ˈodɡovˌɑrælɛ
četnicima	t͡ʃˈɛtnɪt͡sˌɪmæ
operu	ˈopɛrʊ
biomase	bˈiomˌæsɛ
definira	dˈɛfɪnˌɪræ
opisu	ˈopɪsʊ
istekla	ˈistɛklæ
šanse	ʃˈansɛ
znan	znˈan
aktivnu	ˈaktɪvnʊ
Bavio	bˈavɪo
izrazita	ˈizɾæzˌɪtæ
ručak	ɾˈut͡ʃæk
parkovima	pˈɑrkovˌɪmæ
istekao	ˈistɛkˌæo
odgovaralo	ˈodɡovˌɑrælo
započinju	zˈapot͡ʃˌɪɲʊ
Jacka	jˈat͡skæ
kompozitora	kˈompozˌɪtoræ
katoličkog	kˈatolˌɪt͡ʃkoɡ
mutanti	mˈutæntɪ
čitaoca	t͡ʃˈitæˌot͡sæ
istražen	ˈistɾæʒɛn
mnogobrojnim	mnˈoɡobɾˌojnɪm
Kopnene	kˈopnɛnɛ
naprimjer	nˈapɾɪmjer
penju	pˈɛɲʊ
Leslie	lˈɛslɪɛ
realnim	ɾˈɛælnɪm
namjerom	nˈamjerom
otvarajući	ˈotvɑrˌɑjʊt͡ɕɪ
nastanka	nˈastæŋkæ
mjerila	mjˈerɪlæ
eksplozivno	ˈɛksplozˌɪvno
protestima	pɾˈotɛstˌɪmæ
spomenutim	spˈomɛnˌʊtɪm
kandžama	kˈand͡ʒæmæ
podmornice	pˈodmornˌɪt͡sɛ
pucao	pˈut͡sæo
Ivaniš	ˈivænɪʃ
S	sˈə
drugačijeg	dɾˈuɡæt͡ʃˌɪjeɡ
Modeli	mˈodɛlɪ
dizajnom	dˈizɑjnom
Ričarda	ɾˈit͡ʃɑrdæ
Članovi	t͡ʃlˈanovɪ
vještinama	vjˈeʃtɪnˌæmæ
napadnuta	nˈapædnˌʊtæ
definiciju	dˈɛfɪnˌɪt͡sɪjʊ
urbana	ˈurbænæ
hapšenja	xˈapʃɛɲæ
Bull	bˈull̩
nezavisnih	nˈɛzævˌɪsnɪh
Vulkan	vˈulkæn
definicija	dˈɛfɪnˌɪt͡sɪjæ
bedema	bˈɛdɛmæ
kraljevinu	kɾˈaʎevˌɪnʊ
Miami	mˈiæmɪ
prototipova	pɾˈototˌɪpovæ
duši	dˈuʃɪ
pseudopodije	psˈɛʊdˌopodˌɪje
Homera	xˈomɛræ
renovirana	ɾˈɛnovˌɪrænæ
Carica	t͡sˈɑrɪt͡sæ
Arsenala	ˈɑrsɛnˌælæ
naseljavalo	nˈasɛʎˌævælo
Stadion	stˈadɪon
Pripadnici	pɾˈipædnˌɪt͡sɪ
Afričkom	ˈafɾɪt͡ʃkom
Slikarstvo	slˈikɑrstvo
Sastav	sˈastæv
privukli	pɾˈivʊklɪ
Mike	mˈikɛ
pirata	pˈirætæ
Najranije	nˈɑjɾænˌɪje
čvrstoća	t͡ʃvrstˈot͡ɕæ
drama	dɾˈamæ
laserski	lˈasɛrskɪ
bojištu	bˈojɪʃtʊ
svjesna	svjˈesnæ
instrumentima	ˈinstɾʊmˌɛntɪmæ
Godinu	ɡˈodɪnʊ
primjenjivao	pɾˈimjeɲˌɪvæo
učinjeno	ˈut͡ʃɪɲˌeno
Armenije	ˈɑrmɛnˌɪje
otkaz	ˈotkæz
smanjeni	smˈaɲenɪ
od	ˈod
vještine	vjˈeʃtɪnɛ
ljetno	ʎˈetno
matični	mˈatɪt͡ʃnɪ
povećanog	pˈovɛt͡ɕˌænoɡ
zaposlenika	zˈaposlˌɛnɪkæ
matematičkih	mˈatɛmˌætɪt͡ʃkɪh
doktrina	dˈoktɾɪnæ
dostigli	dˈostɪɡlɪ
R	rˈə
seljačke	sˈɛʎæt͡ʃkɛ
pozvana	pˈozvænæ
uzrokovanih	ˈuzɾokˌovænɪh
pritvoru	pɾˈitvorʊ
praznicima	pɾˈaznɪt͡sˌɪmæ
Posljednjeplasirana	pˈosʎedɲˌeplæsˌɪrænæ
podrške	pˈodrʃkɛ
obavljali	ˈobævljˌælɪ
pogonske	pˈoɡonskɛ
prikaza	pɾˈikæzæ
stavljen	stˈavljen
ostvari	ˈostvɑrɪ
Ostala	ˈostælæ
Yahoo	jˈahoo
izbjegnu	ˈizbjeɡnʊ
NADH	nˈath
boginje	bˈoɡɪɲe
Perzijance	pˈɛrzɪjˌænt͡sɛ
priključena	pɾˈikʎʊt͡ʃˌɛnæ
plivaju	plˈivɑjʊ
dubinom	dˈubɪnom
hrani	xɾˈanɪ
krunom	kɾˈunom
nozi	nˈozɪ
konsultant	kˈonsʊltænt
teme	tˈɛmɛ
Balkanski	bˈalkænskɪ
kultiviranih	kˈultɪvˌɪrænɪh
Istorija	ˈistorˌɪjæ
Logan	lˈoɡæn
Ključ	kʎˈut͡ʃ
vlasnici	vlˈasnɪt͡sɪ
ulazilo	ˈulæzˌɪlo
crna	t͡srnˈa
kolona	kˈolonæ
kopneni	kˈopnɛnɪ
Chester	t͡shˈɛstɛr
vani	vˈanɪ
provodni	pɾˈovodnɪ
proizvoditi	pɾˈoɪzvˌodɪtɪ
Madison	mˈadɪson
dodatnim	dˈodætnɪm
Historiju	xˈistorˌɪjʊ
ban	bˈan
motorna	mˈotornæ
Hrvoje	xrvˈoje
Južnom	jˈuʒnom
Sjeme	sjˈemɛ
specifičnu	spˈɛt͡sɪfˌɪt͡ʃnʊ
bronzanu	bɾˈonzænʊ
nastavile	nˈastævˌɪlɛ
Molekula	mˈolɛkˌʊlæ
koristan	kˈorɪstæn
BK	bˈəkˌə
jednakim	jˈednækɪm
običajima	ˈobɪt͡ʃˌɑjɪmæ
organizuje	ˈorɡænˌɪzʊje
samoubistva	sˈamo͡ʊbˌɪstvæ
materijalnu	mˈatɛrˌɪjælnʊ
dosegnu	dˈosɛɡnʊ
izvršile	ˈizvrʃɪlɛ
smještaju	smjˈeʃtɑjʊ
jasnije	jˈasnɪje
Trajao	tɾˈɑjæo
Veneciju	vˈɛnɛt͡sˌɪjʊ
loša	lˈoʃæ
savjetnik	sˈavjetnɪk
protjerivanje	pɾˈotjerˌɪvæɲe
podržava	pˈodrʒævæ
publikom	pˈublɪkom
podjedinica	pˈodjedˌɪnɪt͡sæ
ukrao	ˈukɾæo
izložbi	ˈizloʒbɪ
indicira	ˈindɪt͡sˌɪræ
Madame	mˈadæmɛ
Bici	bˈit͡sɪ
aspirin	ˈaspɪrɪn
Kralja	kɾˈaʎæ
očuvati	ˈot͡ʃʊvˌætɪ
skromna	skɾˈomnæ
pridobiti	pɾˈidobˌɪtɪ
pa	pˈa
nasljeđivanja	nˈasʎed͡ʑˌɪvæɲæ
pravdi	pɾˈavdɪ
dijagnostičkih	dˈijæɡnˌostɪt͡ʃkɪh
kletve	klˈɛtvɛ
društvenoj	dɾˈuʃtvɛnoj
čitati	t͡ʃˈitætɪ
privukla	pɾˈivʊklæ
angažovan	ˈaŋɡæʒˌovæn
sjedio	sjˈedɪo
Malu	mˈalʊ
Dalmaciju	dˈalmæt͡sˌɪjʊ
zasnivala	zˈasnɪvˌælæ
trećinu	tɾˈɛt͡ɕɪnʊ
doveo	dˈovɛo
sastavljene	sˈastævljˌenɛ
jedinstvenih	jˈedɪnstvˌɛnɪh
naučnike	nˈaʊt͡ʃnˌɪkɛ
društvom	dɾˈuʃtvom
Doc	dˈot͡s
tempo	tˈɛmpo
Metode	mˈɛtodɛ
mozga	mˈozɡæ
motorne	mˈotornɛ
trećeplasirana	tɾˈɛt͡ɕɛplˌæsɪrˌænæ
rječnik	rjˈet͡ʃnɪk
postavki	pˈostæfkɪ
poema	pˈoɛmæ
poznatu	pˈoznætʊ
Vlade	vlˈadɛ
Jure	jˈurɛ
prošlo	pɾˈoʃlo
pogoršavati	pˈoɡorʃˌævætɪ
osnovna	ˈosnovnæ
Doss	dˈoss
čimpanze	t͡ʃˈimpænzɛ
privlačna	pɾˈivlæt͡ʃnæ
puno	pˈuno
zajednica	zˈɑjednˌɪt͡sæ
rednim	ɾˈɛdnɪm
čeka	t͡ʃˈɛkæ
ritma	ɾˈitmæ
Državno	drʒˈavno
predsjedniku	pɾˈɛtsjednˌɪkʊ
sarajevski	sˈɑrɑjˌefskɪ
Kids	kˈits
Bizantijskog	bˈizæntˌɪjskoɡ
zaposleno	zˈaposlˌɛno
potrebnom	pˈotɾɛbnom
shvativši	shvˈatɪfʃɪ
pacijentu	pˈat͡sɪjˌentʊ
PK	pˈəkˌə
Sofija	sˈofɪjæ
komandanata	kˈomændˌænætæ
superkupa	sˈupɛrkˌʊpæ
otpuštaju	ˈotpʊʃtˌɑjʊ
štovanje	ʃtˈovæɲe
Barry	bˈɑrrj
govorom	ɡˈovorom
protivila	pɾˈotɪvˌɪlæ
Novu	nˈovʊ
Radna	ɾˈadnæ
smješteno	smjˈeʃtɛno
tv	tˈəvˌə
objavljuje	ˈobjævljˌʊje
takozvanog	tˈakozvˌænoɡ
hroničnih	xɾˈonɪt͡ʃnɪh
Sutjeska	sˈutjeskæ
preliminarnim	pɾˈɛlɪmˌɪnɑrnɪm
težinom	tˈɛʒɪnom
retorike	ɾˈɛtorˌɪkɛ
Game	ɡˈamɛ
tamni	tˈamnɪ
milost	mˈilost
Muzičkoj	mˈuzɪt͡ʃkoj
Kyle	kˈilɛ
uha	ˈuhæ
ekspedicije	ˈɛkspɛdˌɪt͡sɪje
pretpostavki	pɾˈɛtpostˌæfkɪ
kamenog	kˈamɛnoɡ
valcer	vˈalt͡sɛr
Računarski	ɾˈat͡ʃʊnˌɑrskɪ
medresu	mˈɛdɾɛsʊ
AHC	ˈaht͡s
klanjao	klˈaɲæo
neuronske	nˈɛʊrˌonskɛ
odlomak	ˈodlomæk
hramu	xɾˈamʊ
krvotoka	krvˈotokæ
Christian	t͡shɾˈistɪæn
slane	slˈanɛ
bazen	bˈazɛn
NF	nˈəfˌə
zatvorenim	zˈatvorˌɛnɪm
primarno	pɾˈimɑrno
sjeveru	sjˈevɛrʊ
srbijanske	srbˈijænskɛ
trofeja	tɾˈofejæ
sporednu	spˈorɛdnʊ
širenjem	ʃˈirɛɲem
drevnih	dɾˈɛvnɪh
štampa	ʃtˈampæ
Armenija	ˈɑrmɛnˌɪjæ
napisane	nˈapɪsˌænɛ
datiran	dˈatɪræn
albanske	ˈalbænskɛ
zapovjednike	zˈapovjˌednɪkɛ
nakupljanje	nˈakʊpʎˌæɲe
oslabiti	ˈoslæbˌɪtɪ
identificirali	ˈidɛntˌɪfɪt͡sˌɪrælɪ
Zbog	zbˈoɡ
proglašen	pɾˈoɡlæʃɛn
izbjegavajući	ˈizbjeɡˌævɑjˌʊt͡ɕɪ
lične	lˈit͡ʃnɛ
posjetilo	pˈosjetˌɪlo
koricama	kˈorɪt͡sˌæmæ
motornih	mˈotornɪh
kontrakciju	kˈontɾækt͡sˌɪjʊ
trougao	tɾˈo͡ʊɡæo
parabole	pˈɑræbˌolɛ
ljetnih	ʎˈetnɪh
terorističke	tˈɛrorˌɪstɪt͡ʃkɛ
preveo	pɾˈɛvɛo
Faust	fˈaʊst
ona	ˈonæ
Ti	tˈi
dodan	dˈodæn
aktivacije	ˈaktɪvˌæt͡sɪje
Drugoj	dɾˈuɡoj
aspekata	ˈaspɛkˌætæ
respiratornog	ɾˈɛspɪrˌætornoɡ
osjeća	ˈosjet͡ɕæ
dotadašnje	dˈotædˌæʃɲe
Raymond	ɾˈajmond
genom	ɡˈɛnom
Prijedor	pɾˈijedor
vodstvo	vˈotstvo
odabrani	ˈodæbɾˌænɪ
pregledu	pɾˈɛɡlɛdʊ
Figure	fˈiɡʊrɛ
cestovni	t͡sˈɛstovnɪ
dominacije	dˈomɪnˌæt͡sɪje
ciljani	t͡sˈiʎænɪ
mačeva	mˈat͡ʃɛvæ
prednjim	pɾˈɛdɲɪm
sklonost	sklˈonost
širokoj	ʃˈirokoj
cjelokupna	t͡sjˈelokˌʊpnæ
rangirana	ɾˈaŋɡɪrˌænæ
koordinatama	kˈoordˌɪnætˌæmæ
spalio	spˈalɪo
protokola	pɾˈotokˌolæ
smanjena	smˈaɲenæ
parka	pˈɑrkæ
Medinu	mˈɛdɪnʊ
skijaških	skˈijæʃkɪh
Turin	tˈurɪn
Prethodni	pɾˈɛthodnɪ
leže	lˈɛʒɛ
stih	stˈih
Jeanne	jˈeænnɛ
grad	ɡɾˈad
fenotipa	fˈɛnotˌɪpæ
vijenac	vˈijenæt͡s
Tvrdio	tvrdˈio
luta	lˈutæ
mangana	mˈaŋɡænæ
Eurosonga	ˈɛʊrˌosoŋɡæ
suoči	sˈuot͡ʃɪ
zapaziti	zˈapæzˌɪtɪ
starom	stˈɑrom
Ontario	ˈontɑrˌɪo
stripa	stɾˈipæ
Sokolović	sˈokolˌovɪt͡ɕ
čuje	t͡ʃˈuje
detalja	dˈɛtæʎæ
Zagreb	zˈaɡɾɛb
Careva	t͡sˈɑrɛvæ
Svete	svˈɛtɛ
posvetili	pˈosvɛtˌɪlɪ
jezički	jˈezɪt͡ʃkɪ
zglobne	zɡlˈobnɛ
odjeljenju	ˈodjeʎˌeɲʊ
uključivanjem	ˈukʎʊt͡ʃˌɪvæɲem
Split	splˈit
tražila	tɾˈaʒɪlæ
cijev	t͡sˈijev
podržavanje	pˈodrʒævˌæɲe
Yellow	jˈɛllov
certifikat	t͡sˈɛrtɪfˌɪkæt
realni	ɾˈɛælnɪ
Umjetnost	ˈumjetnost
vanjsku	vˈaɲskʊ
Zora	zˈoræ
predsednika	pɾˈɛtsɛdnˌɪkæ
West	vˈɛst
potencijalnu	pˈotɛnt͡sˌɪjælnʊ
otići	ˈotɪt͡ɕɪ
neuspješnih	nˈɛʊspjˌeʃnɪh
dijagnozom	dˈijæɡnˌozom
organizirao	ˈorɡænˌɪzɪrˌæo
podnijela	pˈodnɪjˌelæ
brigade	bɾˈiɡædɛ
kamenih	kˈamɛnɪh
malehne	mˈalɛhnɛ
naplate	nˈaplætɛ
NR	nˈərˌə
metalnom	mˈɛtælnom
epitel	ˈɛpɪtɛl
azijski	ˈazɪjskɪ
diobenog	dˈiobˌɛnoɡ
skeniranje	skˈɛnɪrˌæɲe
James	jˈamɛs
uspjesima	ˈuspjesˌɪmæ
uzorak	ˈuzoræk
potencijalnih	pˈotɛnt͡sˌɪjælnɪh
Mohamed	mˈohæmɛd
odustati	ˈodʊstˌætɪ
preživio	pɾˈɛʒɪvˌɪo
Istočne	ˈistot͡ʃnɛ
petine	pˈɛtɪnɛ
dodjeljuje	dˈodjeʎˌʊje
glavici	ɡlˈavɪt͡sɪ
cijeni	t͡sˈijenɪ
računarima	ɾˈat͡ʃʊnˌɑrɪmæ
izloženost	ˈizloʒˌɛnost
nivoa	nˈivoæ
izumio	ˈizʊmˌɪo
snimcima	snˈimt͡sɪmæ
ALD	ˈald
izraza	ˈizɾæzæ
jevreja	jˈevɾejæ
zapošljava	zˈapoʃʎˌævæ
crnaca	t͡srnˈat͡sæ
težih	tˈɛʒɪh
službenici	slˈuʒbɛnˌɪt͡sɪ
ekonomska	ˈɛkonˌomskæ
okupirale	ˈokʊpˌɪrælɛ
damom	dˈamom
direktnog	dˈirɛktnoɡ
Jablanici	jˈablænˌɪt͡sɪ
zagradama	zˈaɡɾædˌæmæ
realnost	ɾˈɛælnost
izabrao	ˈizæbɾˌæo
Smatralo	smˈatɾælo
dijeljenje	dˈijeʎˌeɲe
NSAID	nsˈaɪd
države	drʒˈavɛ
nastala	nˈastælæ
testovima	tˈɛstovˌɪmæ
performansi	pˈɛrformˌænsɪ
zaustavljanja	zˈaʊstˌævljæɲæ
Termin	tˈɛrmɪn
izbačeni	ˈizbæt͡ʃˌɛnɪ
tokove	tˈokovɛ
dijelili	dˈijelˌɪlɪ
zavojnica	zˈavojnˌɪt͡sæ
Poginula	pˈoɡɪnˌʊlæ
različitog	ɾˈazlɪt͡ʃˌɪtoɡ
obratio	ˈobɾætˌɪo
Trumpa	tɾˈumpæ
mnoštva	mnˈoʃtvæ
garnizona	ɡˈɑrnɪzˌonæ
porodicama	pˈorodˌɪt͡sæmæ
izvlače	ˈizvlæt͡ʃɛ
trendove	tɾˈɛndovɛ
maksimalni	mˈaksɪmˌælnɪ
instalira	ˈinstælˌɪræ
lijevim	lˈijevɪm
najvišeg	nˈɑjvɪʃɛɡ
pravljenje	pɾˈavljeɲe
analitičar	ˈanælˌɪtɪt͡ʃɑr
oštro	ˈoʃtɾo
Hell	xˈɛll̩
Mnoge	mnˈoɡɛ
Služio	slˈuʒɪo
Odsjek	ˈotsjek
dvostrukoj	dvˈostɾʊkoj
leptira	lˈɛptɪræ
kadra	kˈadɾæ
istražena	ˈistɾæʒˌɛnæ
kopnena	kˈopnɛnæ
akcijski	ˈakt͡sɪjskɪ
aferu	ˈafɛrʊ
pismu	pˈismʊ
obilježeno	ˈobɪʎˌeʒɛno
Juan	jˈuæn
sajta	sˈɑjtæ
Nedostatak	nˈɛdostˌætæk
Alien	ˈalɪɛn
trenucima	tɾˈɛnʊt͡sˌɪmæ
juli	jˈulɪ
Hercegovina	xˈɛrt͡sɛɡˌovɪnæ
napasti	nˈapæstɪ
skeptičan	skˈɛptɪt͡ʃæn
upisati	ˈupɪsˌætɪ
ljusaka	ʎˈusækæ
otpuštanja	ˈotpʊʃtˌæɲæ
uzmu	ˈuzmʊ
klavira	klˈavɪræ
hirurške	xˈirʊrʃkɛ
oslabio	ˈoslæbˌɪo
industrijske	ˈindʊstɾˌɪjskɛ
Potkraj	pˈotkɾɑj
savijena	sˈavɪjˌenæ
posjede	pˈosjedɛ
nacrte	nˈat͡srtɛ
lahki	lˈahkɪ
društvenim	dɾˈuʃtvɛnɪm
elektrolita	ˈɛlɛktɾˌolɪtæ
sjećanja	sjˈet͡ɕæɲæ
nosoroga	nˈosorˌoɡæ
diktatora	dˈiktætˌoræ
lokalno	lˈokælno
mnoštvom	mnˈoʃtvom
diferencijaciju	dˈifɛrˌɛnt͡sɪjˌæt͡sɪjʊ
Zadar	zˈadɑr
stilu	stˈilʊ
otvori	ˈotvorɪ
otcjepljenje	ˈott͡sjepʎˌeɲe
piju	pˈijʊ
teži	tˈɛʒɪ
ratnici	ɾˈatnɪt͡sɪ
Dmitrij	dmˈitɾɪj
suhih	sˈuhɪh
