siguts	siɡuts
imperial	impeɾial
neutralitzar	newtɾalizaɾ
tornavís	tornəbis
besnéta	bezneta
antífona	antifona
aviades	əviadəs
exosquelet	əɡzuskəlɛt
satisfetes	sətisfətəs
desafecto	dəzəfɛktu
acrònim	akɾɔnim
relaxats	rələksats
prosperats	pɾuspəɾats
alforja	alfɔɾd͡ʒa
atreviu	ətɾəbiw
desacordada	dəzəkoɾdadə
absorbim	əpsuɾbim
derogatòries	dəɾuɡətɔɾiəs
balcanitzats	bəlkənid͡zats
notorietat	nutuɾiətat
recta	rɛktə
abordada	əboɾdadə
fesolet	fəzolət
renét	renet
adiar	adiaɾ
dentat	dəntat
xato	ʃatu
harmònica	aɾmɔnika
filiar	filia
cascar	kaskaɾ
embridats	əmbɾidats
activar	aktivaɾ
oprimits	upɾimits
actiu	aktiw
barbada	bərbadə
confiades	komfiadəs
constatades	konstətadəs
ganya	ɡaɲə
dominiquesos	dominikezos
adonat	ədonat
exposar	ekspozaɾ
caravel·la	kəɾəbɛllə
sòbries	sɔbɾies
nicotina	nikotina
bragueta	bɾaɡeta
atura	atuɾa
legítima	ləʒitimə
vostre	bɔstɾə
conduïdes	konduides
avisades	avizades
discrepància	diskɾepansia
incitades	insitades
incolor	iŋkolo
anònim	ənɔnim
miler	mileɾ
estímul	estimul
orava	uɾabə
plançó	planso
tronades	tɾonades
recerques	rəsɛɾkəs
profit	pɾofit
calabuig	kalabut͡ʃ
mínima	minimə
soll	soʎ
llatinitzades	ʎatinizades
roig	rɔt͡ʃ
ensorrades	ənsuradəs
mistificades	mistifikadəs
esglaonar	əzɡləuna
mitòmanes	mitɔmanes
ruixar	ruʃa
malvat	malvat
desqualificada	dəskwəlifikadə
metodologia	mətuduluʒiə
esperats	espeɾats
múrcia	mursiə
dinada	dinadə
introvertit	intɾovəɾtidə
marcenc	məɾsəŋk
intuït	intuit
torralba	toralbə
desplaçades	desplasades
astronomia	əstɾonumiə
conreades	konreadəs
satiritzar	sətiɾid͡za
biodegradable	biodəɡɾədablə
d'amagatotis	dəməɡətotis
divuit	dibujt
bromatologia	bɾumətuluʒiə
iaia	jajə
enyorada	eɲoɾada
ossificat	osifikat
llavades	ʎavades
fang	faŋ
xipollejades	t͡ʃipoʎed͡ʒades
legalitzats	ləɡəlid͡zats
gènere	ʒɛnəɾə
hora	ɔɾa
clergue	klɛrɡə
austràlia	awstɾalia
arlès	əɾləs
alletant	əʎətan
invertebrats	imbərtəbɾats
autobiografia	əwtobioɡɾəfiə
afligit	əfliʒit
esgarrapats	əzɡərəpats
instruïda	instɾuida
desbordats	dəzburdats
arriscant	ariskant
afaitada	əfəjtadə
ventilaria	bəntiləɾiə
intervingudes	intəɾviŋɡudəs
cabana	kəbanə
anivellat	aniveʎat
transplantar	tɾənsplənta
pretensiosos	pɾətənsiozos
meditar	mədita
desxifrada	dəsʃifɾadə
articular	əɾtikula
destrossats	dəstɾosats
basílica	bəzilikə
abelianes	əbəlianəs
limusina	limuzinə
partícula	pəɾtikulə
delir	deliɾ
rebolcada	rəbolkadə
demanades	dəmənadəs
borsa	boɾsə
autoritzar	əwtuɾid͡za
llima	ʎima
contagiosos	kontəʒiozos
aportada	apoɾtada
reiterada	reiteɾada
passiu	pasiw
bufar	bufa
embalatge	əmbəlad͡ʒə
crispeta	kɾispeta
col	kɔl
disseminar	disəmina
termals	tərmals
esclavitzar	əskləvid͡za
sentit	səntit
tossal	tusal
restringit	rəstɾiɲʒit
biblioteca	biblioteka
codony	kudoɲ
visar	viza
embutxacat	əmbut͡ʃəkat
perfumeries	pərfuməɾiəs
penedit	penedit
delegades	deleɡades
probabilitat	pɾobəbilitat
retòric	retɔɾik
múltiple	multiple
investidura	imvəstiduɾə
expressió	əspɾəsio
millorades	miʎoɾadəs
pericial	pəɾisial
comerç	komɛs
quallat	kwaʎat
adormir	adoɾmiɾ
agusades	əɡuzadəs
desinflades	dezimflades
exagerat	eɡzad͡ʒeɾat
polititzats	politizats
armènia	ərmɛniə
lira	liɾa
escola	əskɔlə
catalanes	kətəlanəs
bromós	bɾumos
imaginació	imad͡ʒinasio
alleugerant	aʎewd͡ʒeɾant
cavalleria	kavaʎeɾia
tuitejat	tujtəʒat
inscriure	inskɾiwɾə
permanent	pərmənen
naturalitzat	natuɾalizat
discutida	diskutida
esponja	əspɔɲʒə
omesa	omeza
uniformes	unifoɾməs
marcava	mərkabə
dinamitades	dinamitades
obès	ubɛs
apartada	apaɾtada
tiastra	tiastɾa
aplicats	aplikats
occidentalitzades	oksidentalizades
abaixes	əbaʃəs
inaugurades	inəwɡuɾadəs
grill	ɡɾiʎ
desgranà	dəzɡɾəna
cortsaví	kursəbi
catúfol	katufol
sorprendre	soɾpɾəndɾə
observar	upsərba
amb	əm
ordenat	oɾdenat
escapats	eskapats
empalmades	empalmades
calefacció	kələfəksio
amens	amɛns
sofert	sofɛɾt
estimulació	əstimuləsio
adober	adobeɾ
estropiar	əstɾupia
aalenians	alenians
tastar	tastaɾ
desagradable	dezaɡɾadable
tràgiques	tɾad͡ʒikes
esgatinyada	ezɡatiɲada
expugnat	əkspuɡnat
sèrie	sɛɾiə
enfonsat	emfonzat
floral	floɾal
carregades	kareɡades
irrogar	iruɡa
grato	ɡɾatu
disseminaria	disəminəɾiə
molts	mɔls
importació	impoɾtasio
templa	templə
bellíssim	bəʎisim
carrera	kareɾa
vagis	vad͡ʒis
escapats	əskəpats
refet	rəfət
admissions	ammisions
fort	fɔrt
esponjós	əspoɲʒos
ensopegar	ənsopəɡa
emeses	emezes
qualificada	kwəlifikadə
abracem	əbɾəsɛm
aguada	aɡuada
endalt	əndalt
corromput	korumput
fabrico	fəbɾiku
empipar	əmpipa
àlies	aliəs
sigues	siɡes
coincidència	kuinsidɛnsiə
islandès	izləndɛs
acostumaria	əkustuməɾiə
influenciats	imfluənsiats
avia	əviə
escotades	eskotades
xarampió	ʃəɾəmpio
plasmada	pləzmadə
americanitzacions	ameɾikanizasions
laborats	ləbuɾats
eludiu	əludiw
empresonada	əmpɾəzunadə
instaurat	instəwɾat
adiats	ədiats
esforçats	esfoɾsats
onomatopeia	onomətopɛjə
defenestrades	defenestɾades
rearrencades	reərəŋkadəs
desencallats	dəzəŋkəʎats
jerbu	ʒɛɾbu
daurats	dəwɾats
rodada	rodada
convulsiva	komvulsivə
dempeus	dəmpɛws
ròssa	rɔsa
ausculto	əwskultu
balcanitzat	balkanizat
balanç	bəlans
punides	punides
sentenciat	sentensiat
miliar	miliaɾ
angoixades	aŋɡojʃades
xa	t͡ʃa
oblidós	ublidos
accelerar	akseleɾaɾ
univers	univɛs
cardar	kərda
estàtics	estatiks
terminològiques	tərminulɔʒikəs
costats	kostats
escaure	eskawɾe
venint	bənin
mostrada	mostɾadə
enrocats	enrokats
al·lòfon	əllɔfun
centralitzades	səntɾəlid͡zadəs
adscrits	ətskɾits
xàtiva	ʃativə
brumida	bɾumida
lituà	litua
reconquerides	rəkuŋkəɾidəs
decolorats	dekoloɾats
espanyolitzada	əspəɲolid͡zadə
garantits	ɡəɾəntits
santiago	santiaɡo
antioquia	antiokia
tigres	tiɡɾəs
repartits	rəpəɾtits
múrria	muriə
assemblats	asemblats
escorpí	eskoɾpi
imperativa	impeɾativa
consultat	konsultat
empedrat	əmpədɾat
denotada	denotada
criquet	kɾikɛt
degollades	dəɡuʎadəs
primavera	pɾimaveɾa
ofeguem	ofəɡəm
renúncia	rənunsiə
coexistirem	koeɡzistiɾɛm
contraatacada	kontɾəətəkadə
xampany	ʃəmpaɲ
parènquima	paɾɛŋkima
abraça	abɾasa
tolosa	tulozə
germaneta	ʒərmənɛtə
burilles	buɾiʎes
ascendida	əsəndidə
covades	kovadəs
humiliada	umiliada
caramel	kaɾamɛl
declinada	dəklinadə
coronades	koɾonades
traumatitzades	tɾəwmətid͡zadəs
estropiem	əstɾupiɛm
vestuari	vəstuaɾi
femades	fəmadəs
boxejador	buksəʒədo
llamprea	ʎəmpɾeə
corrompuda	kurumpudə
allò	aʎɔ
emmarcar	əmmərka
fotovoltaica	fotovoltajkə
afeblit	afeblit
artigues	ərtiɡəs
valònia	valɔnia
capficades	kəpfikadəs
melassa	melasa
moniato	muniatu
vestigi	vəstiʒi
taca	taka
adreçant	ədɾəsan
amenaçadorament	əmənəsədoɾəmen
carregar	kərəɡa
xiuxiuejats	ʃiwʃiwəʒats
titllats	tiʎʎats
bureta	buɾeta
cita	sitə
correfoc	kurəfɔk
cassolada	kəsuladə
butllofa	buʎɔfa
accelerada	akseleɾada
vorejada	voɾed͡ʒada
angular	aŋɡulaɾ
finlandeses	finlandezes
barnús	bəɾnus
mut	mut
materialitzat	mateɾializat
agermanat	əʒəɾmənat
familiaritzar	familiaɾizaɾ
tiorba	tioɾba
urgits	uɾʒits
metastatitzades	metastatizades
contenir	kuntəni
telegrafiar	tələɡɾəfia
poblar	poblaɾ
binari	binaɾi
injectats	iɲd͡ʒektats
enllà	əɲʎa
sorgit	suɾʒit
coartats	koəɾtats
emmalaltir	emmalaltiɾ
immobilitzades	immubilid͡zadəs
donada	donada
quantificats	kwantifikats
culminada	kulminadə
bobina	bobina
flirtejades	fliɾtəʒadəs
cinquanta	siŋkwanta
maldada	məldadə
fotocopiades	fotokopiadəs
pronom	pɾunɔm
rodada	rodadə
boxades	buksadəs
resistida	rəzistidə
israelià	izɾəelia
bandejat	banded͡ʒat
autoretrats	awtoretɾats
condemnat	kondemnat
tocarà	tokəɾa
filòsof	filɔzuf
ascensió	asensio
aromàtiques	əɾomatikəs
absurd	apsuɾt
aparcada	əpəɾkadə
investigador	imvəstiɡədo
pecaminoses	pekaminozes
cargolat	kəɾɡolat
determinar	dətərmina
volguda	volɡuda
emperador	əmpəɾədo
administri	administɾi
formada	foɾmadə
examinava	eɡzaminava
descripció	deskɾipsio
valdre	valdɾe
nebodera	nəbudeɾə
sodomitzada	sodomizada
ingressat	iŋɡɾəsat
amansides	amansides
barbades	bərbadəs
prevaler	pɾevaleɾ
fustigats	fustiɡats
empentats	əmpəntats
afinada	afinada
reial	rəjal
aiguaneu	ajɡwanew
sexes	sɛkses
correbou	korəbɔw
abreviades	əbɾəviadəs
atrafegats	atɾafeɡats
toca	tɔkə
fre	fɾə
cel	sɛl
matern	mətɛɾn
dissimulat	disimulat
ravals	rəvals
colpistes	kolpistes
guadalquivir	ɡwədəlkivi
sendera	səndeɾə
reescalfat	rəəskəlfat
dansar	dənsa
formulació	foɾmuləsio
capsa	kapsa
compromesos	kompɾomezos
agonitzats	əɡunid͡zats
contingut	kuntiŋɡut
espurnejats	əspuɾnəʒats
evolucionat	əbulusiunat
flerovi	fləɾɔbi
ràdio	radiu
guia	ɡia
xafardejades	t͡ʃafaɾded͡ʒades
origini	oɾid͡ʒini
tombat	tumbat
burro	buro
difamades	difəmadəs
guerrillera	ɡeriʎeɾa
explícit	əksplisit
reconstruïda	rekonstɾuida
imputades	imputades
endeutar	əndəwta
mamà	məma
topològic	tupulɔʒik
apuro	əpuɾu
depredat	dəpɾədat
antiquada	əntikwadə
embarcada	əmbərkadə
conservats	konsəɾvats
ostra	ɔstɾə
greda	ɡɾədə
regirar	red͡ʒiɾaɾ
capadòcia	kapadɔsia
vexatòria	vəksətɔɾiə
roncar	roŋkaɾ
àtica	atikə
emascular	emaskulaɾ
recomençats	rekomensats
atrevit	ətɾəbit
te	te
estímul	əstimul
acadèmia	akademia
abdomen	abdomen
orgulloses	oɾɡuʎozes
hòbbit	ɔbbit
conversaria	kumbərsəɾiə
compatible	kompatible
àngel	aɲd͡ʒel
desplegada	despleɡada
caixer	kəʃe
oxigen	oɡzid͡ʒen
bebè	bebe
desmoralitzats	dəzmuɾəlid͡zats
evacuats	evakuats
indiferent	indifəɾent
destriat	destɾiat
desembarcat	dəzəmbərkat
vulnerada	vulneɾada
idealitzats	ideəlid͡zats
pollestres	poʎestɾes
va	va
reconquerit	rəkuŋkəɾit
brandejat	bɾəndəʒat
comandaren	komandaɾen
bombardejada	bumbərdəʒadə
curvilinis	kurbilinis
embussar	embusaɾ
vaca	bakə
acudir	akudiɾ
anunciant	ənunsian
sorgir	soɾd͡ʒiɾ
acostat	əkustat
telefonat	tələfonat
crucificada	kɾusifikada
tabac	tabak
perdonar	pərduna
cordovès	koɾdovəs
esmussades	əzmusadəs
monja	mɔɲʒə
ennuvolades	ennuvolades
cotlliure	kuʎiwɾə
reelegir	reeled͡ʒiɾ
plaça	plasə
acceptació	akseptasio
normalitzats	noɾməlid͡zats
neerlandesos	nəəɾləndəzos
arquejar	aɾked͡ʒaɾ
barbuts	bərbuts
excisió	əksizio
bulgària	bulɡaɾia
tortura	turtuɾə
aalenià	alenia
ombrós	umbɾos
imperatiu	impəɾətiw
toques	tɔkəs
voluptuós	voluptuos
solista	sulistə
combinades	kombinades
aplegar	əpləɡa
declivi	deklivi
declinació	deklinasio
faltes	faltes
sexisme	səksizmə
escàrpia	eskaɾpia
notaria	notəɾiə
desembarcades	dəzəmbəɾkadəs
jutjat	d͡ʒud͡ʒat
retallats	retaʎats
erigida	əɾiʒidə
apostòliques	əpostɔlikəs
cíniques	sinikes
ametlla	amella
procedides	pɾosədidəs
tardar	təɾda
habitats	əbitats
aclamaria	aklamaɾia
torinès	tuɾinɛs
biògraf	biɔɡɾəf
plistocè	plistusɛ
trencalòs	tɾəŋkəlɔs
impacte	impakte
impetrades	impetɾades
deixis	dɛjʃis
descarnades	dəskəɾnadəs
desproporcionats	dəspɾopoɾsionats
parlen	paɾlen
irrogada	iroɡada
polaritzades	poləɾid͡zadəs
servida	seɾvida
mauritània	mawɾitania
desitjar	dezid͡ʒaɾ
bullida	buʎida
resultat	rezultat
endevinat	əndəbinat
sardònics	səɾdɔniks
xatejades	ʃətəʒadəs
emigra	emiɡɾa
titubejats	titubed͡ʒats
abats	abats
ordenat	urdənat
fava	fava
decebre	desebɾe
distorsionar	distursiuna
conselleria	konsəʎəɾiə
fleca	fleka
aproximacions	apɾoksimasions
milanès	milanes
ressortides	rəsuɾtidəs
jordània	d͡ʒoɾdania
atrapar	ətɾəpa
destruïts	destɾuits
capat	kəpat
trident	tɾiden
nomenats	nomenats
regalimades	reɡalimades
balanci	balansi
teocràcia	təukɾasiə
irroga	irɔɡa
deliberada	delibeɾada
parlen	parlən
pista	pistə
amblades	amblades
procedida	pɾosedida
mocassí	mokasi
escarrassat	eskarasat
cracòvia	kɾəkɔbiə
mullat	muʎat
aguo	əɡuu
flotades	flotades
fregall	fɾəɡaʎ
acomiadat	əkumiədat
fallir	faʎiɾ
reculades	rekulades
digerits	did͡ʒeɾits
climent	klimen
ressò	resɔ
dormides	duɾmidəs
acampar	akampaɾ
lleida	ʎejdə
follament	foʎament
sàpiga	sapiɡa
beneficiàries	bənəfisiaɾiəs
mielina	mielina
pel·lícula	pəllikulə
misèria	mizɛɾiə
orgasme	oɾɡazme
destripat	dəstɾipat
originaria	oɾid͡ʒinaɾia
amargar	amaɾɡaɾ
fonamental	fonəməntal
lítiques	litikes
situaria	situaɾia
identificats	identifikats
desconnectat	dəskunnəktat
fúmer	fumə
regulat	rəɡulat
calculadament	kəlkuladəment
continua	kontinuə
corró	kuro
argumentades	əɾɡuməntadəs
vertebrat	bərtəbɾat
costejats	kustəʒats
mètrica	mətɾikə
harmonitzada	əɾmonid͡zadə
escissió	əsisio
enfundades	əmfundadəs
persignat	pəɾsiɡnat
casas	kazes
estimulada	estimulada
proveir	pɾoveiɾ
apartar	əpəɾta
afartats	afaɾtats
escorat	əskoɾat
veixiga	bəʃiɡə
pronosticada	pɾonostikadə
tribulat	tɾibulat
campionat	kəmpionat
adiries	ədiɾiəs
espatlla	əspaʎʎə
connotats	konnotats
adiria	ədiɾiə
llum	ʎum
testimoniatge	testimoniad͡ʒe
desodoritzats	dezodoɾizats
entomologia	entomolod͡ʒia
expugnat	ekspuɡnat
governació	ɡoveɾnasio
plàstiques	plastikəs
tracció	tɾaksio
barda	bardə
volta	bɔltə
contractual	kontɾəktual
armaria	ərməɾiə
runes	runəs
referits	refeɾits
molestat	molestat
inhibició	inibisio
creïlla	kɾəiʎə
vil·la	villə
atent	əten
matriarcals	mətɾiərkals
explosiu	eksploziw
incorrecte	iŋkorɛkte
reprimits	repɾimits
religiosos	relid͡ʒiozos
categoritzat	kətəɡoɾid͡zat
nuada	nuadə
assassinada	əsəsinadə
estoniana	estoniana
constades	kunstadəs
criticades	kɾitikadəs
retirat	rətiɾat
romania	roməniə
enllestides	əɲʎəstidəs
substituïres	supstituiɾes
voluntats	buluntats
erigida	eɾid͡ʒida
impulses	impulsəs
mètrica	mɛtɾikə
talades	talades
constatada	konstətadə
carreró	kareɾo
sororitat	suɾuɾitat
forn	forn
actualitzar	aktualizaɾ
negada	nəɡadə
casa	kazə
permeses	pərmɛzəs
establert	əstəblɛrt
captes	kaptəs
mecenatge	mesenad͡ʒe
immersió	imməɾsio
engrapada	eŋɡɾapada
deliberat	dəlibəɾat
semitò	səmitɔ
ataronjades	ətəɾoɲʒadəs
derrocada	dərokadə
negrosos	nəɡɾozus
premiats	pɾəmiats
combatuts	kumbətuts
meuca	mewka
granar	ɡɾanaɾ
dita	dita
desestabilitzades	dezestabilizades
fascinades	fəsinadəs
esforçar	əsfursa
alleujats	əʎəwʒats
simbolitzades	simbolizades
servides	sərbidəs
acotxador	akot͡ʃadoɾ
proclamada	pɾokləmadə
arameu	əɾəmɛw
ingressats	iŋɡɾəsats
asmàtics	əzmatiks
cansat	kənsat
previnguda	pɾeviŋɡuda
palanques	pəlaŋkəs
fotocopiada	fotokopiada
conflictiu	komfliktiw
habilitades	əbilitadəs
brumits	bɾumits
tòrcer	tɔɾseɾ
irritable	iritable
blandades	blandades
matís	matis
anglesos	əŋɡləzos
mobilitzades	mobilizades
víric	biɾik
adjudicada	ad͡ʒudikada
orbitada	oɾbitada
plantació	pləntəsio
frare	fɾaɾə
traïnya	tɾəiɲə
clavades	kləbadəs
armènia	əɾməniə
enquestada	eŋkestada
dona	dɔnə
melassa	məlasə
desmoralitzar	dezmoɾalizaɾ
fomentada	fomentada
escopida	əskupidə
cocaïna	kokəinə
apercebut	əpəɾsəbut
avorrir	əvuri
arcana	əɾkanə
guadalajara	ɡwədələʒaɾə
circ	sirk
atzar	əd͡za
desenfundats	dəzəmfundats
replicar	replikaɾ
molsuts	mulsuts
vaticinades	bətisinadəs
biografiat	bioɡɾafiat
sobrepassades	sobɾəpəsadəs
branquillons	bɾəŋkiʎons
croquet	kɾukɛt
parlessis	pəɾlesis
africans	afɾikans
realitzat	reəlid͡zat
imagini	iməʒini
vesprada	bəspɾadə
operi	opɛɾi
partia	paɾtia
obert	ubɛrt
comandant	kuməndan
defenestrats	dəfənəstɾats
liberalitzat	libeɾalizat
derrocada	derokada
competits	kumpətits
parroquià	parokia
honorífiques	onuɾifikəs
adiposa	ədipozə
novena	novena
emfisema	əmfizəmə
contextualitzats	kontəkstuəlid͡zats
aprimats	əpɾimats
renét	rənet
mentó	mento
pertanguts	pərtəŋɡuts
conjuntada	koɲd͡ʒuntada
maig	mat͡ʃ
enrogallar	ənroɡəʎa
rebre	rebɾe
apedregades	apedɾeɡades
barrejar	bərəʒa
dormir	duɾmi
artroscòpia	ərtɾuskɔpiə
sabatilla	sabatiʎa
contribuïda	kontɾibuida
evitar	əvita
udolats	udolats
ancorats	əŋkuɾats
vulcanitzar	vulkənid͡za
rabiós	rəbios
auxiliades	awksiliades
astronòmica	astɾonɔmika
dedicat	dədikat
condiment	kondiment
aclarir	aklaɾiɾ
atribució	atɾibusio
autòcton	awtɔkton
rebolcar	rebolkaɾ
cabriolat	kabɾiolat
maçòniques	masɔnikes
front	fɾon
vilatana	vilatana
oprimir	upɾimi
ús	us
calcedònia	kalsedɔnia
esporgada	espoɾɡada
perpetrades	peɾpetɾades
inaugurades	inawɡuɾades
avortades	əburtadəs
denari	denaɾi
turkmenistan	tuɾɡmənistan
alimentat	əliməntat
albert	əlbɛrt
esborrada	əzboradə
encaixada	eŋkajʃada
opció	opsio
subvertides	subvəɾtidəs
subjectivades	subʒəktibadəs
escarxofades	eskaɾt͡ʃofades
avions	avions
ventosa	vəntozə
tàcit	tasit
espartana	espaɾtana
abordares	aboɾdaɾes
alleugerida	əʎəwʒəɾidə
adonades	ədonadəs
emergides	emeɾd͡ʒides
productiu	pɾoduktiw
pegar	peɡaɾ
ressaltat	rəsəltat
pua	puə
audició	əwdisio
pomposes	pompozes
martiritzada	mərtiɾid͡zadə
definia	definia
vertebrat	vəɾtəbɾat
vegetariana	ved͡ʒetaɾiana
digerides	diʒəɾidəs
esternudades	əstəɾnudadəs
rotada	rotadə
granades	ɡɾanades
reflexionats	rəfləksionats
esdevinguda	əzdəviŋɡudə
bohèmia	buɛmiə
mitològics	mitulɔʒiks
escafoide	eskafɔjde
mecànic	mekanik
meritòria	məɾitɔɾiə
expel·lir	əkspəlli
sorpreses	soɾpɾəzəs
incomparable	iŋkompəɾablə
planificats	plənifikats
imperceptibles	impərsəptibləs
exclamats	əkskləmats
repudiats	repudiats
usada	uzadə
ansietat	ənsiətat
ejaculats	əʒəkulats
unanimitat	unanimitat
estocàstica	estokastika
problemàtic	pɾoblematik
pesta	pɛsta
rifar	rifaɾ
obligats	ubliɡats
descontentades	dəskuntəntadəs
tallades	taʎades
bran	bɾan
restats	restats
tiofè	tiofə
darrere	dareɾe
registre	red͡ʒistɾe
dodecanès	dodekanes
meravellat	meɾaveʎat
comprometeu	kompɾomətəw
fibrós	fibɾos
babaus	bəbaws
copulada	kupuladə
metabòlic	mətəbɔlik
motivi	mutibi
punxegut	puɲʃəɡut
oligarquia	uliɡərkiə
quanta	kwantə
nepaleses	nəpəlɛzəs
madurades	maduɾades
allotjant	aʎod͡ʒant
termopausa	təɾmopawzə
messiàniques	məsianikəs
suspensió	suspənsio
sardònics	sərdɔniks
segellada	sed͡ʒeʎada
esmenades	əzmənadəs
tibetana	tibetana
raonat	rəunat
boxador	buksədo
començades	komensades
trapezoide	tɾapezɔjde
contaminat	kuntəminat
informàtic	imfurmatik
fraternitzats	fɾateɾnizats
bordi	bɔrdi
actuada	aktuada
miocarditis	miukərditis
forjat	furʒat
bonic	bunik
glòries	ɡlɔɾiəs
sentenciat	səntənsiat
heroïna	əɾuinə
salvaria	səlbəɾiə
topogràfica	tupuɡɾafikə
criticada	kɾitikada
acenaftè	əsənəftə
decapitades	dəkəpitadəs
infrangible	imfɾəɲʒiblə
expugnada	əkspuɡnadə
kilòmetre	kilɔmetɾe
reprimit	repɾimit
pelatge	pəlad͡ʒə
adornada	adoɾnada
granissar	ɡɾanisaɾ
grisós	ɡɾizos
contribuir	kontɾibui
xarrupar	t͡ʃarupaɾ
copiada	kupiadə
rerepaís	rəɾəpəis
eguinats	eɡinats
cant	kan
dinàstic	dinastik
conclave	koŋklave
trencadissa	tɾeŋkadisa
medís	medis
flabiol	flabiɔl
enterrar	əntəra
peregrinat	peɾeɡɾinat
posterior	posteɾioɾ
cobrellit	kobɾeʎit
promulgació	pɾomulɡəsio
aficionat	afisionat
efectuades	efektuades
romputs	romputs
previnguts	pɾəviŋɡuts
nacional	nəsiunal
entrepans	əntɾəpans
nyicris	ɲikɾis
avalada	avalada
interessades	inteɾesades
telefonats	tələfonats
enfrontades	emfɾontades
palanca	pəlaŋkə
antipartícula	əntipərtikulə
estratopausa	əstɾətupawzə
nasalitzar	nəzəlid͡za
pecava	pəkabə
aguda	əɡudə
penetrat	pənətɾat
informades	imfoɾmades
cobria	kobɾia
castrades	kəstɾadəs
marcava	maɾkava
pressionades	pɾəsionadəs
embarcats	əmbərkats
espectador	espektadoɾ
italianitzats	itəliənid͡zats
inaugurats	inawɡuɾats
labiovelaritzats	ləbiovələɾid͡zats
derivat	dəɾivat
muses	muzəs
circumferència	siɾkumfeɾɛnsia
classificades	klasifikades
aportant	apoɾtant
alfàbregues	alfabɾeɡes
cartell	kəɾtɛʎ
perfumeria	pəɾfuməɾiə
absorbí	əpsuɾbi
recluta	rəklutə
emèrita	emeɾita
emigrem	emiɡɾem
estructurades	əstɾuktuɾadəs
tossit	tusit
cingle	siŋɡle
deportada	depoɾtada
farmàcia	fərmasiə
oblidable	oblidable
bullabessa	buʎəbɛsə
quinzena	kinzənə
conformitat	kumfurmitat
mental	məntal
dejú	dəʒu
desfigurat	dəsfiɡuɾat
pequín	pəkin
ressaltada	rəsəltadə
exhaurit	əɡzəwɾit
jubilació	ʒubiləsio
incorpori	iŋkoɾpoɾi
alienacions	alienasions
salvava	səlbabə
esteparis	əstəpaɾis
alfolba	alfolba
avançat	əbənsat
permesa	pərmɛzə
escletxa	əsklet͡ʃə
vies	vies
saturis	satuɾis
desproporcionades	dəspɾupursiunadəs
salami	salami
exhaurí	eɡzawɾi
convergència	kumbərʒɛnsiə
agitat	əʒitat
castellà	kasteʎa
desmentides	dəzməntidəs
sardòniques	saɾdɔnikes
donació	donasio
estimar	əstima
compliques	komplikes
maleïdes	maleides
sampi	sampi
fabricada	fəbɾikadə
adreçant	ədɾəsant
culminació	kulminəsio
espatllades	əspəʎadəs
columnista	kolumnista
acostumaria	əkostuməɾiə
duríssimes	duɾisimes
rendides	rendides
soldats	soldats
liderada	lidəɾadə
tirar	tiɾaɾ
desarreglades	dəzərəɡladəs
domini	dumini
