մռու	məɾu
հանդուրժող	hɑntʰuɾʒɔʁ
բնություն	pʰənutʰʏn
փոխվարչապետ	pʰɔχvɑɾt͡ʃʰɑbɛd
բոլիվիա	pʰɔlivjɑ
վերգիլիոս	vɛɾkʰiliɔs
շեմք	ʃɛmkʰ
զգացում	əskʰɑt͡sʰum
անմիջաբար	ɑnmit͡ʃʰɑpʰɑɾ
հանձնաժողով	hɑnt͡sʰnɑʒɔʁɔv
բանակցություն	pʰɑnɑkʰt͡sʰutʰʏn
գերմակ	kʰɛɾmɑɡ
կյուրեղ	ɡʏɾɛʁ
տուկան	duɡɑn
զերդ	zɛɾtʰ
միջատաբան	mit͡ʃʰɑdɑpʰɑn
ետին	jɛdin
օս	ɔs
կարգախոս	ɡɑɾkʰɑχɔs
գաղտնիք	kʰɑχtnikʰ
իլհամ	ilhɑm
օդեսա	ɔtʰɛsɑ
առկախուկ	ɑɾɡɑχuɡ
վերջնակետային	vɛɾt͡ʃʰnɑɡɛdɑjin
հղենալ	həʁɛnɑl
անազնիվ	ɑnɑzniv
սնանկացում	sənɑŋɡɑt͡sʰum
դարպասապահ	tʰɑɾbɑsɑbɑh
պանդոկ	bɑntʰɔɡ
երակ	jɛɾɑɡ
քեն	kʰɛn
սաղլամ	sɑʁlɑm
ասկետիզմ	ɑskɛdizm
բանտարկյալ	pʰɑndɑɾɡjɑl
ինչք	int͡ʃʰkʰ
քաղցկեղ	kʰɑχt͡sʰkɛʁ
շնորհավորական	ʃnɔɾɑvɔɾɑɡɑn
ժանր	ʒɑnəɾ
կաֆե	ɡɑfɛ
ձորակ	t͡sʰɔɾɑɡ
երաժիշտ	jɛɾɑʒiʃt
հոնդուրաս	hɔntʰuɾɑs
կացնել	ɡɑt͡sʰənɛl
խաղասրահ	χɑʁɑsəɾɑh
խոտորում	χɔdɔɾum
փախ	pʰɑχ
բանկլ	pʰɑŋɡəl
շալակ	ʃɑlɑɡ
դռնփակ	tʰəɾənpʰɑɡ
քսել	kʰəsɛl
օժանդակ	ɔʒɑntʰɑɡ
հեղինե	hɛʁinɛ
բամիա	pʰɑmjɑ
փղշտացի	pʰəʁəʃtɑt͡sʰi
նախագահացու	nɑχɑkʰɑhɑt͡sʰu
վիրաբուժություն	viɾɑpʰuʒutʰʏn
փեսա	pʰɛsɑ
հետաձգել	hɛdɑt͡sʰəkʰɛl
պոկել	bɔɡɛl
հնդեվրոպաբանություն	həntʰɛvɾɔbɑpʰɑnutʰʏn
սանթուր	sɑntʰuɾ
ալիստեր	ɑlistɛɾ
հրողբեր	həɾɔχpɛɾ
արտորայք	ɑɾdɔɾɑjkʰ
միկրոբ	miɡɾɔpʰ
կոճ	ɡɔd͡ʒ
վերք	vɛɾkʰ
նահանգ	nɑhɑŋkʰ
ռագատկա	ɾɑkʰɑdɡɑ
դաչա	tʰɑt͡ʃʰɑ
օազիս	ɔɑzis
վեհանձն	vɛhɑnt͡sʰən
դիպուկ	tʰibuɡ
դրամատուն	tʰəɾɑmɑdun
երգել	jɛɾkʰɛl
էսքիլես	ɛskʰilɛs
կին	ɡin
կմախք	ɡəmɑχkʰ
նամազ	nɑmɑz
փեշմարգա	pʰɛʃmɑɾkʰɑ
բախ	pʰɑχ
ուդոն	utʰɔn
խաշն	χɑʃən
խորան	χɔɾɑn
անուրջ	ɑnuɾt͡ʃʰ
ֆիլիպինական	filibinɑɡɑn
խում	χum
վատասիրտ	vɑdɑsiɾd
հերքիչ	hɛɾkʰit͡ʃʰ
ծափահարություն	d͡zɑpʰɑhɑɾutʰʏn
սոլախյան	sɔlɑχjɑn
աքայա	ɑkʰɑjɑ
աշուն	ɑʃun
ստվարագլուխ	əstəvɑɾɑkʰəluχ
հայտնի	hɑjdni
արգանդափող	ɑɾkʰɑntʰɑpʰɔʁ
ազգեր	ɑskʰɛɾ
գրչահատ	kʰəɾt͡ʃʰɑhɑd
ենթաշերտ	jɛntʰɑʃɛɾd
օմանյան	ɔmɑnjɑn
լոխում	lɔχum
ընծա	ənd͡zɑ
հարցազրույց	hɑɾt͡sʰɑzɾujt͡sʰ
բեռ	pʰɛɾ
զորավար	zɔɾɑvɑɾ
էներգիա	ɛnɛɾkʰjɑ
աճառյան	ɑd͡ʒɑɾjɑn
խռթալ	χəɾtʰɑl
տոլյատի	dɔljɑdi
հովսեփ	hɔfsɛpʰ
մոխրոտիկ	mɔχɾɔdiɡ
փրկագին	pʰəɾɡɑkʰin
վագր	vɑkʰəɾ
բժշկություն	pʰəʒəʃkutʰʏn
թեքել	tʰɛkʰɛl
քննել	kʰənːɛl
հառաչալիր	hɑɾɑt͡ʃʰɑliɾ
ներգոյական	nɛɾkʰɔjɑɡɑn
մառոլ	mɑɾɔl
պարգեւ	bɑɾkʰɛv
ավետչյա	ɑvɛdt͡ʃʰjɑ
փսխունք	pʰəsχuŋkʰ
արդյուն	ɑɾtʰʏn
քջուջ	kʰət͡ʃʰut͡ʃʰ
հաագա	hɑɑkʰɑ
լավա	lɑvɑ
հեռանկար	hɛɾɑnəɡɑɾ
գրասենյակ	kʰəɾɑsɛnjɑɡ
բառարան	pʰɑɾɑɾɑn
ստրուկ	əstɾuɡ
հացենի	hɑt͡sʰɛni
կայծառ	ɡɑjd͡zɑɾ
գաղտակուր	kʰɑχtɑɡuɾ
օրջոնիկիձե	ɔɾt͡ʃʰɔniɡit͡sʰɛ
քարտեզագրական	kʰɑɾdɛzɑkʰɾɑɡɑn
տպարան	dəbɑɾɑn
հեռագիր	hɛɾɑkʰiɾ
աստղադիտարան	ɑstʁɑtʰidɑɾɑn
շվեյցարիա	ʃvɛjt͡sʰɑɾjɑ
քարոզչություն	kʰɑɾɔzt͡ʃʰutʰʏn
հիմնադրվել	himnɑtʰəɾvɛl
անատոլիա	ɑnɑdɔljɑ
ամենագետ	ɑmɛnɑkʰɛd
նիամեյ	njɑmɛj
նշիկ	nəʃiɡ
պառակտություն	bɑɾɑɡdutʰʏn
ձախող	t͡sʰɑχɔʁ
լաց	lɑt͡sʰ
ձագար	t͡sʰɑkʰɑɾ
պագանել	bɑkʰɑnɛl
ուկրաինա	uɡɾɑjinɑ
սպարապետ	əspɑɾɑbɛd
կանչել	ɡɑnt͡ʃʰɛl
միկրոնեզիա	miɡɾɔnɛzjɑ
ոջիլ	vɔt͡ʃʰil
ազնվամորի	ɑznəvɑmɔɾi
ֆիզիկական	fiziɡɑɡɑn
հասկ	hɑsk
պարարտ	bɑɾɑɾd
արտակ	ɑɾdɑɡ
զվարճանք	zəvɑɾd͡ʒɑŋkʰ
արձակել	ɑɾt͡sʰɑɡɛl
տիգրիս	dikʰɾis
էլեկտրոլիզ	ɛlɛɡdɾɔliz
յոթներյակ	jɔtʰnɛɾjɑɡ
հերքելի	hɛɾkʰɛli
հասկանալ	hɑskɑnɑl
խաղաղություն	χɑʁɑʁutʰʏn
այսուամենայնիվ	ɑjsuɑmɛnɑjniv
կտրականորեն	ɡədɾɑɡɑnɔɾɛn
հազ	hɑz
քարավան	kʰɑɾɑvɑn
հրեղեն	həɾɛʁɛn
մայկոպ	mɑjɡɔb
ցացիկի	t͡sʰɑt͡sʰiɡi
վարձ	vɑɾt͡sʰ
հղացք	həʁɑt͡sʰkʰ
տնփեսա	dənpʰɛsɑ
ընտանեական	əndɑnjɑɡɑn
քաղել	kʰɑʁɛl
բարձրանալ	pʰɑɾt͡sʰɾɑnɑl
նպարավաճառ	nəbɑɾɑvɑd͡ʒɑɾ
գաղութ	kʰɑʁutʰ
ազաբանալ	ɑzɑpʰɑnɑl
գոռալ	kʰɔɾɑl
ածք	ɑt͡sʰkʰ
հավաք	hɑvɑkʰ
պանիր	bɑniɾ
նվիրում	nəviɾum
պեսո	bɛsɔ
մահմեդականություն	mɑhmɛtʰɑɡɑnutʰʏn
լահմաջու	lɑhmɑt͡ʃʰu
օսիրիս	ɔsiɾis
աքսորել	ɑkʰsɔɾɛl
օմսկ	ɔmsk
պրովանսերեն	bɾɔvɑnsɛɾɛn
թլփատել	tʰəlpʰɑdɛl
ամբիցիոզ	ɑmpʰit͡sʰiɔz
խոթություն	χɔtʰutʰʏn
խոզանոց	χɔzɑnɔt͡sʰ
թեկնածու	tʰɛɡnɑd͡zu
ղարաբաղ	ʁɑɾɑpʰɑʁ
զինադադար	zinɑtʰɑtʰɑɾ
հանձին	hɑnt͡sʰin
սակերեն	sɑɡɛɾɛn
եկվոր	jɛɡvɔɾ
ձոր	t͡sʰɔɾ
եզերք	jɛzɛɾkʰ
փետել	pʰɛdɛl
գրիպ	kʰəɾib
կրետե	ɡəɾɛdɛ
օդատիեզերական	ɔtʰɑdjɛzɛɾɑɡɑn
սոսինձ	sɔsint͡sʰ
ճշգրիտ	d͡ʒəʃkʰɾid
պիզացի	bizɑt͡sʰi
երազ	jɛɾɑz
հասկանալի	hɑskɑnɑli
աֆրիկական	ɑfɾiɡɑɡɑn
կռանալ	ɡəɾɑnɑl
գերծել	kʰɛɾd͡zɛl
վերջաբան	vɛɾt͡ʃʰɑpʰɑn
փտել	pʰədɛl
մխոց	məχɔt͡sʰ
զահմեթ	zɑhmɛtʰ
երի	jɛɾi
նախագծել	nɑχɑkʰəd͡zɛl
վաճառ	vɑd͡ʒɑɾ
գիտակցում	kʰidɑkʰt͡sʰum
ջրվեժ	t͡ʃʰəɾvɛʒ
ճերմակ	d͡ʒɛɾmɑɡ
դարձվածք	tʰɑɾt͡sʰvɑt͡sʰkʰ
ատրուշան	ɑdɾuʃɑn
գոգաթիակ	kʰɔkʰɑtʰijɑɡ
թաթման	tʰɑtʰmɑn
որոճ	vɔɾɔd͡ʒ
միաձայն	mijɑt͡sʰɑjn
նշանակալից	nəʃɑnɑɡɑlit͡sʰ
սորբոն	sɔɾpʰɔn
թովել	tʰɔvɛl
ձա	t͡sʰɑ
հաուսա	hɑusɑ
վնասվածք	vənɑsvɑt͡sʰkʰ
բազմածաղիկ	pʰɑzmɑd͡zɑʁiɡ
հպարտություն	həbɑɾdutʰʏn
ընթերցող	əntʰɛɾt͡sʰɔʁ
վիժել	viʒɛl
անազատություն	ɑnɑzɑdutʰʏn
թառել	tʰɑɾɛl
բոզոն	pʰɔzɔn
ավարտվածություն	ɑvɑɾdvɑd͡zutʰʏn
կոխել	ɡɔχɛl
չատտիսգարհ	t͡ʃʰɑdːiskʰɑɾh
մենք	mɛŋkʰ
աբբայություն	ɑpʰːɑjutʰʏn
ռեգգի	ɾɛkʰːi
հնարամտություն	hənɑɾɑmədutʰʏn
դուրգարյան	tʰuɾkʰɑɾjɑn
զվարճացնել	zəvɑɾd͡ʒɑt͡sʰənɛl
քծնանք	kʰəd͡znɑŋkʰ
քեռու	kʰɛɾu
ներքնազգեստ	nɛɾkʰnɑskʰɛst
լոշ	lɔʃ
համագործակցություն	hɑmɑkʰɔɾd͡zɑkʰt͡sʰutʰʏn
շագանակագույն	ʃɑkʰɑnɑɡɑkʰujn
սրուճ	səɾud͡ʒ
արտյոմ	ɑɾdjɔm
երգիծանք	jɛɾkʰid͡zɑŋkʰ
շեյթան	ʃɛjtʰɑn
ակներեւաբար	ɑɡnɛɾɛvɑpʰɑɾ
կալ	ɡɑl
հայտարար	hɑjdɑɾɑɾ
բարդացնել	pʰɑɾtʰɑt͡sʰənɛl
ծիլ	d͡zil
բելիսարիոս	pʰɛlisɑɾiɔs
թոռ	tʰɔɾ
օգնություն	ɔkʰnutʰʏn
իրովսանն	iɾɔfsɑnː
գլել	kʰəlɛl
փութացնել	pʰutʰɑt͡sʰənɛl
քուվեյթ	kʰuvɛjtʰ
ամբարտավան	ɑmpʰɑɾdɑvɑn
լոք	lɔkʰ
ավիրել	ɑviɾɛl
ձեւաչափ	t͡sʰɛvɑt͡ʃʰɑpʰ
շնորհավորություն	ʃnɔɾɑvɔɾutʰʏn
կոտրել	ɡɔdɾɛl
գասպարյան	kʰɑspɑɾjɑn
լիճ	lid͡ʒ
գրոզնի	kʰɾɔzni
նեստորական	nɛstɔɾɑɡɑn
թեկուզ	tʰɛɡuz
լամբադա	lɑmpʰɑtʰɑ
ներքո	nɛɾkʰɔ
թքել	tʰəkʰɛl
առաջնեկ	ɑɾɑt͡ʃʰnɛɡ
մկրատ	məɡɾɑd
խեղանդամ	χɛʁɑntʰɑm
հիրավի	hiɾɑvi
մատյան	mɑdjɑn
փակ	pʰɑɡ
ավգիաս	ɑfkʰijɑs
պիցցա	bit͡sʰːɑ
առեղ	ɑɾɛʁ
ճշմարտիվ	d͡ʒəʃmɑɾdiv
մտահոգված	mədɑhɔkʰvɑd͡z
դագանակ	tʰɑkʰɑnɑɡ
հրդեհում	həɾtʰɛhum
կենտրոնանալ	ɡɛndɾɔnɑnɑl
տատմեր	dɑdmɛɾ
զվարճախոսել	zəvɑɾd͡ʒɑχɔsɛl
իվան	ivɑn
խարխալել	χɑɾχɑlɛl
հեղուսել	hɛʁusɛl
մոլեգնել	mɔlɛkʰnɛl
արգասիք	ɑɾkʰɑsikʰ
տաշտ	dɑʃt
ցիգան	t͡sʰikʰɑn
առավելագույն	ɑɾɑvɛlɑkʰujn
նիստ	nist
տժվժալ	dəʒvəʒɑl
նարե	nɑɾɛ
վլադիմիր	vlɑtʰimiɾ
քծինք	kʰəd͡ziŋkʰ
տավիղ	dɑviʁ
բրատիսլավա	pʰɾɑdislɑvɑ
շիշ	ʃiʃ
գգվել	kʰəkʰvɛl
թագավորություն	tʰɑkʰɑvɔɾutʰʏn
գազայի	kʰɑzɑji
մոտանալ	mɔdɑnɑl
մերսի	mɛɾsi
ամենեւին	ɑmɛnɛvin
ողկույզ	vɔχkujz
օգնականություն	ɔkʰnɑɡɑnutʰʏn
վայր	vɑjɾ
ցավակցություն	t͡sʰɑvɑkʰt͡sʰutʰʏn
լրահոս	ləɾɑhɔs
հոլանել	hɔlɑnɛl
անտանելի	ɑndɑnɛli
մախաթ	mɑχɑtʰ
վատիկան	vɑdiɡɑn
ըլնել	əlnɛl
ունկնդիր	uŋɡəntʰiɾ
կլերմոն	ɡlɛɾmɔn
ստալին	əstɑlin
շվեդերեն	ʃvɛtʰɛɾɛn
զուգվել	zukʰvɛl
կիրակոսյան	ɡiɾɑɡɔsjɑn
ոստիկանություն	vɔstiɡɑnutʰʏn
մրցակցություն	məɾt͡sʰɑkʰt͡sʰutʰʏn
տուրմ	duɾm
դավադրության	tʰɑvɑtʰɾutʰjɑn
քայլերգ	kʰɑjlɛɾkʰ
լույս	lujs
սյամ	sjɑm
աման	ɑmɑn
վերջավորել	vɛɾt͡ʃʰɑvɔɾɛl
խոյ	χɔj
լիգուրիա	likʰuɾjɑ
մասնակցել	mɑsnɑkʰt͡sʰɛl
փնտրել	pʰəndɾɛl
նալ	nɑl
անհետանալ	ɑnhɛdɑnɑl
մշուշ	məʃuʃ
արդյան	ɑɾtʰjɑn
վենեսուելա	vɛnɛsuɛlɑ
լծել	ləd͡zɛl
լափել	lɑpʰɛl
մանյակ	mɑnjɑɡ
աճել	ɑd͡ʒɛl
կոնֆերանս	ɡɔnfɛɾɑns
արբունք	ɑɾpʰuŋkʰ
գաբոն	kʰɑpʰɔn
զոհրաբ	zɔhɾɑpʰ
անանցողական	ɑnɑnt͡sʰɔʁɑɡɑn
սառուց	sɑɾut͡sʰ
իթակե	itʰɑɡɛ
ցնցուղ	t͡sʰənt͡sʰuʁ
հավաստի	hɑvɑsti
թոփիկ	tʰɔpʰiɡ
պատրաստ	bɑdɾɑst
ցրտավուն	t͡sʰəɾdɑvun
հոլաթեւել	hɔlɑtʰɛvɛl
ապշել	ɑbʃɛl
փռյուգիա	pʰəɾʏkʰjɑ
խեթ	χɛtʰ
կաթսայիկ	ɡɑtʰsɑjiɡ
հրեշտակյան	həɾɛʃtɑɡjɑn
գանգրավուն	kʰɑŋkʰɾɑvun
չվառ	t͡ʃʰəvɑɾ
աստղադիտակ	ɑstʁɑtʰidɑɡ
լողակ	lɔʁɑɡ
անտարկտիկա	ɑndɑɾɡdiɡɑ
հունվարյան	hunvɑɾjɑn
բանականություն	pʰɑnɑɡɑnutʰʏn
մանկտիք	mɑŋɡdikʰ
լմննալ	ləmənːɑl
ընտրյալ	əndəɾjɑl
կով	ɡɔv
ճոճել	d͡ʒɔd͡ʒɛl
շնորհավոր	ʃənɔɾɑvɔɾ
անարի	ɑnɑɾi
ստեղծագործ	əstɛʁd͡zɑkʰɔɾd͡z
մամելյուկ	mɑmɛlʏɡ
պոչատ	bɔt͡ʃʰɑd
լիմոնադ	limɔnɑtʰ
ընկեր	əŋɡɛɾ
ներքնաձիգ	nɛɾkʰnɑt͡sʰikʰ
լվացարան	ləvɑt͡sʰɑɾɑn
պատկերել	bɑdɡɛɾɛl
համալրել	hɑmɑlɾɛl
այրուձի	ɑjɾut͡sʰi
ավիացիա	ɑvjɑt͡sʰjɑ
քնաշրջիկ	kʰənɑʃəɾt͡ʃʰiɡ
խթել	χətʰɛl
երթեւեկություն	jɛɾtʰɛvɛɡutʰʏn
փքել	pʰəkʰɛl
առկախվել	ɑɾɡɑχvɛl
ըմբիշ	əmpʰiʃ
ղեկավարել	ʁɛɡɑvɑɾɛl
վեզիր	vɛziɾ
աշխարհաքաղաքական	ɑʃχɑɾɑkʰɑʁɑkʰɑɡɑn
հետաքրքրություն	hɛdɑkʰəɾkʰɾutʰʏn
ամաչել	ɑmɑt͡ʃʰɛl
դաշտամուկ	tʰɑʃtɑmuɡ
կորպուս	ɡɔɾbus
աբրեշումե	ɑpʰɾɛʃumɛ
դատարկ	tʰɑdɑɾɡ
ճավայերեն	d͡ʒɑvɑjɛɾɛn
փափագ	pʰɑpʰɑkʰ
ոսկեղեն	vɔskɛʁɛn
խոնջ	χɔnt͡ʃʰ
անմիջական	ɑnmit͡ʃʰɑɡɑn
կիսանդրի	kisɑntʰɾi
օսական	ɔsɑɡɑn
որդեգրություն	vɔɾtʰɛkʰəɾutʰʏn
իղրար	iʁɾɑɾ
լահմաջուն	lɑhmɑt͡ʃʰun
անթայր	ɑntʰɑjɾ
խուտուտ	χudud
հայասերեն	hɑjɑsɛɾɛn
կահույք	ɡɑhujkʰ
հերոսական	hɛɾɔsɑɡɑn
միավորվել	mijɑvɔɾvɛl
ղանձիլ	ʁɑnt͡sʰil
զավեն	zɑvɛn
վտանգավոր	vədɑŋkʰɑvɔɾ
բյութանիա	pʰʏtʰɑnjɑ
անուշ	ɑnuʃ
հակահերոս	hɑɡɑhɛɾɔs
պոլիոմիելիտ	bɔlijɔmjɛlid
ընթրիք	əntʰɾikʰ
ընգնել	əŋkʰnɛl
հարացույց	hɑɾɑt͡sʰujt͡sʰ
հրթիռ	həɾtʰiɾ
հունգարացի	huŋkʰɑɾɑt͡sʰi
մոտիկանալ	mɔdiɡɑnɑl
վլադիվոստոկ	vlɑtʰivɔstɔɡ
արգելք	ɑɾkʰɛlkʰ
համավարակ	hɑmɑvɑɾɑɡ
կրտսեր	ɡəɾdsɛɾ
ծախվածություն	d͡zɑχvɑd͡zutʰʏn
տանգո	dɑŋkʰɔ
թիակ	tʰijɑɡ
կերակրափող	ɡɛɾɑɡɾɑpʰɔʁ
միասնաբար	mijɑsnɑpʰɑɾ
ծերույթ	d͡zɛɾujtʰ
կազան	ɡɑzɑn
տիպ	dib
ամենուրեք	ɑmɛnuɾɛkʰ
մանգո	mɑŋkʰɔ
հա	hɑ
կարեկցություն	ɡɑɾɛkʰt͡sʰutʰʏn
աղիք	ɑʁikʰ
գրադարան	kʰəɾɑtʰɑɾɑn
վիետնամցի	vjɛdnɑmt͡sʰi
նարտ	nɑɾd
ագուցավորել	ɑkʰut͡sʰɑvɔɾɛl
արյունոտ	ɑɾʏnɔd
բաթում	pʰɑtʰum
նռնակ	nəɾnɑɡ
ավեստերեն	ɑvɛstɛɾɛn
աներկյուղ	ɑnɛɾɡʏʁ
պնչատ	bənt͡ʃʰɑd
տարողություն	dɑɾɔʁutʰʏn
լճաշեն	ləd͡ʒɑʃɛn
բնապահպանություն	pʰənɑbɑhbɑnutʰʏn
զազայերեն	zɑzɑjɛɾɛn
հանձինս	hɑnt͡sʰinəs
եռանդուն	jɛɾɑntʰun
ոլոր	vɔlɔɾ
ազորներ	ɑzɔɾnɛɾ
անընդհատ	ɑnəntʰɑd
ե	jɛ
հաստագլուխ	hɑstɑkʰəluχ
անալի	ɑnɑli
ընտանեկան	əndɑnɛɡɑn
հելսինգֆորս	hɛlsiŋkʰfɔɾs
սամվել	sɑmvɛl
բեյսբոլ	pʰɛjspʰɔl
վիետնամ	vjɛdnɑm
սրբուհի	səɾpʰuhi
պետրոսյան	bɛdɾɔsjɑn
ագահորեն	ɑkʰɑhɔɾɛn
փապար	pʰɑbɑɾ
գանգրագեղ	kʰɑŋkʰɾɑkʰɛʁ
մոլդովա	mɔltʰɔvɑ
դաշտ	tʰɑʃt
ալեբաստր	ɑlɛpʰɑstəɾ
սպանություն	əspɑnutʰʏn
դուք	tʰukʰ
չիպ	t͡ʃʰib
սոր	sɔɾ
կոն	ɡɔn
ֆաշիզմ	fɑʃizm
որթ	vɔɾtʰ
ողորկ	vɔʁɔɾɡ
բրուտ	pʰɾud
այրացի	ɑjɾɑt͡sʰi
լազերեն	lɑzɛɾɛn
կտավիք	ɡədɑvikʰ
անասուն	ɑnɑsun
ցնորամիտ	t͡sʰənɔɾɑmid
շոգենավ	ʃɔkʰɛnɑv
խնամի	χənɑmi
արվարձան	ɑɾvɑɾt͡sʰɑn
ընտրել	əndɾɛl
դրամ	tʰəɾɑm
ստեղծել	əstɛʁd͡zɛl
բավ	pʰɑv
խարբալել	χɑɾpʰɑlɛl
փոթորիկ	pʰɔtʰɔɾiɡ
պանրխոտ	bɑnəɾχɔd
բենգալուրու	pʰɛŋkʰɑluɾu
քսաներեք	kʰəsɑnɛɾɛkʰ
եղբոր	jɛχpɔɾ
հաղթաթուղթ	hɑχtʰɑtʰuχtʰ
շվեյցար	ʃvɛjt͡sʰɑɾ
երգի	jɛɾkʰi
այս	ɑjs
սինդհի	sintʰhi
խտղտացնել	χədʁədɑt͡sʰənɛl
թուրքիա	tʰuɾkʰjɑ
աստվածաբան	ɑstvɑd͡zɑpʰɑn
սրբոսկր	səɾpʰɔskəɾ
քաղաքագետ	kʰɑʁɑkʰɑkʰɛd
ծաղկեպսակ	d͡zɑχkɛbəsɑɡ
պլոկել	bəlɔɡɛl
մկրտումյան	məɡəɾdumjɑn
միասնականացում	mjɑsnɑɡɑnɑt͡sʰum
գտածո	kʰədɑd͡zɔ
վարժություն	vɑɾʒutʰʏn
սնոտիք	sənɔdikʰ
ագանյա	ɑkʰɑnjɑ
ավերակ	ɑvɛɾɑɡ
բոստան	pʰɔstɑn
կեռ	ɡɛɾ
սպորտ	əspɔɾd
ամսագիր	ɑmsɑkʰiɾ
տանջել	dɑnt͡ʃʰɛl
անտիրական	ɑndiɾɑɡɑn
վարվել	vɑɾvɛl
րոպեական	ɾɔbɛjɑɡɑn
կաղապարը	ɡɑʁɑbɑɾə
թուրին	tʰuɾin
արջ	ɑɾt͡ʃʰ
բռնել	pʰəɾnɛl
կառնատակա	ɡɑɾnɑdɑɡɑ
ասուպ	ɑsub
աստվածեղեն	ɑstvɑd͡zɛʁɛn
բազալտ	pʰɑzɑld
աֆղանստան	ɑfʁɑnəstɑn
ծղրիդ	d͡zəʁɾitʰ
լող	lɔʁ
ճամբար	d͡ʒɑmpʰɑɾ
հետեւ	hɛdɛv
ակնեղեն	ɑɡnɛʁɛn
հանդուրժողականություն	hɑntʰuɾʒɔʁɑɡɑnutʰʏn
ռաջաստան	ɾɑt͡ʃʰɑstɑn
կոնստրուկտիվ	ɡɔnstɾuɡdiv
երնեկ	jɛɾnɛɡ
ջիգիթ	t͡ʃʰikʰitʰ
ուղերձ	uʁɛɾt͡sʰ
մեծատուն	mɛd͡zɑdun
վայրկենական	vɑjɾɡɛnɑɡɑn
արտաշես	ɑɾdɑʃɛs
աբրամ	ɑpʰɾɑm
փոքրիկ	pʰɔkʰɾiɡ
ասպետական	ɑspɛdɑɡɑn
սնոտի	sənɔdi
նախատեսություն	nɑχɑdɛsutʰʏn
բազա	pʰɑzɑ
օրգանիզմ	ɔɾkʰɑnizm
հողդողդ	hɔχtʰɔχtʰ
մաղարիչ	mɑʁɑɾit͡ʃʰ
ձիահ	t͡sʰiɑh
ղազար	ʁɑzɑɾ
հորքուր	hɔɾkʰuɾ
վերջապահ	vɛɾt͡ʃʰɑbɑh
արհամարհել	ɑɾhɑmɑɾɛl
ինֆոգրաֆիկա	infɔkʰɾɑfiɡɑ
ներգաղթ	nɛɾkʰɑχtʰ
արտախուրակ	ɑɾdɑχuɾɑɡ
որոր	vɔɾɔɾ
սպրիչ	əspɾit͡ʃʰ
աբել	ɑpʰɛl
նապաստակ	nɑbɑstɑɡ
խորհրդաժողով	χɔɾəɾtʰɑʒɔʁɔv
քաղաքակրթություն	kʰɑʁɑkʰɑɡəɾtʰutʰʏn
հորս	hɔɾs
հաղորդում	hɑʁɔɾtʰum
քսաներորդ	kʰəsɑnɛɾɔɾtʰ
բամբակ	pʰɑmpʰɑɡ
բրեցել	pʰɾɛt͡sʰɛl
հաճարի	hɑd͡ʒɑɾi
հառաչաձայն	hɑɾɑt͡ʃʰɑt͡sʰɑjn
եք	ɛkʰ
հերիք	hɛɾikʰ
ձեթ	t͡sʰɛtʰ
ճոռոմաբան	d͡ʒɔɾɔmɑpʰɑn
բավիղ	pʰɑviʁ
շամպայն	ʃɑmbɑjn
արծրունյաց	ɑɾd͡zɾunjɑt͡sʰ
ակտիվորեն	ɑɡdivɔɾɛn
քաղկեդոն	kʰɑʁɡɛtʰɔn
գորովել	kʰɔɾɔvɛl
ասուլիս	ɑsulis
հայֆա	hɑjfɑ
պատրինջ	bɑdɾint͡ʃʰ
նկարել	nəɡɑɾɛl
ազդրոսկր	ɑstʰɾɔskəɾ
հաղթու	hɑχtʰu
մոխրագույն	mɔχɾɑkʰujn
հավակնորդ	hɑvɑɡnɔɾtʰ
ջիպ	t͡ʃʰib
հինգերորդ	hiŋkʰɛɾɔɾtʰ
մայել	mɑjɛl
հայտարարվել	hɑjdɑɾɑɾvɛl
միկրոալիքային	miɡɾɔɑlikʰɑjin
եգիպտացորեն	jɛkʰibdɑt͡sʰɔɾɛn
այծ	ɑjd͡z
ամիկ	ɑmiɡ
հանդուրժողական	hɑntʰuɾʒɔʁɑɡɑn
բոզ	pʰɔz
բարդույթ	pʰɑɾtʰujtʰ
համագործակցել	hɑmɑkʰɔɾd͡zɑkʰt͡sʰɛl
քաղբյուրո	kʰɑχpʰʏɾɔ
սոսկ	sɔsk
կատիկ	ɡɑdiɡ
զուգահեռանիստ	zukʰɑhɛɾɑnist
խաչմերուկ	χɑt͡ʃʰmɛɾuɡ
մաստակ	mɑstɑɡ
վիճակագրություն	vid͡ʒɑɡɑkʰɾutʰʏn
երամովին	jɛɾɑmɔvin
երիցուկ	jɛɾit͡sʰuɡ
պիրենեյան	biɾɛnɛjɑn
հիվանդանալ	hivɑntʰɑnɑl
փորել	pʰɔɾɛl
անտիկ	ɑndiɡ
բջիջ	pʰət͡ʃʰit͡ʃʰ
ստորերկրյա	əstɔɾɛɾɡɾjɑ
բլոկադա	pʰlɔɡɑtʰɑ
արեւմտահայ	ɑɾɛvmədɑhɑj
ողջակիզում	vɔχt͡ʃʰɑɡizum
թանաք	tʰɑnɑkʰ
սաունա	sɑunɑ
կիպ	ɡib
պրոֆեսոր	bɾɔfɛsɔɾ
առոգանել	ɑɾɔkʰɑnɛl
ծեփ	d͡zɛpʰ
դե	tʰɛ
ալիեւ	ɑlijɛv
ապարանցի	ɑbɑɾɑnt͡sʰi
շրջանագիծ	ʃəɾt͡ʃʰɑnɑkʰid͡z
գրադարակ	kʰəɾɑtʰɑɾɑɡ
