ସହଯୋଗୀ	sɔhɔd͡ʒogi
କ୍ଷତ	kʰjɔt̪ɔ
ନଡ଼ିଆ	nɔɽiaː
ଧାଡ଼ି	d̪ʱaːɽi
ଆକ୍ରମଣ	aːkɾɔmɔɳɔ
ଘଷୁଥିଲେ	ɡʱɔsut̪ʰile
ପାଳି	paːl̪i
ଚାହୁଁନଥିଲା	t͡ʃaːhũnɔt̪ʰilaː
ସହରକୁ	sɔhɔɾɔku
ମସ୍ତିଷ୍କ	mɔst̪iskɔ
କାଳେ	kaːl̪e
ମନମୋହନ	mɔnɔmohɔnɔ
ପାଇଯିବା	paːid͡ʒibaː
ଜନ	d͡ʒɔnɔ
ସ୍ମୃତି	smrut̪i
ସଂସଦ	sɔŋsɔd̪ɔ
ପକାଇବା	pɔkaːibaː
ଜୀବନୀ	d͡ʒibɔni
ଚାରିପଟେ	t͡ʃaːripɔʈe
ଭି	bʱi
ଏଠାରେ	eʈʰaːre
ପାଟିରେ	paːʈire
ତାହାକୁ	t̪aːhaːku
ବଜାରରୁ	bɔd͡ʒaːɾɔru
ଚୋରଙ୍କୁ	t͡ʃoɾɔŋku
ମିଶେଇ	misei
ଗଲାବେଳେ	ɡɔlaːbel̪e
ଚାଷୀଟି	t͡ʃaːsiʈi
ହଲନ୍ତି	hɔlɔnt̪i
ଧରି	d̪ʱɔri
ଜାଲନେଇ	d͡ʒaːlɔnei
ମାଡ଼	maːɽɔ
ଭାଷା	bʱaːsaː
କପଡା	kɔpɔɖaː
ଏକାଡେମି	ekaːɖemi
ଲଢିବ	lɔɖʱibɔ
ଜ୍ଞାନ	d͡ʒɲaːnɔ
ରାଜାଂକ	raːd͡ʒaːŋkɔ
ଦୋକାନ	d̪okaːnɔ
ଡେଇଁବୁ	ɖeĩbu
ଲାଗିଯାଅ	laːgid͡ʒaːɔ
ପହଂଚିଲେ	pɔhɔŋt͡ʃile
ଶ୍ରୀଲଙ୍କା	srilɔŋkaː
ଆକାଶକୁ	aːkaːsɔku
ଗପ୍ପୁ	ɡɔppu
ବୁଲୁଥିଲେ	bulut̪ʰile
କୃମି	krumi
ପଡ଼ିବ	pɔɽibɔ
ପାଇଲେନି	paːileni
ଚିଠି	t͡ʃiʈʰi
ହୋଇ	hoi
ଆକାଶର	aːkaːsɔɾɔ
ଠା	ʈʰaː
ପରତ	pɔɾɔt̪ɔ
ବ୍ୟାୟାମ	bjaːjaːmɔ
ଭୁଲ୍	bʱul
ଚମକୁ	t͡ʃɔmɔku
ନାଚେ	naːt͡ʃe
ପୋଷକ	posɔkɔ
ଟିଭି	ʈibʱi
ମଟରସାଇକେଲ	mɔʈɔɾɔsaːikelɔ
ହସୁଛନ୍ତି	hɔsut͡ʃʰɔnt̪i
ଦିଅନ୍ତୁ	d̪iɔnt̪u
ପାଚେର	paːt͡ʃeɾɔ
ଥକି	t̪ʰɔki
ପିମ୍ପୁଡ଼ି	pimpuɽi
ଶାଗୁଆ	saːguaː
ଏଇନା	einaː
ସ୍ଵରୂପ	suɔrupɔ
ପୁତ୍ର	put̪ɾɔ
ଦୌଡୁଥିଲା	d̪ɔuɖut̪ʰilaː
ଶୁଂଘି	suŋgʰi
କୋର୍ଟଟି	korʈɔʈi
ଚିକିମିକିଆ	t͡ʃikimikiaː
ମୁଣ୍ଡଭିତରେ	muɳɖɔbʱit̪ɔre
ଦଳର	d̪ɔl̪ɔɾɔ
ଚିହ୍ନବର୍ଣ୍ଣ	t͡ʃihnɔbɔrɳɳɔ
ଇବୋକ୍	ibok
ଅବରୁଦ୍ଧ	ɔbɔrud̪d̪ʱɔ
ପଡ଼ିବନି	pɔɽibɔni
ରଖା	ɾɔkʰaː
ଜଳନ୍ତି	d͡ʒɔl̪ɔnt̪i
ଭୁକି	bʱuki
ଯତ୍ନର	d͡ʒɔt̪nɔɾɔ
ମରୁଭୂମିର	mɔrubʱumiɾɔ
ଏହାଯୋଗୁଁ	ehaːd͡ʒogũ
ଆଶୁତୋଷ	aːsut̪osɔ
ପଛ	pɔt͡ʃʰɔ
ଗେଟ୍	geʈ
ଲାଗୁଥାଏ	laːgut̪ʰaːe
ଚାହିଁଲା	t͡ʃaːhĩlaː
କାଠିର	kaːʈʰiɾɔ
ବାଲି	baːli
ଦିଶୁଥିଲେ	d̪isut̪ʰile
ଚଷମା	t͡ʃɔsɔmaː
ଖଂଜିତ	kʰɔŋd͡ʒit̪ɔ
ଦାନ	d̪aːnɔ
ମୋବାଇଲ	mobaːilɔ
ଅବସ୍ଥା	ɔbɔst̪ʰaː
ଅନ୍ଧକାର	ɔnd̪ʱɔkaːɾɔ
ଦେଲେ	d̪ele
ଗୀତ	git̪ɔ
ବ୍ୟବହାରରେ	bjɔbɔhaːɾɔre
କହୁଥାନ୍ତି	kɔhut̪ʰaːnt̪i
ତରଳ	t̪ɔɾɔl̪ɔ
ରଙ୍ଗମଞ୍ଚରେ	ɾɔŋɡɔmɔɲt͡ʃɔre
ଆସିଥିଲେ	aːsit̪ʰile
ଶୁଣା	suɳaː
ବାଣୀକୁ	baːɳiku
ପ୍ରଚଳନ	pɾɔt͡ʃɔl̪ɔnɔ
ଲୁସିଅସ୍	lusiɔs
କରନା	kɔɾɔnaː
ଓହ୍ଲାଇବା	ohlaːibaː
ବିଭାଗରେ	bibʱaːɡɔre
ବେଳେବେଳେ	bel̪ebel̪e
କୁହାଯାଇଥାଏ	kuhaːd͡ʒaːit̪ʰaːe
ବିଧାନ	bid̪ʱaːnɔ
ଖୁଆଇବାକୁ	kʰuaːibaːku
ହାରାହାରି	haːraːhaːri
ନୂଆ	nuaː
ଗୁଣନ	guɳɔnɔ
କାହାଠୁ	kaːhaːʈʰu
ବାଜିଲାଣି	baːd͡ʒilaːɳi
ଚୂଲିରୁ	t͡ʃuliru
ଠାରୁ	ʈʰaːru
ଜାହାନାରା	d͡ʒaːhaːnaːraː
ରୋମ	romɔ
ବିନା	binaː
ସାମୁଦ୍ରିକ	saːmud̪rikɔ
ଆଦିରେ	aːd̪ire
କଷ୍ଟରେ	kɔsʈɔre
ପ୍ରତିଦିନ	pɾɔt̪id̪inɔ
କଶ୍ମିରୀ	kɔsmiri
ସ୍ୱରରେ	suɔɾɔre
ମୋହନ	mohɔnɔ
ଆଶ୍ରମବାସୀ	aːsɾɔmɔbaːsi
ଏପଟ-ସେପଟ	epɔʈɔ-sepɔʈɔ
ରଖିଗଲା	ɾɔkʰiɡɔlaː
ପଡ଼ିଛି	pɔɽit͡ʃʰi
ବେସିନ୍	besin
ରହିଥିବା	ɾɔhit̪ʰibaː
ପଟି	pɔʈi
ସ୍ଵଳ୍ପ	suɔl̪pɔ
ହେଲା	helaː
ଖାଇବାଠାରୁ	kʰaːibaːʈʰaːru
ତୋତା	t̪ot̪aː
ମୋଗଲ	moɡɔlɔ
କଚକଚିଆ	kɔt͡ʃɔkɔt͡ʃiaː
ପୋଷାକକୁ	posaːkɔku
ପୁରୁଣାପତ୍ରିକା	puruɳaːpɔt̪rikaː
କୃଷ୍ଣଚନ୍ଦ୍ର	krusɳɔt͡ʃɔnd̪ɾɔ
ପବିତ୍ର	pɔbit̪ɾɔ
ମିଳାଇ	mil̪aːi
କଟିଲା	kɔʈilaː
ଏଭଳି	ebʰɔl̪i
କାନ୍ଦୁଛି	kaːnd̪ut͡ʃʰi
ଶୀତରେ	sit̪ɔre
ନଥାନ୍ତି	nɔt̪ʰaːnt̪i
ନାମ	naːmɔ
ଶିକ୍ଷକଙ୍କ	sikʰjɔkɔŋkɔ
ଟି	ʈi
ଥପା	t̪ʰɔpaː
ଯାଇପାରିବେ	d͡ʒaːipaːribe
ଲାଗିଯିବ	laːgid͡ʒibɔ
ପାଠାଗାର	paːʈʰaːgaːɾɔ
ଶତାବ୍ଦୀର	sɔt̪aːbd̪iɾɔ
ବଗିଚାରୁ	bɔgit͡ʃaːru
ରାମାୟଣ	raːmaːjɔɳɔ
ଛିଃ	t͡ʃʰih
ଶସ୍ୟ	sɔsjɔ
ଦେଖିବୁ	d̪ekʰibu
ସୀତା	sit̪aː
ହୋଇଥାନ୍ତି	hoit̪ʰaːnt̪i
ଗର୍ବର	ɡɔrbɔɾɔ
ପଦ୍ମଶ୍ରୀ	pɔd̪mɔsri
ବୁଝିଯାଇଥିବ	bud͡ʒʱid͡ʒaːit̪ʰibɔ
ବନ୍ଧ	bɔnd̪ʱɔ
ଭାବୁଥିଲା	bʱaːbut̪ʰilaː
ଚଢନ୍ତି	t͡ʃɔɖʱɔnt̪i
ସ୍କୁଲର	skulɔɾɔ
ପୂର୍ଣ୍ଣଚନ୍ଦ୍ର	purɳɳɔt͡ʃɔnd̪ɾɔ
ଜନନୀ	d͡ʒɔnɔni
ମିସ୍	mis
ଚାରିକୋଣିଆ	t͡ʃaːrikoɳiaː
ଦୁଧ	d̪ud̪ʱɔ
ଫୁଟା	pʰuʈaː
ନାକକୁ	naːkɔku
ଆଙ୍ଗୁଠିମାନେ	aːŋguʈʰimaːne
ଶେଖର	sekʰɔɾɔ
ହାଡ଼ଟିକୁ	haːɽɔʈiku
ବିଶାଳ	bisaːl̪ɔ
ଗଧିଆମାନେ	ɡɔd̪ʱiaːmaːne
ସେଇଟା	seiʈaː
ଖୋଳିବା	kʰol̪ibaː
ଦୌଡୁ	d̪ɔuɖu
ମହାନ୍ତି	mɔhaːnt̪i
ଦେଖିବାକୁ	d̪ekʰibaːku
ମହଲାରୁ	mɔhɔlaːru
ରଖାଯାଏ	ɾɔkʰaːd͡ʒaːe
ତୁତିର	t̪ut̪iɾɔ
ଆଖିରେ	aːkʰire
ପ୍ରମୁଖ	pɾɔmukʰɔ
ଆଲୋକିତ	aːlokit̪ɔ
ପେଟରୁ	peʈɔru
ଧାଇଁ	d̪ʱaːĩ
ପିଆଜ	piaːd͡ʒɔ
ଜାଣ	d͡ʒaːɳɔ
ଖାଉ	kʰaːu
କରୁଛ	kɔrut͡ʃʰɔ
ସାବଧାନତା	saːbɔd̪ʱaːnɔt̪aː
ଗୁପ୍ତଚର	gupt̪ɔt͡ʃɔɾɔ
ବଡ଼ମାଛ	bɔɽɔmaːt͡ʃʰɔ
ବସୁଥିଲେ	bɔsut̪ʰile
ବାପା-ବିଲେଇ	baːpaː-bilei
କୁହାଯାଏ	kuhaːd͡ʒaːe
ପିନ୍ଧିବା	pind̪ʱibaː
ଖେଳେ	kʰel̪e
ମାସରେ	maːsɔre
ଯେଉଁଟା	d͡ʒeũʈaː
ତମର	t̪ɔmɔɾɔ
ସ୍ଥାପିତ	st̪ʰaːpit̪ɔ
ପରିଚାଳନା	pɔrit͡ʃaːl̪ɔnaː
ହାରିନଥିଲେ	haːrinɔt̪ʰile
ଧଳା	d̪ʱɔl̪aː
ବଗିଚାରେ	bɔgit͡ʃaːre
ନବମୀ	nɔbɔmi
ଥିବାବେଳେ	t̪ʰibaːbel̪e
ପୃଥିବୀ	prut̪ʰibi
ବର୍ଫି	bɔrpʰi
ବେଞ୍ଚ	beɲt͡ʃɔ
ସାମନାରଠିଆ	saːmɔnaːɾɔʈʰiaː
ଆଲମାରୀ	aːlɔmaːri
ଭାଂଗୀ	bʱaːŋgi
ତୋର	t̪oɾɔ
ପ୍ରେସ	presɔ
ତାରେ	t̪aːre
ତେଲ	t̪elɔ
ଭୁବନେଶ୍ଵର	bʱubɔnesuɔɾɔ
ପ୍ରକୃତି	pɾɔkrut̪i
ଭିଡ଼	bʱiɽɔ
ଘଡ଼	ɡʱɔɽɔ
ମନୁଷ୍ୟ	mɔnusjɔ
ଭାଇକୁ	bʱaːiku
ଆଣ୍ଟାରେ	aːɳʈaːre
ପାଣିକୁ	paːɳiku
କ୍ରମେ	kɾɔme
ଦୌଡ଼ିଗଲା	d̪ɔuɽiɡɔlaː
ଦେଖାଯାଉଛନ୍ତି	d̪ekʰaːd͡ʒaːut͡ʃʰɔnt̪i
ଡ଼େଇଁ	ɽeĩ
ହଲାଇଲେ	hɔlaːile
ଜଣକରୁ	d͡ʒɔɳɔkɔru
ତଳୁ	t̪ɔl̪u
ସାସ୍ଥ୍ୟ	saːst̪ʰjɔ
ସାତଟା	saːt̪ɔʈaː
ପରିଶ୍ରମରେ	pɔrisɾɔmɔre
ଶେଷକୁ	sesɔku
ଟୁଲୁ	ʈulu
ଦୁଃସାହସ	d̪uhsaːhɔsɔ
କରାଯାଉଥିଲା	kɔraːd͡ʒaːut̪ʰilaː
ନୂତନ	nut̪ɔnɔ
ମାପିକି	maːpiki
ଦାସ	d̪aːsɔ
ଦୀପାବଳି	d̪ipaːbɔl̪i
ସ୍ବାଦିଷ୍ଟ	sbaːd̪isʈɔ
ରଥ	ɾɔt̪ʰɔ
ତାକଥା	t̪aːkɔt̪ʰaː
ପୋଷ୍ଟମ୍ୟାନ୍	posʈɔmjaːn
ଫଟା	pʰɔʈaː
କଲି	kɔli
ଫଳିଆ	pʰɔl̪iaː
ଉଚ୍ଚ	ut͡ʃt͡ʃɔ
ଜନଜାତି	d͡ʒɔnɔd͡ʒaːt̪i
ଫିଙ୍ଗି	pʰiŋgi
ଅସଂଖ୍ୟ	ɔsɔŋkʰjɔ
କଚ୍	kɔt͡ʃ
ଚାରିଆଡ	t͡ʃaːriaːɖɔ
ଶାସନକାଳ	saːsɔnɔkaːl̪ɔ
ଭାଗ୍ୟ	bʱaːgjɔ
ଦୌଡ଼ିଲି	d̪ɔuɽili
ପାହାଚ	paːhaːt͡ʃɔ
ବିଲେଇଛୁଆ	bileit͡ʃʰuaː
ଜାଳିଥିଲେ	d͡ʒaːl̪it̪ʰile
ଆଣିବା	aːɳibaː
ଦରୁଆନଟି	d̪ɔruaːnɔʈi
ବିରିୟାନି	birijaːni
ଦୌଡ଼ାଇଲା	d̪ɔuɽaːilaː
ଏଚ	et͡ʃɔ
ବୁଲିଲେ	bulile
ଫେଣା	pʰeɳaː
ମୁଚକ	mut͡ʃɔkɔ
ମିଶ୍ର	misɾɔ
ବୋହୁଛି	bohut͡ʃʰi
ପ୍ରାଣୀ	praːɳi
ଛୋଟ	t͡ʃʰoʈɔ
ଉପରୁ	upɔru
ଜଳାଇ	d͡ʒɔl̪aːi
ଧାଇଁଲେ	d̪ʱaːĩle
ଆଣିଲ	aːɳilɔ
ତୀବ୍ରତର	t̪ibɾɔt̪ɔɾɔ
ପ୍ରବଳ	pɾɔbɔl̪ɔ
କୌଣସି	kouɳɔsi
ସବୁଠୁ	sɔbuʈʰu
ଚାଲିଛି	t͡ʃaːlit͡ʃʰi
ଶରତ	sɔɾɔt̪ɔ
ବହିଲା	bɔhilaː
ଦେହସାରା	d̪ehɔsaːraː
କାନ୍ଦିଉଠିଲା	kaːnd̪iuʈʰilaː
ଉଚିତ	ut͡ʃit̪ɔ
ସିଲେଇରେ	sileire
ଗଙ୍ଗା	ɡɔŋgaː
ବ୍ୟଞ୍ଜନ	bjɔɲd͡ʒɔnɔ
ବାଜିଲା	baːd͡ʒilaː
ଫୁଲଟିଏ	pʰulɔʈie
ଗଳିରେ	ɡɔl̪ire
ମାଷ୍ଟ୍ରେଙ୍କ	maːsʈreŋkɔ
ଗୁଣା	guɳaː
କୋଠା	koʈʰaː
ଖୋଲିଦିଅ	kʰolid̪iɔ
ଥରେ	t̪ʰɔre
ଉପଲବ୍ଧ	upɔlɔbd̪ʱɔ
କରାମାତି	kɔraːmaːt̪i
ବାଦାମବାଲା	baːd̪aːmɔbaːlaː
ଆଣି	aːɳi
ଲାଗିବା	laːgibaː
ଯୁକ୍ତ	d͡ʒukt̪ɔ
ମାତ୍ର	maːt̪ɾɔ
ପଡ଼ିବା	pɔɽibaː
ରଡିଛାଡିଲା	ɾɔɖit͡ʃʰaːɖilaː
ସାଇକେଲ	saːikelɔ
ସରସ୍ଵତୀ	sɔɾɔsuɔt̪i
ରାଧା	raːd̪ʱaː
ଦୁଃଖୀ	d̪uhkʰi
ମାଲୁ	maːlu
ବାନ୍ଧ	baːnd̪ʱɔ
ଖସି	kʰɔsi
ତତ୍କାଳୀନ	t̪ɔt̪kaːl̪inɔ
ପାଖେ	paːkʰe
ଶିଖ	sikʰɔ
ଭାବେ	bʱaːbe
ପାଳନ	paːl̪ɔnɔ
ସେମାନଙ୍କ	semaːnɔŋkɔ
ଓଜନ	od͡ʒɔnɔ
ଭଲ	bʰɔlɔ
ମାନସିକ	maːnɔsikɔ
ତୋଳୁଥିଲା	t̪ol̪ut̪ʰilaː
ହାଣ୍ଡିକୁ	haːɳɖiku
ହାତୀଠୁ	haːt̪iʈʰu
ବହୁଥର	bɔhut̪ʰɔɾɔ
କିଛିଟା	kit͡ʃʰiʈaː
ଭାରତରେ	bʱaːɾɔt̪ɔre
ପ୍ରତିବର୍ଷ	pɾɔt̪ibɔrsɔ
ପେଚାର	pet͡ʃaːɾɔ
ଖାଆନ୍ତି	kʰaːaːnt̪i
ଡରିଗଲେ	ɖɔriɡɔle
ସେଗୁଡ଼ାକ	seguɽaːkɔ
ହୁଇସିଲ	huisilɔ
ଯିବେ	d͡ʒibe
ଭାଦ୍ରବ	bʱaːd̪ɾɔbɔ
ବିଜ୍ଞାପିତ	bid͡ʒɲaːpit̪ɔ
କରୁଛନ୍ତି	kɔrut͡ʃʰɔnt̪i
ଶହେ	sɔhe
ମାତା	maːt̪aː
ଗୋଲ୍	gol
କରୁ	kɔru
କାଇଁ	kaːĩ
ଖହିଲା	kʰɔhilaː
ଅଗଷ୍ଟ	ɔɡɔsʈɔ
ଦେଖାଯାଉଛି	d̪ekʰaːd͡ʒaːut͡ʃʰi
ମିଳିଲେ	mil̪ile
ପୂର୍ବ	purbɔ
ସ୍ଵାଧୀନ	suaːd̪ʱinɔ
ଅସୁବିଧା	ɔsubid̪ʱaː
ହିନ୍ଦୁ	hind̪u
ସିଲକ୍	silɔk
ବୋକାଙ୍କ	bokaːŋkɔ
ଭୀମାର	bʱimaːɾɔ
ପିଠା	piʈʰaː
କଟିବାକୁ	kɔʈibaːku
କୁଡ଼ୁମୁଡ଼ି	kuɽumuɽi
ମୂହୁର୍ତ୍ତ	muhurt̪t̪ɔ
ଶରୀର	sɔriɾɔ
ଦରଜିର	d̪ɔɾɔd͡ʒiɾɔ
ପରଯୁକ୍ତ	pɔɾɔd͡ʒukt̪ɔ
ଆକାର	aːkaːɾɔ
ଜାଣିଛି	d͡ʒaːɳit͡ʃʰi
ଲଳିତା	lɔl̪it̪aː
କଠୋରିରେ	kɔʈʰorire
ନିକଟରେ	nikɔʈɔre
ଅଲ୍ପନା	ɔlpɔnaː
ଠୁ	ʈʰu
ଶ୍ରେଣୀକକ୍ଷ	sreɳikɔkʰjɔ
ରୁଟିକୁ	ruʈiku
ବାନ୍ଧିଦେ	baːnd̪ʱid̪e
କହିବିନି	kɔhibini
ରାଜବଂଶର	raːd͡ʒɔbɔŋsɔɾɔ
କଲୁ	kɔlu
ନାଚିବି	naːt͡ʃibi
ଦେଖୁ	d̪ekʰu
ସ୍ଥାନୀୟ	st̪ʰaːnijɔ
ସ୍ନାତକ	snaːt̪ɔkɔ
ଆରବ	aːɾɔbɔ
ସ୍ଵାଧୀନତା	suaːd̪ʱinɔt̪aː
ହୋଇପଡ଼ିଲା	hoipɔɽilaː
ଲୋହିତ	lohit̪ɔ
ମାର୍ଚ୍ଚ	maːrt͡ʃt͡ʃɔ
ପ୍ରାୟ	praːjɔ
ବିନିକୁ	biniku
ପାରୁନଥାନ୍ତି	paːrunɔt̪ʰaːnt̪i
ହଲେଇବାକୁ	hɔleibaːku
ସଂଗମ	sɔŋɡɔmɔ
ବନ୍ଧୁ	bɔnd̪ʱu
ଘଷା	ɡʱɔsaː
ବସି	bɔsi
ଛାତରେ	t͡ʃʰaːt̪ɔre
ପରଠା	pɔɾɔʈʰaː
ଚାରି	t͡ʃaːri
ପୂର୍ଣ୍ଣଛେଦ	purɳɳɔt͡ʃʰed̪ɔ
ଆଫ୍ରିକା	aːpʰrikaː
ହସିଲେ	hɔsile
ହାଇ	haːi
କରିଲେ	kɔrile
ସଞ୍ଚାରିତ	sɔɲt͡ʃaːrit̪ɔ
ବଞ୍ଚାଅ	bɔɲt͡ʃaːɔ
ଜେ	d͡ʒe
ଶୁଭୁଥିଲା	subʱut̪ʰilaː
ପ୍ରକାରର	pɾɔkaːɾɔɾɔ
ଘଣ୍ଟାଟିଏ	ɡʱɔɳʈaːʈie
ନୋବେଲ	nobelɔ
ଦଳଗତ	d̪ɔl̪ɔɡɔt̪ɔ
ସଂଗରେ	sɔŋɡɔre
ଯା	d͡ʒaː
ଖାଇବୁ	kʰaːibu
ବିଲେଇ	bilei
ହୋଇଗଲେ	hoiɡɔle
ଚୁମ୍ବକରେ	t͡ʃumbɔkɔre
ହେବନି	hebɔni
ଅପାଂକୁ	ɔpaːŋku
ବିଛଣା	bit͡ʃʰɔɳaː
ଉତ୍ସୁକ	ut̪sukɔ
ଆଡ଼କୁ	aːɽɔku,aːɖɔku
ଗୀତିକାର	git̪ikaːɾɔ
ଛୁଟି	t͡ʃʰuʈi
ପିଠିରେ	piʈʰire
ଗଛତଳେ	ɡɔt͡ʃʰɔt̪ɔl̪e
ମନେ	mɔne
ରାଗିକି	raːgiki
ନେବା	nebaː
ଥରକେ	t̪ʰɔɾɔke
ଅମ୍ଳଜାନ	ɔml̪ɔd͡ʒaːnɔ
ସପ୍ତାହର	sɔpt̪aːhɔɾɔ
ମନୁ	mɔnu
ଊଟି	uʈi
ଆଟୁ	aːʈu
ପିନ୍ଧିଲେ	pind̪ʱile
ଲୋକମାନେ	lokɔmaːne
ଭଜା	bʰɔd͡ʒaː
ବର୍ଣ୍ଣିତ	bɔrɳɳit̪ɔ
ଟୋପିଟିଏ	ʈopiʈie
କର୍ମଠ	kɔrmɔʈʰɔ
ଟେସୁ	ʈesu
ଆରେ	aːre
ଗଧ	ɡɔd̪ʱɔ
ଭର୍ତ୍ତା	bʰɔrt̪t̪aː
କିନ୍	kin
ଆଣେ	aːɳe
ବଞ୍ଚନ୍ତି	bɔɲt͡ʃɔnt̪i
ପଠାନ୍ତି	pɔʈʰaːnt̪i
ବଢିଆ	bɔɖʱiaː
ଅନନ୍ତ	ɔnɔnt̪ɔ
ପ୍ରତ୍ୟେକେ	pɾɔt̪jeke
ମୟୂରଭଞ୍ଜ	mɔjuɾɔbʰɔɲd͡ʒɔ
ଇଟାର	iʈaːɾɔ
ଷୀର	siɾɔ
ଫୁସଫୁସ	pʰusɔpʰusɔ
ଛେଳିର	t͡ʃʰel̪iɾɔ
କେତେବେଳୁ	ket̪ebel̪u
ସଫ୍ଟୱେର	sɔpʰʈɔueɾɔ
ଗୁର୍ରର୍ରର୍ର	gurɾɔrɾɔrɾɔ
ପତଳା	pɔt̪ɔl̪aː
ରହେ	ɾɔhe
ଜଳ	d͡ʒɔl̪ɔ
ଜୟପୁର	d͡ʒɔjɔpuɾɔ
ଜୟଦେବ	d͡ʒɔjɔd̪ebɔ
ଙ୍କ	ŋkɔ
ଦେଖା	d̪ekʰaː
ସମ୍ପାଦନ	sɔmpaːd̪ɔnɔ
ଥାଉ	t̪ʰaːu
ଅନିତା	ɔnit̪aː
କାମଟେ	kaːmɔʈe
ବଗିଚାକୁ	bɔgit͡ʃaːku
ଜଣା	d͡ʒɔɳaː
ଯୋଜନା	d͡ʒod͡ʒɔnaː
ଯାଜପୁର	d͡ʒaːd͡ʒɔpuɾɔ
ସନ୍ଧିରେ	sɔnd̪ʱire
ବାଣୀର	baːɳiɾɔ
ରଘୁନାଥ	ɾɔgʰunaːt̪ʰɔ
ମିଳିଲା	mil̪ilaː
ପ୍ରକାଶନ	pɾɔkaːsɔnɔ
କହୁଥିଲେ	kɔhut̪ʰile
ଜୟୀରାମ	d͡ʒɔjiraːmɔ
ଉଷୁମ	usumɔ
ସୁଭଦ୍ରା	subʰɔd̪raː
ସୀଢ଼ୀରେ	siɽʱire
ପଛେ	pɔt͡ʃʰe
ଖଣ୍ଡିକୁ	kʰɔɳɖiku
କଦାପି	kɔd̪aːpi
ଘଟଣା	ɡʱɔʈɔɳaː
ପେଟର	peʈɔɾɔ
କ୍ଲାସରେ	klaːsɔre
କନ୍ୟା	kɔnjaː
ବନ୍ଦକରି	bɔnd̪ɔkɔri
ନିମନ୍ତେ	nimɔnt̪e
ବଢ଼ିଲାଣି	bɔɽʱilaːɳi
ସକାଳେ	sɔkaːl̪e
ପାଦ	paːd̪ɔ
ସମ୍ମାନ	sɔmmaːnɔ
ଭଲଲାଗେ	bʰɔlɔlaːge
ଏଚ୍	et͡ʃ
କଳାପଟା	kɔl̪aːpɔʈaː
ଫେରେଇନେଲା	pʰereinelaː
ଆଘାତ	aːgʰaːt̪ɔ
ଚାରିଟା	t͡ʃaːriʈaː
ଜନ୍ମିତ	d͡ʒɔnmit̪ɔ
ମଜାଲାଗେ	mɔd͡ʒaːlaːge
ତରଭୁଜ	t̪ɔɾɔbʱud͡ʒɔ
ଦିଲ୍ଲୀ	d̪illi
ବାପାଙ୍କୁ	baːpaːŋku
ବିଛେଇ	bit͡ʃʰei
ଭଙ୍ଗା	bʰɔŋgaː
ବା	baː
ବାରମ୍ବାର	baːɾɔmbaːɾɔ
ଗଣିଲା	ɡɔɳilaː
ବାମ	baːmɔ
ବାସୁଦେବ	baːsud̪ebɔ
ସ୍ଵେଟର	sueʈɔɾɔ
ଗଣ୍ଠଲି	ɡɔɳʈʰɔli
ପୃଷ୍ଠାଟି	prusʈʰaːʈi
ଦିଆଯାଇଥିଲା	d̪iaːd͡ʒaːit̪ʰilaː
ଆଉଗୋଟେ	aːugoʈe
ଖେଳି	kʰel̪i
ବିଜେ	bid͡ʒe
ବୈଷ୍ଣବ	bɔisɳɔbɔ
ମାଳୀ	maːl̪i
ଭାଙ୍ଗି	bʱaːŋgi
ଚେଷ୍ଟାକର	t͡ʃesʈaːkɔɾɔ
ବେଳେବେଳେଏହି	bel̪ebel̪eehi
ତରଙ୍ଗ	t̪ɔɾɔŋɡɔ
ଗୋଲ	golɔ
ମୂଖ୍ୟ	mukʰjɔ
କାର୍ଡରେ	kaːrɖɔre
ଯେଉଁଠି	d͡ʒeũʈʰi
ଆସିଥାଏ	aːsit̪ʰaːe
ନିର୍ଭର	nirbʰɔɾɔ
ଏମ	emɔ
ଗାଈ	gaːi
ସମ୍ରାଟ୍	sɔmraːʈ
ଝରଣା	d͡ʒʱɔɾɔɳaː
ପାଣିକଢ଼ା	paːɳikɔɽʱaː
ହସିଲି	hɔsili
ମାଂସାଶୀ	maːŋsaːsi
ପାଠକ	paːʈʰɔkɔ
କାଟିବାରେ	kaːʈibaːre
ଲଗାଇଥାନ୍ତି	lɔgaːit̪ʰaːnt̪i
ରାନ୍ଧିଲା	raːnd̪ʱilaː
ଦେଇଥିଲେ	d̪eit̪ʰile
ଦେଉଳ	d̪eul̪ɔ
ବିସ୍ତାର	bist̪aːɾɔ
ମୟୁର	mɔjuɾɔ
ପୋଙ୍ଖ	poŋkʰɔ
ଗପ୍ପୁକୁ	ɡɔppuku
ସୂତାର	sut̪aːɾɔ
ନାଳକୁ	naːl̪ɔku
କରିଥିବା	kɔrit̪ʰibaː
ଅନ୍ୟତମ	ɔnjɔt̪ɔmɔ
କରିଦେବା	kɔrid̪ebaː
ଉପରବେଳା	upɔɾɔbel̪aː
ବିଶ୍ୱରେ	bisuɔre
ବର୍ଷରୁ	bɔrsɔru
କାଟୁଥିଲେ	kaːʈut̪ʰile
ଶୁଣିପାରିଲେ	suɳipaːrile
ନୌକା	nɔukaː
ଆସିଲ	aːsilɔ
ହୁଏତ	huet̪ɔ
ପିଲାଙ୍କୁ	pilaːŋku
ଅତ୍ୟନ୍ତ	ɔt̪jɔnt̪ɔ
ସିକ୍ରି	sikri
ପାଇପାରିବ	paːipaːribɔ
