caixilho	kajʃiʎu
diferença	d͡ʒifeɾẽsɐ
vesúvio	vezuvio
rir	ʁiʁ
desígnio	deziɡnju
alá	ala
medalha	medaʎɐ
pulga	puwɡa
perversão	peʁveʁsɐ̃w̃
pernambucano	peʁnɐ̃bukɐnu
diarista	d͡ʒiaɾistɐ
camisola	kɐmizɔlɐ
mec	mɛki
fluvial	fluvjaw
carreta	kɐʁetɐ
romão	ʁomɐ̃w̃
clínica	klinikɐ
lázaro	lazaɾu
controle	kõtɾɔle
jápeto	ʒapetu
remanejar	ʁemaneʒaɾ
moto	mɔtu
dirigir	diɾiʒih
congênere	kõʒeneɾi
cotonete	kotonɛtʃi
força	foɻsɐ
slide	izlajd͡ʒi
comprido	kũpɾidu
aurélio	awɾɛlju
profissional	pɾofisjonaw
mãe	mɐ̃j̃
adrião	adɾiɐ̃w̃
sálvia	sawvja
cruzeta	kɾuzeta
trabalhar	tɾabaʎaʁ
bugar	buɡaɾ
asclépio	asklɛpju
ciprestal	sipɾeʃtaw
trimestral	tɾimestɾaw
tambor	tɐ̃boʁ
projete	pɾoʒɛtʃi
vulcanismo	vuwkɐnizmu
seda	seda
dar	daʁ
zebra	zebɾɐ
tucano	tukɐnu
flamífero	flamifeɾu
aparato	apaɾatu
distantes	d͡ʒistɐ̃ts
aplicar	aplikaɻ
morango	moɾɐ̃ɡu
moirama	mojɾɐmɐ
aborto	aboʁtu
partilhar	paɹt͡ʃiʎaɹ
gioconda	ʒiokõdɐ
confirmar	kõfiʁmaʁ
pata	pata
untar	ũtaɾ
residência	ʁezidẽsja
incluso	ĩkluzu
partida	paɻt͡ʃida
concessão	kõsesɐ̃w̃
confinar	kõfinaɾ
zumbir	zũbiʁ
destruído	deʃtɾuidu
egídio	eʒid͡ʒju
sétimo	sɛt͡ʃimu
escancarar	iskɐ̃kaɾaʁ
comparecer	kõpaɾeseʁ
peso	pesu
morte	mɔɻt͡ʃi
pílula	pilulɐ
morte	mɔɾte
ufa	ufɐ
corisco	koɾisku
ângelo	ɐ̃ʒelu
devagar	dʒivaɡaʁ
ascii	aski
dor	doɹ
princípios	pɾĩsipjus
gandhi	ɡɐ̃d͡ʒi
esperar	ispeɾaʁ
incutir	ĩkutʃiɹ
celebrar	selebɾaʁ
paciente	pasiẽtʃi
estaca	estakɐ
sistema	sistemɐ
ola	olɐ
noia	nɔjɐ
sentar	sẽtaʁ
boas	bowaʃ
zângão	zɐ̃ɡɐ̃w̃
corte	kɔʁt͡ʃi
underline	ɐ̃deɾlajni
informação	ĩfoʁmasɐ̃w̃
bosta	bɔstɐ
contam	kõtɐ̃w̃
cozinhar	koziɲaʁ
monstruoso	mõstɾuozu
porque	puʁke
perguntar	peɹɡũtaɹ
escrito	eskɾitu
aécio	aɛsju
viela	viɛla
viúva	viuva
nascer	naseɹ
imundície	imũd͡ʒisji
chance	ʃɐ̃si
tesoura	t͡ʃizowɾɐ
socialista	sosialista
latim	lat͡ʃĩ
ministério	ministɛɾju
zagal	zaɡaw
faca	fakɐ
gizé	ʒizɛ
sonhar	soɲaʁ
amarone	ɐmaɾoni
dogma	dɔɡmɐ
lúcia	lusjɐ
teatro	teatɾo
laboral	laboɾaw
pele	pɛli
deste	dɛʃt͡ʃi
plateia	platɛjɐ
palestina	palest͡ʃinɐ
flamengo	flɐmẽɡu
lilongwe	lilõɡwɛ
agadá	aɡada
ovacionar	ovasjonaɹ
casar	kazaʁ
grampear	ɡɾɐ̃peaʁ
avental	avẽtaw
cautelarmente	kawtelaʁmẽt͡ʃi
perto	pɛɾtu
salvar	sawvaɻ
recado	ʁekadu
bugio	buʒiu
pobreza	pobɾeza
evocar	evokaɻ
escravagismo	iskravaʒismu
equipa	ekipɐ
estudante	studɐ̃ti
analisar	ɐnalizaʁ
sanguento	sɐ̃ɡwẽtu
bons	bõʃ
rugas	ʁuɡas
meliante	meliãtʃi
teto	tɛtu
pássaro	pasaɾo
julgar	ʒuwɡaʁ
kilobyte	kilobajtʃi
lucro	lukɾu
intactos	ĩtaktus
apenas	apenɐs
rebobinar	ʁebobinaʁ
couve	kowvɪ
instância	ĩstɐ̃siɐ
moção	mosɐ̃w̃
tofu	tofu
abundância	abũdɐ̃sja
internet	ĩteχnɛtʃi
medrincas	medɾĩkas
botar	botaɾ
ignóbeis	iɡnɔbejs
apeninos	apeninus
cambira	kɐ̃biɾɐ
secretamente	sekɾɛtɐmẽt͡ʃi
humanidade	umɐnidad͡ʒi
nascente	nasẽt͡ʃi
labrador	labɾadoʁ
gigabit	ʒiɡabit͡ʃi
engorovinhado	ĩɡoɾoviɲadu
alfeu	awfew
letrado	letɾadu
subversão	subiveʁsɐ̃w̃
seja	seʒɐ
vide	vidi
anteontem	õt͡ʃiõtẽj̃
sintoma	sĩtomɐ
garnisé	ɡaʁnizɛ
cena	senɐ
elegantemente	eleɡɐ̃t͡ʃimẽt͡ʃi
afetar	afetaχ
taboca	tabɔka
substância	subistɐ̃sja
contactar	kõtataʁ
portanto	puɹtɐ̃tu
compacto	kõpaktu
descarte	d͡ʒiskaʁt͡ʃi
largo	laʁɡu
nababesco	nababejʃku
vestido	vest͡ʃidu
descaroçado	kaɾosudu
volapuque	volapuki
cantochão	kɐ̃toʃɐ̃w̃
gótico	ɡɔt͡ʃiku
estudante	istudɐ̃t͡ʃi
jogo	ʒɔɡu
desconhecido	d͡ʒiskoɲesidu
exagero	ezaʒɛɾu
tabua	tabuɐ
psíquico	pisikiku
pensar	pẽsaʁ
latirão	lat͡ʃiɾɐ̃w̃
fui	fuj
hóplon	ɔplõ
óvni	ɔvini
frangalho	fɾɐ̃ɡaʎu
cargo	kaʁɡu
agência	aʒẽsjɐ
conseguir	kõseɡiʁ
aids	ajds
ruminante	ʁuminɐ̃t͡ʃi
valentão	valẽtɐ̃w̃
bengala	bẽɡala
oboé	oboɛ
ao	aw
consumo	kõsumu
crescimento	kɾesimẽtu
perdão	peʁdɐ̃w̃
quieto	kjɛto
emitir	emitʃiʁ
latires	lat͡ʃiɾis
integérrimo	ĩteʒɛʁimu
manhoso	mɐɲozu
violão	violãw
desejar	dezeʒaɻ
donizete	donizɛt͡ʃi
sofrimento	sofɾimẽtu
garrafão	ɡaʁafɐ̃w̃
emagrecer	emaɡɾeseʁ
churrasco	ʃuʁaʃku
ente	ẽt͡ʃi
trepadeira	tɾepadejɾɐ
tintim	t͡ʃĩt͡ʃĩ
miraculoso	miɾɐkulozu
anotar	ɐnotaʁ
presumir	pɾezumiʁ
adaptabilidade	adaptabilidad͡ʒi
ordenar	oɹdenaɹ
casarão	kazaɾɐ̃w̃
tálus	talus
denguice	dẽɡisi
planta	plɐ̃tɐ
sílvia	siwvjɐ
babá	baba
credo	kɾɛdu
marionete	maɾionɛt͡ʃi
alegre	alɛɡɾɪ
cipoal	sipoaw
ditadura	d͡ʒitaduɾa
marchar	maɾʃaʁ
santuário	sɐ̃tuaɾju
dê	de
legais	leɡajs
friorento	fɾioɾẽtu
foda	fɔda
povoação	povoasɐ̃w̃
dezenove	d͡ʒizenɔvi
negativo	neɡatʃivu
alimento	alimẽtu
coloquial	kolokiaw
seja	seʒa
argel	aʁʒɛw
questão	kwestɐ̃w̃
cárpatos	kaʁpatus
tontice	tõt͡ʃisi
vote	vɔt͡ʃi
forasteiro	foɾastejɾu
barato	baɾatu
seita	sejta
futrica	futɾika
urupemense	uɾupemẽsi
fogaça	foɡasa
percebe	peʁsɛbi
escorregar	iskoʁeɡaʁ
fantasma	fɐ̃tazmɐ
agrícola	aɡɾikolɐ
casquilho	kaskiʎu
informática	ĩfoɻmat͡ʃika
trotskismo	tɾɔtskismu
chocolate	ʃokolat͡ʃi
gagaúzia	ɡaɡauziɐ
efetivo	efetʃivu
rodrigo	ʁodɾiɡu
leira	lejɾa
galáxia	ɡalaksja
esperto	ispɛʁtu
troco	tɾoku
malformação	mawfoʁmasɐ̃w̃
valente	valẽt͡ʃi
chacina	ʃasina
marcha	maʁʃɐ
afta	afitɐ
orelha	oɾeʎɐ
escassez	eskases
voluntário	vulũtaɾju
severo	sevɛɾu
afirmar	afiɾmaɾ
letrinha	letɾiɲɐ
minhoca	mĩj̃ɔkɐ
poupança	powpɐ̃sɐ
planejar	plɐneʒaʁ
premiar	pɾemiaʁ
confederação	kõfedeɾasɐ̃w̃
nicho	niʃu
paitrocínio	pajtɾosinju
partida	paɹt͡ʃida
á	a
aspereza	aspeɾezɐ
stonehenge	stownhẽd͡ʒ
naqueles	nakeles
rias	ʁiɐs
recordar	ʁekoʁdaʁ
integerrimamente	ĩteʒɛʁimɐmẽt͡ʃi
reais	heajs
antimonárquico	ɐ̃t͡ʃimonaʁkiku
aham	ɐ̃hɐ̃
luís	luis
tato	tatu
joguetar	ʒoɡetaχ
bordoada	buɾduadɐ
intimidade	ĩtĩmidadʒi
a	a
no	nu
transmitir	tɾɐ̃smitʃiɻ
sossegado	suseɡadu
refrigerante	ʁefɾiʒeɾɐ̃t͡ʃi
resposta	ʁespɔstɐ
dezessete	dezesɛt͡ʃi
trono	tɾonu
panfleto	pɐ̃fletu
salvífico	sawvifiku
ambíguo	ɐ̃biɡwu
algazarra	awɡazaʁa
linguiça	lĩɡwisɐ
nortúmbria	noʁtũbɾiɐ
gentílico	ʒẽtʃiliku
ustulação	ustulasɐ̃w̃
procurar	pɾokuɾaʁ
termo	teʁmu
orelhão	oɾeʎɐ̃w̃
constância	kõʃtɐ̃sjɐ
cafona	kafona
selo	selu
saudação	sawdasɐ̃w̃
eua	ewɐ
abruptamente	abɾupitamẽt͡ʃi
gamo	ɡɐmu
cruzeta	kɾuzetɐ
plutão	plutɐ̃w̃
lixa	liʃɐ
josué	ʒozuɛ
circunstancia	siʁkũstɐ̃siɐ
cinema	sinemɐ
lambiam	lɐ̃biɐ̃w̃
orvalho	oɾvaʎu
era	ɛɾɐ
maneirismo	mɐnejɾiʒmu
sair	saiʁ
terabyte	tɛɾabajtʃi
mete	mɛtʃi
droga	dɾɔɡɐ
pajé	paʒɛ
patinete	patʃinɛtʃi
resfriado	ʁesfɾiadu
moreno	moɾenu
fineza	finezɐ
host	howst͡ʃ
hóspedes	ɔsped͡ʒis
caçamba	kɐsãbɐ
diploma	dʒiplomɐ
fazer	fazeχ
plátano	platɐnu
separadamente	sepaɾadɐmẽt͡ʃi
liderança	lideɾɐ̃sɐ
contactar	kõtataɻ
psicólogo	psikɔloɡu
ginga	ʒĩɡɐ
sesta	sɛsta
bagatela	baɡatɛla
fueguino	fueɡinu
lula	lulɐ
toda	tɔdɐ
roer	χue
editorial	editoɾiaw
quadrilha	kwadɾiʎɐ
antes	ɐ̃t͡ʃis
merluza	meʁluzɐ
palestina	paleʃt͡ʃinɐ
vareja	vaɾeʒɐ
caias	kajɐs
funcho	fũʃu
continuar	kõt͡ʃinuaʁ
fosse	fɔsi
mauritânia	mawɾitɐniɐ
rebanho	ʁebɐɲu
armamentista	aɾmamẽtʃista
pista	pistɐ
arte	aɹte
rosa	ʁɔzɐ
mensalidade	mẽsalidadʒi
ferreira	feʁejɾɐ
dizem	d͡ʒizẽj̃
ilusionista	iluzionistɐ
croata	kɾoatɐ
denunciar	denũsiaʁ
vingança	vĩɡɐ̃sɐ
astro	astɾu
propriedade	pɾɔpɾjɛdadɪ
sódio	sɔd͡ʒu
frescura	fɾejʃkuɾa
feitio	fejt͡ʃiw
galé	ɡalɛ
alfarrobeira	awfaʁobejɾɐ
drogaria	dɾoɡaɾiɐ
fantasia	fɐ̃tɐziɐ
tamareira	tɐmaɾejɾa
ato	atu
alameda	alamedɐ
more	mɔɾi
recostar	ʁekostaʁ
benignidade	beniɡnidadʒi
conhecer	koɲeseʁ
webnamorada	wɛbinamoɾada
ferrenho	feʁeɲu
incerteza	ĩseʁtezɐ
incesto	ĩsɛstu
absurdo	absuʁdu
mandinga	mãdʒĩɡa
aplicar	aplikaɾ
exalar	ezalaʁ
pô	po
gilgamesh	ɡiwɡamɛʃ
bobinar	bobinaʁ
bauzinho	bauziɲu
patrulha	patɾuʎɐ
grosseria	ɡɾoseɾia
malograr	maloɡɾar
jogar	ʒoɡaɻ
bolas	bɔlas
sumiço	sumisu
ceder	sedeʁ
inteligência	ĩteliʒẽsja
adrianópolis	adɾiɐnɔpolis
plebeiamente	plebɛjɐmẽt͡ʃi
cartomante	kaʁtomɐ̃t͡ʃi
morada	moɾada
científico	siẽtʃifiku
auxiliar	awsiliaʁ
guardanapo	ɡwaʁdɐnapu
hétero	ɛteɾu
destruição	d͡ʒistɾuisɐ̃w̃
nipófilo	nipɔfilu
policial	pulisiaw
colocar	kolokaʁ
expiração	espiɾasɐ̃w̃
marketing	maɹketʃĩ
tema	temɐ
releitura	helɐjtuɾɐ
vinagreira	vinaɡɾejɾɐ
entrar	ẽtɾaʁ
lacrimal	lakɾimaw
abacateiro	abakatejɾu
tens	tẽj̃s
fondue	fõd͡ʒi
uzbeque	uʒbɛki
grisões	ɡɾizõj̃s
cheia	ʃejɐ
pulcro	puɫkrʊ
abadia	abad͡ʒia
alan	alɐ̃
cadeira	kadejɾɐ
galinha	ɡaliɲɐ
drusa	dɾuzɐ
anotação	anotasɐ̃w̃
balão	balɐ̃w̃
placebo	plasebu
holandês	olɐ̃dejs
caju	kaʒu
extorsão	estoʁsɐ̃w̃
errar	ɛɦah
suporte	supɔɹt͡ʃi
academizar	akademizaʁ
válido	validu
alguma	awɡuma
perdiz	pɛʁd͡ʒiʃ
retorno	ʁetoʁnu
invocar	ĩvokaʁ
macla	maklɐ
sânscrito	sɐ̃skɾitu
dropar	dɾopaʁ
santarém	sɐ̃taɾẽj̃
joana	ʒuɐnɐ
contenda	kõtẽdɐ
desligado	dʒiʃliɡadu
óleo	ɔlju
acreditar	akɾed͡ʒitaʁ
vivo	vivo
gado	ɡadu
encaixe	ĩkajʃi
dama	dɐmɐ
pelos	pelus
destino	destʃĩnu
andando	ɐ̃dɐ̃du
setenta	sɛtẽtɐ
sutiã	sut͡ʃjɐ̃
paliativo	paliat͡ʃivu
circular	siʁkulaʁ
juliana	ʒuljɐnɐ
canivete	kɐnivɛte
recíproco	ʁesipɾoku
ciente	siẽtʃi
corcunda	koɾkũdɐ
ordenar	ɔɦdẽnah
tamborilar	tɐ̃borilaɾ
croácia	kɾoasjɐ
vocês	vosejs
morto	moʁtu
latiríamos	lat͡ʃiɾiɐmus
apropriado	apɾopɾiadu
numero	numɛɾu
pros	pɾus
pronunciar	pɾunũsjaɾ
romeno	ʁomenu
maratona	maɾatonɐ
cravo	kɾavu
vedor	vedoʁ
carrasco	kaʁasku
esticar	istʃikaʁ
apresentaram	apɾezẽtaɾɐ̃w̃
futricagem	futɾikaʒɐ̃j̃
traição	tɾaisɐ̃w̃
melissa	melisɐ
beliscar	beliskaʁ
faceiro	fasejɾu
companhia	kõpɐniɐ
vukovar	vukovaʁ
doenças	duẽsɐs
tinta	t͡ʃĩta
cru	kɾu
cultura	kuwtuɾɐ
desenrugar	dezẽj̃ʁuɡaʁ
sipaio	sipaju
bagel	bɛjɡew
pneumoconiose	pinewmukoniɔzi
intercorrência	ĩteɾkoʁẽsja
café	kafɛ
gatinho	ɡat͡ʃĩju
madrigal	madɾiɡaw
tira	t͡ʃiɾɐ
face	fasi
andrômeda	ɐ̃dɾomedɐ
ânfora	ɐ̃foɾɐ
por	puɾ
refrão	ʁefɾɐ̃w̃
resistir	ʁeziʃtiχ
duna	dunɐ
equipe	ekipi
tó	tɔ
baga	baɡɐ
dorzinha	doʁziɲɐ
albânia	awbaniɐ
bucólico	bukɔliku
criptobiótico	kɾiptobiɔtʃiku
fartura	faɾtuɾa
ferido	fiɾidu
desamparada	dezɐ̃paɾadɐ
loucura	lowkuɾɐ
pancada	pɐ̃kada
objete	obʒɛtʃi
quórum	kɔɾũ
palco	pawko
prémio	pɾemjo
vete	vɛtʃi
kilimanjaro	kilimɐ̃ʒaɾu
nuclear	nukleaʁ
interior	ĩteɾjoʁ
anta	ɐ̃ta
ladrar	ladɾaʁ
habitação	abitasɐ̃w̃
espertinho	espɛʁt͡ʃiɲu
hortelã	oʁtelɐ̃
recomendar	ʁekomẽdaʁ
reconhecimento	ʁekuɲesimẽtu
êxito	ezitu
avistamento	avistamẽtu
proeminência	proeminẽsja
abrangência	abɾɐ̃ʒẽsja
parar	paɾaʁ
despiu	d͡ʒispiw
pipe	pajp
monotonia	monotonia
ponteiro	põtejɾu
eis	ejs
república	ʁepublikɐ
piscina	pisina
mostram	mɔstɾɐ̃w̃
pôr	poʁ
heterossexual	ɛteɾuksuaw
pisar	pizaʁ
gaiatice	ɡajatʃisi
montante	mõtɐ̃t͡ʃi
república	ʁipublika
pianista	piɐnistɐ
fungando	fũɡɐ̃du
criptossistema	kɾipsijʃtema
os	os
referir	hefeɾiɻ
garagem	ɡaɾaʒẽj̃
martim	maʁt͡ʃĩ
quiprocó	kipɾokɔ
ponte	põt͡ʃi
imitam	imitɐ̃w̃
cã	kɐ̃
desenvincilhar	desẽvĩsiʎaχ
desvio	d͡ʒiʃviu
da	da
bruxo	bɾuʃʊ
dafne	dafni
espere	iʃpɛɾi
supostamente	supostɐmẽt͡ʃi
encaroçado	ĩkaɾosadu
candura	kãduɾa
suíça	swisɐ
tomar	tomaʁ
pneu	pnew
quedo	kɛdu
entediar	ẽted͡ʒiaɻ
atrás	atɾajs
pronunciar	pɾonũsjaʁ
deflagrar	deflaɡɾaχ
faço	fasu
tradicional	tɾad͡ʒisionaw
relatório	helatɔɾio
profano	pɾofɐnu
andirá	ɐ̃d͡ʒiɾa
escápula	eskapula
pensador	pẽsadoʁ
lamento	lɐmẽtu
permitir	peɹmit͡ʃiɹ
confiar	kõfiaʁ
dizer	d͡ʒizeʁ
ferrovia	feʁoviɐ
estudo	iʃtudu
igor	iɡoʁ
baliza	baliza
hasta	astɐ
relógio	ɦɛlɔʒju
tomate	tomat͡ʃi
consagrar	kõsaɡɾaʁ
gari	ɡaɾi
variedade	vaɾjedad͡ʒi
bar	baʁ
fundamentar	fũdamẽtaχ
game	ɡɐmi
cianorte	siɐnɔʁt͡ʃi
bulbo	buwbu
malina	malinɐ
refúgio	χefuʒju
brejo	bɾɛʒu
trufa	tɾufɐ
marina	maɾinɐ
necessitar	nesesitaʁ
rosto	ʁostu
castelhano	kasteʎɐnu
caô	kao
relógio	ʁelɔʒju
capoeira	kapoejɾɐ
viatura	viatuɾɐ
aio	aju
unto	ũtu
aosta	aɔstɐ
cereja	seɾeʒa
braganey	bɾaɡanej
ficar	fikaʁ
pescador	peʃkadoʁ
acesso	asɛsu
plural	pluɾaw
gradualmente	ɡɾaduawmẽt͡ʃi
youtube	jutub
nomear	nomeaʁ
sossego	suseɡu
tal	taw
curtir	kuht͡ʃih
movimento	movimẽto
emprego	ẽpɾeɡu
verborreia	vɛɹboʁɛja
batata	batatɐ
webnamoro	wɛbinamoɾu
omar	omaʁ
ocioso	osjozu
braço	bɾasu
decidir	desid͡ʒiʁ
espetou	ispetow
oferta	ofɛʁtɐ
clara	klaɾɐ
chuto	ʃutu
tísico	t͡ʃiziku
alcaloide	awkalɔjd͡ʒi
ossículo	osikulo
uma	umɐ
carolina	kaɾolinɐ
sobrancelha	sobɾɐ̃seʎɐ
pomada	pomadɐ
comu	komu
resetar	rezetaɾ
criar	kɾiaɻ
tragédia	tɾaʒɛd͡ʒjɐ
carregar	kaʁeɡax
cuneiforme	kunejfɔɻme
óxido	ɔksidu
hispânico	ispɐniku
prontuário	pɾõtuaɾiu
degrau	deɡɾaw
na	na
tomate	tomate
afogar	afoɡaʁ
afeto	afɛtu
devoção	devosɐ̃w̃
escumalho	iʃkumaʎu
espesso	ispɛsu
balé	bɐlɛ
tipo	t͡ʃipu
falcata	fawkata
cimento	simẽtu
cárie	kaɾje
redonda	ʁedõdɐ
pirralho	piʁaʎu
óvulo	ɔvulu
terrinha	tɛʁĩj̃ɐ
tender	tẽdeʁ
apoio	apoju
emprestar	ĩpɾestaʁ
cuspe	ɡuspi
explicação	esplikasɐ̃w̃
liderar	lideɾaʁ
renascentista	ʁenasẽt͡ʃistɐ
antitético	ɐ̃t͡ʃitɛt͡ʃiku
zoo	zou
magnífico	maɡnifiku
acre	akɾi
paredão	paɾedɐ̃w̃
mandar	mɐ̃daʁ
bob	bɔbi
pertencer	peʁtẽseʁ
camarada	kamaɾadɐ
toilette	toalɛtʃi
emissora	emisoɾɐ
claríssimo	klaɾisimu
do	du
requerer	ʁekeɾeʁ
saltar	sawtaʁ
inconsciência	ĩkõsiẽsiɐ
piauí	piawi
cuia	kujɐ
vacilar	vasilaɾ
fumar	fumaʁ
colaboração	kolaboɾasɐ̃w̃
saxofone	saksofoni
cortar	koʁtaʁ
ninfa	nĩfɐ
psicopata	pisikopatɐ
traço	tɾasu
abrandamento	abɾɐ̃dɐmẽtu
proximidade	pɾosimidad͡ʒi
emulação	emulasɐ̃w̃
casquilho	kajʃkiʎu
perda	peɾda
eis	ejʃ
variar	vaɾiaʁ
legal	leɡaw
olfato	owfatu
submarino	submaɾinu
consertar	kõseʁtaʁ
bóbi	bɔbi
fremente	fɾemẽtʃi
desaforo	dezafoɾu
risco	ʁisku
trovão	tɾovɐ̃w̃
andor	ɐ̃dor
dênis	denis
tupiniquim	tupinikĩ
ola	ola
miolo	miolu
fashion	fɛʃõ
seda	sedɐ
badameco	badamɛku
sobrinho	sobɾiɲu
hotel	otɛw
psíquica	pisikikɐ
casaco	kazaku
nasço	nasu
leve	lɛvi
beque	bɛki
encaixar	ẽkajʃaɾ
austro	awʃtɾu
hindi	ĩd͡ʒi
campo	kɐ̃po
comunicado	komunikadu
mangual	mɐ̃ɡwaw
humano	umɐnu
prataria	pɾataɾiɐ
destro	dɛstɾu
moço	mosu
desligar	d͡ʒisliɡaʁ
riável	ɾiavew
também	tɐ̃bẽj̃
mendaz	mendajʃ
chiqueiro	ʃikejɾu
ressarcimento	ʁessaɾsimẽtu
tremedeira	tɾemedejɾa
glasnost	ɡlasnɔst
ouvidoria	owvidoɾiɐ
ter	teɾ
odeiam	odejɐ̃w̃
talho	taʎu
rabicho	ʁabiʃu
tino	t͡ʃinu
brilhar	bɾiʎaʁ
primeiro	pɾimejɾu
bilro	biwɦu
recordista	ʁekoʁd͡ʒistɐ
estar	istaɹ
verdura	veʁduɾɐ
alcancia	awkɐ̃siɐ
admitir	ad͡ʒimit͡ʃiʁ
pressentimento	pɾesẽt͡ʃimẽtu
gelo	ʒelu
carpinteiro	kaʁpĩtejɾu
note	nɔt͡ʃi
amargura	amɐɾɡuɾa
vizinhança	viziɲɐ̃sa
proprietário	pɾopɾjetaɾju
desgastar	dezɡastaʁ
consciência	kõsiẽsia
médium	mɛd͡ʒiũ
estrompido	estɾõpidu
disse	d͡ʒisi
inconsciente	ĩkõsiẽt͡ʃi
depreciativo	depɾesjatʃivu
constrangimento	kõstrɐ̃ʒimẽtu
teclado	tekladu
chave	ʃavi
tédio	tɛd͡ʒiu
aderência	adeɾẽsia
vantagem	vɐ̃taʒẽj̃
marquês	maɾkeis
sologamia	sɔloɡɐ̃mia
árvore	aɦvuɾi
aninhado	aniɲadu
migalha	miɡaʎɐ
morar	moɾaʁ
espora	espɔɾɐ
pássaro	pasɐɾu
abeto	abɛtu
estrutura	estɾutuɾɐ
for	foʁ
entusiasta	ẽtuziasta
setembro	sɛtẽbɾu
fraco	fɾaku
japonês	ʒaponejs
higeia	iʒɛjɐ
chamejar	ʃɐmeʒaχ
abaxial	abakisiaw
crédulo	kɾɛdulu
máximo	masimu
desligar	desliɡaɻ
valor	valoɻ
reparo	ʁepaɾu
desonerar	dezoneɾaʁ
álcool	awkow
direção	d͡ʒiɾesɐ̃w̃
varejista	vaɾeʒistɐ
ministro	miniʃtɾu
vindos	vĩdus
foca	fɔkɐ
música	muzikɐ
cato	katu
percorrer	peʁkoʁeʁ
legionário	leʒionaɾiu
aragão	aɾaɡɐ̃w̃
afastamento	afaʃtamẽtu
jiló	ʒilɔ
ionosfera	jonojʃfɛɾa
homem	ɔmẽj̃
gelatina	ʒelat͡ʃina
proporcionar	pɾopoʁsjonaʁ
cartão	kaʁtɐ̃w̃
comete	komɛtʃi
pulquérrimo	puwkɛʁimu
pega	pɛɡɐ
vão	vɐ̃w̃
lasso	lasu
tintura	t͡ʃĩtuɾa
assessorar	asesoɾaɹ
fuxicar	fuʃikaχ
caroçama	kaɾosɐmɐ
dólar	dɔlaɾ
cemitério	semitɛɾju
patrício	patɾisju
heloísa	elwizɐ
definitivo	definit͡ʃivu
desvencilhar	desvẽsiʎaɾ
embora	ẽbɔɾɐ
isopor	izopoɾ
ó	ɔ
ípsilon	ipsilõ
janízaro	ʒɐnizaɾu
castiçal	kastʃisaw
abobado	abobadu
lânguido	lɐ̃ɡidu
tulipa	tulipɐ
monturo	mõtuɾu
alcançar	awkɐ̃saʁ
vasão	vazɐ̃w̃
lidera	lidɛɾa
bacana	bakɐna
agorinha	aɡɔɾiɲɐ
abadessa	abadesa
nerd	nɛʁd͡ʒi
adscrito	ad͡ʒiskɾitu
birra	biʁɐ
por	poɹ
figueira	fiɡejɾɐ
louquear	lowkeaʁ
alegadamente	aleɡadamẽt͡ʃi
julgamento	ʒuwɡamẽtu
amazônia	amazonja
renascente	ʁenasẽt͡ʃi
mera	mɛɾa
ué	wɛ
ceuta	sewtɐ
leão	leɐ̃w̃
agiria	aʒiɾiɐ
falaram	falaɾɐ̃w̃
gume	ɡume
atmosfera	atʃmosfɛɾɐ
espadachim	espadaʃĩ
mustafá	mustafa
pitaco	pitaku
gesso	ʒesu
mulher	muʎɛʁ
rubens	ʁubẽj̃s
armário	aʁmaɾju
prumas	pɾumɐs
pepino	pipinu
feedback	fid͡ʒbɛki
constância	kõstɐ̃sja
dele	dele
sequestro	sekwɛstɾu
noruega	noɾuɛɡɐ
piscar	piskaʁ
bend	bẽd͡ʒ
minúsculo	minuskulu
rússia	rusja
joão	ʒwɐ̃w̃
formoso	foʁmozu
útil	utiɫ
verbosamente	vɛʁbozɐmẽt͡ʃi
ceará	siaɾa
esquecido	iskesidu
desejar	dezeʒaχ
janela	ʒãnɛla
comidinha	komid͡ʒiɲɐ
palanquim	palɐ̃kĩ
viúva	viuvɐ
implementar	ĩplemẽtaʁ
apurar	apuɾaχ
lança	lɐ̃sa
anedota	ɐ̃nedɔtɐ
site	sajt͡ʃi
desafio	dezafiw
tivessem	t͡ʃivɛsẽj̃
holocausto	olokawstu
calouro	kalowɾo
inspirar	ĩspiɾar
vivo	vivu
carmim	kaɾmĩ
reggae	ʁɛɡi
ultrapassado	uwtɾapasadu
tamara	tɐmaɾɐ
direto	d͡ʒiɾɛtu
mastro	mastɾu
março	maʁsu
regularmente	ʁeɡulaʁmẽt͡ʃi
jacarta	ʒakaʁtɐ
novato	novatu
apetite	apit͡ʃit͡ʃi
rapunzel	ʁapũzɛw
determinado	deteɾminadu
maneira	mɐnejɾɐ
vuvuzela	vuvuzɛla
dano	dɐnu
caravana	kaɾavɐna
frase	fɾazi
dourado	dowɾadu
camisola	kamizɔlɐ
aliança	aliɐ̃sa
visconde	viskõd͡ʒi
escachar	eskaʃaʁ
campestre	kɐ̃pɛʃtɾi
infinitivo	ĩfĩnit͡ʃivu
ariano	aɾiɐnu
representante	ʁepɾezẽtɐ̃t͡ʃi
errar	eʁaɾ
cará	kaɾa
esparta	espaʁtɐ
expert	ɛkspɛʁt͡ʃ
bemol	bemɔɫ
bluetooth	bluwtuf
versúcia	veɹsusja
geladinho	ʒeladʒiɲu
criptoscopia	kɾiptoskopia
infelizmente	ĩfelizmẽt͡ʃi
mundial	mũd͡ʒiaw
ventura	vẽtuɾɐ
catorze	katoʁzi
artur	aʁtuʁ
vértice	vɛʁt͡ʃisi
preta	pɾetɐ
mandar	mɐ̃daɻ
