հեռաձայնել	hɛrɑd͡zɑjnɛl
այսու	ɑjsu
ջհուդ	d͡ʒəhud
հայցել	hɑjt͡sʰɛl
հանրակացարան	hɑnɾɑkɑt͡sʰɑɾɑn
նշմարել	nəʃmɑɾɛl
ղրղզերեն	ʁəɾʁəzɛɾɛn
անվտանգ	ɑnvətɑŋɡ
տոմս	tɔms
ֆրիուլերեն	fɾiulɛɾɛn
վնասվել	vənɑsvɛl
ազդարար	ɑzdɑɾɑɾ
սարսափահարություն	sɑɾsɑpʰɑhɑɾutʰjun
գերակա	ɡɛɾɑkɑ
զուտ	zut
դոհա	dɔhɑ
գերան	ɡɛɾɑn
նենգ	nɛŋɡ
ղարաբաղ	ʁɑɾɑbɑʁ
երիտասարդություն	jɛɾitɑsɑɾdutʰjun
թմրամիջոց	tʰəmɾɑmit͡ʃʰɔt͡sʰ
խուրմա	χuɾmɑ
զզվանք	zəzvɑŋkʰ
գալարել	ɡɑlɑɾɛl
ցամաք	t͡sʰɑmɑkʰ
կառափնատել	kɑrɑpʰnɑtɛl
ծնված	t͡sənvɑt͡s
առհարյուր	ɑrhɑɾjuɾ
ձուլարան	d͡zulɑɾɑn
անփույթ	ɑnpʰujtʰ
վաղը	vɑʁə
վոլգա	vɔlɡɑ
խոպոպիքավոր	χɔpɔpikʰɑvɔɾ
աղբաման	ɑʁbɑmɑn
լյարդ	ljɑɾtʰ
վիրք	viɾkʰ
գերիրապաշտություն	ɡɛɾiɾɑpɑʃtutʰjun
թանաքաձուկ	tʰɑnɑkʰɑd͡zuk
սեր	sɛɾ
աշխարհաքաղաքացի	ɑʃχɑɾɑkʰɑʁɑkʰɑt͡sʰi
ռեփ	rɛpʰ
ինքնահավանություն	iŋkʰnɑhɑvɑnutʰjun
լիազորվածություն	ljɑzɔɾvɑt͡sutʰjun
էթիկա	ɛtʰikɑ
ծծել	t͡sət͡sɛl
աբուջա	ɑbud͡ʒɑ
անհնար	ɑnhənɑɾ
պատահել	pɑtɑhɛl
ճավայերեն	t͡ʃɑvɑjɛɾɛn
խառնել	χɑrnɛl
նժույգ	nəʒujkʰ
տարկետել	tɑɾkɛtɛl
սարքել	sɑɾkʰɛl
հուդայականություն	hudɑjɑkɑnutʰjun
հատու	hɑtu
անմահություն	ɑnmɑhutʰjun
զատ	zɑt
կրետ	kəɾɛt
մորմենի	mɔɾmɛni
անցք	ɑnt͡sʰkʰ
արեւմտյան	ɑɾɛvmətjɑn
հնդկերեն	həndkɛɾɛn
օջախային	ɔd͡ʒɑχɑjin
կազմակերպել	kɑzmɑkɛɾpɛl
գիտնական	ɡitnɑkɑn
չափանիշ	t͡ʃʰɑpʰɑniʃ
կամավ	kɑmɑv
դամբարան	dɑmbɑɾɑn
ազատականացնել	ɑzɑtɑkɑnɑt͡sʰnɛl
օտար	ɔtɑɾ
ֆոքստրոտ	fɔkʰstɾɔt
կաղապարը	kɑʁɑpɑɾə
շիվան	ʃivɑn
հիմք	himkʰ
բադակտուց	bɑdɑkətut͡sʰ
լիք	likʰ
միլան	milɑn
ը	ə
դեբիլ	dɛbil
զգացմունք	əzɡɑt͡sʰmuŋkʰ
էքսպերիմենտալ	ɛkʰspɛɾimɛntɑl
նարինջ	nɑɾind͡ʒ
առեղ	ɑrɛʁ
ողողել	vɔʁɔʁɛl
կոճկեն	kɔt͡ʃkɛn
լռություն	lərutʰjun
գեն	ɡɛn
գոռոզ	ɡɔrɔz
ղաշանգ	ʁɑʃɑŋɡ
հոմերոս	hɔmɛɾɔs
հայրիկյան	hɑjɾikjɑn
աֆանասի	ɑfɑnɑsi
թլիփ	tʰəlipʰ
հորթուկ	hɔɾtʰuk
վեգ	vɛɡ
կաթիլ	kɑtʰil
սփռել	səpʰrɛl
աշխատավարձ	ɑʃχɑtɑvɑɾt͡sʰ
կայսերապաշտություն	kɑjsɛɾɑpɑʃtutʰjun
կամար	kɑmɑɾ
տառ	tɑr
արտակարգ	ɑɾtɑkɑɾkʰ
ֆաշիստական	fɑʃistɑkɑn
վիճակ	vit͡ʃɑk
թլփատել	tʰəlpʰɑtɛl
պատկերացնել	pɑtkɛɾɑt͡sʰnɛl
ուելսերեն	uɛlsɛɾɛn
դիվերգենցիա	divɛɾɡɛnt͡sʰjɑ
կինամոմոն	kinɑmɔmɔn
շա	ʃɑ
զարհուրատեսք	zɑɾhuɾɑtɛskʰ
հավաստիք	hɑvɑstikʰ
տաքդեղ	tɑkʰdɛʁ
էլբակյան	ɛlbɑkjɑn
շենք	ʃɛŋkʰ
հեշթեգ	hɛʃtʰɛɡ
հուր	huɾ
մերկապարուհի	mɛɾkɑpɑɾuhi
գրատուն	ɡəɾɑtun
արամյան	ɑɾɑmjɑn
տնօրեն	tənɔɾɛn
բաժին	bɑʒin
մաշնա	mɑʃnɑ
պապ	pɑp
ժամանակ	ʒɑmɑnɑk
քիշնեւ	kʰiʃnɛv
սե	sɛ
հպարտանալ	həpɑɾtɑnɑl
սիրտ	siɾt
բագրատունյաց	bɑɡɾɑtunjɑt͡sʰ
հավաքույթ	hɑvɑkʰujtʰ
հասնել	hɑsnɛl
ասուպ	ɑsup
ղափամա	ʁɑpʰɑmɑ
մեջ	mɛt͡ʃʰ
բռնել	bərnɛl
քիբրիթ	kʰibɾitʰ
սիտուացիա	situɑt͡sʰjɑ
սենատ	sɛnɑt
ջանասիրաբար	d͡ʒɑnɑsiɾɑbɑɾ
անդաստակ	ɑndɑstɑk
մյուռոն	mjurɔn
շտապել	əʃtɑpɛl
շամբ	ʃɑmb
ամենալավ	ɑmɛnɑlɑv
միավ	mijɑv
շներ	ʃənɛɾ
նարտ	nɑɾt
լուծ	lut͡s
հուռութ	hurutʰ
պյուռոս	pjurɔs
միզել	mizɛl
ծանոթ	t͡sɑnɔtʰ
փայտածուխ	pʰɑjtɑt͡suχ
գյումրի	ɡjumɾi
բահ	bɑh
ներբեռնում	nɛɾbɛrnum
արթնացնել	ɑɾtʰnɑt͡sʰnɛl
տաճար	tɑt͡ʃɑɾ
լկստել	ləkəstɛl
սամբո	sɑmbɔ
պույտ	pujt
մարզադաշտ	mɑɾzɑdɑʃt
անհրաժեշտություն	ɑnhəɾɑʒɛʃtutʰjun
հաճոյախոսել	hɑt͡ʃɔjɑχɔsɛl
լոտո	lɔtɔ
քրմուհի	kʰəɾmuhi
գափ	ɡɑpʰ
երաստան	jɛɾɑstɑn
համաձայն	hɑmɑd͡zɑjn
ալիգատոր	ɑliɡɑtɔɾ
բանակցություն	bɑnɑkt͡sʰutʰjun
հսկա	həskɑ
գազար	ɡɑzɑɾ
թուք	tʰukʰ
դետեկտիվ	dɛtɛktiv
կանադական	kɑnɑdɑkɑn
փերի	pʰɛɾi
տեղի	tɛʁi
վայրկյան	vɑjɾkjɑn
այբ	ɑjb
առնետավազք	ɑrnɛtɑvɑskʰ
տասնյոթ	tɑsnjəɔtʰ
բազմազանություն	bɑzmɑzɑnutʰjun
վյուն	vjun
բարբառ	bɑɾbɑr
դամբուլ	dɑmbul
կաղճին	kɑχt͡ʃin
գազարագույն	ɡɑzɑɾɑɡujn
շիշ	ʃiʃ
եբրայերեն	jɛbɾɑjɛɾɛn
որոգայթ	vɔɾɔɡɑjtʰ
լրթանալ	ləɾtʰɑnɑl
ջրահարս	d͡ʒəɾɑhɑɾs
սպանդանոց	əspɑndɑnɔt͡sʰ
հակասեմականություն	hɑkɑsɛmɑkɑnutʰjun
աղանդավոր	ɑʁɑndɑvɔɾ
սեզ	sɛz
բեւեռային	bɛvɛrɑjin
մատենագիտություն	mɑtɛnɑɡitutʰjun
ֆլամինգո	flɑmiŋɡɔ
պառկել	pɑrkɛl
լուսանկար	lusɑnəkɑɾ
բացականչ	bɑt͡sʰɑkɑnt͡ʃʰ
արժան	ɑɾʒɑn
անտի	ɑnti
մորենի	mɔɾɛni
կային	kɑjin
վերնագիր	vɛrnɑɡiɾ
հենվել	hɛnvɛl
հատիկ	hɑtik
արթուն	ɑɾtʰun
լայպցիգ	lɑjpt͡sʰiɡ
օթոց	ɔtʰɔt͡sʰ
արգելան	ɑɾkʰɛlɑn
ամորձիք	ɑmɔɾd͡zikʰ
հավանականություն	hɑvɑnɑkɑnutʰjun
մայիսյան	mɑjisjɑn
թարշամ	tʰɑɾʃɑm
հերյուն	hɛɾjun
ույծք	ujt͡skʰ
տղա	təʁɑ
ինչու	int͡ʃʰu
թեքվել	tʰɛkʰvɛl
բոժախ	bɔʒɑχ
թաթպան	tʰɑtʰpɑn
էրիտրեա	ɛɾitɾɛɑ
մերսի	mɛɾsi
երբեք	jɛɾpʰɛkʰ
կեղել	kɛʁɛl
ասորի	ɑsɔɾi
կոկով	kɔkɔv
բիոլոգիա	bijɔlɔɡjɑ
լրտեսել	ləɾtɛsɛl
մոտիվ	mɔtiv
շաուրմա	ʃɑuɾmɑ
անտարբերություն	ɑntɑɾbɛɾutʰjun
վերլուծել	vɛɾlut͡sɛl
փորոտիք	pʰɔɾɔtikʰ
արդյոք	ɑɾtʰjɔkʰ
դողալ	dɔʁɑl
նախանձել	nɑχɑnd͡zɛl
հավաքել	hɑvɑkʰɛl
գեղանի	ɡɛʁɑni
փաղեժ	pʰɑʁɛʒ
ամրակ	ɑmɾɑk
հալիկառնաս	hɑlikɑrnɑs
էջմիածին	ɛt͡ʃʰmjɑt͡sin
հովհաննես	hɔvɑnɛs
մուրճ	muɾt͡ʃ
աֆրիկյան	ɑfɾikjɑn
հասարակ	hɑsɑɾɑk
խենթ	χɛntʰ
ինքնին	iŋkʰnin
օրնիբուն	ɔɾnibun
պապայա	pɑpɑjɑ
սրվել	səɾvɛl
մասունք	mɑsuŋkʰ
ամբարտավանել	ɑmbɑɾtɑvɑnɛl
նռնակ	nərnɑk
փառահեղ	pʰɑrɑhɛʁ
նվալ	nəvɑl
գթալ	ɡətʰɑl
վահագն	vɑhɑɡən
կոթող	kɔtʰɔʁ
ճեղքում	t͡ʃɛχkʰum
աակ	ɑɑkə
կայազոր	kɑjɑzɔɾ
մոգիլյով	mɔɡiljɔv
ստորաբաժանում	əstɔɾɑbɑʒɑnum
հակահարված	hɑkɑhɑɾvɑt͡s
կորկոտ	kɔɾkɔt
պուճուր	put͡ʃuɾ
անիրավ	ɑniɾɑv
հայասա	hɑjɑsɑ
կոտոր	kɔtɔɾ
պետրոսյան	pɛtɾɔsjɑn
ճարահատյալ	t͡ʃɑɾɑhɑtjɑl
փոխաբերություն	pʰɔχɑbɛɾutʰjun
փետրել	pʰɛtɾɛl
ուտել	utɛl
կառավարիչ	kɑrɑvɑɾit͡ʃʰ
քաղցկեղ	kʰɑχt͡sʰkɛʁ
ձախողակ	d͡zɑχɔʁɑk
գադոլինիում	ɡɑdɔlinijum
մարշրուտ	mɑɾʃɾut
մահմեդականություն	mɑhmɛdɑkɑnutʰjun
գործում	ɡɔɾt͡sum
ուղեղային	uʁɛʁɑjin
երշիկ	jɛɾʃik
պոկել	pɔkɛl
թարգմանիչ	tʰɑɾkʰmɑnit͡ʃʰ
հստակորեն	həstɑkɔɾɛn
միավորություն	mijɑvɔɾutʰjun
գիշերօթիկ	ɡiʃɛɾɔtʰik
արտախուրակ	ɑɾtɑχuɾɑk
հյուրի	hjuɾi
մոտագնաց	mɔtɑɡənɑt͡sʰ
զբոսաշրջություն	əzbɔsɑʃəɾd͡ʒutʰjun
քունք	kʰuŋkʰ
շաշ	ʃɑʃ
մերձ	mɛɾd͡z
ծա	t͡sɑ
կողմանոց	kɔʁmɑnɔt͡sʰ
մրցակցություն	məɾt͡sʰɑkt͡sʰutʰjun
բոյ	bɔj
արամբի	ɑɾɑmbi
տեսք	tɛskʰ
բուլդոզեր	buldɔzɛɾ
ֆրիզ	fəɾiz
օգոստոսյան	ɔɡɔstɔsjɑn
բախ	bɑχ
կաղկանձ	kɑχkɑnd͡z
ապառք	ɑpɑrkʰ
բերնային	bɛɾnɑjin
սեղմակ	sɛχmɑk
նետ	nɛt
դատարկամիտ	dɑtɑɾkɑmit
կցորդ	kət͡sʰɔɾtʰ
կեղ	kɛʁ
ծլիկ	t͡səlik
երթեւեկել	jɛɾtʰɛvɛkɛl
հերձում	hɛɾd͡zum
վարկած	vɑɾkɑt͡s
կանթեղ	kɑntʰɛʁ
գիտեմ	ɡitɛm
ալպեր	ɑlpɛɾ
ձերբակալել	d͡zɛɾpʰɑkɑlɛl
ցիգան	t͡sʰiɡɑn
պոզիտիվ	pɔzitiv
տեսչական	tɛst͡ʃʰɑkɑn
մենակ	mɛnɑk
հաստություն	hɑstutʰjun
գանգ	ɡɑŋɡ
աշխատանք	ɑʃχɑtɑŋkʰ
վարյագական	vɑɾjɑɡɑkɑn
կոբալտ	kɔbɑlt
գիրգ	ɡiɾɡ
հակ	hɑk
արաքս	ɑɾɑkʰs
ջուր	d͡ʒuɾ
ադամանդվել	ɑdɑmɑndvɛl
ամերիկացի	ɑmɛɾikɑt͡sʰi
փոխհատուցել	pʰɔχhɑtut͡sʰɛl
կարաոկե	kɑɾɑɔkɛ
աղաչանք	ɑʁɑt͡ʃʰɑŋkʰ
առավոտանց	ɑrɑvɔtɑnt͡sʰ
գրաբար	ɡəɾɑpʰɑɾ
ողջակիզում	vɔχt͡ʃʰɑkizum
սառնարան	sɑrnɑɾɑn
մեծաբազուկ	mɛt͡sɑbɑzuk
շեքսպիր	ʃɛkʰspiɾ
գողտր	ɡɔχtəɾ
շայբա	ʃɑjbɑ
մրցորդ	məɾt͡sʰɔɾtʰ
քաչալ	kʰɑt͡ʃʰɑl
ռեկորդային	rɛkɔɾdɑjin
վաստակել	vɑstɑkɛl
մեծաքանակություն	mɛt͡sɑkʰɑnɑkutʰjun
հմայագիր	həmɑjɑɡiɾ
սրուճ	səɾut͡ʃ
նայրոբի	nɑjɾɔbi
կակտուս	kɑktus
տերունի	tɛɾuni
ծախոտվել	t͡sɑχɔtvɛl
ձայնասփյուռ	d͡zɑjnɑspʰjur
օեկ	ɔjɛk
շաղկապ	ʃɑχkɑp
մոլորակ	mɔlɔɾɑk
փակուղի	pʰɑkuʁi
հանդիսասրահ	hɑndisɑsəɾɑh
սերմնաբշտիկ	sɛɾmnɑbəʃtik
հնդստան	həndəstɑn
մռեղ	mərɛʁ
միլիարդ	miljɑɾd
կանկառ	kɑŋkɑr
փշատ	pʰəʃɑt
հոմոֆոբիա	hɔmɔfɔbjɑ
սազալ	sɑzɑl
դեղձանիկ	dɛχt͡sʰɑnik
սերմ	sɛɾm
վիսկի	viski
կավագործ	kɑvɑɡɔɾt͡s
վաննա	vɑnːɑ
ստացող	əstɑt͡sʰɔʁ
քսաներեք	kʰsɑnɛɾɛkʰ
դրանդի	dəɾɑndi
ռոյալթի	rɔjɑltʰi
կասկած	kɑskɑt͡s
ատեստատ	ɑtɛstɑt
օրգազմ	ɔɾɡɑzm
սրտառել	sərtɑɾɛl
մայրեհավ	mɑjɾɛhɑv
նախկին	nɑχkin
զառ	zɑr
արեգակ	ɑɾɛɡɑk
աղյուս	ɑʁjus
նեպտուն	nɛptun
չարխ	t͡ʃʰɑɾχ
բարձրացնել	bɑɾt͡sʰɾɑt͡sʰnɛl
մեծարել	mɛt͡sɑɾɛl
հնարավորություն	hənɑɾɑvɔɾutʰjun
մովսես	mɔfsɛs
վրա	vəɾɑ
փախնել	pʰɑχnɛl
գայլաշուն	ɡɑjlɑʃun
քրդերեն	kʰɾdɛɾɛn
ամբաստանյալ	ɑmbɑstɑnjɑl
կուտիկ	kutik
վրացական	vəɾɑt͡sʰɑkɑn
չիֆթ	t͡ʃʰiftʰ
քուր	kʰuɾ
հանաք	hɑnɑkʰ
ճանապարհորդել	t͡ʃɑnɑpɑɾɔɾtʰɛl
սուզվել	suzvɛl
սայլորդ	sɑjlɔɾtʰ
դրույլ	dəɾujl
մադաթյան	mɑdɑtʰjɑn
դրամապանակ	dɾɑmɑpɑnɑk
հոլանդիա	hɔlɑndjɑ
թարշամել	tʰɑɾʃɑmɛl
գերծել	ɡɛɾt͡sɛl
սպուտնիկ	əsputnik
մոնակո	mɔnɑkɔ
կվաս	kəvɑs
չորիցս	t͡ʃʰɔɾit͡sʰəs
սոխակ	sɔχɑk
նախնի	nɑχni
անարի	ɑnɑɾi
խաղացնել	χɑʁɑt͡sʰnɛl
ցատկել	t͡sʰɑtkɛl
գամբիա	ɡɑmbjɑ
օմանյան	ɔmɑnjɑn
տամբով	tɑmbɔv
կամրջից	kɑməɾd͡ʒit͡sʰ
հարսնցու	hɑɾsənt͡sʰu
ստություն	sətutʰjun
աթենք	ɑtʰɛŋkʰ
ժամանակի	ʒɑmɑnɑki
կողմ	kɔʁm
հերակլիտ	hɛɾɑklit
ազդրոսկր	ɑzdɾɔskəɾ
լծորդ	lət͡sɔɾtʰ
սեմական	sɛmɑkɑn
ոտնաման	vɔtnɑmɑn
բրեժնեւ	bəɾɛʒnɛv
պնակ	pənɑk
դերձակ	dɛɾt͡sʰɑk
հելվեցիա	hɛlvɛt͡sʰjɑ
քոս	kʰɔs
համեմատել	hɑmɛmɑtɛl
լեմուր	lɛmuɾ
ահազարհուր	ɑhɑzɑɾhuɾ
մյունխեն	mjunχɛn
ալոջ	ɑlɔd͡ʒ
անհեթեթություն	ɑnhɛtʰɛtʰutʰjun
ճարտարապետ	t͡ʃɑɾtɑɾɑpɛt
դեպի	dɛpi
սրբել	səɾpʰɛl
կառե	kɑrɛ
ռնգեղջյուր	rŋɡɛχt͡ʃʰjuɾ
կարտոֆիլ	kɑɾtɔfil
հուզիչ	huzit͡ʃʰ
ձագ	d͡zɑkʰ
առավոտականչ	ɑrɑvɔtɑkɑnt͡ʃʰ
սկեսար	əskɛsɑɾ
գիսաստղ	ɡisɑstəʁ
ազատ	ɑzɑt
խեղ	χɛʁ
գեղմնավոր	ɡɛʁmnɑvɔɾ
սղոցել	səʁɔt͡sʰɛl
ղզիկ	ʁəzik
հանգրվան	hɑŋɡəɾvɑn
միջնորդ	mit͡ʃʰnɔɾtʰ
աստղակերպ	ɑstʁɑkɛɾp
բժիշկ	bəʒiʃk
վախենալ	vɑχɛnɑl
կոմպրոմիս	kɔmpɾɔmis
անվճռականորեն	ɑnvət͡ʃrɑkɑnɔɾɛn
անմեղ	ɑnmɛʁ
հակիրճ	hɑkiɾt͡ʃ
խաչատրյան	χɑt͡ʃʰɑtəɾjɑn
թեսեւս	tʰɛsɛfs
ճապոնական	t͡ʃɑpɔnɑkɑn
տերբիում	tɛɾbijum
կաղին	kɑʁin
սեփականություն	sɛpʰɑkɑnutʰjun
բարձունք	bɑɾt͡sʰuŋkʰ
անկարելի	ɑŋkɑɾɛli
սարսափալից	sɑɾsɑpʰɑlit͡sʰ
դանիշմենդյան	dɑniʃmɛndjɑn
ձուլածո	d͡zulɑt͡sɔ
տեսանելի	tɛsɑnɛli
հպարտություն	həpɑɾtutʰjun
արգանդային	ɑɾɡɑndɑjin
քրոնիկ	kʰɾɔnik
երջանկություն	jɛɾd͡ʒɑŋkutʰjun
լեհ	lɛh
բյուզանդիոն	bjuzɑndjɔn
հավատք	hɑvɑtkʰ
միեղջյուր	mijɛʁd͡ʒjuɾ
հնարել	hənɑɾɛl
սեդա	sɛdɑ
թանկարժեք	tʰɑŋkɑɾʒɛkʰ
թովել	tʰɔvɛl
մալարիա	mɑlɑɾjɑ
լազերային	lɑzɛɾɑjin
աջակցել	ɑt͡ʃʰɑkt͡sʰɛl
մուգ	mukʰ
կաթնապուր	kɑtʰnɑpuɾ
ազնավուր	ɑznɑvuɾ
զերծ	zɛɾt͡s
ջրածին	d͡ʒəɾɑt͡sin
դուրգար	duɾɡɑɾ
կլոուն	kəlɔun
լազերեն	lɑzɛɾɛn
այրի	ɑjɾi
դայլայլիկ	dɑjlɑjlik
թվիստ	tʰvist
շնորհել	ʃənɔɾɛl
գալ	ɡɑl
տասնինը	tɑsninə
սիրել	siɾɛl
կափուլ	kɑpʰul
գաբրիել	ɡɑpʰɾijɛl
վերջանալիք	vɛɾt͡ʃʰɑnɑlikʰ
անպատրաստ	ɑnpɑtɾɑst
թրաշվել	tʰəɾɑʃvɛl
նշանավոր	nəʃɑnɑvɔɾ
կալանք	kɑlɑŋkʰ
անտիրական	ɑntiɾɑkɑn
ավտոտնակ	ɑftɔtənɑk
աբասթուման	ɑbɑstʰumɑn
խթան	χətʰɑn
լիմպոպո	limpɔpɔ
ձեռնարկություն	d͡zɛrnɑɾkutʰjun
բալկաններ	bɑlkɑnːɛɾ
սանդաթակ	sɑndɑtʰɑk
հալած	hɑlɑt͡s
նալ	nɑl
սրտառել	səɾtɑrɛl
փարիխան	pʰɑɾiχɑn
սովորություն	sɔvɔɾutʰjun
նվագ	nəvɑɡ
թումբ	tʰumb
կուզիկ	kuzik
չեռնոգորիա	t͡ʃʰɛrnɔɡɔɾjɑ
գրախանութ	ɡəɾɑχɑnutʰ
օդակայան	ɔtʰɑkɑjɑn
իրիկուն	iɾikun
սլկվել	səlkəvɛl
ուր	uɾ
արգելք	ɑɾkʰɛlkʰ
վիկի	viki
ընդելուզել	əndɛluzɛl
տենդախտ	tɛndɑχt
արվարձան	ɑɾvɑɾd͡zɑn
ճամպրուկ	t͡ʃɑmpɾuk
վիլնյուս	vilnjus
խրուշչով	χɾuʃt͡ʃʰɔv
օգնակոչ	ɔkʰnɑkɔt͡ʃʰ
սնդուկ	sənduk
լատվիա	lɑtvjɑ
անկանել	ɑŋkɑnɛl
շիմպանզե	ʃimpɑnzɛ
սեպ	sɛp
կաշկանդիչ	kɑʃkɑndit͡ʃʰ
փռյուգական	pʰərjuɡɑkɑn
անզգայաբար	ɑnəzɡɑjɑbɑɾ
ասսամի	ɑsːɑmi
մանթ	mɑntʰ
դոժ	dɔʒ
էվոլյուցիա	ɛvɔljut͡sʰjɑ
լուտանք	lutɑŋkʰ
ավգիաս	ɑvɡijɑs
սիրող	siɾɔʁ
երկրաբանություն	jɛɾkɾɑbɑnutʰjun
ուզել	uzɛl
չկա	t͡ʃʰəkɑ
քերոբյան	kʰɛɾɔpʰjɑn
լվացարան	ləvɑt͡sʰɑɾɑn
հայկազն	hɑjkɑzən
մարքս	mɑɾkʰs
վարք	vɑɾkʰ
ծափահարում	t͡sɑpʰɑhɑɾum
կավ	kɑv
կեֆալոնիա	kɛfɑlɔnjɑ
այծյամ	ɑjt͡sjɑm
պեկին	pɛkin
թագավարակ	tʰɑɡɑvɑɾɑk
հացադուլ	hɑt͡sʰɑdul
ճարահատություն	t͡ʃɑɾɑhɑtutʰjun
առնական	ɑrnɑkɑn
դարան	dɑɾɑn
վազել	vɑzɛl
փիրուզա	pʰiɾuzɑ
վերգիլիոս	vɛɾɡiliɔs
մկան	məkɑn
աստվածամերժություն	ɑstvɑt͡sɑmɛɾʒutʰjun
ֆրանկերեն	fɾɑŋkɛɾɛn
քորուք	kʰɔɾukʰ
զարմուհի	zɑɾmuhi
հնդկընկույզ	həndkəŋkujz
կորիզ	kɔɾiz
բովել	bɔvɛl
մույթ	mujtʰ
կալվածք	kɑlvɑt͡skʰ
գրավիտոն	ɡɾɑvitɔn
բենզալցակայան	bɛnzɑlət͡sʰɑkɑjɑn
ամսագիր	ɑmsɑɡiɾ
աղու	ɑʁu
կաշի	kɑʃi
համարակար	hɑmɑɾɑkɑɾ
մանրադիտակ	mɑnɾɑditɑk
ոսկեղջյուր	vɔskɛʁd͡ʒjuɾ
ընծա	ənt͡sɑ
ամենուր	ɑmɛnuɾ
հույզ	hujz
պլուզ	pəluz
բջջաբան	bəd͡ʒəd͡ʒɑbɑn
արդյունավետ	ɑɾtʰjunɑvɛt
մի	mi
դրափոխություն	dəɾɑpʰɔχutʰjun
ընթացակարգ	əntʰɑt͡sʰɑkɑɾkʰ
տի	ti
վերջամասնիկ	vɛɾt͡ʃʰɑmɑsnik
մրցույթ	məɾt͡sʰujtʰ
խանդակաթ	χɑndɑkɑtʰ
կեղտոտ	kɛχtɔt
ամոթույք	ɑmɔtʰujkʰ
հյուպատոս	hjupɑtɔs
կացին	kɑt͡sʰin
տարեկան	tɑɾɛkɑn
մեղ	mɛʁ
թոփիկ	tʰɔpʰik
համանուն	hɑmɑnun
պոռնկատուն	pɔrnəkɑtun
պատճառել	pɑt͡ʃɑrɛl
վասալ	vɑsɑl
խիճ	χit͡ʃ
լուսին	lusin
փայտեղեն	pʰɑjtɛʁɛn
թրծել	tʰəɾt͡sɛl
կախվածություն	kɑχvɑt͡sutʰjun
անդամակից	ɑntʰɑmɑkit͡sʰ
քուրա	kʰuɾɑ
առագաստանավ	ɑrɑɡɑstɑnɑv
մեղավորություն	mɛʁɑvɔɾutʰjun
ձավար	d͡zɑvɑɾ
հովսեփ	hɔfsɛpʰ
ծպտվել	t͡səptəvɛl
գրաստ	ɡəɾɑst
մսըր	məsəɾ
ընտրյալ	əntɾjɑl
տոնագիր	tɔnɑɡiɾ
ստրկություն	əstəɾkutʰjun
պարտվող	pɑɾtvɔʁ
քարավան	kʰɑɾɑvɑn
պատճառել	pɑtt͡ʃɑrɛl
մետրոպոլիտեն	mɛtɾɔpɔlitɛn
պոռնիկ	pɔrnik
կարմրամորթ	kɑɾmɾɑmɔɾtʰ
միկրոալիքային	mikɾɔɑlikʰɑjin
իլլիրիական	ilːiɾjɑkɑn
երկար	jɛɾkɑɾ
հաշվապահություն	hɑʃvɑpɑhutʰjun
մթոմ	mətʰɔm
առեղծված	ɑrɛχt͡svɑt͡s
բերանի	bɛɾɑni
հաղթամարմին	hɑχtʰɑmɑɾmin
կորել	kɔɾɛl
նայած	nɑjɑt͡s
ստամոքս	əstɑmɔkʰs
հորա	hɔɾɑ
ահահար	ɑhɑhɑɾ
զինվել	zinvɛl
ծախսացույց	t͡sɑχsɑt͡sʰujt͡sʰ
տրակտոր	tɾɑktɔɾ
դժգոհություն	dəʒɡɔhutʰjun
պուց	put͡sʰ
ամպ	ɑmp
արտագաղթել	ɑɾtɑɡɑχtʰɛl
ագարտալա	ɑɡɑɾtɑlɑ
վճռականություն	vət͡ʃrɑkɑnutʰjun
անվադող	ɑnvɑdɔʁ
հյուրասրահ	hjuɾɑsəɾɑh
կրիշնա	kɾiʃnɑ
ունկ	uŋk
նեոդիում	nɛɔdijum
վերջնագիծ	vɛɾt͡ʃʰnɑɡit͡s
սպասարկել	əspɑsɑɾkɛl
գի	ɡi
յոթներյակ	jɔtʰnɛɾjɑk
տպավորվել	təpɑvɔɾvɛl
անհամեստորեն	ɑnhɑmɛstɔɾɛn
մետաղալար	prɔvulkɑ
փակել	pʰɑkɛl
պան	pɑn
բուրմունք	buɾmuŋkʰ
ամրոց	ɑmɾɔt͡sʰ
չոփ	t͡ʃʰɔpʰ
դաշնակից	dɑʃnɑkit͡sʰ
լուտալ	lutɑl
արաբական	ɑɾɑbɑkɑn
լուսանկարիչ	lusɑnəkɑɾit͡ʃʰ
սիգար	siɡɑɾ
կիճ	kit͡ʃ
քարտ	kʰɑɾt
հաղորդագրություն	hɑʁɔɾtʰɑɡɾutʰjun
արշին	ɑɾʃin
այդ	ɑjd
շալ	ʃɑl
ձկնաբան	d͡zəknɑbɑn
ժամադրություն	ʒɑmɑdɾutʰjun
շնչել	ʃənt͡ʃʰɛl
թութ	tʰutʰ
փայլունանալ	pʰɑjlunɑnɑl
տողան	tɔʁɑn
կանաչանալ	kɑnɑt͡ʃʰɑnɑl
կոսմոպոլիտիզմ	kɔsmɔpɔlitizm
քաղբյուրո	kʰɑʁbjuɾɔ
նիամեյ	njɑmɛj
ցայգ	t͡sʰɑjɡ
մահապատիժ	mɑhɑpɑtiʒ
սրտաբանություն	səɾtɑbɑnutʰjun
պայմանավորել	pɑjmɑnɑvɔɾɛl
ծանակ	t͡sɑnɑk
աշակերտ	ɑʃɑkɛɾt
մոռանալ	mɔrɑnɑl
գիլոյան	ɡilɔjɑn
