של	ʃl
נמוכה	nmvχʔ
נמצאו	nmtsʔv
שלב	ʃlv
במדינות	vmdˈinvt
הפועל	ʔfvʔl
עסק	ʔsk
הקודם	ʔkvdm
ערב	ʔʁv
האחרונים	ʔʔχʁvnˈim
בחודש	vχvdʃ
הבריטית	ʔvʁˈitit
הקולנוע	ʔkvlnvʔ
החוף	ʔχvf
בכלל	vχll
הטיפול	ʔtˈifvl
לעמוד	lʔmvd
עניין	ʔnˈijn
כנראה	χnʁʔʔ
מועצת	mvʔtst
בשעה	bʃaˈa
בסגנון	vsɡnvn
יצר	jtsʁ
שלהן	ʃlʔn
פרטים	fʁtˈim
ציון	tsˈivn
שחקן	ʃχkn
במזרח	vmzʁχ
הודיע	ʔvdˈiʔ
דם	dm
בסמוך	vsmvχ
אליהם	ʔlˈiʔm
הטובה	ʔtvvʔ
המשך	ʔmʃχ
כאן	χʔn
הר	ʔʁ
יהודית	jʔvdˈit
נתן	ntn
תמיכה	tmˈiχʔ
לדעת	ldʔt
מיליארד	mˈiliʔʁd
הפעילות	ʔfˈilvt
שחור	ʃχvʁ
לילדים	lˈildim
פעמיים	fʔmˈijm
ישנה	jʃnʔ
שנייה	ʃnˈijʔ
בעצמו	vʔtsmv
הזו	ʔzv
לסייע	lsˈijʔ
פרש	fʁʃ
האוניברסיטה	ʔʔvnˈivʁsitʔ
הקהל	ʔkʔl
לפנה	lfnʔ
מלאה	mlʔʔ
בצבע	vtsvʔ
נודע	nvdʔ
אחריו	ʔχʁˈiv
חוזה	χvzʔ
אתר	ʔtʁ
הוציאה	ʔvtsˈiʔʔ
לעזוב	lʔzvv
עמו	ʔmv
תנאי	tnˈi
עבודתו	ʔvvdtv
ים	jm
לאזור	lʔzvʁ
ניכר	nˈiχʁ
להיכנס	lˈiχns
חינוך	χˈinvχ
בגובה	vɡvvʔ
האנשים	ʔʔnʃjm
הדמויות	ʔdmvjvt
קרן	kʁn
רואה	ʁvʔʔ
אוויר	ʔwjʁ
בממוצע	vmmvtsʔ
מאת	mʔt
וחצי	vχtsˈi
המערבי	ʔmʔʁvˈi
לחלק	lχlk
לקחת	lkχt
השפה	ʔʃfʔ
באי	vˈi
הנבחרת	ʔnvχʁt
משחקי	mʃχkˈi
בלי	vlˈi
גבי	ɡvˈi
החיילים	ʔχˈijlim
חוץ	χvts
זהה	zʔʔ
שום	ʃvm
מאחורי	mʔχvʁˈi
חלקי	χlkˈi
המקורית	ʔmkvʁˈit
לשלב	lʃlv
למספר	lmsfʁ
שלמה	ʃlmʔ
אומר	ʔvmʁ
בתו	vtv
ועדת	vʔdt
נערך	nʔʁχ
בימי	vˈimi
הגרמנית	ʔɡʁmnˈit
מאמרים	mʔmʁˈim
לחץ	lχts
במקור	vmkvʁ
מגיעים	mɡˈiim
מעורב	mʔvʁv
הילד	ˈild
משתנה	mʃtnʔ
האמריקאית	ʔʔmʁˈikit
לשנות	lʃnvt
נותרו	nvtʁv
מאפשר	mʔfʃʁ
עבודות	ʔvvdvt
הגדולות	ʔɡdvlvt
אלכסנדר	ʔlχsndʁ
משפחות	mʃfχvt
אמה	ʔmʔ
מורכב	mvʁχv
שווה	ʃwʔ
בבריטניה	vvʁˈitniʔ
בצד	vtsd
נהר	nʔʁ
אזרחים	ʔzʁχˈim
יחיד	jχˈid
תנועה	tnvʔʔ
הרעיון	ʔʁˈivn
התקשורת	ʔtkʃvʁt
כבוד	χvvd
מתאר	mtʔʁ
העיירה	ʔˈijʁʔ
בגרמניה	vɡʁmnˈiʔ
האירוע	ʔˈiʁvʔ
עלתה	ʔltʔ
הממשל	ʔmmʃl
בתום	vtvm
ביצוע	vˈitsvʔ
שש	ʃˈeʃ
שליטה	ʃlˈitʔ
הבניין	ʔvnˈijn
שחקנים	ʃχknˈim
בטורניר	vtvʁnˈiʁ
הסביבה	ʔsvˈivʔ
הצלחה	ʔtslχʔ
לזכות	lzχvt
והפך	vʔfχ
הפנים	ʔfnˈim
השתתפו	ʔʃttfv
רוח	ʁvχ
הגישה	ʔɡˈiʃʔ
נבנה	nvnʔ
מראה	mʁʔʔ
ספינות	sfˈinvt
ט	tˈet
מקבל	mkvl
המרכזית	ʔmʁχzˈit
היצירה	ˈitsiʁʔ
מסע	msʔ
חלקם	χlkm
לסרט	lsʁt
ברחוב	vʁχvv
מראש	mʁʔʃ
עשה	ʔʃʔ
פשוט	fʃvt
ומתן	vmtn
המזרחי	ʔmzʁχˈi
דווקא	dwkʔ
חסר	χsʁ
נתונים	ntvnˈim
עובר	ʔvvʁ
והחל	vʔχl
ספרי	sfʁˈi
שותף	ʃvtf
צפון	tsfvn
בא	vʔ
במלחמה	vmlχmʔ
בשפה	vʃfʔ
פרי	fʁˈi
דרכו	dʁχv
באלבום	vʔlvvm
יהיו	jˈiv
מטוסים	mtvsˈim
לקבוצה	lkvvtsʔ
מס	ms
זוג	zvɡ
יצירות	jtsˈiʁvt
בהרבה	vʔʁvʔ
יצירת	jtsˈiʁt
ישירות	jʃjʁvt
לשחקן	lʃχkn
בצורת	vtsvʁt
הגבוהה	ʔɡvvʔʔ
הצפוני	ʔtsfvnˈi
כלשהו	χlʃʔv
מכיל	mχˈil
סדר	sdʁ
בניית	vnˈijt
בתים	vtˈim
שניים	ʃnˈajim
שנקרא	ʃnkʁʔ
אליפות	ʔlˈifvt
יצחק	jtsχk
להשתתף	lʔʃttf
לעזור	lʔzvʁ
המשיכו	ʔmʃjχv
להוציא	lʔvtsˈiʔ
בתהליך	vtʔlˈiχ
מצא	mtsʔ
העתיקה	ʔʔtˈikʔ
מטוסי	mtvsˈi
באחד	vʔχd
כעת	χʔt
מפלגת	mflɡt
האישה	ʔˈiʃʔ
אינן	ˈinn
הספרים	ʔsfʁˈim
שניהם	ʃnˈiʔm
פורסם	fvʁsm
הבתים	ʔvtˈim
תוצאות	tvtsʔvt
ניצחון	nˈitsχvn
האמנות	ʔʔmnvt
האל	ʔʔl
אחראי	ʔχʁˈi
כולה	χvlʔ
קיימות	kˈijmvt
האיחוד	ʔˈiχvd
בצרפת	vtsʁft
זכות	zχvt
מחקרים	mχkʁˈim
נקודת	nkvdt
סין	sˈin
שזה	ʃzʔ
הכסף	ʔχsf
הרביעית	ʔʁvˈiit
אברהם	ʔvʁʔm
אירועים	ˈiʁvim
הגבול	ʔɡvvl
לספק	lsfk
שיטת	ʃjtt
להרוג	lʔʁvɡ
הכלכלי	ʔχlχlˈi
סירב	sˈiʁv
כאלה	χʔlʔ
כלכלית	χlχlˈit
ביקש	vˈikʃ
לראש	lʁʔʃ
מבצע	mvtsʔ
ושם	vʃm
ידועה	jdvʔʔ
כאחד	χʔχd
הבאות	ʔvʔvt
הממלכה	ʔmmlχʔ
הספינה	ʔsfˈinʔ
צבע	tsvʔ
הביאה	ʔvˈiʔʔ
למעט	lmʔt
מבחינת	mvχˈint
מהלך	mʔlχ
כתבה	χtvʔ
מבני	mvnˈi
משקל	mʃkl
סמוך	smvχ
מזרח	mzʁχ
פעל	fʔl
רכב	ʁχv
שרה	ʃʁʔ
התיאטרון	ʔtˈiʔtʁvn
קולות	kvlvt
אורח	ʔvʁχ
כהן	χʔn
הלילה	ʔlˈilʔ
המחוז	ʔmχvz
מקורות	mkvʁvt
אמנם	ʔmnm
הרפובליקה	ʔʁfvvlˈikʔ
שזכה	ʃzχʔ
אוניברסיטת	ʔvnˈivʁsitt
ברציפות	vʁtsˈifvt
המין	ʔmˈin
מפתח	mftχ
התחרות	ʔtχʁvt
לליגה	llˈiɡʔ
בשיתוף	vʃjtvf
מילים	mˈilim
נערכו	nʔʁχv
האגודה	ʔʔɡvdʔ
טלוויזיה	tlwjzˈiʔ
לארצות	lʔʁtsvt
הדת	ʔdt
חזק	χzk
נחשבת	nχʃvt
קמ	km
בחזרה	vχzʁʔ
ומספר	vmsfʁ
ישנן	jʃnn
לזה	lzʔ
המשלחת	ʔmʃlχt
הורה	ʔvʁʔ
ילד	jld
המקומי	ʔmkvmˈi
קל	kl
רחוב	ʁχvv
ויליאם	vjlˈiʔm
המשנה	ʔmʃnʔ
מיוחדת	mˈivχdt
החליטה	ʔχlˈitʔ
הרשמי	ʔʁʃmˈi
במדי	vmdˈi
המערבית	ʔmʔʁvˈit
קול	kvl
פרופ	fʁvf
הראשית	ʔʁʔʃjt
לעצמו	lʔtsmv
קבלת	kvlt
פרטי	fʁtˈi
אמצעי	ʔmtsˈi
חום	χvm
לשלטון	lʃltvn
עמדה	ʔmdʔ
העובדים	ʔʔvvdˈim
לפתח	lftχ
איטליה	ˈitliʔ
לאדם	lʔdm
בר	vʁ
הרוסית	ʔʁvsˈit
מצרים	mtsʁˈim
בדיוק	vdˈivk
ניצחה	nˈitsχʔ
הבאים	ʔvˈim
השליטה	ʔʃlˈitʔ
התפתחות	ʔtftχvt
נישא	nˈiʃʔ
תחום	tχvm
בעברית	bˌeʔivʁˈit
שבוע	ʃvvʔ
האלה	ʔʔlʔ
הצרפתית	ʔtsʁftˈit
שכתב	ʃχtv
הפרויקט	ʔfʁvjkt
ארוכה	ʔʁvχʔ
הנוכחי	ʔnvχχˈi
הנרי	ʔnʁˈi
מבנים	mvnˈim
נהרג	nʔʁɡ
הבסיס	ʔvsˈis
מחלקת	mχlkt
העיקרית	ʔˈikʁit
הפרלמנט	ʔfʁlmnt
אמור	ʔmvʁ
דברים	dvʁˈim
יוכל	jvχl
תמורת	tmvʁt
בתולדות	vtvldvt
ויותר	vjvtʁ
גילה	ɡˈilʔ
חיפה	χˈifʔ
שבהן	ʃvʔn
הסרטים	ʔsʁtˈim
כאמור	χʔmvʁ
תוצאה	tvtsʔʔ
הטבע	ʔtvʔ
שנערך	ʃnʔʁχ
בשביל	vʃvˈil
הלחימה	ʔlχˈimʔ
נושאים	nvʃˈim
בסיבוב	vsˈivvv
בתחומי	vtχvmˈi
הסיבה	ʔsˈivʔ
כללה	χllʔ
בתגובה	vtɡvvʔ
דוגמה	duɡmˈa
באוניברסיטה	vʔvnˈivʁsitʔ
ברמה	vʁmʔ
ההופעות	ʔʔvfʔvt
שבעה	ʃivʔˈa
בנה	vnʔ
גילם	ɡˈilm
טרם	tʁm
התנגדות	ʔtŋdvt
שירי	ʃjʁˈi
חייב	χˈijv
אוסף	ʔvsf
הלימודים	ʔlˈimvdim
כזו	χzv
סיוע	sˈivʔ
בצבא	vtsvʔ
חוקרים	χvkʁˈim
חתם	χtm
קשות	kʃvt
שהן	ʃʔn
במועדון	vmvʔdvn
השמש	ʔʃmʃ
והייתה	vˈijtʔ
גודל	ɡvdl
פרט	fʁt
ובהמשך	vvʔmʃχ
גבוהים	ɡvvˈim
בארגון	vʔʁɡvn
הנבחרים	ʔnvχʁˈim
בכמה	vχmʔ
כראש	χʁʔʃ
מקומיים	mkvmˈijm
מוסדות	mvsdvt
מקובל	mkvvl
עובד	ʔvvd
בראשית	vʁʔʃjt
גן	ɡn
המכון	ʔmχvn
אירוע	ˈiʁvʔ
בניין	vnˈijn
המלוכה	ʔmlvχʔ
המספר	ʔmsfʁ
פרסום	fʁsvm
הזמנים	ʔzmnˈim
החומר	ʔχvmʁ
להבין	lʔvˈin
and	(͡e͡n)ˈe͡ɪ ˈɛn dˈiː(͡h͡e)
בלונדון	vlvndvn
עצמאי	ʔtsmˈi
הפרק	ʔfʁk
מבית	mvˈit
עצמאית	ʔtsmˈit
האחים	ʔʔχˈim
הופך	ʔvfχ
שהגיע	ʃʔɡˈiʔ
הלב	ʔlv
קצרה	ktsʁʔ
חזקה	χzkʔ
מוצא	mvtsʔ
נשא	nʃʔ
ביצע	vˈitsʔ
להקמת	lʔkmt
פוליטית	fvlˈitit
דומים	dvmˈim
הכי	ʔχˈi
המונח	ʔmvnχ
לילה	lˈilʔ
לטיפול	ltˈifvl
לאתר	lʔtʁ
מיני	mˈini
בחיים	vχˈijm
העולמי	ʔʔvlmˈi
תיאטרון	tˈiʔtʁvn
בתיאטרון	vtˈiʔtʁvn
הבינלאומית	ʔvˈinlʔvmit
חייהם	χˈijʔm
מועדון	mvʔdvn
בנושאים	vnvʃˈim
האב	ʔʔv
שלטון	ʃltvn
יפן	jfn
ניהול	nˈiʔvl
להן	lʔn
יכלו	jχlv
נפתח	nftχ
בהדרגה	vʔdʁɡʔ
חדר	χdʁ
למדינה	lmdˈinʔ
הציבורי	ʔtsˈivvʁi
ייצור	jjtsvʁ
רצח	ʁtsχ
תום	tvm
הציע	ʔtsˈiʔ
לימוד	lˈimvd
תורה	toʁˈa
אהבה	ʔʔvʔ
מסוגל	msvɡl
מקרים	mkʁˈim
מצפון	mtsfvn
פון	fvn
במחוז	vmχvz
בטרם	vtʁm
ביניהן	vˈiniʔn
מעלות	mʔlvt
ניסו	nˈisv
ספרד	sfʁd
אחוז	ʔχvz
התורה	ʔtvʁʔ
פגיעה	fɡˈiʔʔ
בכפר	vχfʁ
הופעת	ʔvfʔt
נבנו	nvnv
de	(͡e͡n)dˈiː ˈiː(͡h͡e)
אנרגיה	ʔnʁɡˈiʔ
בקבוצת	vkvvtst
הכניסה	ʔχnˈisʔ
הביאו	ʔvˈiʔv
אנו	ʔnv
בספרו	vsfʁv
עוסק	ʔvsk
הימים	ˈimim
התפקיד	ʔtfkˈid
להישאר	lˈiʃʔʁ
מיוחדים	mˈivχdim
מעלה	mʔlʔ
ספורט	sfvʁt
ראשונה	ʁʔʃvnʔ
בנים	vnˈim
הדם	ʔdm
הפארק	ʔfʔʁk
נזק	nzk
סגנון	sɡnvn
עשויים	ʔʃvjjm
בערך	vʔʁχ
הוצאת	ʔvtsʔt
להילחם	lˈilχm
מעין	mˈin
נרחב	nʁχv
להקת	lʔkt
הכול	ʔχvl
ואין	vˈin
לבחור	lvχvʁ
תחנת	tχnt
הודו	ʔvdv
הדרומי	ʔdʁvmˈi
לבני	lvnˈi
פועל	fvʔl
אוניות	ʔvnˈivt
במים	vmˈim
ע	ʔˈajin
עושה	ʔvʃʔ
היכולת	ˈiχvlt
ושני	vʃnˈi
החלל	ʔχll
לעלות	lʔlvt
במערב	vmʔʁv
עבודת	ʔvvdt
השישי	ʔʃjʃj
לקדם	lkdm
להציל	lʔtsˈil
מערב	mʔʁv
הודיעה	ʔvdˈiʔʔ
לחיות	lχˈivt
ליצירת	lˈitsiʁt
סיפורים	sˈifvʁim
שינה	ʃjnʔ
האדום	ʔʔdvm
ובהם	vvʔm
חברתית	χvʁtˈit
בכוח	vχvχ
לגובה	lɡvvʔ
הקטן	ʔktn
השירות	ʔʃjʁvt
כהונתו	χʔvntv
מאפשרת	mʔfʃʁt
פרויקט	fʁvjkt
התחיל	ʔtχˈil
בטענה	vtʔnʔ
בקיץ	vkˈits
הפוליטית	ʔfvlˈitit
טוען	tvʔn
כשהיא	χʃˈiʔ
סוגי	svɡˈi
רצה	ʁtsʔ
הבנייה	ʔvnˈijʔ
חיות	χˈivt
תקשורת	tkʃvʁt
סדרה	sdʁʔ
חומרים	χvmʁˈim
התוצאה	ʔtvtsʔʔ
מתוכם	mtvχm
כלכלי	χlχlˈi
נולדו	nvldv
תמונות	tmvnvt
לאומי	lʔvmˈi
למחרת	lmχʁt
אמנים	ʔmnˈim
הבאה	ʔvʔʔ
עלו	ʔlv
פועלים	fvʔlˈim
תפקידים	tfkˈidim
לפגוע	lfɡvʔ
מבוסס	mvvss
ואם	vʔm
יוצר	jvtsʁ
שירה	ʃjʁʔ
המוות	ʔmwt
המעבר	ʔmʔvʁ
צריכה	tsʁˈiχʔ
סגן	sɡn
הפועלים	ʔfvʔlˈim
משתמש	mʃtmʃ
בניסיון	vnˈisivn
דו	dv
האש	ʔʔʃ
לקח	lkχ
ממשלה	mmʃlʔ
שיטות	ʃjtvt
הידוע	ˈidvʔ
להצטרף	lʔtstʁf
הקונגרס	ʔkvŋʁs
תלמידים	tlmˈidim
בדבר	vdvʁ
הביניים	ʔvˈinijm
הישיבה	ˈiʃjvʔ
בהצלחה	vʔtslχʔ
ציבורית	tsˈivvʁit
לפיכך	lfˈiχχ
שאף	ʃʔf
ממש	mmʃ
משותף	mʃvtf
רחבי	ʁχvˈi
שהפך	ʃʔfχ
דרכים	dʁχˈim
מסלול	mslvl
שיעור	ʃjʔvʁ
איתה	ˈitʔ
בים	vˈim
המטרה	ʔmtʁʔ
מופיעה	mvfˈiʔʔ
הופיעו	ʔvfˈiʔv
זיכרון	zˈiχʁvn
קהל	kʔl
חבריו	χvʁˈiv
אדום	ʔdvm
בפרט	vfʁt
האויב	ʔʔvjv
האזרחים	ʔʔzʁχˈim
ובה	vvʔ
למדי	lmdˈi
משם	mʃm
הקו	ʔkv
לקבוע	lkvvʔ
נוער	nvʔʁ
ניתוח	nˈitvχ
ההר	ʔʔʁ
הכללית	ʔχllˈit
למוות	lmwt
נהוג	nʔvɡ
תלוי	tlvj
הציג	ʔtsˈiɡ
לספר	lsfʁ
בראשות	vʁʔʃvt
המוזיאון	ʔmvzˈiʔvn
שיטה	ʃjtʔ
ביטחון	vˈitχvn
תחרות	tχʁvt
עזרה	ʔzʁʔ
ניסיונות	nˈisivnvt
צבאית	tsvˈit
במבנה	vmvnʔ
דעת	dʔt
שלישי	ʃlˈiʃj
בגביע	vɡvˈiʔ
הרוח	ʔʁvχ
טובים	tvvˈim
קשרים	kʃʁˈim
נע	nʔ
קיום	kˈivm
A	(͡e͡n)ˈe͡ɪ(͡h͡e)
הבמה	ʔvmʔ
החברות	ʔχvʁvt
ישיר	jʃjʁ
סן	sn
בקריירה	vkʁˈijʁʔ
לגלות	lɡlvt
התחתון	ʔtχtvn
הטובים	ʔtvvˈim
מוות	mwt
פולין	fvlˈin
רוברט	ʁvvʁt
חייה	χˈijʔ
לכאורה	lχʔvʁʔ
למצב	lmtsv
מעשה	mʔʃʔ
המודרנית	ʔmvdʁnˈit
טענה	tʔnʔ
נמשך	nmʃχ
עסקים	ʔskˈim
הבריאות	ʔvʁˈiʔvt
לעבודה	lʔvvdʔ
מינים	mˈinim
השביעי	ʔʃvˈii
לתקופה	ltkvfʔ
נפרד	nfʁd
בגין	vɡˈin
טענו	tʔnv
שכלל	ʃχll
הוריו	ʔvʁˈiv
המילים	ʔmˈilim
ימינו	jmˈinv
ובשנת	vvʃnt
ישנו	jʃnv
ציין	tsˈijn
אופי	ʔvfˈi
הסדר	ʔsdʁ
לקיים	lkˈijm
הצפונית	ʔtsfvnˈit
מטרת	mtʁt
עורך	ʔvʁχ
רחבה	ʁχvʔ
במרחק	vmʁχk
האדמה	ʔʔdmʔ
הצבאית	ʔtsvˈit
התלמידים	ʔtlmˈidim
מורכבת	mvʁχvt
אזורים	ʔzvʁˈim
הנשק	ʔnʃk
בעיירה	vˈijʁʔ
הכדורגל	ʔχdvʁɡl
זהות	zʔvt
כבד	χvd
מתן	mtn
החדשים	ʔχdʃjm
שוחרר	ʃvχʁʁ
החליטו	ʔχlˈitv
בעיתון	vˈitvn
המחלקה	ʔmχlkʔ
אוכלוסיית	ʔvχlvsˈijt
בטקס	vtks
המחלה	ʔmχlʔ
להציג	lʔtsˈiɡ
לנו	lnv
גבר	ɡvʁ
דופן	dvfn
האמיתי	ʔʔmˈiti
התנהגות	ʔtnʔɡvt
מגיעה	mɡˈiʔʔ
גרמה	ɡʁmʔ
הלבן	ʔlvn
קרא	kʁʔ
המוקדמות	ʔmvkdmvt
לומר	lvmʁ
מידה	mˈidʔ
מפעל	mfʔl
ואן	vʔn
גל	ɡl
מוקדם	mvkdm
לבנים	lvnˈim
בכתב	vχtv
החלטה	ʔχltʔ
המלכותי	ʔmlχvtˈi
שאינה	ʃˈinʔ
שהגיעו	ʃʔɡˈiʔv
בחר	vχʁ
מהירות	mˈiʁvt
עשויה	ʔʃvjʔ
שלי	ʃlˈi
בינתיים	vˈintijm
האפשרות	ʔʔfʃʁvt
ראשית	ʁʔʃjt
הלא	ʔlʔ
למלחמה	lmlχmʔ
המקומיים	ʔmkvmˈijm
לאחת	lʔχt
לאמנות	lʔmnvt
ערים	ʔʁˈim
המחזה	ʔmχzʔ
לעצור	lʔtsvʁ
במלחמת	vmlχmt
הקליפ	ʔklˈif
ולבסוף	vlvsvf
בריצת	vʁˈitst
הרוסי	ʔʁvsˈi
להימנע	lˈimnʔ
נפוץ	nfvts
המקור	ʔmkvʁ
זוכה	zvχʔ
אישית	ˈiʃjt
בהשוואה	vʔʃwʔʔ
האקדמיה	ʔʔkdmˈiʔ
לברוח	lvʁvχ
דגם	dɡm
כוללים	χvllˈim
ידועים	jdvˈim
לגמרי	lɡmʁˈi
בשעות	vʃʔvt
מר	mʁ
נקראת	nkʁʔt
לצבא	ltsvʔ
שלח	ʃlχ
שקיבל	ʃkˈivl
התהליך	ʔtʔlˈiχ
כוכב	χvχv
מציג	mtsˈiɡ
מקרה	mkʁʔ
משמשת	mʃmʃt
יו	jv
לימודי	lˈimvdi
זוהי	zvˈi
חד	χd
כנסת	χnst
לפיתוח	lfˈitvχ
שימשה	ʃjmʃʔ
טבעי	tvˈi
משותפת	mʃvtft
צורת	tsvʁt
מסוימות	msvjmvt
עלי	ʔlˈi
בלילה	vlˈilʔ
במחלוקת	vmχlvkt
ידו	jdv
בשיר	vʃjʁ
העץ	ʔʔts
אישור	ˈiʃvʁ
בחירות	vχˈiʁvt
המקרים	ʔmkʁˈim
השתמש	ʔʃtmʃ
זמנית	zmnˈit
נהג	nʔɡ
קולנוע	kvlnvʔ
ברשימת	vʁʃjmt
המרד	ʔmʁd
השיטה	ʔʃjtʔ
צד	tsd
סיבוב	sˈivvv
רצון	ʁtsvn
רשות	ʁʃvt
הגרסה	ʔɡʁsʔ
לשלם	lʃlm
רואים	ʁvˈim
דייוויד	dˈijwjd
העלייה	ʔʔlˈijʔ
הפיקוד	ʔfˈikvd
אנגליה	ʔŋlˈiʔ
הדברים	ʔdvʁˈim
לזהות	lzʔvt
לעסוק	lʔsvk
סרטי	sʁtˈi
אב	ʔv
החוקרים	ʔχvkʁˈim
פסק	fsk
העצמאות	ʔʔtsmʔvt
והיו	vˈiv
גרסאות	ɡʁsʔvt
קווי	kwj
חברו	χvʁv
מורה	mvʁʔ
הרשות	ʔʁʃvt
מריה	mʁˈiʔ
תשומת	tʃvmt
אחדים	ʔχdˈim
בקלות	vklvt
ההסכם	ʔʔsχm
לציון	ltsˈivn
לקרוא	likʁˈo
עלול	ʔlvl
קצרים	ktsʁˈim
ברמת	bˌeʁamˈat
סימן	sˈimn
הצעירים	ʔtsˈiʁim
לסיום	lsˈivm
מהירה	mˈiʁʔ
בחברת	vχvʁt
בטלוויזיה	vtlwjzˈiʔ
במרוץ	vmʁvts
בערוץ	vʔʁvts
הקברות	ʔkvʁvt
לציבור	ltsˈivvʁ
תומאס	tvmʔs
בחייו	vχˈijv
הרחב	ʔʁχv
מטרות	mtʁvt
מקומי	mkvmˈi
בבוקר	vvvkʁ
הכוללת	ʔχvllt
הנסיך	ʔnsˈiχ
לחוק	lχvk
רובם	ʁvvm
שאם	ʃʔm
ביקורות	vˈikvʁvt
בתנאי	vtnˈi
דן	dn
האישי	ʔˈiʃj
לדבר	ldvʁ
לתקוף	ltkvf
ספרות	sfʁvt
הוקמו	ʔvkmv
להחזיר	lʔχzˈiʁ
לוי	lvj
מטה	mtʔ
עצם	ʔtsm
בשוק	vʃvk
הייצור	ˈijtsvʁ
נוסעים	nvsˈim
נפש	nfʃ
שירותי	ʃjʁvtˈi
איך	ˈejχ
המחנה	ʔmχnʔ
לפנות	lfnvt
ציוד	tsˈivd
בשדה	vʃdʔ
גידול	ɡˈidvl
האליפות	ʔʔlˈifvt
בעיני	vˈini
הכריז	ʔχʁˈiz
המשטר	ʔmʃtʁ
הערים	ʔʔʁˈim
דת	dt
העיקריים	ʔˈikʁijm
מקומו	mkvmv
מגורים	mɡvʁˈim
ממשיך	mmʃjχ
פיטר	fˈitʁ
המבקרים	ʔmvkʁˈim
מייקל	mˈijkl
שירת	ʃjʁt
חברתי	χvʁtˈi
מועמד	mvʔmd
המסחר	ʔmsχʁ
העל	ʔʔl
חשש	χʃʃ
הבקיע	ʔvkˈiʔ
העניק	ʔʔnˈik
קשים	kʃjm
במשרד	vmʃʁd
היד	ˈid
השלום	ʔʃlvm
לייצר	lˈijtsʁ
לים	lˈim
גמר	ɡmʁ
ציבור	tsˈivvʁ
הולך	ʔvlχ
המשימה	ʔmʃjmʔ
העליונה	ʔʔlˈivnʔ
טווח	twχ
פול	fvl
לנהל	lnʔl
תיאר	tˈiʔʁ
בפעילות	vfˈilvt
הקיבוץ	ʔkˈivvts
לנצח	lntsχ
פרסי	fʁsˈi
בקשר	vkʃʁ
ברגע	vʁɡʔ
לחברה	lχvʁʔ
נתון	ntvn
סכום	sχvm
מנהיג	mnˈiɡ
במחנה	vmχnʔ
הסתיים	ʔstˈijm
לאישה	lˈiʃʔ
משלו	mʃlv
תכונות	tχvnvt
טקס	tks
פרטיים	fʁtˈijm
ואחר	vʔχʁ
למפקד	lmfkd
נועד	nvʔd
בגמר	vɡmʁ
בסביבות	vsvˈivvt
הצד	ʔtsd
לקרב	lkʁv
מהרה	mʔʁʔ
הוכרז	ʔvχʁz
אוסטרליה	ʔvstʁlˈiʔ
הבלתי	ʔvltˈi
העלילה	ʔʔlˈilʔ
הפסידה	ʔfsˈidʔ
ישראלי	jʃʁʔlˈi
איכות	ˈiχvt
האונייה	ʔʔvnˈijʔ
התמנה	ʔtmnʔ
נאמר	nʔmʁ
בפריז	vfʁˈiz
השואה	ʔʃvʔʔ
השער	ʔʃʔʁ
הוועד	ʔwʔd
פה	fʔ
הרומן	ʔʁvmn
מהווים	mʔwjm
שלטונו	ʃltvnv
ברשת	vʁʃt
המורדים	ʔmvʁdˈim
הלך	ʔlχ
העשרים	ʔʔʃʁˈim
ובמקום	vvmkvm
ומאז	vmʔz
מהיר	mˈiʁ
צריכים	tsʁˈiχim
בשבוע	vʃvvʔ
הקשה	ʔkʃʔ
בגוף	vɡvf
האנרגיה	ʔʔnʁɡˈiʔ
הערבי	ʔʔʁvˈi
למרכז	lmʁχz
נשלח	nʃlχ
הגברים	ʔɡvʁˈim
סמית	smˈit
בחצי	vχtsˈi
הקיץ	ʔkˈits
הובילה	ʔvvˈilʔ
לפעמים	lfʔmˈim
אופן	ʔvfn
במה	vmʔ
הקודמת	ʔkvdmt
התחנה	ʔtχnʔ
יפה	jfʔ
נמל	nml
בריאות	vʁˈiʔvt
דניאל	dnˈiʔl
בבעלות	vvʔlvt
בהתאמה	vʔtʔmʔ
לימים	lˈimim
ניצחונות	nˈitsχvnvt
הספורט	ʔsfvʁt
חיה	χˈiʔ
לחיים	lχˈijm
השתמשו	ʔʃtmʃv
ציבורי	tsˈivvʁi
שערי	ʃʔʁˈi
אתה	ʔtʔ
בגודל	vɡvdl
המזרח	ʔmzʁχ
הקשורים	ʔkʃvʁˈim
חזרו	χzʁv
מוביל	mvvˈil
גופו	ɡvfv
טבע	tvʔ
לכבוש	lχvvʃ
ספק	sfk
בעיה	vˈiʔ
הדרומית	ʔdʁvmˈit
כתבי	χtvˈi
לפתוח	lftvχ
סנט	snt
הגן	ʔɡn
החדשות	ʔχdʃvt
זרים	zʁˈim
בחזית	vχzˈit
ברוסיה	vʁvsˈiʔ
בשיא	vʃjʔ
הקטנה	ʔktnʔ
לרכוש	lʁχvʃ
מצאו	mtsʔv
סוגים	svɡˈim
גדלה	ɡdlʔ
ובנוסף	vvnvsf
יושב	jvʃv
לשינוי	lʃjnvj
ממוצע	mmvtsʔ
באשר	vʔʃʁ
יחידה	jχˈidʔ
לשלוט	lʃlvt
יודע	jvdʔ
סמל	sml
מודל	mvdl
סך	sχ
הזאת	ʔzʔt
הראש	ʔʁʔʃ
מכאן	mχʔn
בעניין	vʔnˈijn
הכיבוש	ʔχˈivvʃ
הרשת	ʔʁʃt
