да	dˈɑ
жөнiнде	ʒˈɵn(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
Соның	sˈonəŋ
Шығыс	ʃəʀəs
министрлігі	məjnəjstɾlɪɡɪ
алынған	ˈɑɫənʀɑn
уақытша	wˈɑqətʃɑ
жиі	ʒəjɪ
Бiздiң	bə(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
саясат	sɑjasˈɑt
бастығы	bˈɑstəʀə
мәселесі	mæselesˈɪ
күнде	kundˈe
Атырау	ˈɑtəɾɑw
әлеуметтiк	ælewmˈett(͡e͡n)ˈa͡ɪ(͡k͡k)kə
сондай	sondˈɑj
құқығын	qˈʊqəʀən
бередi	beɾˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
құны	qˈʊnə
себебі	sebebˈɪ
Совет	sovˈet
істеп	ɪstˈep
өнер	ɵnˈeɾ
жылдық	ʒəɫdəq
осыдан	ˈosədɑn
оппозиция	oppˈozəjtsəjja
өздері	ɵzdeɾˈɪ
жоғарғы	ʒoʀˈɑɾʀə
күрес	kuɾˈes
қыркүйек	qəɾkujek
танымал	tˈɑnəmɑɫ
алмаған	ɑɫmɑʀˈɑn
алғаш	ɑɫʀˈɑʃ
аты	ˈɑtə
болу	bˈoɫw
басталды	bɑstˈɑɫdə
Украинаның	wkɾˈɑəjnɑnəŋ
ойын	ˈojən
Халықаралық	xˈɑɫəqɑɾɑɫəq
шығарған	ʃəʀɑɾʀɑn
құрылыс	qˈʊɾəɫəs
орталығы	oɾtˈɑɫəʀə
Дәл	dˈæɫ
тартты	tˈɑɾttə
комиссия	kˈoməjssəjja
түсіп	tusˈɪp
жасауға	ʒɑsɑwʀˈɑ
шын	ʃən
қосымша	qˈosəmʃɑ
теңгеге	teŋɡeɡˈe
төмен	tɵmˈen
хабар	xɑbˈɑɾ
келетін	keletˈɪn
мал	mˈɑɫ
басталған	bɑstɑɫʀˈɑn
сарапшылар	sɑɾˈɑpʃəɫɑɾ
дүниеге	dˈunəjeɡe
шамамен	ʃɑmɑmˈen
баланың	bɑɫˈɑnəŋ
iске	(͡e͡n)ˈa͡ɪ(͡k͡k)skˈe
ҰҚК	ˈʊqk
Менің	menˈɪŋ
Биыл	bəjəɫ
жариялаған	ʒˈɑɾəjjaɫɑʀɑn
жағдайға	ʒɑʀdɑjʀˈɑ
әкiмi	ˈæk(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)
жасқа	ʒɑsqˈɑ
билiктiң	bəjɫ(͡e͡n)ˈa͡ɪ(͡k͡k)kətə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
көрiнедi	kˈɵɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
мүшесі	muʃesˈɪ
тартқан	tɑɾtqˈɑn
мақсатында	mɑqsˈɑtəndɑ
қылмыс	qəɫməs
жатады	ʒɑtˈɑdə
сөзіне	sɵzɪnˈe
бірқатар	bɪɾqɑtˈɑɾ
құру	qˈʊɾw
соттың	sˈottəŋ
етеді	etedˈɪ
анасы	ɑnˈɑsə
ойлап	ojɫˈɑp
шетелдік	ʃeteɫdˈɪk
Халық	xˈɑɫəq
чемпионы	t͡ʃˈempəjonə
Осындай	ˈosəndɑj
айналды	ɑjnˈɑɫdə
қатысып	qˈɑtəsəp
айының	ˈɑjənəŋ
түсiп	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)pə
радиосына	ɾˈɑdəjosənɑ
қызметкері	qəzmetkeɾɪ
мәселеге	mæseleɡˈe
өтетін	ɵtetˈɪn
аталатын	ɑtɑɫˈɑtən
бiзге	bə(͡e͡n)ˈa͡ɪ(͡k͡k)zɡˈe
Демек	demˈek
Қайрат	qɑjɾˈɑt
елдер	eɫdˈeɾ
тұрғындар	tˈʊɾʀəndɑɾ
содан	sodˈɑn
болмақ	boɫmˈɑq
қолына	qˈoɫənɑ
құрылған	qˈʊɾəɫʀɑn
комитетінің	kˈoməjtetɪnɪŋ
шағым	ʃˈɑʀəm
салдарынан	sɑɫdˈɑɾənɑn
асып	ˈɑsəp
ешкiм	ˈeʃk(͡e͡n)ˈa͡ɪ(͡k͡k)mə
әрине	ˈæɾəjne
заңға	zɑŋʀˈɑ
көрсету	kɵɾsˈetw
уәде	wædˈe
отырғанын	ˈotəɾʀɑnən
мәлімдеген	mælɪmdeɡˈen
осыған	ˈosəʀɑn
Әлиев	ˈæɫəjev
жинап	ʒəjnɑp
басы	bˈɑsə
мықты	məqtə
адамдарды	ɑdɑmdˈɑɾdə
ой	ˈoj
сақтап	sɑqtˈɑp
түсті	tustˈɪ
мақала	mɑqɑɫˈɑ
екендігін	ekendɪɡˈɪn
бүгінгі	buɡɪnɡˈɪ
әкімшілік	ækɪmʃɪlˈɪk
біраз	bɪɾˈɑz
ақ	ˈɑq
облысында	ˈobɫəsəndɑ
жалға	ʒɑɫʀˈɑ
қойылған	qˈojəɫʀɑn
жарым	ʒˈɑɾəm
қатарына	qɑtˈɑɾənɑ
Абай	ɑbˈɑj
Маңғыстау	mˈɑŋʀəstɑw
iшкi	(͡e͡n)ˈa͡ɪ(͡k͡k)ʃəkə(͡e͡n)ˈa͡ɪ(͡k͡k)
айтуға	ɑjtwʀˈɑ
басшылығы	bˈɑsʃəɫəʀə
бүгiнгi	bˈuɡ(͡e͡n)ˈa͡ɪ(͡k͡k)nəɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
президентi	pɾˈezəjdent(͡e͡n)ˈa͡ɪ(͡k͡k)
жатты	ʒˈɑttə
бен	bˈen
Тағы	tˈɑʀə
құпия	qˈʊpəjja
ойлаймын	ojɫˈɑjmən
тастап	tɑstˈɑp
оңай	oŋˈɑj
аясында	ɑjˈasəndɑ
үстіне	ustɪnˈe
жалған	ʒɑɫʀˈɑn
тап	tˈɑp
мыңнан	məŋnɑn
қашып	qˈɑʃəp
Дайындайтын	dˈɑjəndɑjtən
Түркия	tˈuɾkəjja
екені	ekenˈɪ
Қытайдың	qətɑjdəŋ
бақылау	bˈɑqəɫɑw
зерттеу	zeɾttˈew
мұнда	mʊndˈɑ
ағылшын	ˈɑʀəɫʃən
орнын	ˈoɾnən
беретін	beɾetˈɪn
кейінгі	kejɪnɡˈɪ
тобы	tˈobə
көлік	kɵlˈɪk
БАҚ	bˈɑq
нағыз	nˈɑʀəz
қараша	qɑɾɑʃˈɑ
сұраған	sʊɾɑʀˈɑn
Осыған	ˈosəʀɑn
билікке	bəjlɪkke
интернет	əjnteɾnet
кем	kˈem
өтiп	ˈɵt(͡e͡n)ˈa͡ɪ(͡k͡k)pə
түстi	tˈust(͡e͡n)ˈa͡ɪ(͡k͡k)
қосып	qˈosəp
келсе	keɫsˈe
ән	ˈæn
болмай	boɫmˈɑj
ықпал	əqpɑɫ
Ресейдiң	ɾesˈejd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тілінде	tɪlɪndˈe
депутаты	depwtˈɑtə
жариялады	ʒˈɑɾəjjaɫɑdə
республикалық	ɾˈespwbɫəjkɑɫəq
берілген	beɾɪɫɡˈen
үстiне	ˈust(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
өзiне	ˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
Нұрлан	nʊɾɫˈɑn
өздерінің	ɵzdeɾɪnˈɪŋ
жатып	ʒˈɑtəp
ұсыныс	ˈʊsənəs
бүкiл	bˈuk(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə
түрлi	tˈuɾɫ(͡e͡n)ˈa͡ɪ(͡k͡k)
шабуыл	ʃˈɑbwəɫ
жұрттың	ʒˈʊɾttəŋ
қымбат	qəmbɑt
баспана	bɑspɑnˈɑ
дегенде	deɡendˈe
мүше	muʃˈe
есеп	esˈep
жұмыстан	ʒˈʊməstɑn
ұйымдар	ˈʊjəmdɑɾ
даму	dˈɑmw
әлгі	æɫɡˈɪ
орны	ˈoɾnə
байланыс	bɑjɫˈɑnəs
қаншалықты	qɑnʃˈɑɫəqtə
көрсетіп	kɵɾsetˈɪp
қарулы	qˈɑɾwɫə
есе	esˈe
мамандар	mɑmɑndˈɑɾ
азаматы	ɑzɑmˈɑtə
шара	ʃɑɾˈɑ
Астанадағы	ɑstɑnɑdˈɑʀə
тұра	tʊɾˈɑ
Беларусь	beɫˈɑɾwsʔ
аудан	ɑwdˈɑn
мені	menˈɪ
бәрін	bæɾˈɪn
Серік	seɾˈɪk
судья	swdʔjˈa
мәселені	mæselenˈɪ
дегенді	deɡendˈɪ
жағы	ʒˈɑʀə
журналистер	ʒwɾnˈɑɫəjsteɾ
кісі	kɪsˈɪ
шақырды	ʃˈɑqəɾdə
жария	ʒˈɑɾəjja
саясаткер	sɑjasɑtkˈeɾ
едiм	ˈed(͡e͡n)ˈa͡ɪ(͡k͡k)mə
таза	tɑzˈɑ
тапты	tˈɑptə
көрсеткен	kɵɾsetkˈen
атынан	ˈɑtənɑn
зор	zˈoɾ
түрмеге	tuɾmeɡˈe
долларға	doɫɫɑɾʀˈɑ
көрінеді	kɵɾɪnedˈɪ
ешқашан	eʃqɑʃˈɑn
кiсi	kə(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)
тікелей	tɪkelˈej
тез	tˈez
екенi	ekˈen(͡e͡n)ˈa͡ɪ(͡k͡k)
ете	etˈe
тұрғыдан	tˈʊɾʀədɑn
қазақтар	qɑzɑqtˈɑɾ
Менiң	mˈen(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
зардап	zɑɾdˈɑp
партияның	pˈɑɾtəjjanəŋ
хабарлауынша	xɑbɑɾɫˈɑwənʃɑ
атып	ˈɑtəp
өзінде	ɵzɪndˈe
бос	bˈos
бөлігі	bɵlɪɡˈɪ
болсақ	boɫsˈɑq
түрмеде	tuɾmedˈe
айналған	ɑjnɑɫʀˈɑn
министрлігінің	məjnəjstɾlɪɡɪnɪŋ
дүние	dˈunəje
БҰҰ	bʊˈʊ
Кеңес	keŋˈes
үйге	ujɡˈe
өзара	ɵzɑɾˈɑ
Адам	ɑdˈɑm
жылдар	ʒəɫdɑɾ
қайтадан	qɑjtɑdˈɑn
қоры	qˈoɾə
электр	elˈektɾ
ақпан	ɑqpˈɑn
зейнетақы	zejnetˈɑqə
жиналған	ʒəjnɑɫʀɑn
қазақша	qɑzɑqʃˈɑ
полициясы	pˈoɫəjtsəjjasə
ер	ˈeɾ
жазды	ʒˈɑzdə
менi	mˈen(͡e͡n)ˈa͡ɪ(͡k͡k)
тұңғыш	tˈʊŋʀəʃ
сұрады	sʊɾˈɑdə
қан	qˈɑn
жолмен	ʒoɫmˈen
прокуратура	pɾokwɾɑtwɾˈɑ
сонымен	sˈonəmen
жобасы	ʒobˈɑsə
сала	sɑɫˈɑ
болмады	boɫmˈɑdə
болғанда	boɫʀɑndˈɑ
жарты	ʒˈɑɾtə
тұрақты	tʊɾˈɑqtə
Қазақстандық	qɑzɑqstˈɑndəq
тексеру	teksˈeɾw
бәрiн	bˈæɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nə
ғылыми	ʀəɫəməj
елден	eɫdˈen
қызметінің	qəzmetɪnɪŋ
Екі	ekˈɪ
басынан	bˈɑsənɑn
тұрды	tˈʊɾdə
ат	ˈɑt
соған	soʀˈɑn
сұхбат	sʊxbˈɑt
бірден	bɪɾdˈen
еттi	ˈett(͡e͡n)ˈa͡ɪ(͡k͡k)
елдері	eɫdeɾˈɪ
алғанда	ɑɫʀɑndˈɑ
құралдары	qʊɾɑɫdˈɑɾə
мыңға	məŋʀɑ
Осылайша	ˈosəɫɑjʃɑ
көрсетті	kɵɾsettˈɪ
шынайы	ʃənɑjə
облысындағы	ˈobɫəsəndɑʀə
қорының	qˈoɾənəŋ
авторы	ɑvtˈoɾə
мәселесін	mæselesˈɪn
Жамбыл	ʒˈɑmbəɫ
iстер	(͡e͡n)ˈa͡ɪ(͡k͡k)stˈeɾ
қырғыз	qəɾʀəz
президенттің	pɾˈezəjdenttɪŋ
тастады	tɑstˈɑdə
үшінші	uʃɪnʃˈɪ
жұмысын	ʒˈʊməsən
жатырмыз	ʒˈɑtəɾməz
тағылған	tˈɑʀəɫʀɑn
шілде	ʃɪɫdˈe
жатса	ʒɑtsˈɑ
жаққа	ʒɑqqˈɑ
жеттi	ʒˈett(͡e͡n)ˈa͡ɪ(͡k͡k)
есімді	esɪmdˈɪ
қашан	qɑʃˈɑn
сәуір	sæwˈɪɾ
газетінің	ɡɑzetɪnˈɪŋ
хабарлайды	xɑbɑɾɫˈɑjdə
Не	nˈe
мәселелер	mæselelˈeɾ
атын	ˈɑtən
балалардың	bɑɫɑɫˈɑɾdəŋ
наразы	nɑɾˈɑzə
үкiмет	ˈuk(͡e͡n)ˈa͡ɪ(͡k͡k)mˈet
рас	ɾˈɑs
апта	ɑptˈɑ
жобасын	ʒobˈɑsən
Жоғарғы	ʒoʀˈɑɾʀə
жастардың	ʒɑstˈɑɾdəŋ
ғылым	ʀəɫəm
сотталған	sottɑɫʀˈɑn
едiк	ˈed(͡e͡n)ˈa͡ɪ(͡k͡k)kə
шаруашылығы	ʃɑɾwˈɑʃəɫəʀə
қайдан	qɑjdˈɑn
мүшелері	muʃeleɾˈɪ
жауапты	ʒɑwˈɑptə
несие	nˈesəje
қайтып	qˈɑjtəp
кетiп	kˈet(͡e͡n)ˈa͡ɪ(͡k͡k)pə
келесі	kelesˈɪ
жасар	ʒɑsˈɑɾ
соны	sˈonə
болатынын	boɫˈɑtənən
тiл	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə
үйде	ujdˈe
Қазақстаннан	qɑzɑqstɑnnˈɑn
қызметіне	qəzmetɪne
қолында	qˈoɫəndɑ
ислам	əjsɫɑm
аралығында	ɑɾˈɑɫəʀəndɑ
Қазіргі	qɑzɪɾɡˈɪ
Тіпті	tɪptˈɪ
газеті	ɡɑzetˈɪ
жолын	ʒˈoɫən
пайдаланып	pɑjdɑɫˈɑnəp
сурет	swɾˈet
әлемдік	ælemdˈɪk
комитеті	kˈoməjtetɪ
аяқ	ɑjˈaq
жауып	ʒˈɑwəp
Талғат	tɑɫʀˈɑt
көбірек	kɵbɪɾˈek
қаңтар	qɑŋtˈɑɾ
мұсылман	mˈʊsəɫmɑn
ауыз	ˈɑwəz
тілін	tɪlˈɪn
қамауға	qɑmɑwʀˈɑ
едім	edˈɪm
кете	ketˈe
құжат	qʊʒˈɑt
елiмiздiң	ˈeɫ(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
медициналық	mˈedəjtsəjnɑɫəq
ауданының	ɑwdˈɑnənəŋ
былтыр	bəɫtəɾ
Тәжікстан	tæʒɪkstˈɑn
жөнiндегi	ʒˈɵn(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)
ондаған	ondɑʀˈɑn
Алматының	ɑɫmˈɑtənəŋ
мүлдем	muɫdˈem
құқықтары	qˈʊqəqtɑɾə
Жақында	ʒˈɑqəndɑ
Жер	ʒˈeɾ
бiраз	bə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾˈɑz
жеті	ʒetˈɪ
салық	sˈɑɫəq
деуге	dewɡˈe
кейбiр	kˈejb(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə
өткізіп	ɵtkɪzˈɪp
Бүгін	buɡˈɪn
қару	qˈɑɾw
басқармасының	bɑsqɑɾmˈɑsənəŋ
алдындағы	ˈɑɫdəndɑʀə
мақсаты	mɑqsˈɑtə
теңгеден	teŋɡedˈen
сәтте	sættˈe
елді	eɫdˈɪ
пәтер	pætˈeɾ
газетЖас	ɡɑzˈet ʒˈɑs
себепті	sebeptˈɪ
Ел	ˈeɫ
радиосының	ɾˈɑdəjosənəŋ
өзiн	ˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)nə
біледі	bɪledˈɪ
жергiлiктi	ʒˈeɾɡ(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)kətə(͡e͡n)ˈa͡ɪ(͡k͡k)
деңгейде	deŋɡejdˈe
орындары	ˈoɾəndɑɾə
өтеді	ɵtedˈɪ
одағы	odˈɑʀə
шығатын	ʃəʀɑtən
қалпына	qˈɑɫpənɑ
ақшаны	ɑqʃˈɑnə
сабақ	sɑbˈɑq
жүз	ʒˈuz
кең	kˈeŋ
қорғаныс	qoɾʀˈɑnəs
Сосын	sˈosən
күннен	kunnˈen
орталығының	oɾtˈɑɫəʀənəŋ
мәдениет	mædˈenəjet
әсіресе	æsɪɾesˈe
елдердің	eɫdeɾdˈɪŋ
мол	mˈoɫ
дегенге	deɡenɡˈe
жаман	ʒɑmˈɑn
Кейбір	kejbˈɪɾ
қызметін	qəzmetɪn
Соған	soʀˈɑn
жазасын	ʒɑzˈɑsən
жүйесі	ʒujesˈɪ
табиғи	tˈɑbəjʀəj
істі	ɪstˈɪ
есептейді	eseptejdˈɪ
жатқаны	ʒɑtqˈɑnə
кейде	kejdˈe
шығару	ʃəʀɑɾw
өткізу	ɵtkˈɪzw
бағдарламасы	bɑʀdɑɾɫɑmˈɑsə
тарту	tˈɑɾtw
шақырып	ʃˈɑqəɾəp
мүмкіндігі	mumkɪndɪɡˈɪ
қола	qoɫˈɑ
айдан	ɑjdˈɑn
президентінің	pɾˈezəjdentɪnɪŋ
денсаулық	densˈɑwɫəq
секілді	sekɪɫdˈɪ
футбол	fwtbˈoɫ
жай	ʒˈɑj
туыстары	twəstɑɾə
қалыпты	qˈɑɫəptə
қолынан	qˈoɫənɑn
өтініш	ɵtɪnˈɪʃ
тiлiн	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)nə
табыс	tˈɑbəs
жұмыстары	ʒˈʊməstɑɾə
дамыту	dˈɑmətw
тұста	tʊstˈɑ
қараған	qɑɾɑʀˈɑn
бай	bˈɑj
кеше	keʃˈe
жазушы	ʒˈɑzwʃə
тіл	tˈɪɫ
қалса	qɑɫsˈɑ
қауіп	qɑwˈɪp
әңгiме	ˈæŋɡ(͡e͡n)ˈa͡ɪ(͡k͡k)mˈe
бейбіт	bejbˈɪt
депутат	depwtˈɑt
Қуаныш	qwˈɑnəʃ
дағдарыс	dɑʀdˈɑɾəs
президенттiң	pɾˈezəjdentt(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Ресми	ɾˈesməj
қояды	qojˈadə
сотының	sˈotənəŋ
келісім	kelɪsˈɪm
Биылғы	bəjəɫʀə
айыппұл	ˈɑjəppʊɫ
Неге	neɡˈe
жақында	ʒˈɑqəndɑ
күтіп	kutˈɪp
шақты	ʃˈɑqtə
редакторы	ɾedɑktˈoɾə
әйелі	æjelˈɪ
Германия	ɡeɾmˈɑnəjja
ары	ˈɑɾə
аман	ɑmˈɑn
ұсынған	ˈʊsənʀɑn
тиісті	təjɪstɪ
Кейін	kejˈɪn
аштық	ˈɑʃtəq
ойынша	ˈojənʃɑ
әртүрлі	æɾtuɾlˈɪ
көрсетеді	kɵɾsetedˈɪ
нәтиже	nˈætəjʒe
ақпаратты	ɑqpɑɾˈɑttə
оқиғасы	ˈoqəjʀɑsə
сұрақ	sʊɾˈɑq
мыңдаған	məŋdɑʀɑn
саласында	sɑɫˈɑsəndɑ
сен	sˈen
болуға	boɫwʀˈɑ
рухани	ɾwxˈɑnəj
өкiлдерi	ˈɵk(͡e͡n)ˈa͡ɪ(͡k͡k)ɫdˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
Одағы	odˈɑʀə
салуға	sɑɫwʀˈɑ
ерте	eɾtˈe
мән	mˈæn
Әр	ˈæɾ
Солтүстік	soɫtustˈɪk
жасалып	ʒɑsˈɑɫəp
жаңадан	ʒɑŋɑdˈɑn
басшысының	bˈɑsʃəsənəŋ
Бауыржан	bˈɑwəɾʒɑn
млн	məɫənə
түрме	tuɾmˈe
жағдайын	ʒɑʀdˈɑjən
одақ	odˈɑq
қолдап	qoɫdˈɑp
адамдарға	ɑdɑmdɑɾʀˈɑ
көзi	kˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)
сөзін	sɵzˈɪn
өзiнде	ˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
Skip	(͡e͡n)skˈɪp(͡k͡k)
қос	qˈos
жете	ʒetˈe
сөйлеп	sɵjlˈep
отырады	ˈotəɾɑdə
жауапқа	ʒɑwɑpqˈɑ
соңына	sˈoŋənɑ
әлгi	ˈæɫɡ(͡e͡n)ˈa͡ɪ(͡k͡k)
ортасында	oɾtˈɑsəndɑ
үйдің	ujdˈɪŋ
Обама	obɑmˈɑ
еркін	eɾkˈɪn
адвокат	ɑdvokˈɑt
жасайды	ʒɑsˈɑjdə
жоба	ʒobˈɑ
Қырым	qəɾəm
барын	bˈɑɾən
жасы	ʒˈɑsə
барынша	bˈɑɾənʃɑ
министр	məjnəjstɾ
Азаттықтың	ɑzˈɑttəqtəŋ
алмаймын	ɑɫmˈɑjmən
айту	ˈɑjtw
жұмысы	ʒˈʊməsə
Қазақтың	qɑzˈɑqtəŋ
қаланың	qɑɫˈɑnəŋ
Қазiргi	qˈɑz(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
қолдан	qoɫdˈɑn
Алтынбек	ˈɑɫtənbek
таңда	tɑŋdˈɑ
аламыз	ɑɫˈɑməz
келмейді	keɫmejdˈɪ
салады	sɑɫˈɑdə
Андрей	ɑndɾˈej
арыз	ˈɑɾəz
бірдей	bɪɾdˈej
Көп	kˈɵp
пара	pɑɾˈɑ
жақтан	ʒɑqtˈɑn
көрсетілген	kɵɾsetɪɫɡˈen
уақытқа	wˈɑqətqɑ
Мұнда	mʊndˈɑ
құрып	qˈʊɾəp
Украинадағы	wkɾˈɑəjnɑdɑʀə
Сөйтiп	sˈɵjt(͡e͡n)ˈa͡ɪ(͡k͡k)pə
жүздеген	ʒuzdeɡˈen
бермей	beɾmˈej
нашар	nɑʃˈɑɾ
салыстырғанда	sˈɑɫəstəɾʀɑndɑ
жатқанда	ʒɑtqɑndˈɑ
Франция	fɾˈɑntsəjja
айға	ɑjʀˈɑ
Осының	ˈosənəŋ
топтың	tˈoptəŋ
қытай	qətɑj
әрбiр	ˈæɾb(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə
iрi	(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)
ауданында	ɑwdˈɑnəndɑ
білдірді	bɪɫdɪɾdˈɪ
әзірге	æzɪɾɡˈe
шақырым	ʃˈɑqəɾəm
жартылай	ʒˈɑɾtəɫɑj
күндері	kundeɾˈɪ
дейінгі	dejɪnɡˈɪ
сын	sən
одағының	odˈɑʀənəŋ
өткізген	ɵtkɪzɡˈen
Виктор	vəjktoɾ
мемлекеттің	memlekettˈɪŋ
бiледi	bə(͡e͡n)ˈa͡ɪ(͡k͡k)lˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
тиімді	təjɪmdɪ
етуге	etwɡˈe
жақ	ʒˈɑq
қоғамда	qoʀɑmdˈɑ
Кеше	keʃˈe
кетеді	ketedˈɪ
Әйтпесе	æjtpesˈe
Мемлекет	memlekˈet
дерек	deɾˈek
ауылында	ˈɑwəɫəndɑ
жайт	ʒˈɑjt
Алматыға	ɑɫmˈɑtəʀɑ
Ерлан	eɾɫˈɑn
асқан	ɑsqˈɑn
экономика	ekonˈoməjkɑ
жағдайлар	ʒɑʀdɑjɫˈɑɾ
үстінен	ustɪnˈen
Ақ	ˈɑq
берсе	beɾsˈe
бағдарлама	bɑʀdɑɾɫɑmˈɑ
оқуға	oqwʀˈɑ
Басқа	bɑsqˈɑ
Қазақстанды	qɑzɑqstˈɑndə
Екi	ˈek(͡e͡n)ˈa͡ɪ(͡k͡k)
Қанат	qɑnˈɑt
Сөйтіп	sɵjtˈɪp
Асқар	ɑsqˈɑɾ
Қырғызстанның	qəɾʀəzstɑnnəŋ
тiлiнде	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
қаншама	qɑnʃɑmˈɑ
жалақы	ʒɑɫˈɑqə
көлемі	kɵlemˈɪ
болыпты	bˈoɫəptə
кездесу	kezdˈesw
қаржылық	qˈɑɾʒəɫəq
Үш	ˈuʃ
мырза	məɾzɑ
сынды	səndə
тiлi	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)
қарайды	qɑɾˈɑjdə
беретiн	beɾˈet(͡e͡n)ˈa͡ɪ(͡k͡k)nə
осында	ˈosəndɑ
тұрғыда	tˈʊɾʀədɑ
қатарында	qɑtˈɑɾəndɑ
аға	ɑʀˈɑ
отырды	ˈotəɾdə
шекара	ʃekɑɾˈɑ
мақсат	mɑqsˈɑt
барлығын	bˈɑɾɫəʀən
көзге	kɵzɡˈe
тастаған	tɑstɑʀˈɑn
әуе	æwˈe
жемқорлық	ʒemqˈoɾɫəq
жетті	ʒettˈɪ
болдым	bˈoɫdəm
тобының	tˈobənəŋ
айлық	ˈɑjɫəq
танытып	tˈɑnətəp
азаматтары	ɑzɑmɑttˈɑɾə
болдық	bˈoɫdəq
кедергі	kedeɾɡˈɪ
орынға	ˈoɾənʀɑ
Астанаға	ɑstɑnɑʀˈɑ
қарсаңында	qɑɾsˈɑŋəndɑ
қоғамның	qoʀˈɑmnəŋ
ұйымның	ˈʊjəmnəŋ
совет	sovˈet
адвокаты	ɑdvokˈɑtə
таба	tɑbˈɑ
хабарлаған	xɑbɑɾɫɑʀˈɑn
Желтоқсан	ʒeɫtoqsˈɑn
күрт	kˈuɾt
маман	mɑmˈɑn
тағдыры	tˈɑʀdəɾə
Павлодар	pɑvɫodˈɑɾ
мектепке	mektepkˈe
істейтін	ɪstejtˈɪn
сайлауы	sɑjɫˈɑwə
Бақытжан	bˈɑqətʒɑn
атқарушы	ɑtqˈɑɾwʃə
саласындағы	sɑɫˈɑsəndɑʀə
министрi	məjnəjstɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
оқиғаға	ˈoqəjʀɑʀɑ
алмайтын	ɑɫmˈɑjtən
қою	qojˈu
астында	ˈɑstəndɑ
атына	ˈɑtənɑ
Бұрын	bˈʊɾən
Мемлекеттік	memlekettˈɪk
айда	ɑjdˈɑ
ертең	eɾtˈeŋ
студент	stwdˈent
болғанымен	boɫʀˈɑnəmen
тарап	tɑɾˈɑp
мәселенi	mæselˈen(͡e͡n)ˈa͡ɪ(͡k͡k)
сәл	sˈæɫ
мүгедек	muɡedˈek
Назарбаевқа	nɑzɑɾbɑevqˈɑ
шешiм	ʃˈeʃ(͡e͡n)ˈa͡ɪ(͡k͡k)mə
Астананың	ɑstɑnˈɑnəŋ
Жергілікті	ʒeɾɡɪlɪktˈɪ
олимпиада	ˈoɫəjmpəjɑdɑ
тілі	tɪlˈɪ
қор	qˈoɾ
Әлде	æɫdˈe
Отан	otˈɑn
кезеңде	kezeŋdˈe
Міне	mɪnˈe
қорғаушылар	qoɾʀˈɑwʃəɫɑɾ
болжам	boɫʒˈɑm
жедел	ʒedˈeɫ
желтоқсанның	ʒeɫtoqsˈɑnnəŋ
негiзгi	nˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)zəɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
ауруханаға	ɑwɾwxɑnɑʀˈɑ
бет	bˈet
